k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.5062031185027275, 0.2238640057256579, -0.0071564875691577, 0.6117622147452328, 0.2545308748802036, 0.0724196160428194, -0.0416723907671665, -0.0941146262181341, -0.0882423117798146, -0.0538856697245944, -0.0572223412920609, 0.2014973951431998, 0.1371269445502976, -0.0389007635977238, -0.1145832354189745, -0.0803984297843836, 0.0637336627801475, 0.2947172897883802, 0.123998145364176, 0.0976225885573971, -0.1559417661123896, 0.0639867390566559]| 13.4518623352050781|      5.00000000|[59, 4, 0, 2]                                                              |  | trying linear partial model with 31 points | iterate success | actual_k=2
      17|[1.4012862723867296, 0.0709611934414314, 0.154422503004066, 1.98138053928923, 0.0173008303175543, -0.092853315737669, 0.0957877747000432, -0.0467303845304299, -0.1434692875609801, -0.0821973600818807, -0.2933386450674229, 0.3321872601401843, 0.194523362931266, -0.304475135638098, -0.1846589786976691, -0.0512408182309142, 0.1642444236037285, 0.1423368206291658, 0.18356311190379, 0.1597633923758146, -0.2322652730043031, -0.0207367465005102]| 12.1451215744018555|      0.20000000|[993, 68, 0, 34]                                                           |  | trying linear partial model with 31 points | iterate success | actual_k=2
      18|[1.4012862723867296, 0.0709611934414314, 0.154422503004066, 1.98138053928923, 0.0173008303175543, -0.092853315737669, 0.0957877747000432, -0.0467303845304299, -0.1434692875609801, -0.0821973600818807, -0.2933386450674229, 0.3321872601401843, 0.194523362931266, -0.304475135638098, -0.1846589786976691, -0.0512408182309142, 0.1642444236037285, 0.1423368206291658, 0.18356311190379, 0.1597633923758146, -0.2322652730043031, -0.0207367465005102]| 12.1451215744018555|      0.04000000|[1051, 72, 0, 36]                                                          |  | trying linear partial model with 31 points | exploitation failed, decreasing delta | actual_k=2
      19|[1.4224409959639261, 0.0716352032898696, 0.161833821385293, 2.0113454749673156, 0.0200342371793694, -0.0923306332492834, 0.0975868131661939, -0.0440949025099797, -0.1494297899927354, -0.0794164411998828, -0.2949709735815643, 0.3309766587781569, 0.1909997781260732, -0.2977653401049414, -0.1809393151885798, -0.0524524836542539, 0.1648616153689888, 0.1407753058906853, 0.1856370646055742, 0.1633515780870713, -0.226676039180595, -0.0175896805935614]| 12.1444168090820312|      0.20000000|[1109, 76, 0, 38]                                                          |  | trying linear partial model with 31 points | iterate success | actual_k=2
      20|[1.4224409959639261, 0.0716352032898696, 0.161833821385293, 2.0113454749673156, 0.0200342371793694, -0.0923306332492834, 0.0975868131661939, -0.0440949025099797, -0.1494297899927354, -0.0794164411998828, -0.2949709735815643, 0.3309766587781569, 0.1909997781260732, -0.2977653401049414, -0.1809393151885798, -0.0524524836542539, 0.1648616153689888, 0.1407753058906853, 0.1856370646055742, 0.1633515780870713, -0.226676039180595, -0.0175896805935614]| 12.1444168090820312|      0.04000000|[1167, 80, 0, 40]                                                          |  | trying linear partial model with 31 points | exploitation failed, decreasing delta | actual_k=2
      21|[1.4224409959639261, 0.0716352032898696, 0.161833821385293, 2.0113454749673156, 0.0200342371793694, -0.0923306332492834, 0.0975868131661939, -0.0440949025099797, -0.1494297899927354, -0.0794164411998828, -0.2949709735815643, 0.3309766587781569, 0.1909997781260732, -0.2977653401049414, -0.1809393151885798, -0.0524524836542539, 0.1648616153689888, 0.1407753058906853, 0.1856370646055742, 0.1633515780870713, -0.226676039180595, -0.0175896805935614]| 12.1444168090820312|      0.00800000|[1225, 84, 0, 42]                                                          |  | trying linear partial model with 31 points | exploitation failed, decreasing delta | actual_k=2
      22|[1.4224409959639261, 0.0716352032898696, 0.161833821385293, 2.0113454749673156, 0.0200342371793694, -0.0923306332492834, 0.0975868131661939, -0.0440949025099797, -0.1494297899927354, -0.0794164411998828, -0.2949709735815643, 0.3309766587781569, 0.1909997781260732, -0.2977653401049414, -0.1809393151885798, -0.0524524836542539, 0.1648616153689888, 0.1407753058906853, 0.1856370646055742, 0.1633515780870713, -0.226676039180595, -0.0175896805935614]| 12.1444168090820312|      0.00160000|[1283, 88, 0, 44]                                                          |  | trying linear partial model with 31 points | exploitation failed, decreasing delta | actual_k=2
      23|[1.421996798310955, 0.0709873624554887, 0.161957532371371, 2.0125449850890287, 0.0200467718018363, -0.0926609660225903, 0.0978550103601656, -0.0439401772016706, -0.149473113810654, -0.0795597567387402, -0.2949865204000403, 0.3309635587881946, 0.1909802892229018, -0.2980235775990249, -0.1810855793600124, -0.0524053261012553, 0.1649252866660333, 0.1409385907471931, 0.1855248535395259, 0.163239246659372, -0.2265693623043311, -0.0172689056512912]| 12.1444139480590820|      0.00800000|[1341, 92, 0, 46]                                                          |  | trying linear partial model with 31 points | iterate success | actual_k=2
      24|[1.421996798310955, 0.0709873624554887, 0.161957532371371, 2.0125449850890287, 0.0200467718018363, -0.0926609660225903, 0.0978550103601656, -0.0439401772016706, -0.149473113810654, -0.0795597567387402, -0.2949865204000403, 0.3309635587881946, 0.1909802892229018, -0.2980235775990249, -0.1810855793600124, -0.0524053261012553, 0.1649252866660333, 0.1409385907471931, 0.1855248535395259, 0.163239246659372, -0.2265693623043311, -0.0172689056512912]| 12.1444139480590820|      0.00160000|[1400, 96, 0, 48]                                                          |  | trying linear partial model with 31 points | exploitation failed, decreasing delta | actual_k=2
      25|[1.4211273990949846, 0.07068310095262, 0.1620067402218443, 2.013719244973256, 0.0200477294603716, -0.0924802366551369, 0.0981043625461344, -0.0440793268034604, -0.1493820308515346, -0.0793214616637455, -0.294999128002245, 0.3307878659078393, 0.1910206047734569, -0.2980042705030971, -0.1810746968194043, -0.0521674252305473, 0.164862431704817, 0.1410755253078263, 0.1855101343170199, 0.1631101225972679, -0.226424272897367, -0.0172444982217633]| 12.1444110870361328|      0.00800000|[1458, 100, 0, 50]                                                         |  | trying linear partial model with 31 points | iterate success | actual_k=2
      26|[1.4211273990949846, 0.07068310095262, 0.1620067402218443, 2.013719244973256, 0.0200477294603716, -0.0924802366551369, 0.0981043625461344, -0.0440793268034604, -0.1493820308515346, -0.0793214616637455, -0.294999128002245, 0.3307878659078393, 0.1910206047734569, -0.2980042705030971, -0.1810746968194043, -0.0521674252305473, 0.164862431704817, 0.1410755253078263, 0.1855101343170199, 0.1631101225972679, -0.226424272897367, -0.0172444982217633]| 12.1444110870361328|      0.00160000|[1516, 104, 0, 52]                                                         |  | trying linear partial model with 31 points | exploitation failed, decreasing delta | actual_k=2
      27|[1.4202448850258753, 0.070074860129844, 0.1623443107159872, 2.0141880645042365, 0.0203137678966883, -0.0923915289639436, 0.0980440538228928, -0.0442978169892807, -0.1490439083967461, -0.0794901392593139, -0.2950506947079754, 0.3305923120652982, 0.1913286212370851, -0.2980325505828895, -0.1808466915566067, -0.0517923712697105, 0.1649778170437192, 0.1410108722317021, 0.1853872380823732, 0.1631219907721538, -0.2265749685527541, -0.0165964292662676]| 12.1444091796875000|      0.00800000|[1574, 108, 0, 54]                                                         |  | trying linear partial model with 31 points | iterate success | actual_k=2
      28|[1.4202448850258753, 0.070074860129844, 0.1623443107159872, 2.0141880645042365, 0.0203137678966883, -0.0923915289639436, 0.0980440538228928, -0.0442978169892807, -0.1490439083967461, -0.0794901392593139, -0.2950506947079754, 0.3305923120652982, 0.1913286212370851, -0.2980325505828895, -0.1808466915566067, -0.0517923712697105, 0.1649778170437192, 0.1410108722317021, 0.1853872380823732, 0.1631219907721538, -0.2265749685527541, -0.0165964292662676]| 12.1444091796875000|      0.00160000|[1632, 112, 0, 56]                                                         |  | trying linear partial model with 31 points | exploitation failed, decreasing delta | actual_k=2
      29|[1.4194356462325577, 0.0696316000045128, 0.1625301316889869, 2.0152749748919, 0.0205942641113658, -0.092431117403618, 0.0982348991588873, -0.0446157101999623, -0.1493002764436534, -0.0793934985986055, -0.2951861303897665, 0.3305117944729959, 0.1912931296578159, -0.2979635325664176, -0.1806886869357003, -0.0516457347655623, 0.1647600273364278, 0.141019154940111, 0.185350443199434, 0.163378080929796, -0.2265062008658079, -0.0166554144812671]| 12.1444063186645508|      0.00800000|[1692, 116, 0, 58]                                                         |  | trying linear partial model with 31 points | iterate success | actual_k=2
      30|[1.4194356462325577, 0.0696316000045128, 0.1625301316889869, 2.0152749748919, 0.0205942641113658, -0.092431117403618, 0.0982348991588873, -0.0446157101999623, -0.1493002764436534, -0.0793934985986055, -0.2951861303897665, 0.3305117944729959, 0.1912931296578159, -0.2979635325664176, -0.1806886869357003, -0.0516457347655623, 0.1647600273364278, 0.141019154940111, 0.185350443199434, 0.163378080929796, -0.2265062008658079, -0.0166554144812671]| 12.1444063186645508|      0.00160000|[1750, 120, 0, 60]                                                         |  | trying linear partial model with 31 points | exploitation failed, decreasing delta | actual_k=2
      31|[1.4186548759531319, 0.0691626857046772, 0.1627885222181812, 2.015873907026739, 0.0206548749424088, -0.092965367968167, 0.0981885133693091, -0.0443491420954738, -0.1493539698828501, -0.0793343268849234, -0.2955336779095594, 0.3305903697729811, 0.1912421048477443, -0.2981765506252105, -0.1810381031737117, -0.0514721460844023, 0.164552117548825, 0.1412252565573967, 0.1857847478110458, 0.1636728390399504, -0.2266650072911787, -0.0161834558219236]| 12.1444034576416016|      0.00800000|[1808, 124, 0, 62]                                                         |  | trying linear partial model with 31 points | iterate success | actual_k=2
      32|[1.4186548759531319, 0.0691626857046772, 0.1627885222181812, 2.015873907026739, 0.0206548749424088, -0.092965367968167, 0.0981885133693091, -0.0443491420954738, -0.1493539698828501, -0.0793343268849234, -0.2955336779095594, 0.3305903697729811, 0.1912421048477443, -0.2981765506252105, -0.1810381031737117, -0.0514721460844023, 0.164552117548825, 0.1412252565573967, 0.1857847478110458, 0.1636728390399504, -0.2266650072911787, -0.0161834558219236]| 12.1444034576416016|      0.00160000|[1866, 128, 0, 64]                                                         |  | trying linear partial model with 31 points | exploitation failed, decreasing delta | actual_k=2
      33|[1.4178304587483654, 0.0685773513337319, 0.1630167169581883, 2.01684295159342, 0.0204121471110297, -0.0928558238109088, 0.0979347433949557, -0.0442527104264201, -0.1491712750868728, -0.0790547510062879, -0.2957810421813425, 0.3306327557341429, 0.191256957235807, -0.2982715887871452, -0.1812439437509789, -0.0513683931028574, 0.1646004996571091, 0.1412176484847316, 0.185618790164355, 0.1636054040874462, -0.2264490165417092, -0.0158937472883557]| 12.1444005966186523|      0.00800000|[1924, 132, 0, 66]                                                         |  | trying linear partial model with 31 points | iterate success | actual_k=2
      34|[1.4178304587483654, 0.0685773513337319, 0.1630167169581883, 2.01684295159342, 0.0204121471110297, -0.0928558238109088, 0.0979347433949557, -0.0442527104264201, -0.1491712750868728, -0.0790547510062879, -0.2957810421813425, 0.3306327557341429, 0.191256957235807, -0.2982715887871452, -0.1812439437509789, -0.0513683931028574, 0.1646004996571091, 0.1412176484847316, 0.185618790164355, 0.1636054040874462, -0.2264490165417092, -0.0158937472883557]| 12.1444005966186523|      0.00160000|[1982, 136, 0, 68]                                                         |  | trying linear partial model with 31 points | exploitation failed, decreasing delta | actual_k=2
      35|[1.41673168089732, 0.0682285908724842, 0.1632696990757811, 2.017450716868796, 0.0205743835410778, -0.0928242354842624, 0.0981593406462918, -0.044056581739397, -0.1491417358536782, -0.0793398126810037, -0.2959846834105186, 0.3306901979094956, 0.1912394456384091, -0.298029672707597, -0.1814051553226979, -0.0515082821093373, 0.1646930360509728, 0.1407693726079598, 0.1859819533450291, 0.1634008078863595, -0.2265114464363997, -0.0156427555430277]| 12.1443986892700195|      0.00800000|[2040, 140, 0, 70]                                                         |  | trying linear partial model with 31 points | iterate success | actual_k=2
      36|[1.41673168089732, 0.0682285908724842, 0.1632696990757811, 2.017450716868796, 0.0205743835410778, -0.0928242354842624, 0.0981593406462918, -0.044056581739397, -0.1491417358536782, -0.0793398126810037, -0.2959846834105186, 0.3306901979094956, 0.1912394456384091, -0.298029672707597, -0.1814051553226979, -0.0515082821093373, 0.1646930360509728, 0.1407693726079598, 0.1859819533450291, 0.1634008078863595, -0.2265114464363997, -0.0156427555430277]| 12.1443986892700195|      0.00160000|[2098, 144, 0, 72]                                                         |  | trying linear partial model with 31 points | exploitation failed, decreasing delta | actual_k=2
      37|[1.4156072952328527, 0.0680253011370196, 0.16359901082695, 2.018066866427481, 0.0203737880509486, -0.0928900206901257, 0.0983540766556712, -0.0440441728395251, -0.1494745269539707, -0.0789438991068392, -0.295821932316352, 0.3306056712211426, 0.1912824488110421, -0.2981904221050357, -0.1816447550333395, -0.0517390545134456, 0.164772022133381, 0.1408512794356515, 0.1860833176671232, 0.1636972011188132, -0.2261468241021645, -0.0156567892398543]| 12.1443958282470703|      0.00800000|[2156, 148, 0, 74]                                                         |  | trying linear partial model with 31 points | iterate success | actual_k=2
      38|[1.4156072952328527, 0.0680253011370196, 0.16359901082695, 2.018066866427481, 0.0203737880509486, -0.0928900206901257, 0.0983540766556712, -0.0440441728395251, -0.1494745269539707, -0.0789438991068392, -0.295821932316352, 0.3306056712211426, 0.1912824488110421, -0.2981904221050357, -0.1816447550333395, -0.0517390545134456, 0.164772022133381, 0.1408512794356515, 0.1860833176671232, 0.1636972011188132, -0.2261468241021645, -0.0156567892398543]| 12.1443958282470703|      0.00160000|[2214, 152, 0, 76]                                                         |  | trying linear partial model with 31 points | exploitation failed, decreasing delta | actual_k=2
      39|[1.4144757372704047, 0.0675979804454643, 0.1638676993955026, 2.018848693534729, 0.0202361040458515, -0.0928285186474058, 0.0981724711408013, -0.0440849545981779, -0.1494590057782544, -0.078796195620209, -0.2958972615270699, 0.3304058931855119, 0.1915878121599481, -0.2980756785855362, -0.1818130558929865, -0.0520229360413232, 0.1648782975875725, 0.1407497018946357, 0.185896744605975, 0.1637827021572201, -0.2260496615505878, -0.0156559933505439]| 12.1443929672241211|      0.00800000|[2272, 156, 0, 78]                                                         |  | trying linear partial model with 31 points | iterate success | actual_k=2
      40|[1.4144757372704047, 0.0675979804454643, 0.1638676993955026, 2.018848693534729, 0.0202361040458515, -0.0928285186474058, 0.0981724711408013, -0.0440849545981779, -0.1494590057782544, -0.078796195620209, -0.2958972615270699, 0.3304058931855119, 0.1915878121599481, -0.2980756785855362, -0.1818130558929865, -0.0520229360413232, 0.1648782975875725, 0.1407497018946357, 0.185896744605975, 0.1637827021572201, -0.2260496615505878, -0.0156559933505439]| 12.1443929672241211|      0.00160000|[2330, 160, 0, 80]                                                         |  | trying linear partial model with 31 points | exploitation failed, decreasing delta | actual_k=2
      41|[1.413502776456488, 0.0674208192710798, 0.1640204026893978, 2.019758342851418, 0.0201892183502472, -0.0927935638082281, 0.0983123955780585, -0.0441491489240818, -0.1497181393652927, -0.0789483527416539, -0.2958873938721074, 0.3301712421612143, 0.1914437213700777, -0.2981195161110965, -0.1818754151721447, -0.0518588971777675, 0.1649242997251867, 0.1407266232305418, 0.1861245511631318, 0.1635717406645341, -0.2266835443065444, -0.0155907048528054]| 12.1443901062011719|      0.00800000|[2389, 164, 0, 82]                                                         |  | trying linear partial model with 31 points | iterate success | actual_k=2
      42|[1.413502776456488, 0.0674208192710798, 0.1640204026893978, 2.019758342851418, 0.0201892183502472, -0.0927935638082281, 0.0983123955780585, -0.0441491489240818, -0.1497181393652927, -0.0789483527416539, -0.2958873938721074, 0.3301712421612143, 0.1914437213700777, -0.2981195161110965, -0.1818754151721447, -0.0518588971777675, 0.1649242997251867, 0.1407266232305418, 0.1861245511631318, 0.1635717406645341, -0.2266835443065444, -0.0155907048528054]| 12.1443901062011719|      0.00160000|[2447, 168, 0, 84]                                                         |  | trying linear partial model with 31 points | exploitation failed, decreasing delta | actual_k=2
      43|[1.4124512750010265, 0.0673125549195927, 0.1645187168653213, 2.0202748590402657, 0.0202292394262073, -0.0926025121381551, 0.0978130568109084, -0.0444014930411883, -0.1496804350827518, -0.0795019620827713, -0.295646986626027, 0.3300036833733876, 0.1915783574104639, -0.2980993979745005, -0.1820104215043263, -0.0518767498451551, 0.1648025766097397, 0.1406140251544001, 0.1860888236093155, 0.1636959689973686, -0.2263936838266593, -0.015722316888187]| 12.1443872451782227|      0.00800000|[2505, 172, 0, 86]                                                         |  | trying linear partial model with 31 points | iterate success | actual_k=2
      44|[1.4124512750010265, 0.0673125549195927, 0.1645187168653213, 2.0202748590402657, 0.0202292394262073, -0.0926025121381551, 0.0978130568109084, -0.0444014930411883, -0.1496804350827518, -0.0795019620827713, -0.295646986626027, 0.3300036833733876, 0.1915783574104639, -0.2980993979745005, -0.1820104215043263, -0.0518767498451551, 0.1648025766097397, 0.1406140251544001, 0.1860888236093155, 0.1636959689973686, -0.2263936838266593, -0.015722316888187]| 12.1443872451782227|      0.00160000|[2563, 176, 0, 88]                                                         |  | trying linear partial model with 31 points | exploitation failed, decreasing delta | actual_k=2
      45|[1.4113133815723247, 0.0670500200202345, 0.1648050083831409, 2.0211270005765165, 0.0200520696354478, -0.0924286432495178, 0.0981343577521633, -0.0445725658335475, -0.1496826912011245, -0.0795296126561407, -0.2955947230376068, 0.3300104045448332, 0.1914591452447522, -0.2980448455970248, -0.1822098085307809, -0.0517438972308953, 0.1649081694902298, 0.1404726927536542, 0.1861815787096129, 0.1635064279822491, -0.2265292573518446, -0.0155744208988343]| 12.1443843841552734|      0.00800000|[2621, 180, 0, 90]                                                         |  | trying linear partial model with 31 points | iterate success | actual_k=2
      46|[1.4113133815723247, 0.0670500200202345, 0.1648050083831409, 2.0211270005765165, 0.0200520696354478, -0.0924286432495178, 0.0981343577521633, -0.0445725658335475, -0.1496826912011245, -0.0795296126561407, -0.2955947230376068, 0.3300104045448332, 0.1914591452447522, -0.2980448455970248, -0.1822098085307809, -0.0517438972308953, 0.1649081694902298, 0.1404726927536542, 0.1861815787096129, 0.1635064279822491, -0.2265292573518446, -0.0155744208988343]| 12.1443843841552734|      0.00160000|[2679, 184, 0, 92]                                                         |  | trying linear partial model with 31 points | exploitation failed, decreasing delta | actual_k=2
