k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.2, 0.3, 5.6, 5.5, 6.5, 7.6]                                                  |269.7514694982056085|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.5721014974766658, 0.8378913000140653, 5.258673204948442, 5.240777541443279, 6.354949475219205, 7.9341803422085]|190.2466888427734375|     10.00000000|[11, 4, 0, 2]                                                              |  | trying linear partial model with 7 points | iterate success | actual_k=2
      34|[-1.2310199428337942, 2.1304999745537727, 1.8264163961660933, 5.50655062276222, 3.573323547557504, 7.951865738735448]|  8.1891727447509766|      1.00000000|[368, 136, 0, 68]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      35|[-1.2310199428337942, 2.1304999745537727, 1.8264163961660933, 5.50655062276222, 3.573323547557504, 7.951865738735448]|  8.1891727447509766|      0.10000000|[378, 140, 0, 70]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      36|[-1.1650039145311282, 2.196347086908448, 1.8222868360584061, 5.483780357610293, 3.5988214030350196, 7.940894734863056]|  7.8995552062988281|      1.00000000|[388, 144, 0, 72]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      37|[-1.1650039145311282, 2.196347086908448, 1.8222868360584061, 5.483780357610293, 3.5988214030350196, 7.940894734863056]|  7.8995552062988281|      0.10000000|[400, 148, 0, 74]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      38|[-1.156998805788075, 2.2497680858926996, 1.7820223542004234, 5.432234050600958, 3.550916475023201, 7.91833408974536]|  7.4008855819702148|      1.00000000|[410, 152, 0, 76]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      39|[-1.156998805788075, 2.2497680858926996, 1.7820223542004234, 5.432234050600958, 3.550916475023201, 7.91833408974536]|  7.4008855819702148|      0.10000000|[421, 156, 0, 78]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      40|[-1.1314365591987543, 2.2886045127120846, 1.7255218930529685, 5.430544846598557, 3.496095464461882, 7.877864288878439]|  6.9218630790710449|      1.00000000|[432, 160, 0, 80]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      41|[-1.1314365591987543, 2.2886045127120846, 1.7255218930529685, 5.430544846598557, 3.496095464461882, 7.877864288878439]|  6.9218630790710449|      0.10000000|[442, 164, 0, 82]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      42|[-1.0958472148651968, 2.2954580725354865, 1.6800042530683246, 5.428632318338661, 3.4303855218778967, 7.925750794484375]|  6.5935297012329102|      1.00000000|[452, 168, 0, 84]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      43|[-1.0958472148651968, 2.2954580725354865, 1.6800042530683246, 5.428632318338661, 3.4303855218778967, 7.925750794484375]|  6.5935297012329102|      0.10000000|[463, 172, 0, 86]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      44|[-1.1027814830919465, 2.364248186131618, 1.674070370457963, 5.386734377493063, 3.376192297495959, 7.903563360726839]|  6.2253971099853516|      1.00000000|[473, 176, 0, 88]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      45|[-1.1027814830919465, 2.364248186131618, 1.674070370457963, 5.386734377493063, 3.376192297495959, 7.903563360726839]|  6.2253971099853516|      0.10000000|[483, 180, 0, 90]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      46|[-1.0789738095036394, 2.3767615604334265, 1.6123494971394063, 5.34165903524924, 3.318191482404901, 7.895121624586369]|  5.8672289848327637|      1.00000000|[494, 184, 0, 92]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      47|[-1.0789738095036394, 2.3767615604334265, 1.6123494971394063, 5.34165903524924, 3.318191482404901, 7.895121624586369]|  5.8672289848327637|      0.10000000|[504, 188, 0, 94]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      48|[-1.0670399586408539, 2.42035755394763, 1.599969223274768, 5.326216894526892, 3.2350476828256753, 7.920662772829384]|  5.5552139282226562|      1.00000000|[514, 192, 0, 96]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      49|[-1.0670399586408539, 2.42035755394763, 1.599969223274768, 5.326216894526892, 3.2350476828256753, 7.920662772829384]|  5.5552139282226562|      0.10000000|[526, 196, 0, 98]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      50|[-1.0149046490058629, 2.476096345972604, 1.5435236955142553, 5.338781043371308, 3.20623068354855, 7.919813264044844]|  5.2177214622497559|      1.00000000|[537, 200, 0, 100]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      51|[-1.0149046490058629, 2.476096345972604, 1.5435236955142553, 5.338781043371308, 3.20623068354855, 7.919813264044844]|  5.2177214622497559|      0.10000000|[547, 204, 0, 102]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      52|[-1.0455820031772116, 2.515286781372197, 1.5192032440251413, 5.341975590349445, 3.1443765145874485, 7.86417710668888]|  5.0516362190246582|      1.00000000|[558, 208, 0, 104]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      53|[-1.0455820031772116, 2.515286781372197, 1.5192032440251413, 5.341975590349445, 3.1443765145874485, 7.86417710668888]|  5.0516362190246582|      0.10000000|[570, 212, 0, 106]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      54|[-0.9868933105395152, 2.5790690655021793, 1.520682326626414, 5.311855793193689, 3.1052922827390406, 7.85707143695163]|  4.6936440467834473|      1.00000000|[581, 216, 0, 108]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      55|[-0.9868933105395152, 2.5790690655021793, 1.520682326626414, 5.311855793193689, 3.1052922827390406, 7.85707143695163]|  4.6936440467834473|      0.10000000|[592, 220, 0, 110]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      56|[-0.9166091602533515, 2.6313804796625124, 1.5061940972932308, 5.296790511110904, 3.0646309844337702, 7.841792645318025]|  4.3699073791503906|      1.00000000|[603, 224, 0, 112]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      57|[-0.9166091602533515, 2.6313804796625124, 1.5061940972932308, 5.296790511110904, 3.0646309844337702, 7.841792645318025]|  4.3699073791503906|      0.10000000|[613, 228, 0, 114]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      58|[-0.874357560912827, 2.7031978866049076, 1.5073347028035913, 5.279788807300818, 3.0261873246543503, 7.805892944447039]|  4.1025676727294922|      1.00000000|[624, 232, 0, 116]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      59|[-0.874357560912827, 2.7031978866049076, 1.5073347028035913, 5.279788807300818, 3.0261873246543503, 7.805892944447039]|  4.1025676727294922|      0.10000000|[635, 236, 0, 118]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      60|[-0.824137024415546, 2.771248580714248, 1.4836194139497052, 5.305862397236578, 3.006271752936531, 7.771134870122457]|  3.8994448184967041|      1.00000000|[647, 240, 0, 120]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      61|[-0.824137024415546, 2.771248580714248, 1.4836194139497052, 5.305862397236578, 3.006271752936531, 7.771134870122457]|  3.8994448184967041|      0.10000000|[657, 244, 0, 122]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      62|[-0.8359110561329978, 2.8008555175657515, 1.4821282976679206, 5.2319481680004, 2.9585904267239025, 7.806430137321452]|  3.7518622875213623|      1.00000000|[668, 248, 0, 124]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      63|[-0.8359110561329978, 2.8008555175657515, 1.4821282976679206, 5.2319481680004, 2.9585904267239025, 7.806430137321452]|  3.7518622875213623|      0.10000000|[678, 252, 0, 126]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      64|[-0.7795893226247994, 2.7876673877811813, 1.4274527700102784, 5.1988902113933095, 2.920331573457783, 7.8397160787156865]|  3.5816755294799805|      1.00000000|[690, 256, 0, 128]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      65|[-0.7795893226247994, 2.7876673877811813, 1.4274527700102784, 5.1988902113933095, 2.920331573457783, 7.8397160787156865]|  3.5816755294799805|      0.10000000|[701, 260, 0, 130]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      66|[-0.7364147722757725, 2.848052961211665, 1.4066034421333815, 5.167762384590166, 2.8822128026547427, 7.799307367257742]|  3.3496024608612061|      1.00000000|[711, 264, 0, 132]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      67|[-0.7364147722757725, 2.848052961211665, 1.4066034421333815, 5.167762384590166, 2.8822128026547427, 7.799307367257742]|  3.3496024608612061|      0.10000000|[723, 268, 0, 134]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      68|[-0.7047730707402418, 2.8813208646109576, 1.3648880052078411, 5.148909708800002, 2.810734839999614, 7.77309002338606]|  3.1142802238464355|      1.00000000|[734, 272, 0, 136]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      69|[-0.7047730707402418, 2.8813208646109576, 1.3648880052078411, 5.148909708800002, 2.810734839999614, 7.77309002338606]|  3.1142802238464355|      0.10000000|[745, 276, 0, 138]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      70|[-0.6903581852776095, 2.8476082111743706, 1.4061084340963914, 5.135269391964971, 2.7384002178296774, 7.733870276959289]|  3.0190129280090332|      1.00000000|[755, 280, 0, 140]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      71|[-0.6903581852776095, 2.8476082111743706, 1.4061084340963914, 5.135269391964971, 2.7384002178296774, 7.733870276959289]|  3.0190129280090332|      0.10000000|[766, 284, 0, 142]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      72|[-0.6191697282061219, 2.894306042662561, 1.3881155204708322, 5.13205148323196, 2.7100706430428843, 7.693685062898266]|  2.8381392955780029|      1.00000000|[777, 288, 0, 144]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      73|[-0.6191697282061219, 2.894306042662561, 1.3881155204708322, 5.13205148323196, 2.7100706430428843, 7.693685062898266]|  2.8381392955780029|      0.10000000|[787, 292, 0, 146]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      74|[-0.6046517004587526, 2.919498220269767, 1.3522958633961508, 5.095538522568243, 2.637799789148153, 7.657418541067766]|  2.6369750499725342|      1.00000000|[798, 296, 0, 148]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      75|[-0.6046517004587526, 2.919498220269767, 1.3522958633961508, 5.095538522568243, 2.637799789148153, 7.657418541067766]|  2.6369750499725342|      0.10000000|[809, 300, 0, 150]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      76|[-0.5350577626446713, 2.941156746285044, 1.3844061704156219, 5.063510187687911, 2.6064285754797707, 7.616840801218722]|  2.5177524089813232|      1.00000000|[820, 304, 0, 152]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      77|[-0.5350577626446713, 2.941156746285044, 1.3844061704156219, 5.063510187687911, 2.6064285754797707, 7.616840801218722]|  2.5177524089813232|      0.10000000|[830, 308, 0, 154]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      78|[-0.5138717400406588, 2.951304201566892, 1.337034313942757, 5.082364279370572, 2.525091445294267, 7.601580287077721]|  2.3448162078857422|      1.00000000|[840, 312, 0, 156]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      79|[-0.5138717400406588, 2.951304201566892, 1.337034313942757, 5.082364279370572, 2.525091445294267, 7.601580287077721]|  2.3448162078857422|      0.10000000|[852, 316, 0, 158]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      80|[-0.4574679289722225, 2.9762922460523, 1.3871671712773292, 5.038868700525821, 2.4880413622374973, 7.58117611319909]|  2.2585749626159668|      1.00000000|[863, 320, 0, 160]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
