k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 0.1]                                                                      |  3.0203003000300002|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 0.1]                                                                      |  3.0203003000300002|      0.90000000|[9, 0, 0, 2]                                                               |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      12|[0.6861908444934584, 0.0990491379530103]                                        |  0.6746491789817810|      0.34867844|[97, 0, 0, 24]                                                             |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      13|[0.6861908444934584, 0.0990491379530103]                                        |  0.6746491789817810|      0.31381060|[105, 0, 0, 26]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      14|[0.6861908444934584, 0.0990491379530103]                                        |  0.6746491789817810|      0.28242954|[113, 0, 0, 28]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      15|[0.6861908444934584, 0.0990491379530103]                                        |  0.6746491789817810|      0.25418658|[121, 0, 0, 30]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      16|[0.6861908444934584, 0.0990491379530103]                                        |  0.6746491789817810|      0.22876792|[129, 0, 0, 32]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      17|[0.6861908444934584, 0.0990491379530103]                                        |  0.6746491789817810|      0.20589113|[137, 0, 0, 34]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      18|[0.6861908444934584, 0.0990491379530103]                                        |  0.6746491789817810|      0.18530202|[145, 0, 0, 36]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      19|[0.6861908444934584, 0.0990491379530103]                                        |  0.6746491789817810|      0.16677182|[153, 0, 0, 38]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      20|[0.6861908444934584, 0.0990491379530103]                                        |  0.6746491789817810|      0.15009464|[161, 0, 0, 40]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      21|[0.6861908444934584, 0.0990491379530103]                                        |  0.6746491789817810|      0.13508517|[169, 0, 0, 42]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      22|[0.6861908444934584, 0.0990491379530103]                                        |  0.6746491789817810|      0.12157665|[177, 0, 0, 44]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      23|[0.6861908444934584, 0.0990491379530103]                                        |  0.6746491789817810|      0.10941899|[185, 0, 0, 46]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      24|[0.6861908444934584, 0.0990491379530103]                                        |  0.6746491789817810|      0.09847709|[193, 0, 0, 48]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      25|[0.5877796716978284, 0.0954465879028492]                                        |  0.3646233081817627|      0.10941899|[201, 0, 0, 50]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      26|[0.5877796716978284, 0.0954465879028492]                                        |  0.3646233081817627|      0.09847709|[209, 0, 0, 52]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      27|[0.5877796716978284, 0.0954465879028492]                                        |  0.3646233081817627|      0.08862938|[217, 0, 0, 54]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      28|[0.5877796716978284, 0.0954465879028492]                                        |  0.3646233081817627|      0.07976644|[225, 0, 0, 56]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      29|[0.5877796716978284, 0.0954465879028492]                                        |  0.3646233081817627|      0.07178980|[233, 0, 0, 58]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      30|[0.5877796716978284, 0.0954465879028492]                                        |  0.3646233081817627|      0.06461082|[241, 0, 0, 60]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      31|[0.5877796716978284, 0.0954465879028492]                                        |  0.3646233081817627|      0.05814974|[249, 0, 0, 62]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      32|[0.5296822378069598, 0.0929808042913214]                                        |  0.2412226796150208|      0.06461082|[257, 0, 0, 64]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      33|[0.5296822378069598, 0.0929808042913214]                                        |  0.2412226796150208|      0.05814974|[265, 0, 0, 66]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      34|[0.5296822378069598, 0.0929808042913214]                                        |  0.2412226796150208|      0.05233476|[273, 0, 0, 68]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      35|[0.5296822378069598, 0.0929808042913214]                                        |  0.2412226796150208|      0.04710129|[281, 0, 0, 70]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      36|[0.5296822378069598, 0.0929808042913214]                                        |  0.2412226796150208|      0.04239116|[289, 0, 0, 72]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      37|[0.4873642572547619, 0.0904910609514895]                                        |  0.1733440011739731|      0.04710129|[297, 0, 0, 74]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      38|[0.4873642572547619, 0.0904910609514895]                                        |  0.1733440011739731|      0.04239116|[305, 0, 0, 76]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      39|[0.4873642572547619, 0.0904910609514895]                                        |  0.1733440011739731|      0.03815204|[313, 0, 0, 78]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      40|[0.4873642572547619, 0.0904910609514895]                                        |  0.1733440011739731|      0.03433684|[321, 0, 0, 80]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      41|[0.4531260593287481, 0.0878902417434396]                                        |  0.1298240274190903|      0.03815204|[329, 0, 0, 82]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      42|[0.4531260593287481, 0.0878902417434396]                                        |  0.1298240274190903|      0.03433684|[337, 0, 0, 84]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      43|[0.4531260593287481, 0.0878902417434396]                                        |  0.1298240274190903|      0.03090315|[345, 0, 0, 86]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      44|[0.4531260593287481, 0.0878902417434396]                                        |  0.1298240274190903|      0.02781284|[353, 0, 0, 88]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      45|[0.4253627039299075, 0.0862318970437162]                                        |  0.1010674312710762|      0.03090315|[361, 0, 0, 90]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      46|[0.4253627039299075, 0.0862318970437162]                                        |  0.1010674312710762|      0.02781284|[369, 0, 0, 92]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      47|[0.4253627039299075, 0.0862318970437162]                                        |  0.1010674312710762|      0.02503156|[377, 0, 0, 94]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      48|[0.4253627039299075, 0.0862318970437162]                                        |  0.1010674312710762|      0.02252840|[385, 0, 0, 96]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      49|[0.4029171584443153, 0.0843015411411359]                                        |  0.0815239846706390|      0.02503156|[393, 0, 0, 98]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      50|[0.4029171584443153, 0.0843015411411359]                                        |  0.0815239846706390|      0.02252840|[401, 0, 0, 100]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      51|[0.4029171584443153, 0.0843015411411359]                                        |  0.0815239846706390|      0.02027556|[409, 0, 0, 102]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      52|[0.4029171584443153, 0.0843015411411359]                                        |  0.0815239846706390|      0.01824800|[417, 0, 0, 104]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      53|[0.384738217405269, 0.0827154329384928]                                         |  0.0678988099098206|      0.02027556|[425, 0, 0, 106]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      54|[0.384738217405269, 0.0827154329384928]                                         |  0.0678988099098206|      0.01824800|[433, 0, 0, 108]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      55|[0.384738217405269, 0.0827154329384928]                                         |  0.0678988099098206|      0.01642320|[441, 0, 0, 110]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      56|[0.3683641693206552, 0.0814457263135738]                                        |  0.0571693032979965|      0.01824800|[449, 0, 0, 112]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      57|[0.3683641693206552, 0.0814457263135738]                                        |  0.0571693032979965|      0.01642320|[457, 0, 0, 114]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      58|[0.3683641693206552, 0.0814457263135738]                                        |  0.0571693032979965|      0.01478088|[465, 0, 0, 116]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      59|[0.3536350004172322, 0.0802103786123863]                                        |  0.0486516468226910|      0.01642320|[473, 0, 0, 118]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      60|[0.3536350004172322, 0.0802103786123863]                                        |  0.0486516468226910|      0.01478088|[481, 0, 0, 120]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      61|[0.3536350004172322, 0.0802103786123863]                                        |  0.0486516468226910|      0.01330279|[489, 0, 0, 122]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      62|[0.340390298542163, 0.078968518045118]                                          |  0.0418362319469452|      0.01478088|[497, 0, 0, 124]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      63|[0.340390298542163, 0.078968518045118]                                          |  0.0418362319469452|      0.01330279|[505, 0, 0, 126]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      64|[0.340390298542163, 0.078968518045118]                                          |  0.0418362319469452|      0.01197252|[513, 0, 0, 128]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      65|[0.3284720750091772, 0.0778296292821283]                                        |  0.0363404899835587|      0.01330279|[521, 0, 0, 130]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      66|[0.3284720750091772, 0.0778296292821283]                                        |  0.0363404899835587|      0.01197252|[529, 0, 0, 132]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      67|[0.3284720750091772, 0.0778296292821283]                                        |  0.0363404899835587|      0.01077526|[537, 0, 0, 134]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      68|[0.3177346436351141, 0.0769274793375002]                                        |  0.0318758599460125|      0.01197252|[545, 0, 0, 136]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      69|[0.3177346436351141, 0.0769274793375002]                                        |  0.0318758599460125|      0.01077526|[553, 0, 0, 138]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      70|[0.3177346436351141, 0.0769274793375002]                                        |  0.0318758599460125|      0.00969774|[561, 0, 0, 140]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      71|[0.3080765184126473, 0.0760518504859016]                                        |  0.0282226465642452|      0.01077526|[569, 0, 0, 142]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      72|[0.3080765184126473, 0.0760518504859016]                                        |  0.0282226465642452|      0.00969774|[577, 0, 0, 144]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      73|[0.3080765184126473, 0.0760518504859016]                                        |  0.0282226465642452|      0.00872796|[585, 0, 0, 146]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      74|[0.2993915571410717, 0.0751865206313957]                                        |  0.0252127554267645|      0.00969774|[593, 0, 0, 148]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      75|[0.2993915571410717, 0.0751865206313957]                                        |  0.0252127554267645|      0.00872796|[601, 0, 0, 150]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      76|[0.2993915571410717, 0.0751865206313957]                                        |  0.0252127554267645|      0.00785517|[609, 0, 0, 152]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      77|[0.291571125763379, 0.0744486148217217]                                         |  0.0227165557444096|      0.00872796|[617, 0, 0, 154]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      78|[0.291571125763379, 0.0744486148217217]                                         |  0.0227165557444096|      0.00785517|[625, 0, 0, 156]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      79|[0.291571125763379, 0.0744486148217217]                                         |  0.0227165557444096|      0.00706965|[633, 0, 0, 158]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      80|[0.284540342271984, 0.0737083165372303]                                         |  0.0206334069371223|      0.00785517|[641, 0, 0, 160]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
