k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 3.0, -8.0]                                                                |148.9993291872793577|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.951501376384468, 2.0080419418278086, -7.883093651435629]                     | 41.2925186157226562|      2.00000000|[6, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
      18|[1.5921937545593143, -0.0172739605509535, -7.555270891080062]                   |  3.5343227386474609|      0.25000000|[97, 36, 0, 36]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      19|[1.5921937545593143, -0.0172739605509535, -7.555270891080062]                   |  3.5343227386474609|      0.12500000|[103, 38, 0, 38]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      20|[1.4822686888249552, -0.0683411626275826, -7.524715682107424]                   |  3.2000956535339355|      0.25000000|[108, 40, 0, 40]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      21|[1.2325153926961214, -0.0792191138514464, -7.5269430684579]                     |  2.5233385562896729|      0.50000000|[113, 42, 0, 42]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      22|[1.2325153926961214, -0.0792191138514464, -7.5269430684579]                     |  2.5233385562896729|      0.25000000|[118, 44, 0, 44]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      23|[1.2325153926961214, -0.0792191138514464, -7.5269430684579]                     |  2.5233385562896729|      0.12500000|[124, 46, 0, 46]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      24|[1.1100766498308743, -0.0976501147312279, -7.509795110790954]                   |  2.2389392852783203|      0.25000000|[129, 48, 0, 48]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      25|[1.1100766498308743, -0.0976501147312279, -7.509795110790954]                   |  2.2389392852783203|      0.12500000|[134, 50, 0, 50]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      26|[0.995146805905446, -0.0740777403509894, -7.466661896890821]                    |  1.9938784837722778|      0.25000000|[140, 52, 0, 52]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      27|[0.995146805905446, -0.0740777403509894, -7.466661896890821]                    |  1.9938784837722778|      0.12500000|[146, 54, 0, 54]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      28|[0.87399534965486, -0.0586677232057637, -7.493305020205219]                     |  1.7658045291900635|      0.25000000|[152, 56, 0, 56]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      29|[0.87399534965486, -0.0586677232057637, -7.493305020205219]                     |  1.7658045291900635|      0.12500000|[158, 58, 0, 58]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      30|[0.751141645232644, -0.0505490172969828, -7.514893302306987]                    |  1.5654276609420776|      0.25000000|[164, 60, 0, 60]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      31|[0.751141645232644, -0.0505490172969828, -7.514893302306987]                    |  1.5654276609420776|      0.12500000|[170, 62, 0, 62]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      32|[0.751141645232644, -0.0505490172969828, -7.514893302306987]                    |  1.5654276609420776|      0.06250000|[175, 64, 0, 64]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      33|[0.751141645232644, -0.0505490172969828, -7.514893302306987]                    |  1.5654276609420776|      0.03125000|[180, 66, 0, 66]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      34|[0.7362257885091155, -0.0701741903663481, -7.534100912783062]                   |  1.5452171564102173|      0.06250000|[186, 68, 0, 68]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      35|[0.6740928734109055, -0.0636408949565447, -7.535852173039814]                   |  1.4568853378295898|      0.12500000|[192, 70, 0, 70]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      36|[0.5492868613665196, -0.0624345860112169, -7.5289962138578295]                  |  1.3040683269500732|      0.25000000|[197, 72, 0, 72]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      37|[0.5492868613665196, -0.0624345860112169, -7.5289962138578295]                  |  1.3040683269500732|      0.12500000|[203, 74, 0, 74]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      38|[0.5492868613665196, -0.0624345860112169, -7.5289962138578295]                  |  1.3040683269500732|      0.06250000|[209, 76, 0, 76]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      39|[0.5091823023065492, -0.0404781664479841, -7.571608301140297]                   |  1.2597457170486450|      0.12500000|[214, 78, 0, 78]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      40|[0.5091823023065492, -0.0404781664479841, -7.571608301140297]                   |  1.2597457170486450|      0.06250000|[219, 80, 0, 80]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      41|[0.4503523408301667, -0.0304522911571059, -7.590176215868104]                   |  1.2026784420013428|      0.12500000|[225, 82, 0, 82]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      42|[0.4503523408301667, -0.0304522911571059, -7.590176215868104]                   |  1.2026784420013428|      0.06250000|[231, 84, 0, 84]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      43|[0.3883723064894642, -0.0242540798521756, -7.5953053015317264]                  |  1.1503877639770508|      0.12500000|[236, 86, 0, 86]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      44|[0.3883723064894642, -0.0242540798521756, -7.5953053015317264]                  |  1.1503877639770508|      0.06250000|[241, 88, 0, 88]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      45|[0.3883723064894642, -0.0242540798521756, -7.5953053015317264]                  |  1.1503877639770508|      0.03125000|[246, 90, 0, 90]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      46|[0.3586849279466546, -0.0182908265821152, -7.587581205099584]                   |  1.1279641389846802|      0.06250000|[251, 92, 0, 92]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      47|[0.298102396376928, -0.0044244815946952, -7.594194173063587]                    |  1.0878779888153076|      0.12500000|[257, 94, 0, 94]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      48|[0.298102396376928, -0.0044244815946952, -7.594194173063587]                    |  1.0878779888153076|      0.06250000|[263, 96, 0, 96]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      49|[0.298102396376928, -0.0044244815946952, -7.594194173063587]                    |  1.0878779888153076|      0.03125000|[269, 98, 0, 98]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      50|[0.2679544151340896, -0.0012199299954, -7.586618384257864]                      |  1.0707869529724121|      0.06250000|[275, 100, 0, 100]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      51|[0.2679544151340896, -0.0012199299954, -7.586618384257864]                      |  1.0707869529724121|      0.03125000|[280, 102, 0, 102]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      52|[0.2679544151340896, -0.0012199299954, -7.586618384257864]                      |  1.0707869529724121|      0.01562500|[286, 104, 0, 104]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      53|[0.2525065358176917, -0.0013667600481655, -7.588959770719261]                   |  1.0627496242523193|      0.03125000|[292, 106, 0, 106]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      54|[0.2213711891727506, -0.0004874164183282, -7.586434014579008]                   |  1.0479911565780640|      0.06250000|[297, 108, 0, 108]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      55|[0.2213711891727506, -0.0004874164183282, -7.586434014579008]                   |  1.0479911565780640|      0.03125000|[302, 110, 0, 110]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      56|[0.1929689160081892, 0.0102336465338607, -7.579022389368514]                    |  1.0363219976425171|      0.06250000|[307, 112, 0, 112]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      57|[0.1929689160081892, 0.0102336465338607, -7.579022389368514]                    |  1.0363219976425171|      0.03125000|[313, 114, 0, 114]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      58|[0.161743598873795, 0.0109020970548651, -7.577975850426345]                     |  1.0252594947814941|      0.06250000|[318, 116, 0, 116]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      59|[0.161743598873795, 0.0109020970548651, -7.577975850426345]                     |  1.0252594947814941|      0.03125000|[323, 118, 0, 118]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      60|[0.161743598873795, 0.0109020970548651, -7.577975850426345]                     |  1.0252594947814941|      0.01562500|[329, 120, 0, 120]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      61|[0.1508955600331561, 0.0219828710212644, -7.57989343396235]                     |  1.0222532749176025|      0.03125000|[335, 122, 0, 122]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      62|[0.1508955600331561, 0.0219828710212644, -7.57989343396235]                     |  1.0222532749176025|      0.01562500|[341, 124, 0, 124]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      63|[0.1360836464285086, 0.025469071585966, -7.576344596689223]                     |  1.0181763172149658|      0.03125000|[346, 126, 0, 126]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      64|[0.1360836464285086, 0.025469071585966, -7.576344596689223]                     |  1.0181763172149658|      0.01562500|[352, 128, 0, 128]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      65|[0.1208856963748429, 0.0219179580953789, -7.575601271630281]                    |  1.0140897035598755|      0.03125000|[358, 130, 0, 130]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      66|[0.1208856963748429, 0.0219179580953789, -7.575601271630281]                    |  1.0140897035598755|      0.01562500|[364, 132, 0, 132]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      67|[0.1078437268526736, 0.0134760258769954, -7.573933507737212]                    |  1.0107897520065308|      0.03125000|[370, 134, 0, 134]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      68|[0.1078437268526736, 0.0134760258769954, -7.573933507737212]                    |  1.0107897520065308|      0.01562500|[376, 136, 0, 136]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      69|[0.0936693847359732, 0.0091645319284215, -7.5788973440046705]                   |  1.0078375339508057|      0.03125000|[381, 138, 0, 138]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      70|[0.0936693847359732, 0.0091645319284215, -7.5788973440046705]                   |  1.0078375339508057|      0.01562500|[386, 140, 0, 140]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      71|[0.0794747990318511, 0.0068798825838658, -7.572778950501409]                    |  1.0053359270095825|      0.03125000|[392, 142, 0, 142]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      72|[0.0794747990318511, 0.0068798825838658, -7.572778950501409]                    |  1.0053359270095825|      0.01562500|[397, 144, 0, 144]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      73|[0.0794747990318511, 0.0068798825838658, -7.572778950501409]                    |  1.0053359270095825|      0.00781250|[403, 146, 0, 146]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      74|[0.07182928109557, 0.0070038618628518, -7.574380774734708]                      |  1.0041825771331787|      0.01562500|[409, 148, 0, 148]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      75|[0.07182928109557, 0.0070038618628518, -7.574380774734708]                      |  1.0041825771331787|      0.00781250|[415, 150, 0, 150]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      76|[0.0656102549909473, 0.0117315122858739, -7.574471284611074]                    |  1.0034190416336060|      0.01562500|[421, 152, 0, 152]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      77|[0.0656102549909473, 0.0117315122858739, -7.574471284611074]                    |  1.0034190416336060|      0.00781250|[426, 154, 0, 154]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      78|[0.0578702281825695, 0.0106738651042998, -7.574563608469861]                    |  1.0024389028549194|      0.01562500|[431, 156, 0, 156]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      79|[0.0578702281825695, 0.0106738651042998, -7.574563608469861]                    |  1.0024389028549194|      0.00781250|[436, 158, 0, 158]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      80|[0.0501205218462242, 0.0102925840684539, -7.573651559829648]                    |  1.0015928745269775|      0.01562500|[442, 160, 0, 160]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
