k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0]                                                                      |  6.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 1.0]                                                                      |  6.0000000000000000|      0.90000000|[7, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      12|[1.5149308712136742, 0.4839697703902157]                                        |  2.4925699234008789|      0.34867844|[68, 24, 0, 24]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      13|[1.6426862348497748, 0.159539158929495]                                         |  1.4754538536071777|      0.38742049|[74, 26, 0, 26]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      14|[1.6426862348497748, 0.159539158929495]                                         |  1.4754538536071777|      0.34867844|[80, 28, 0, 28]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      15|[1.6426862348497748, 0.159539158929495]                                         |  1.4754538536071777|      0.31381060|[85, 30, 0, 30]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      16|[1.6426862348497748, 0.159539158929495]                                         |  1.4754538536071777|      0.28242954|[90, 32, 0, 32]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      17|[1.6426862348497748, 0.159539158929495]                                         |  1.4754538536071777|      0.25418658|[95, 34, 0, 34]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      18|[1.7397778490751026, -0.0753736703059194]                                       |  0.9230341315269470|      0.28242954|[100, 36, 0, 36]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      19|[1.7397778490751026, -0.0753736703059194]                                       |  0.9230341315269470|      0.25418658|[106, 38, 0, 38]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      20|[1.7397778490751026, -0.0753736703059194]                                       |  0.9230341315269470|      0.22876792|[111, 40, 0, 40]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      21|[1.7397778490751026, -0.0753736703059194]                                       |  0.9230341315269470|      0.20589113|[116, 42, 0, 42]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      22|[1.7397778490751026, -0.0753736703059194]                                       |  0.9230341315269470|      0.18530202|[121, 44, 0, 44]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      23|[1.7773030113976729, -0.2568363397329668]                                       |  0.6051576137542725|      0.20589113|[126, 46, 0, 46]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      24|[1.7773030113976729, -0.2568363397329668]                                       |  0.6051576137542725|      0.18530202|[131, 48, 0, 48]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      25|[1.7773030113976729, -0.2568363397329668]                                       |  0.6051576137542725|      0.16677182|[136, 50, 0, 50]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      26|[1.8326622705790152, -0.4141519186412947]                                       |  0.3760228157043457|      0.18530202|[142, 52, 0, 52]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      27|[1.8326622705790152, -0.4141519186412947]                                       |  0.3760228157043457|      0.16677182|[147, 54, 0, 54]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      28|[1.8326622705790152, -0.4141519186412947]                                       |  0.3760228157043457|      0.15009464|[152, 56, 0, 56]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      29|[1.8326622705790152, -0.4141519186412947]                                       |  0.3760228157043457|      0.13508517|[158, 58, 0, 58]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      30|[1.8326622705790152, -0.4141519186412947]                                       |  0.3760228157043457|      0.12157665|[163, 60, 0, 60]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      31|[1.8857017906617741, -0.5235488667286395]                                       |  0.2436506748199463|      0.13508517|[169, 62, 0, 62]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      32|[1.8857017906617741, -0.5235488667286395]                                       |  0.2436506748199463|      0.12157665|[174, 64, 0, 64]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      33|[1.8857017906617741, -0.5235488667286395]                                       |  0.2436506748199463|      0.10941899|[180, 66, 0, 66]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      34|[1.8857017906617741, -0.5235488667286395]                                       |  0.2436506748199463|      0.09847709|[186, 68, 0, 68]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      35|[1.8857017906617741, -0.5235488667286395]                                       |  0.2436506748199463|      0.08862938|[191, 70, 0, 70]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      36|[1.9022487610112724, -0.6106199008532656]                                       |  0.1647349298000336|      0.09847709|[196, 72, 0, 72]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      37|[1.9022487610112724, -0.6106199008532656]                                       |  0.1647349298000336|      0.08862938|[201, 74, 0, 74]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      38|[1.9022487610112724, -0.6106199008532656]                                       |  0.1647349298000336|      0.07976644|[206, 76, 0, 76]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      39|[1.9235058039431048, -0.6875017814684676]                                       |  0.1062721982598305|      0.08862938|[211, 78, 0, 78]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      40|[1.9235058039431048, -0.6875017814684676]                                       |  0.1062721982598305|      0.07976644|[216, 80, 0, 80]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      41|[1.9235058039431048, -0.6875017814684676]                                       |  0.1062721982598305|      0.07178980|[221, 82, 0, 82]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      42|[1.9235058039431048, -0.6875017814684676]                                       |  0.1062721982598305|      0.06461082|[226, 84, 0, 84]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      43|[1.9235058039431048, -0.6875017814684676]                                       |  0.1062721982598305|      0.05814974|[231, 86, 0, 86]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      44|[1.9375541245195804, -0.7439290497215322]                                       |  0.0716299116611481|      0.06461082|[237, 88, 0, 88]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      45|[1.9375541245195804, -0.7439290497215322]                                       |  0.0716299116611481|      0.05814974|[243, 90, 0, 90]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      46|[1.9375541245195804, -0.7439290497215322]                                       |  0.0716299116611481|      0.05233476|[248, 92, 0, 92]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      47|[1.9375541245195804, -0.7439290497215322]                                       |  0.0716299116611481|      0.04710129|[253, 94, 0, 94]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      48|[1.9599249698045362, -0.7853787362788373]                                       |  0.0486589111387730|      0.05233476|[258, 96, 0, 96]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      49|[1.9599249698045362, -0.7853787362788373]                                       |  0.0486589111387730|      0.04710129|[264, 98, 0, 98]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      50|[1.9738739386024413, -0.8303671514980616]                                       |  0.0299285128712654|      0.05233476|[270, 100, 0, 100]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      51|[1.9738739386024413, -0.8303671514980616]                                       |  0.0299285128712654|      0.04710129|[276, 102, 0, 102]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      52|[1.9738739386024413, -0.8303671514980616]                                       |  0.0299285128712654|      0.04239116|[281, 104, 0, 104]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      53|[1.9738739386024413, -0.8303671514980616]                                       |  0.0299285128712654|      0.03815204|[286, 106, 0, 106]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      54|[1.9738739386024413, -0.8303671514980616]                                       |  0.0299285128712654|      0.03433684|[291, 108, 0, 108]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      55|[1.9738739386024413, -0.8303671514980616]                                       |  0.0299285128712654|      0.03090315|[296, 110, 0, 110]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      56|[1.9859497986010055, -0.8588132154804812]                                       |  0.0202767159789801|      0.03433684|[301, 112, 0, 112]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      57|[1.9859497986010055, -0.8588132154804812]                                       |  0.0202767159789801|      0.03090315|[307, 114, 0, 114]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      58|[1.9904165935490261, -0.889391846805136]                                        |  0.0123986536636949|      0.03433684|[312, 116, 0, 116]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      59|[1.9904165935490261, -0.889391846805136]                                        |  0.0123986536636949|      0.03090315|[318, 118, 0, 118]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      60|[1.9904165935490261, -0.889391846805136]                                        |  0.0123986536636949|      0.02781284|[323, 120, 0, 120]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      61|[1.9904165935490261, -0.889391846805136]                                        |  0.0123986536636949|      0.02503156|[329, 122, 0, 122]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      62|[1.9904165935490261, -0.889391846805136]                                        |  0.0123986536636949|      0.02252840|[334, 124, 0, 124]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      63|[1.9904165935490261, -0.889391846805136]                                        |  0.0123986536636949|      0.02027556|[339, 126, 0, 126]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      64|[1.9904165935490261, -0.889391846805136]                                        |  0.0123986536636949|      0.01824800|[344, 128, 0, 128]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      65|[1.9910545739394945, -0.9076286946016439]                                       |  0.0086783990263939|      0.02027556|[349, 130, 0, 130]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      66|[1.9910545739394945, -0.9076286946016439]                                       |  0.0086783990263939|      0.01824800|[354, 132, 0, 132]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      67|[1.9910545739394945, -0.9076286946016439]                                       |  0.0086783990263939|      0.01642320|[359, 134, 0, 134]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      68|[1.9961697294232088, -0.9232350006978357]                                       |  0.0059200408868492|      0.01824800|[365, 136, 0, 136]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      69|[1.9961697294232088, -0.9232350006978357]                                       |  0.0059200408868492|      0.01642320|[371, 138, 0, 138]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      70|[1.9961697294232088, -0.9232350006978357]                                       |  0.0059200408868492|      0.01478088|[377, 140, 0, 140]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      71|[1.9961697294232088, -0.9232350006978357]                                       |  0.0059200408868492|      0.01330279|[382, 142, 0, 142]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      72|[1.9959221978348478, -0.9365354921752497]                                       |  0.0040589570999146|      0.01478088|[387, 144, 0, 144]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      73|[1.9959221978348478, -0.9365354921752497]                                       |  0.0040589570999146|      0.01330279|[393, 146, 0, 146]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      74|[1.9998761763388109, -0.9492370826039399]                                       |  0.0025769029743969|      0.01478088|[398, 148, 0, 148]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      75|[1.9998761763388109, -0.9492370826039399]                                       |  0.0025769029743969|      0.01330279|[404, 150, 0, 150]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      76|[1.9998761763388109, -0.9492370826039399]                                       |  0.0025769029743969|      0.01197252|[409, 152, 0, 152]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      77|[1.9998761763388109, -0.9492370826039399]                                       |  0.0025769029743969|      0.01077526|[414, 154, 0, 154]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      78|[1.9984283379370575, -0.9599146324632343]                                       |  0.0016115828184411|      0.01197252|[419, 156, 0, 156]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      79|[1.9984283379370575, -0.9599146324632343]                                       |  0.0016115828184411|      0.01077526|[424, 158, 0, 158]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      80|[1.9984283379370575, -0.9599146324632343]                                       |  0.0016115828184411|      0.00969774|[430, 160, 0, 160]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
