k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[3.0, 0.1]                                                                      | 87.6860481455954357|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[2.1401527526657613, -0.4105513796394371]                                       | 16.5282554626464844|     10.00000000|[7, 2, 0, 2]                                                               |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       2|[2.1401527526657613, -0.4105513796394371]                                       | 16.5282554626464844|      1.00000000|[15, 5, 0, 5]                                                              |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      36|[0.3278047172676199, -0.7842170575083394]                                       |  0.8214234709739685|      0.01000000|[232, 87, 0, 87]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      37|[0.318110924728599, -0.7817613730395158]                                        |  0.8164428472518921|      0.10000000|[237, 89, 0, 89]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      38|[0.318110924728599, -0.7817613730395158]                                        |  0.8164428472518921|      0.01000000|[243, 91, 0, 91]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      39|[0.308476203310627, -0.7790832873056243]                                        |  0.8117509484291077|      0.10000000|[248, 93, 0, 93]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      40|[0.308476203310627, -0.7790832873056243]                                        |  0.8117509484291077|      0.01000000|[255, 96, 0, 96]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      41|[0.2990607774557398, -0.7757143474173033]                                       |  0.8073360919952393|      0.10000000|[261, 98, 0, 98]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      42|[0.2990607774557398, -0.7757143474173033]                                       |  0.8073360919952393|      0.01000000|[267, 100, 0, 100]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      43|[0.289698672065143, -0.7721999509320789]                                        |  0.8032042384147644|      0.10000000|[273, 102, 0, 102]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      44|[0.289698672065143, -0.7721999509320789]                                        |  0.8032042384147644|      0.01000000|[281, 105, 0, 105]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      45|[0.2806156556988783, -0.7680167925929567]                                       |  0.7993568181991577|      0.10000000|[286, 107, 0, 107]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      46|[0.2806156556988783, -0.7680167925929567]                                       |  0.7993568181991577|      0.01000000|[292, 109, 0, 109]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      47|[0.2713953847951882, -0.7641455389894628]                                       |  0.7957804799079895|      0.10000000|[298, 111, 0, 111]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      48|[0.2713953847951882, -0.7641455389894628]                                       |  0.7957804799079895|      0.01000000|[304, 113, 0, 113]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      49|[0.2618652333699206, -0.7611163123866033]                                       |  0.7924999594688416|      0.10000000|[309, 115, 0, 115]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      50|[0.2618652333699206, -0.7611163123866033]                                       |  0.7924999594688416|      0.01000000|[317, 118, 0, 118]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      51|[0.2531930309909002, -0.7561370648634013]                                       |  0.7894853949546814|      0.10000000|[322, 120, 0, 120]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      52|[0.2531930309909002, -0.7561370648634013]                                       |  0.7894853949546814|      0.01000000|[328, 122, 0, 122]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      53|[0.2441120406978557, -0.7519495100521025]                                       |  0.7867259979248047|      0.10000000|[333, 124, 0, 124]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      54|[0.2441120406978557, -0.7519495100521025]                                       |  0.7867259979248047|      0.01000000|[341, 127, 0, 127]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      55|[0.2351411058974956, -0.7475311021026612]                                       |  0.7842340469360352|      0.10000000|[347, 129, 0, 129]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      56|[0.2351411058974956, -0.7475311021026612]                                       |  0.7842340469360352|      0.01000000|[354, 132, 0, 132]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      57|[0.226805590165011, -0.7420066856200359]                                        |  0.7820178270339966|      0.10000000|[359, 134, 0, 134]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      58|[0.226805590165011, -0.7420066856200359]                                        |  0.7820178270339966|      0.01000000|[365, 136, 0, 136]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      59|[0.2185880319756592, -0.7363082878272683]                                       |  0.7800615429878235|      0.10000000|[371, 138, 0, 138]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      60|[0.2185880319756592, -0.7363082878272683]                                       |  0.7800615429878235|      0.01000000|[377, 140, 0, 140]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      61|[0.2102866734077992, -0.7307326761184225]                                       |  0.7783526182174683|      0.10000000|[382, 142, 0, 142]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      62|[0.2102866734077992, -0.7307326761184225]                                       |  0.7783526182174683|      0.01000000|[390, 145, 0, 145]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      63|[0.20208925261587, -0.7250053475648954]                                         |  0.7768970727920532|      0.10000000|[395, 147, 0, 147]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      64|[0.20208925261587, -0.7250053475648954]                                         |  0.7768970727920532|      0.01000000|[401, 149, 0, 149]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      65|[0.192381240734568, -0.7226064925645885]                                        |  0.7757129669189453|      0.10000000|[406, 151, 0, 151]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      66|[0.192381240734568, -0.7226064925645885]                                        |  0.7757129669189453|      0.01000000|[413, 154, 0, 154]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      67|[0.1829534202700548, -0.7192723957920119]                                       |  0.7747883200645447|      0.10000000|[418, 156, 0, 156]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      68|[0.1829534202700548, -0.7192723957920119]                                       |  0.7747883200645447|      0.01000000|[425, 159, 0, 159]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      69|[0.1829534202700548, -0.7192723957920119]                                       |  0.7747883200645447|      0.00100000|[433, 162, 0, 162]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
