k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[3.0, 0.1]                                                                      | 87.6860481455954357|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[3.0, 0.1]                                                                      | 87.6860481455954357|      0.10000000|[7, 2, 0, 2]                                                               |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[2.913062052443896, 0.050585495300144]                                          | 75.6266403198242188|      1.00000000|[12, 4, 0, 4]                                                              |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       3|[1.9524631234760688, -0.2273528030069871]                                       | 13.5062036514282227|     10.00000000|[18, 6, 0, 6]                                                              |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       4|[1.9524631234760688, -0.2273528030069871]                                       | 13.5062036514282227|      1.00000000|[24, 8, 0, 8]                                                              |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      29|[0.2519330113845947, -0.7568108212420406]                                       |  0.7892406582832336|      0.10000000|[174, 64, 0, 64]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      30|[0.2519330113845947, -0.7568108212420406]                                       |  0.7892406582832336|      0.01000000|[180, 66, 0, 66]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      31|[0.2428320139965336, -0.7526669285621435]                                       |  0.7865114808082581|      0.10000000|[186, 68, 0, 68]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      32|[0.2428320139965336, -0.7526669285621435]                                       |  0.7865114808082581|      0.01000000|[193, 71, 0, 71]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      33|[0.2339551590211273, -0.7480624257935913]                                       |  0.7840461730957031|      0.10000000|[198, 73, 0, 73]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      34|[0.2339551590211273, -0.7480624257935913]                                       |  0.7840461730957031|      0.01000000|[205, 76, 0, 76]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      35|[0.2246676551445174, -0.7443553687746128]                                       |  0.7818669080734253|      0.10000000|[210, 78, 0, 78]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      36|[0.2246676551445174, -0.7443553687746128]                                       |  0.7818669080734253|      0.01000000|[217, 81, 0, 81]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      37|[0.2161991172732701, -0.7390371109467853]                                       |  0.7799221277236938|      0.10000000|[222, 83, 0, 83]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      38|[0.2161991172732701, -0.7390371109467853]                                       |  0.7799221277236938|      0.01000000|[229, 86, 0, 86]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      39|[0.2075233678301317, -0.7340640463383286]                                       |  0.7782346606254578|      0.10000000|[235, 88, 0, 88]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      40|[0.2075233678301317, -0.7340640463383286]                                       |  0.7782346606254578|      0.01000000|[241, 90, 0, 90]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      41|[0.1983135345486944, -0.7301680264554057]                                       |  0.7768360972404480|      0.10000000|[246, 92, 0, 92]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      42|[0.1983135345486944, -0.7301680264554057]                                       |  0.7768360972404480|      0.01000000|[253, 95, 0, 95]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      43|[0.189377591328495, -0.7256792717544479]                                        |  0.7756790518760681|      0.10000000|[258, 97, 0, 97]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      44|[0.189377591328495, -0.7256792717544479]                                        |  0.7756790518760681|      0.01000000|[264, 99, 0, 99]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      45|[0.1849579553068662, -0.7167089419145636]                                       |  0.7747852802276611|      0.10000000|[270, 101, 0, 101]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      46|[0.1849579553068662, -0.7167089419145636]                                       |  0.7747852802276611|      0.01000000|[276, 103, 0, 103]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      47|[0.1753224920174031, -0.7140335265828051]                                       |  0.7741004824638367|      0.10000000|[282, 105, 0, 105]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      48|[0.1753224920174031, -0.7140335265828051]                                       |  0.7741004824638367|      0.01000000|[289, 108, 0, 108]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      49|[0.1732669511815711, -0.7042470690075514]                                       |  0.7737032771110535|      0.10000000|[294, 110, 0, 110]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      50|[0.1732669511815711, -0.7042470690075514]                                       |  0.7737032771110535|      0.01000000|[302, 113, 0, 113]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      51|[0.1632694088450538, -0.7044687607519713]                                       |  0.7733919620513916|      0.10000000|[309, 116, 0, 116]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      52|[0.1632694088450538, -0.7044687607519713]                                       |  0.7733919620513916|      0.01000000|[315, 118, 0, 118]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      53|[0.1632694088450538, -0.7044687607519713]                                       |  0.7733919620513916|      0.00100000|[323, 121, 0, 121]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      54|[0.1629120641651601, -0.7035347881722069]                                       |  0.7733617424964905|      0.01000000|[328, 123, 0, 123]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      55|[0.1559655835534095, -0.6963412906146503]                                       |  0.7732047438621521|      0.10000000|[335, 126, 0, 126]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | iterate success | actual_k=1
      56|[0.1559655835534095, -0.6963412906146503]                                       |  0.7732047438621521|      0.01000000|[343, 129, 0, 129]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      57|[0.1559655835534095, -0.6963412906146503]                                       |  0.7732047438621521|      0.00100000|[350, 132, 0, 132]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      58|[0.1562186240052537, -0.6953738349155455]                                       |  0.7732005119323730|      0.01000000|[358, 135, 0, 135]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      59|[0.1562186240052537, -0.6953738349155455]                                       |  0.7732005119323730|      0.00100000|[366, 138, 0, 138]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      60|[0.1562186240052537, -0.6953738349155455]                                       |  0.7732005119323730|      0.00010000|[372, 140, 0, 140]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      61|[0.1561695953985547, -0.6952866787584184]                                       |  0.7732002735137939|      0.00100000|[377, 142, 0, 142]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      62|[0.1561695953985547, -0.6952866787584184]                                       |  0.7732002735137939|      0.00010000|[385, 145, 0, 145]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      63|[0.1561112100606205, -0.6952054928463751]                                       |  0.7732000350952148|      0.00100000|[390, 147, 0, 147]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      64|[0.1561112100606205, -0.6952054928463751]                                       |  0.7732000350952148|      0.00010000|[396, 149, 0, 149]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      65|[0.156050432592349, -0.6951260818940416]                                        |  0.7731998562812805|      0.00100000|[401, 151, 0, 151]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      66|[0.156050432592349, -0.6951260818940416]                                        |  0.7731998562812805|      0.00010000|[408, 154, 0, 154]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      67|[0.1559750854746658, -0.6950603338001009]                                       |  0.7731996774673462|      0.00100000|[413, 156, 0, 156]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      68|[0.1559750854746658, -0.6950603338001009]                                       |  0.7731996774673462|      0.00010000|[420, 159, 0, 159]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      69|[0.1559213236452901, -0.6949760149664861]                                       |  0.7731994986534119|      0.00100000|[425, 161, 0, 161]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
