k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0]                                                                      |  6.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 1.0]                                                                      |  6.0000000000000000|      0.50000000|[7, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      45|[1.9901337658813338, -0.9284532153963587]                                       |  0.0053001968190074|      0.03125000|[243, 90, 0, 90]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      46|[1.9901337658813338, -0.9284532153963587]                                       |  0.0053001968190074|      0.01562500|[248, 92, 0, 92]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      47|[1.9901337658813338, -0.9284532153963587]                                       |  0.0053001968190074|      0.00781250|[253, 94, 0, 94]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      48|[1.9926920827936776, -0.9358349611807931]                                       |  0.0042173299007118|      0.01562500|[258, 96, 0, 96]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      49|[1.9926920827936776, -0.9358349611807931]                                       |  0.0042173299007118|      0.00781250|[264, 98, 0, 98]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      50|[1.9943839202729507, -0.9434620734910798]                                       |  0.0032561521511525|      0.01562500|[270, 100, 0, 100]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      51|[1.9943839202729507, -0.9434620734910798]                                       |  0.0032561521511525|      0.00781250|[276, 102, 0, 102]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      52|[1.9957551843494616, -0.9511532886800126]                                       |  0.0024203208740801|      0.01562500|[281, 104, 0, 104]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      53|[1.9957551843494616, -0.9511532886800126]                                       |  0.0024203208740801|      0.00781250|[286, 106, 0, 106]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      54|[1.996906808011833, -0.9588804433432937]                                        |  0.0017091829795390|      0.01562500|[291, 108, 0, 108]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      55|[1.996906808011833, -0.9588804433432937]                                        |  0.0017091829795390|      0.00781250|[296, 110, 0, 110]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      56|[1.9993701645742814, -0.9662944187071753]                                       |  0.0011368333362043|      0.01562500|[301, 112, 0, 112]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      57|[1.9993701645742814, -0.9662944187071753]                                       |  0.0011368333362043|      0.00781250|[307, 114, 0, 114]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      58|[1.9993701645742814, -0.9662944187071753]                                       |  0.0011368333362043|      0.00390625|[312, 116, 0, 116]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      59|[1.9997510656290616, -0.9701820533928122]                                       |  0.0008892302284949|      0.00781250|[318, 118, 0, 118]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      60|[1.9997510656290616, -0.9701820533928122]                                       |  0.0008892302284949|      0.00390625|[323, 120, 0, 120]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      61|[2.0002818955574884, -0.974052067430201]                                        |  0.0006734500639141|      0.00781250|[329, 122, 0, 122]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      62|[2.0002818955574884, -0.974052067430201]                                        |  0.0006734500639141|      0.00390625|[334, 124, 0, 124]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      63|[1.9997097364351302, -0.9779161873819109]                                       |  0.0004878595937043|      0.00781250|[339, 126, 0, 126]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      64|[1.9997097364351302, -0.9779161873819109]                                       |  0.0004878595937043|      0.00390625|[344, 128, 0, 128]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      65|[1.9992247760042692, -0.981792216592714]                                        |  0.0003327036392875|      0.00781250|[349, 130, 0, 130]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      66|[1.9992247760042692, -0.981792216592714]                                        |  0.0003327036392875|      0.00390625|[354, 132, 0, 132]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      67|[1.9992247760042692, -0.981792216592714]                                        |  0.0003327036392875|      0.00195312|[359, 134, 0, 134]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      68|[1.999556170828823, -0.9837170217090527]                                        |  0.0002655229764059|      0.00390625|[365, 136, 0, 136]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      69|[1.999556170828823, -0.9837170217090527]                                        |  0.0002655229764059|      0.00195312|[371, 138, 0, 138]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      70|[1.9995676436801189, -0.9856701130124249]                                       |  0.0002057142119156|      0.00390625|[377, 140, 0, 140]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      71|[1.9995676436801189, -0.9856701130124249]                                       |  0.0002057142119156|      0.00195312|[382, 142, 0, 142]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      72|[1.999506373984499, -0.9876222767581244]                                        |  0.0001536893687444|      0.00390625|[387, 144, 0, 144]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      73|[1.999506373984499, -0.9876222767581244]                                        |  0.0001536893687444|      0.00195312|[393, 146, 0, 146]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      74|[1.9999458510237946, -0.9895253156956023]                                       |  0.0001097248168662|      0.00390625|[398, 148, 0, 148]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      75|[1.9999458510237946, -0.9895253156956023]                                       |  0.0001097248168662|      0.00195312|[404, 150, 0, 150]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      76|[1.9999458510237946, -0.9895253156956023]                                       |  0.0001097248168662|      0.00097656|[409, 152, 0, 152]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      77|[1.9999437994590634, -0.990501876040634]                                        |  0.0000902206156752|      0.00195312|[414, 154, 0, 154]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      78|[1.9996924541971077, -0.9924387608655313]                                       |  0.0000573600809730|      0.00390625|[419, 156, 0, 156]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      79|[1.9996924541971077, -0.9924387608655313]                                       |  0.0000573600809730|      0.00195312|[424, 158, 0, 158]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      80|[1.9996924541971077, -0.9924387608655313]                                       |  0.0000573600809730|      0.00097656|[430, 160, 0, 160]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
