k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[3.0, 0.1]                                                                      | 87.6860481455954357|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[3.0, 0.1]                                                                      | 87.6860481455954357|      0.50000000|[7, 2, 0, 2]                                                               |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[2.596442660672993, -0.195197347337856]                                         | 40.5792617797851562|      1.00000000|[12, 4, 0, 4]                                                              |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      24|[0.862303641041479, -0.5934823970758597]                                        |  1.6049280166625977|      0.06250000|[151, 55, 0, 55]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      25|[0.862303641041479, -0.5934823970758597]                                        |  1.6049280166625977|      0.03125000|[159, 58, 0, 58]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      26|[0.8318912363434888, -0.6006690611479908]                                       |  1.5329617261886597|      0.06250000|[164, 60, 0, 60]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      27|[0.8318912363434888, -0.6006690611479908]                                       |  1.5329617261886597|      0.03125000|[170, 62, 0, 62]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      28|[0.8013507064989522, -0.607290128797167]                                        |  1.4652179479598999|      0.06250000|[175, 64, 0, 64]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      29|[0.8013507064989522, -0.607290128797167]                                        |  1.4652179479598999|      0.03125000|[181, 66, 0, 66]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      30|[0.7711147261293888, -0.6151862032073653]                                       |  1.4013564586639404|      0.06250000|[187, 68, 0, 68]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      31|[0.7711147261293888, -0.6151862032073653]                                       |  1.4013564586639404|      0.03125000|[194, 71, 0, 71]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      32|[0.7408980258453124, -0.6231557404550533]                                       |  1.3411244153976440|      0.06250000|[199, 73, 0, 73]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      33|[0.7408980258453124, -0.6231557404550533]                                       |  1.3411244153976440|      0.03125000|[206, 76, 0, 76]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      34|[0.710836388644853, -0.6316915748505856]                                        |  1.2843033075332642|      0.06250000|[211, 78, 0, 78]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      35|[0.710836388644853, -0.6316915748505856]                                        |  1.2843033075332642|      0.03125000|[218, 81, 0, 81]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      36|[0.6806384113970756, -0.639731765777592]                                        |  1.2306754589080811|      0.06250000|[223, 83, 0, 83]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      37|[0.6806384113970756, -0.639731765777592]                                        |  1.2306754589080811|      0.03125000|[230, 86, 0, 86]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      38|[0.6502904826866287, -0.6471860077233323]                                       |  1.1801195144653320|      0.06250000|[236, 88, 0, 88]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      39|[0.6502904826866287, -0.6471860077233323]                                       |  1.1801195144653320|      0.03125000|[242, 90, 0, 90]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      40|[0.620372661232679, -0.6562129927930878]                                        |  1.1324821710586548|      0.06250000|[247, 92, 0, 92]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      41|[0.620372661232679, -0.6562129927930878]                                        |  1.1324821710586548|      0.03125000|[254, 95, 0, 95]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      42|[0.590507766941446, -0.6654135682627789]                                        |  1.0876798629760742|      0.06250000|[259, 97, 0, 97]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      43|[0.590507766941446, -0.6654135682627789]                                        |  1.0876798629760742|      0.03125000|[265, 99, 0, 99]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      44|[0.560416544100926, -0.6738445117427321]                                        |  1.0456541776657104|      0.06250000|[271, 101, 0, 101]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      45|[0.560416544100926, -0.6738445117427321]                                        |  1.0456541776657104|      0.03125000|[277, 103, 0, 103]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      46|[0.5307221581386906, -0.6835813460499285]                                       |  1.0064265727996826|      0.06250000|[283, 105, 0, 105]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      47|[0.5307221581386906, -0.6835813460499285]                                       |  1.0064265727996826|      0.03125000|[290, 108, 0, 108]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      48|[0.5307221581386906, -0.6835813460499285]                                       |  1.0064265727996826|      0.01562500|[298, 111, 0, 111]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      49|[0.5156184860469523, -0.6875838095844589]                                       |  0.9878477454185486|      0.03125000|[304, 113, 0, 113]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      50|[0.5156184860469523, -0.6875838095844589]                                       |  0.9878477454185486|      0.01562500|[311, 116, 0, 116]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      51|[0.5006225037899419, -0.6919725612460854]                                       |  0.9699692130088806|      0.03125000|[317, 118, 0, 118]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      52|[0.5006225037899419, -0.6919725612460854]                                       |  0.9699692130088806|      0.01562500|[325, 121, 0, 121]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      53|[0.4855920781088259, -0.6962418619902879]                                       |  0.9528012871742249|      0.03125000|[330, 123, 0, 123]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      54|[0.4855920781088259, -0.6962418619902879]                                       |  0.9528012871742249|      0.01562500|[337, 126, 0, 126]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      55|[0.4704486718815722, -0.7000912610130415]                                       |  0.9363569021224976|      0.03125000|[342, 128, 0, 128]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      56|[0.4704486718815722, -0.7000912610130415]                                       |  0.9363569021224976|      0.01562500|[349, 131, 0, 131]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      57|[0.4552904239350548, -0.7038817945100443]                                       |  0.9206412434577942|      0.03125000|[354, 133, 0, 133]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      58|[0.4552904239350548, -0.7038817945100443]                                       |  0.9206412434577942|      0.01562500|[360, 135, 0, 135]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      59|[0.4401542886300607, -0.7077596847907137]                                       |  0.9056634902954102|      0.03125000|[365, 137, 0, 137]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      60|[0.4401542886300607, -0.7077596847907137]                                       |  0.9056634902954102|      0.01562500|[373, 140, 0, 140]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      61|[0.4250307492670199, -0.711686411434441]                                        |  0.8914399147033691|      0.03125000|[378, 142, 0, 142]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      62|[0.4250307492670199, -0.711686411434441]                                        |  0.8914399147033691|      0.01562500|[386, 145, 0, 145]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      63|[0.4098134437059888, -0.7152324284200477]                                       |  0.8779879212379456|      0.03125000|[391, 147, 0, 147]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      64|[0.4098134437059888, -0.7152324284200477]                                       |  0.8779879212379456|      0.01562500|[397, 149, 0, 149]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      65|[0.3948010106403086, -0.7195645732062332]                                       |  0.8653335571289062|      0.03125000|[402, 151, 0, 151]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      66|[0.3948010106403086, -0.7195645732062332]                                       |  0.8653335571289062|      0.01562500|[409, 154, 0, 154]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      67|[0.3796411599519396, -0.7233486916116688]                                       |  0.8534760475158691|      0.03125000|[414, 156, 0, 156]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      68|[0.3796411599519396, -0.7233486916116688]                                       |  0.8534760475158691|      0.01562500|[421, 159, 0, 159]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      69|[0.3643122312545191, -0.7263759956911098]                                       |  0.8424322605133057|      0.03125000|[426, 161, 0, 161]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
