k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.5030594057490606, 0.219997737567423, -0.0094152003653158, 0.6147669212974969, 0.2551471439629958, 0.0755113011843253, -0.0397174401498189, -0.0875140319771813, -0.087682670845161, -0.049342991281034, -0.0527704140497509, 0.2056293546118058, 0.1387892504141755, -0.0368446891974513, -0.1160081765189298, -0.0860152118120509, 0.0669841982523529, 0.2944524409561752, 0.1258584609719112, 0.0947415116331383, -0.1530258483291285, 0.0661592318569267]| 13.4519863128662109|      2.00000000|[54, 8, 0, 2]                                                              |  | trying linear partial model with 29 points | iterate success | actual_k=4
      12|[1.3069430097434358, 0.0417786669359949, 0.1865609012563759, 2.0805684687998327, 0.0611663123117723, 0.217241193856281, 0.2251818515764848, -0.2688412878939671, -0.2617160876290313, -0.1337044344490372, -0.375728960747792, -0.0620696201869072, 0.1465476626007173, -0.3323061389842057, -0.099203796575809, -0.180338300238452, 0.0846910953117841, 0.3258451950148765, 0.1221612033113379, 0.2654454973214915, -0.4789932428204533, 0.021629094730047]| 12.1442565917968750|      0.01562500|[636, 96, 0, 24]                                                           |  | trying linear partial model with 29 points | exploitation failed, decreasing delta | actual_k=4
      13|[1.3088318952275533, 0.035544704219585, 0.1899951582268181, 2.091597639888282, 0.0566611850564239, 0.2180720295083895, 0.2243210859838559, -0.2701243752420514, -0.2622996385282259, -0.135418185609841, -0.3782875040897935, -0.0650909549457827, 0.1443304173739752, -0.3347669719327712, -0.0971095257508815, -0.1822597494573761, 0.0832537276235063, 0.3247484961856494, 0.1225353987269559, 0.2667844800059639, -0.4798256889685903, 0.0206273527636433]| 12.1441383361816406|      0.03125000|[688, 104, 0, 26]                                                          |  | trying linear partial model with 29 points | iterate success | actual_k=4
      14|[1.3088318952275533, 0.035544704219585, 0.1899951582268181, 2.091597639888282, 0.0566611850564239, 0.2180720295083895, 0.2243210859838559, -0.2701243752420514, -0.2622996385282259, -0.135418185609841, -0.3782875040897935, -0.0650909549457827, 0.1443304173739752, -0.3347669719327712, -0.0971095257508815, -0.1822597494573761, 0.0832537276235063, 0.3247484961856494, 0.1225353987269559, 0.2667844800059639, -0.4798256889685903, 0.0206273527636433]| 12.1441383361816406|      0.01562500|[740, 112, 0, 28]                                                          |  | trying linear partial model with 29 points | exploitation failed, decreasing delta | actual_k=4
      15|[1.3088318952275533, 0.035544704219585, 0.1899951582268181, 2.091597639888282, 0.0566611850564239, 0.2180720295083895, 0.2243210859838559, -0.2701243752420514, -0.2622996385282259, -0.135418185609841, -0.3782875040897935, -0.0650909549457827, 0.1443304173739752, -0.3347669719327712, -0.0971095257508815, -0.1822597494573761, 0.0832537276235063, 0.3247484961856494, 0.1225353987269559, 0.2667844800059639, -0.4798256889685903, 0.0206273527636433]| 12.1441383361816406|      0.00781250|[793, 120, 0, 30]                                                          |  | trying linear partial model with 29 points | exploitation failed, decreasing delta | actual_k=4
      16|[1.3088318952275533, 0.035544704219585, 0.1899951582268181, 2.091597639888282, 0.0566611850564239, 0.2180720295083895, 0.2243210859838559, -0.2701243752420514, -0.2622996385282259, -0.135418185609841, -0.3782875040897935, -0.0650909549457827, 0.1443304173739752, -0.3347669719327712, -0.0971095257508815, -0.1822597494573761, 0.0832537276235063, 0.3247484961856494, 0.1225353987269559, 0.2667844800059639, -0.4798256889685903, 0.0206273527636433]| 12.1441383361816406|      0.00390625|[845, 128, 0, 32]                                                          |  | trying linear partial model with 29 points | exploitation failed, decreasing delta | actual_k=4
      17|[1.3103096132531067, 0.0354678668593087, 0.1906306186650936, 2.09448532216228, 0.0567233053480781, 0.2175362757156157, 0.2247583219616468, -0.2708609711206103, -0.2626119390675238, -0.1353198222195404, -0.3779499530528035, -0.0647974299179806, 0.1444284178890818, -0.3349419328800186, -0.0974243145839247, -0.1818709309976336, 0.0841224095394588, 0.3251416234066211, 0.1233570235554438, 0.2669268315397382, -0.4794949169890934, 0.0196321717648696]| 12.1441230773925781|      0.00781250|[898, 136, 0, 34]                                                          |  | trying linear partial model with 29 points | iterate success | actual_k=4
      18|[1.3103096132531067, 0.0354678668593087, 0.1906306186650936, 2.09448532216228, 0.0567233053480781, 0.2175362757156157, 0.2247583219616468, -0.2708609711206103, -0.2626119390675238, -0.1353198222195404, -0.3779499530528035, -0.0647974299179806, 0.1444284178890818, -0.3349419328800186, -0.0974243145839247, -0.1818709309976336, 0.0841224095394588, 0.3251416234066211, 0.1233570235554438, 0.2669268315397382, -0.4794949169890934, 0.0196321717648696]| 12.1441230773925781|      0.00390625|[950, 144, 0, 36]                                                          |  | trying linear partial model with 29 points | exploitation failed, decreasing delta | actual_k=4
      19|[1.3107413921036064, 0.0351283770251099, 0.1913966732259795, 2.0979634132446576, 0.0566524832401893, 0.2176919234073657, 0.2252331068853855, -0.2705981442989622, -0.2628258318768428, -0.1353150733701364, -0.3782808905272746, -0.0648761268891334, 0.1439642907967218, -0.3344468430883071, -0.0974073791969684, -0.1819187916497606, 0.0844073794765114, 0.3247534632792199, 0.1235388048125082, 0.2672124549215393, -0.4785079900160737, 0.0196976543863562]| 12.1441154479980469|      0.00781250|[1002, 152, 0, 38]                                                         |  | trying linear partial model with 29 points | iterate success | actual_k=4
      20|[1.3107413921036064, 0.0351283770251099, 0.1913966732259795, 2.0979634132446576, 0.0566524832401893, 0.2176919234073657, 0.2252331068853855, -0.2705981442989622, -0.2628258318768428, -0.1353150733701364, -0.3782808905272746, -0.0648761268891334, 0.1439642907967218, -0.3344468430883071, -0.0974073791969684, -0.1819187916497606, 0.0844073794765114, 0.3247534632792199, 0.1235388048125082, 0.2672124549215393, -0.4785079900160737, 0.0196976543863562]| 12.1441154479980469|      0.00390625|[1054, 160, 0, 40]                                                         |  | trying linear partial model with 29 points | exploitation failed, decreasing delta | actual_k=4
      21|[1.3107413921036064, 0.0351283770251099, 0.1913966732259795, 2.0979634132446576, 0.0566524832401893, 0.2176919234073657, 0.2252331068853855, -0.2705981442989622, -0.2628258318768428, -0.1353150733701364, -0.3782808905272746, -0.0648761268891334, 0.1439642907967218, -0.3344468430883071, -0.0974073791969684, -0.1819187916497606, 0.0844073794765114, 0.3247534632792199, 0.1235388048125082, 0.2672124549215393, -0.4785079900160737, 0.0196976543863562]| 12.1441154479980469|      0.00195312|[1106, 168, 0, 42]                                                         |  | trying linear partial model with 29 points | exploitation failed, decreasing delta | actual_k=4
      22|[1.3095922243386384, 0.0348829872982308, 0.1919274261913822, 2.0988732564168244, 0.0569452350892746, 0.2177060455471703, 0.2255439695089864, -0.2702284801404585, -0.2627170123937956, -0.1350515768137857, -0.378205062005326, -0.0645828681845737, 0.1440660081588663, -0.3339224650756399, -0.0972993663427445, -0.1823238125011643, 0.0846072304265451, 0.3245753224792553, 0.1232413947567408, 0.2673865842181766, -0.4780922223075828, 0.0197861406716773]| 12.1441125869750977|      0.00390625|[1158, 176, 0, 44]                                                         |  | trying linear partial model with 29 points | iterate success | actual_k=4
      23|[1.3095922243386384, 0.0348829872982308, 0.1919274261913822, 2.0988732564168244, 0.0569452350892746, 0.2177060455471703, 0.2255439695089864, -0.2702284801404585, -0.2627170123937956, -0.1350515768137857, -0.378205062005326, -0.0645828681845737, 0.1440660081588663, -0.3339224650756399, -0.0972993663427445, -0.1823238125011643, 0.0846072304265451, 0.3245753224792553, 0.1232413947567408, 0.2673865842181766, -0.4780922223075828, 0.0197861406716773]| 12.1441125869750977|      0.00195312|[1210, 184, 0, 46]                                                         |  | trying linear partial model with 29 points | exploitation failed, decreasing delta | actual_k=4
      24|[1.308201848577641, 0.0344800961670949, 0.1920158662801339, 2.099577751862858, 0.056886921789657, 0.2171631522178682, 0.2256058728475412, -0.2705525006536122, -0.2627029959305955, -0.1348011312114785, -0.3784404917422139, -0.0643210001061866, 0.1438397543336862, -0.3337194802626998, -0.0970781667478966, -0.1825233620882069, 0.084797656071394, 0.3248479121077108, 0.1232021720681766, 0.2676214135523872, -0.478219415917494, 0.0192795363703793]| 12.1441097259521484|      0.00390625|[1263, 192, 0, 48]                                                         |  | trying linear partial model with 29 points | iterate success | actual_k=4
      25|[1.308201848577641, 0.0344800961670949, 0.1920158662801339, 2.099577751862858, 0.056886921789657, 0.2171631522178682, 0.2256058728475412, -0.2705525006536122, -0.2627029959305955, -0.1348011312114785, -0.3784404917422139, -0.0643210001061866, 0.1438397543336862, -0.3337194802626998, -0.0970781667478966, -0.1825233620882069, 0.084797656071394, 0.3248479121077108, 0.1232021720681766, 0.2676214135523872, -0.478219415917494, 0.0192795363703793]| 12.1441097259521484|      0.00195312|[1316, 200, 0, 50]                                                         |  | trying linear partial model with 29 points | exploitation failed, decreasing delta | actual_k=4
      26|[1.3074385857211233, 0.0342958667974745, 0.1926305691773843, 2.1005947183571054, 0.0562845623434425, 0.2166059606274501, 0.2256565857890317, -0.2708491083099215, -0.2627285128490018, -0.135431694932263, -0.3786076039178685, -0.0640522808550916, 0.1436102652844973, -0.3332690291890761, -0.0968891395399847, -0.1826731856320569, 0.0844508923481099, 0.3250492705019875, 0.1233637676183804, 0.2676540695322719, -0.4780975113789646, 0.0193648610329032]| 12.1441068649291992|      0.00390625|[1369, 208, 0, 52]                                                         |  | trying linear partial model with 29 points | iterate success | actual_k=4
      27|[1.3074385857211233, 0.0342958667974745, 0.1926305691773843, 2.1005947183571054, 0.0562845623434425, 0.2166059606274501, 0.2256565857890317, -0.2708491083099215, -0.2627285128490018, -0.135431694932263, -0.3786076039178685, -0.0640522808550916, 0.1436102652844973, -0.3332690291890761, -0.0968891395399847, -0.1826731856320569, 0.0844508923481099, 0.3250492705019875, 0.1233637676183804, 0.2676540695322719, -0.4780975113789646, 0.0193648610329032]| 12.1441068649291992|      0.00195312|[1423, 216, 0, 54]                                                         |  | trying linear partial model with 29 points | exploitation failed, decreasing delta | actual_k=4
      28|[1.3061815657155154, 0.0337785093644211, 0.1929759501690904, 2.101420788091401, 0.0564719386943895, 0.2164831080379202, 0.2255400108240085, -0.2707606657124978, -0.2625422843422501, -0.1351197282389256, -0.3782877937272193, -0.0641515354513791, 0.143693409713803, -0.3331881899959319, -0.0968155661211863, -0.1830544794229755, 0.084547273624877, 0.3249041696152245, 0.1239951353034554, 0.2680867785368903, -0.4780203838299916, 0.0196160795759303]| 12.1441030502319336|      0.00390625|[1476, 224, 0, 56]                                                         |  | trying linear partial model with 29 points | iterate success | actual_k=4
      29|[1.3061815657155154, 0.0337785093644211, 0.1929759501690904, 2.101420788091401, 0.0564719386943895, 0.2164831080379202, 0.2255400108240085, -0.2707606657124978, -0.2625422843422501, -0.1351197282389256, -0.3782877937272193, -0.0641515354513791, 0.143693409713803, -0.3331881899959319, -0.0968155661211863, -0.1830544794229755, 0.084547273624877, 0.3249041696152245, 0.1239951353034554, 0.2680867785368903, -0.4780203838299916, 0.0196160795759303]| 12.1441030502319336|      0.00195312|[1530, 232, 0, 58]                                                         |  | trying linear partial model with 29 points | exploitation failed, decreasing delta | actual_k=4
      30|[1.304909075813754, 0.0330378995702333, 0.193469480009368, 2.102261689623021, 0.0562947503117872, 0.2166229759889987, 0.2254879707509627, -0.2707627492812182, -0.2621164609527838, -0.1351888632843907, -0.3781298594042135, -0.0639956222416223, 0.143566503788676, -0.333228874257394, -0.0967606520063728, -0.1832565459820161, 0.0847258625703495, 0.3246686999560323, 0.1235651866136393, 0.2679720494213197, -0.4781032923081071, 0.0198471831857631]| 12.1441001892089844|      0.00390625|[1582, 240, 0, 60]                                                         |  | trying linear partial model with 29 points | iterate success | actual_k=4
      31|[1.304909075813754, 0.0330378995702333, 0.193469480009368, 2.102261689623021, 0.0562947503117872, 0.2166229759889987, 0.2254879707509627, -0.2707627492812182, -0.2621164609527838, -0.1351888632843907, -0.3781298594042135, -0.0639956222416223, 0.143566503788676, -0.333228874257394, -0.0967606520063728, -0.1832565459820161, 0.0847258625703495, 0.3246686999560323, 0.1235651866136393, 0.2679720494213197, -0.4781032923081071, 0.0198471831857631]| 12.1441001892089844|      0.00195312|[1634, 248, 0, 62]                                                         |  | trying linear partial model with 29 points | exploitation failed, decreasing delta | actual_k=4
      32|[1.3035311177935018, 0.0327014838554565, 0.193958654484712, 2.1031245975807633, 0.0561990541137826, 0.2164461155078782, 0.2255054726752642, -0.2708957745889847, -0.2619270404130665, -0.1353781384476492, -0.37790675529148, -0.0640527697163514, 0.1434942437255685, -0.3329215713777073, -0.0972904953480378, -0.1834773119084202, 0.0846273250392702, 0.3243640326998802, 0.1233490457269145, 0.2678234715435876, -0.4780055630888632, 0.0200073783114269]| 12.1440963745117188|      0.00390625|[1687, 256, 0, 64]                                                         |  | trying linear partial model with 29 points | iterate success | actual_k=4
      33|[1.3035311177935018, 0.0327014838554565, 0.193958654484712, 2.1031245975807633, 0.0561990541137826, 0.2164461155078782, 0.2255054726752642, -0.2708957745889847, -0.2619270404130665, -0.1353781384476492, -0.37790675529148, -0.0640527697163514, 0.1434942437255685, -0.3329215713777073, -0.0972904953480378, -0.1834773119084202, 0.0846273250392702, 0.3243640326998802, 0.1233490457269145, 0.2678234715435876, -0.4780055630888632, 0.0200073783114269]| 12.1440963745117188|      0.00195312|[1739, 264, 0, 66]                                                         |  | trying linear partial model with 29 points | exploitation failed, decreasing delta | actual_k=4
      34|[1.3021555354981322, 0.0325731084699995, 0.1939870093004953, 2.103672238884059, 0.0566432741474163, 0.2165213048834993, 0.2258108321823614, -0.270846177357471, -0.2618252939845208, -0.1352727618357555, -0.3774223696346057, -0.0639451525281268, 0.1432591610125283, -0.3327116574208556, -0.0980539899909884, -0.1833263988985755, 0.0849321992004382, 0.3243855476649885, 0.1234954643289845, 0.2675859973160577, -0.4783745002724976, 0.0198444859204187]| 12.1440935134887695|      0.00390625|[1791, 272, 0, 68]                                                         |  | trying linear partial model with 29 points | iterate success | actual_k=4
      35|[1.3021555354981322, 0.0325731084699995, 0.1939870093004953, 2.103672238884059, 0.0566432741474163, 0.2165213048834993, 0.2258108321823614, -0.270846177357471, -0.2618252939845208, -0.1352727618357555, -0.3774223696346057, -0.0639451525281268, 0.1432591610125283, -0.3327116574208556, -0.0980539899909884, -0.1833263988985755, 0.0849321992004382, 0.3243855476649885, 0.1234954643289845, 0.2675859973160577, -0.4783745002724976, 0.0198444859204187]| 12.1440935134887695|      0.00195312|[1843, 280, 0, 70]                                                         |  | trying linear partial model with 29 points | exploitation failed, decreasing delta | actual_k=4
      36|[1.3015617520920357, 0.0323582528256148, 0.1938512969448889, 2.1048349900124816, 0.0572913006366918, 0.2171308174682368, 0.2254326811468985, -0.2704474876527538, -0.2616518430981824, -0.1352017843428446, -0.3781093122842697, -0.0638825817171359, 0.143394119591762, -0.3329946561513151, -0.0983419718319091, -0.1830650146000614, 0.0851173576845033, 0.3242003968355591, 0.1235549324279447, 0.2675612520758932, -0.4780874692050205, 0.0200357086188613]| 12.1440916061401367|      0.00390625|[1895, 288, 0, 72]                                                         |  | trying linear partial model with 29 points | iterate success | actual_k=4
      37|[1.3015617520920357, 0.0323582528256148, 0.1938512969448889, 2.1048349900124816, 0.0572913006366918, 0.2171308174682368, 0.2254326811468985, -0.2704474876527538, -0.2616518430981824, -0.1352017843428446, -0.3781093122842697, -0.0638825817171359, 0.143394119591762, -0.3329946561513151, -0.0983419718319091, -0.1830650146000614, 0.0851173576845033, 0.3242003968355591, 0.1235549324279447, 0.2675612520758932, -0.4780874692050205, 0.0200357086188613]| 12.1440916061401367|      0.00195312|[1947, 296, 0, 74]                                                         |  | trying linear partial model with 29 points | exploitation failed, decreasing delta | actual_k=4
      38|[1.3005390429763288, 0.0316944864030698, 0.1940392273223875, 2.1055098064732043, 0.0570253799761445, 0.2165762344065971, 0.2255361579227372, -0.2704813465773959, -0.2625505170790308, -0.1349619084717776, -0.3779955225099573, -0.0635359719849151, 0.1433981262757715, -0.3329833138573213, -0.0988910262279393, -0.1831011908367345, 0.0853916937383495, 0.3241984640689813, 0.1235986354952166, 0.2676939803641019, -0.4779935446993976, 0.0202420671448631]| 12.1440887451171875|      0.00390625|[1999, 304, 0, 76]                                                         |  | trying linear partial model with 29 points | iterate success | actual_k=4
      39|[1.3005390429763288, 0.0316944864030698, 0.1940392273223875, 2.1055098064732043, 0.0570253799761445, 0.2165762344065971, 0.2255361579227372, -0.2704813465773959, -0.2625505170790308, -0.1349619084717776, -0.3779955225099573, -0.0635359719849151, 0.1433981262757715, -0.3329833138573213, -0.0988910262279393, -0.1831011908367345, 0.0853916937383495, 0.3241984640689813, 0.1235986354952166, 0.2676939803641019, -0.4779935446993976, 0.0202420671448631]| 12.1440887451171875|      0.00195312|[2051, 312, 0, 78]                                                         |  | trying linear partial model with 29 points | exploitation failed, decreasing delta | actual_k=4
      40|[1.299479705599941, 0.031125890119877, 0.1942054204801603, 2.106372156458051, 0.0565814145627383, 0.2166961937441698, 0.2254463544602001, -0.2704357657685331, -0.2624972655247786, -0.1352280133732025, -0.3781653208558691, -0.0631580800113717, 0.1434029629399196, -0.3334841497699497, -0.0984183193963064, -0.1834715218252447, 0.0854752454418732, 0.3236377940088636, 0.1233478021502709, 0.267734241794362, -0.4776848865265825, 0.0200460666180148]| 12.1440858840942383|      0.00390625|[2103, 320, 0, 80]                                                         |  | trying linear partial model with 29 points | iterate success | actual_k=4
      41|[1.299479705599941, 0.031125890119877, 0.1942054204801603, 2.106372156458051, 0.0565814145627383, 0.2166961937441698, 0.2254463544602001, -0.2704357657685331, -0.2624972655247786, -0.1352280133732025, -0.3781653208558691, -0.0631580800113717, 0.1434029629399196, -0.3334841497699497, -0.0984183193963064, -0.1834715218252447, 0.0854752454418732, 0.3236377940088636, 0.1233478021502709, 0.267734241794362, -0.4776848865265825, 0.0200460666180148]| 12.1440858840942383|      0.00195312|[2156, 328, 0, 82]                                                         |  | trying linear partial model with 29 points | exploitation failed, decreasing delta | actual_k=4
      42|[1.29814976553346, 0.0309479168800413, 0.1941998381796812, 2.107419830513618, 0.0568299254209231, 0.2168113504532659, 0.2257906366975814, -0.2705573220423644, -0.2630014701124146, -0.1354254492733771, -0.3781936053101934, -0.0629788205178539, 0.1436629416752012, -0.3337413191148885, -0.098708315687175, -0.1832011193809648, 0.0854517441894513, 0.323447787796754, 0.1235277555857165, 0.2678636589088181, -0.4777212227227791, 0.0201102591536246]| 12.1440820693969727|      0.00390625|[2208, 336, 0, 84]                                                         |  | trying linear partial model with 29 points | iterate success | actual_k=4
      43|[1.29814976553346, 0.0309479168800413, 0.1941998381796812, 2.107419830513618, 0.0568299254209231, 0.2168113504532659, 0.2257906366975814, -0.2705573220423644, -0.2630014701124146, -0.1354254492733771, -0.3781936053101934, -0.0629788205178539, 0.1436629416752012, -0.3337413191148885, -0.098708315687175, -0.1832011193809648, 0.0854517441894513, 0.323447787796754, 0.1235277555857165, 0.2678636589088181, -0.4777212227227791, 0.0201102591536246]| 12.1440820693969727|      0.00195312|[2261, 344, 0, 86]                                                         |  | trying linear partial model with 29 points | exploitation failed, decreasing delta | actual_k=4
      44|[1.2967117486939819, 0.0305435260442829, 0.1944860226683411, 2.1085316307774065, 0.0568088514870658, 0.2167378072891816, 0.2256682510585128, -0.2705681073503928, -0.2629460505030733, -0.1352869437555357, -0.3782642724580915, -0.0631277093153728, 0.1435674048549483, -0.3339694077307342, -0.0986442948700385, -0.183313356177016, 0.0853934205693198, 0.3235873257976709, 0.1235023419159691, 0.2676421756058072, -0.4777619258331457, 0.0199033051044554]| 12.1440782546997070|      0.00390625|[2314, 352, 0, 88]                                                         |  | trying linear partial model with 29 points | iterate success | actual_k=4
      45|[1.2967117486939819, 0.0305435260442829, 0.1944860226683411, 2.1085316307774065, 0.0568088514870658, 0.2167378072891816, 0.2256682510585128, -0.2705681073503928, -0.2629460505030733, -0.1352869437555357, -0.3782642724580915, -0.0631277093153728, 0.1435674048549483, -0.3339694077307342, -0.0986442948700385, -0.183313356177016, 0.0853934205693198, 0.3235873257976709, 0.1235023419159691, 0.2676421756058072, -0.4777619258331457, 0.0199033051044554]| 12.1440782546997070|      0.00195312|[2367, 360, 0, 90]                                                         |  | trying linear partial model with 29 points | exploitation failed, decreasing delta | actual_k=4
      46|[1.295717674817442, 0.0300118637760454, 0.1947918687952432, 2.1093999101033836, 0.0569794079183627, 0.2163313791960147, 0.2249599612385118, -0.270575650061551, -0.262690883107468, -0.1355254182333013, -0.3783215677248264, -0.0629462858659199, 0.1435861214546982, -0.3340734013875357, -0.0985977295388469, -0.182994618061127, 0.0851503583341088, 0.3236522914378212, 0.12304602033525, 0.2674974175027808, -0.4773950074600108, 0.0204511882683397]| 12.1440753936767578|      0.00390625|[2420, 368, 0, 92]                                                         |  | trying linear partial model with 29 points | iterate success | actual_k=4
