k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[3.0, 0.1]                                                                      | 87.6860481455954357|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[2.1401527526657613, -0.4105513796394371]                                       | 16.5282554626464844|      2.00000000|[7, 2, 0, 2]                                                               |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      12|[0.2158339748464824, -0.7667257328912558]                                       |  0.7844637632369995|      0.06250000|[83, 31, 0, 31]                                                            |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      13|[0.2158339748464824, -0.7667257328912558]                                       |  0.7844637632369995|      0.03125000|[90, 34, 0, 34]                                                            |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      14|[0.2158339748464824, -0.7667257328912558]                                       |  0.7844637632369995|      0.01562500|[97, 37, 0, 37]                                                            |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      15|[0.2070775459532446, -0.7537848836904626]                                       |  0.7808714509010315|      0.03125000|[102, 39, 0, 39]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      16|[0.2070775459532446, -0.7537848836904626]                                       |  0.7808714509010315|      0.01562500|[109, 42, 0, 42]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      17|[0.1992083461563497, -0.7402861311719315]                                       |  0.7780206799507141|      0.03125000|[114, 44, 0, 44]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      18|[0.1992083461563497, -0.7402861311719315]                                       |  0.7780206799507141|      0.01562500|[122, 47, 0, 47]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      19|[0.1992083461563497, -0.7402861311719315]                                       |  0.7780206799507141|      0.00781250|[129, 50, 0, 50]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      20|[0.1949408289674468, -0.733742168053727]                                        |  0.7768734693527222|      0.01562500|[135, 52, 0, 52]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      21|[0.1949408289674468, -0.733742168053727]                                        |  0.7768734693527222|      0.00781250|[142, 55, 0, 55]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      22|[0.1902111393535998, -0.7275240338957446]                                       |  0.7758954763412476|      0.01562500|[147, 57, 0, 57]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      23|[0.1902111393535998, -0.7275240338957446]                                       |  0.7758954763412476|      0.00781250|[154, 60, 0, 60]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      24|[0.1858012158221701, -0.7210751789045897]                                       |  0.7750883102416992|      0.01562500|[160, 62, 0, 62]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      25|[0.1858012158221701, -0.7210751789045897]                                       |  0.7750883102416992|      0.00781250|[168, 65, 0, 65]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      26|[0.1816817126859571, -0.7144370428589266]                                       |  0.7744582295417786|      0.01562500|[174, 67, 0, 67]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      27|[0.1816817126859571, -0.7144370428589266]                                       |  0.7744582295417786|      0.00781250|[180, 69, 0, 69]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      28|[0.1816817126859571, -0.7144370428589266]                                       |  0.7744582295417786|      0.00390625|[187, 72, 0, 72]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      29|[0.1781980565545045, -0.7126698617645583]                                       |  0.7741773724555969|      0.00781250|[192, 74, 0, 74]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      30|[0.1734084048480247, -0.7064977962447655]                                       |  0.7737460136413574|      0.01562500|[197, 76, 0, 76]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      31|[0.1734084048480247, -0.7064977962447655]                                       |  0.7737460136413574|      0.00781250|[205, 79, 0, 79]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      32|[0.1734084048480247, -0.7064977962447655]                                       |  0.7737460136413574|      0.00390625|[212, 82, 0, 82]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      33|[0.1697802069841513, -0.7050503953593558]                                       |  0.7735646963119507|      0.00781250|[217, 84, 0, 84]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      34|[0.1697802069841513, -0.7050503953593558]                                       |  0.7735646963119507|      0.00390625|[224, 87, 0, 87]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      35|[0.1659810408673187, -0.7041420309615446]                                       |  0.7734318971633911|      0.00781250|[229, 89, 0, 89]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      36|[0.1659810408673187, -0.7041420309615446]                                       |  0.7734318971633911|      0.00390625|[235, 91, 0, 91]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      37|[0.1659810408673187, -0.7041420309615446]                                       |  0.7734318971633911|      0.00195312|[242, 94, 0, 94]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      38|[0.1648415514473658, -0.702555758246202]                                        |  0.7733734250068665|      0.00390625|[247, 96, 0, 96]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      39|[0.1648415514473658, -0.702555758246202]                                        |  0.7733734250068665|      0.00195312|[253, 98, 0, 98]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      40|[0.1633532716003054, -0.7012909577234083]                                       |  0.7733224630355835|      0.00390625|[259, 100, 0, 100]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      41|[0.1633532716003054, -0.7012909577234083]                                       |  0.7733224630355835|      0.00195312|[265, 102, 0, 102]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      42|[0.1617708730105966, -0.7001460944263669]                                       |  0.7732805013656616|      0.00390625|[270, 104, 0, 104]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      43|[0.1617708730105966, -0.7001460944263669]                                       |  0.7732805013656616|      0.00195312|[277, 107, 0, 107]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      44|[0.1617708730105966, -0.7001460944263669]                                       |  0.7732805013656616|      0.00097656|[283, 109, 0, 109]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      45|[0.1611039425064252, -0.6994327375598464]                                       |  0.7732627987861633|      0.00195312|[289, 111, 0, 111]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      46|[0.1597568468972348, -0.6980185131486143]                                       |  0.7732340097427368|      0.00390625|[295, 113, 0, 113]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      47|[0.1597568468972348, -0.6980185131486143]                                       |  0.7732340097427368|      0.00195312|[302, 116, 0, 116]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      48|[0.1597568468972348, -0.6980185131486143]                                       |  0.7732340097427368|      0.00097656|[308, 118, 0, 118]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      49|[0.1590794883614622, -0.697315050476952]                                        |  0.7732229828834534|      0.00195312|[313, 120, 0, 120]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      50|[0.1590794883614622, -0.697315050476952]                                        |  0.7732229828834534|      0.00097656|[319, 122, 0, 122]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      51|[0.1590794883614622, -0.697315050476952]                                        |  0.7732229828834534|      0.00048828|[326, 125, 0, 125]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      52|[0.1586425202610234, -0.697097157250117]                                        |  0.7732181549072266|      0.00097656|[332, 127, 0, 127]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      53|[0.1586425202610234, -0.697097157250117]                                        |  0.7732181549072266|      0.00048828|[338, 129, 0, 129]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      54|[0.1582246913422121, -0.696844496264394]                                        |  0.7732138633728027|      0.00097656|[343, 131, 0, 131]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      55|[0.1582246913422121, -0.696844496264394]                                        |  0.7732138633728027|      0.00048828|[350, 134, 0, 134]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      56|[0.1578786431337465, -0.6965000122785263]                                       |  0.7732101678848267|      0.00097656|[356, 136, 0, 136]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      57|[0.1578786431337465, -0.6965000122785263]                                       |  0.7732101678848267|      0.00048828|[362, 138, 0, 138]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      58|[0.1574936724288825, -0.6961996522687078]                                       |  0.7732069492340088|      0.00097656|[368, 140, 0, 140]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      59|[0.1574936724288825, -0.6961996522687078]                                       |  0.7732069492340088|      0.00048828|[376, 143, 0, 143]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      60|[0.1571423070792819, -0.6958605933207334]                                       |  0.7732043266296387|      0.00097656|[382, 145, 0, 145]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      61|[0.1571423070792819, -0.6958605933207334]                                       |  0.7732043266296387|      0.00048828|[389, 148, 0, 148]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      62|[0.1568167037514862, -0.6954967237671432]                                       |  0.7732023000717163|      0.00097656|[395, 150, 0, 150]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      63|[0.1568167037514862, -0.6954967237671432]                                       |  0.7732023000717163|      0.00048828|[402, 153, 0, 153]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      64|[0.1568167037514862, -0.6954967237671432]                                       |  0.7732023000717163|      0.00024414|[409, 156, 0, 156]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      65|[0.1565935329759815, -0.6953977315970687]                                       |  0.7732014060020447|      0.00048828|[414, 158, 0, 158]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      66|[0.1565935329759815, -0.6953977315970687]                                       |  0.7732014060020447|      0.00024414|[420, 160, 0, 160]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
