k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[98.0, 36.0, 270.0]                                                             |235144.3534117177186999|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[97.86272077510468, 36.329535873370496, 269.0658905189572]                      |233073.6562500000000000|     10.00000000|[6, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
      16|[145.81566912320676, 48.873129378928745, 231.54563397302647]                    |73019.8984375000000000|    100.00000000|[85, 32, 0, 32]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      17|[145.81566912320676, 48.873129378928745, 231.54563397302647]                    |73019.8984375000000000|     10.00000000|[91, 34, 0, 34]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      18|[152.35590827454416, 43.14791599146374, 226.60122263179431]                     |60237.3789062500000000|    100.00000000|[97, 36, 0, 36]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      19|[152.35590827454416, 43.14791599146374, 226.60122263179431]                     |60237.3789062500000000|     10.00000000|[103, 38, 0, 38]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      20|[159.6247683415842, 43.91476136003444, 219.77658919793924]                      |44512.0976562500000000|    100.00000000|[108, 40, 0, 40]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      21|[159.6247683415842, 43.91476136003444, 219.77658919793924]                      |44512.0976562500000000|     10.00000000|[113, 42, 0, 42]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      22|[162.917077677151, 40.785956857317444, 210.8675330401458]                       |33329.5820312500000000|    100.00000000|[118, 44, 0, 44]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      23|[162.917077677151, 40.785956857317444, 210.8675330401458]                       |33329.5820312500000000|     10.00000000|[124, 46, 0, 46]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      24|[171.38006848090902, 38.854244848291984, 205.90303151736487]                    |22719.9160156250000000|    100.00000000|[129, 48, 0, 48]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      25|[171.38006848090902, 38.854244848291984, 205.90303151736487]                    |22719.9160156250000000|     10.00000000|[134, 50, 0, 50]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      26|[180.23833886485573, 40.53589392929249, 201.57832318346965]                     |14007.8466796875000000|    100.00000000|[140, 52, 0, 52]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      27|[180.23833886485573, 40.53589392929249, 201.57832318346965]                     |14007.8466796875000000|     10.00000000|[146, 54, 0, 54]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      28|[189.9572323024164, 39.731782580732755, 203.79113028949075]                     |10131.0361328125000000|    100.00000000|[152, 56, 0, 56]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      29|[189.9572323024164, 39.731782580732755, 203.79113028949075]                     |10131.0361328125000000|     10.00000000|[158, 58, 0, 58]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      30|[199.40795909850448, 42.80745939951826, 204.89746438554337]                     |6368.6625976562500000|    100.00000000|[164, 60, 0, 60]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      31|[199.40795909850448, 42.80745939951826, 204.89746438554337]                     |6368.6625976562500000|     10.00000000|[170, 62, 0, 62]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      32|[204.44111843249263, 45.60437494373273, 196.721611490755]                       |2277.1191406250000000|    100.00000000|[175, 64, 0, 64]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      33|[204.44111843249263, 45.60437494373273, 196.721611490755]                       |2277.1191406250000000|     10.00000000|[180, 66, 0, 66]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      34|[204.44111843249263, 45.60437494373273, 196.721611490755]                       |2277.1191406250000000|      1.00000000|[186, 68, 0, 68]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      35|[205.40687632191566, 45.34780420921224, 196.68309971067652]                     |2072.4443359375000000|     10.00000000|[192, 70, 0, 70]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      36|[205.40687632191566, 45.34780420921224, 196.68309971067652]                     |2072.4443359375000000|      1.00000000|[197, 72, 0, 72]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      37|[205.40687632191566, 45.34780420921224, 196.68309971067652]                     |2072.4443359375000000|      0.10000000|[203, 74, 0, 74]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      38|[205.37646332575778, 45.35402829519951, 196.5880402007981]                      |2058.6677246093750000|      1.00000000|[209, 76, 0, 76]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      39|[205.37646332575778, 45.35402829519951, 196.5880402007981]                      |2058.6677246093750000|      0.10000000|[214, 78, 0, 78]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      40|[205.45480124340966, 45.36135665018837, 196.52631933016974]                     |2029.5758056640625000|      1.00000000|[219, 80, 0, 80]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      41|[206.30391956768742, 44.84136823999975, 196.61911008749644]                     |1894.5004882812500000|     10.00000000|[225, 82, 0, 82]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      42|[206.30391956768742, 44.84136823999975, 196.61911008749644]                     |1894.5004882812500000|      1.00000000|[231, 84, 0, 84]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      43|[207.25126692349602, 45.161194754802544, 196.63473019862147]                    |1707.8276367187500000|     10.00000000|[236, 86, 0, 86]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      44|[207.25126692349602, 45.161194754802544, 196.63473019862147]                    |1707.8276367187500000|      1.00000000|[241, 88, 0, 88]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      45|[207.55960988187303, 45.43105554815233, 195.7225351689091]                      |1482.0426025390625000|     10.00000000|[246, 90, 0, 90]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      46|[207.55960988187303, 45.43105554815233, 195.7225351689091]                      |1482.0426025390625000|      1.00000000|[251, 92, 0, 92]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      47|[208.24858423347501, 44.91023631451895, 195.21848986468322]                     |1299.6694335937500000|     10.00000000|[257, 94, 0, 94]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      48|[208.24858423347501, 44.91023631451895, 195.21848986468322]                     |1299.6694335937500000|      1.00000000|[263, 96, 0, 96]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      49|[208.33402164156328, 44.85770677660179, 194.22353202791558]                     |1136.7343750000000000|     10.00000000|[269, 98, 0, 98]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      50|[208.33402164156328, 44.85770677660179, 194.22353202791558]                     |1136.7343750000000000|      1.00000000|[275, 100, 0, 100]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      51|[209.18553529931495, 44.55600099708303, 193.79469859490536]                     |967.6975097656250000|     10.00000000|[280, 102, 0, 102]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      52|[209.18553529931495, 44.55600099708303, 193.79469859490536]                     |967.6975097656250000|      1.00000000|[286, 104, 0, 104]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      53|[210.1527919044523, 44.766475728987395, 193.93652612061152]                     |861.2813720703125000|     10.00000000|[292, 106, 0, 106]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      54|[210.1527919044523, 44.766475728987395, 193.93652612061152]                     |861.2813720703125000|      1.00000000|[297, 108, 0, 108]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      55|[210.8018101036239, 44.90091871569165, 193.18772677467823]                      |702.8685913085937500|     10.00000000|[302, 110, 0, 110]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      56|[210.8018101036239, 44.90091871569165, 193.18772677467823]                      |702.8685913085937500|      1.00000000|[307, 112, 0, 112]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      57|[211.1053380209671, 44.83285277101022, 192.23733852213724]                      |583.4942626953125000|     10.00000000|[313, 114, 0, 114]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      58|[211.1053380209671, 44.83285277101022, 192.23733852213724]                      |583.4942626953125000|      1.00000000|[318, 116, 0, 116]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      59|[211.42256204861732, 44.1754995362173, 191.55377752194144]                      |509.5911560058593750|     10.00000000|[323, 118, 0, 118]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      60|[211.42256204861732, 44.1754995362173, 191.55377752194144]                      |509.5911560058593750|      1.00000000|[329, 120, 0, 120]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      61|[211.73587442070288, 43.7451936864514, 190.70721256096363]                      |432.4479675292968750|     10.00000000|[335, 122, 0, 122]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      62|[211.73587442070288, 43.7451936864514, 190.70721256096363]                      |432.4479675292968750|      1.00000000|[341, 124, 0, 124]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      63|[212.43942483591053, 43.85719730418639, 190.00544906599157]                     |352.8742065429687500|     10.00000000|[346, 126, 0, 126]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      64|[212.43942483591053, 43.85719730418639, 190.00544906599157]                     |352.8742065429687500|      1.00000000|[352, 128, 0, 128]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      65|[213.2398213209287, 43.67470533442326, 189.43443054812852]                      |300.5088500976562500|     10.00000000|[358, 130, 0, 130]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      66|[213.2398213209287, 43.67470533442326, 189.43443054812852]                      |300.5088500976562500|      1.00000000|[364, 132, 0, 132]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      67|[213.91014656435598, 43.95166471233959, 188.74598478337404]                     |267.4687194824218750|     10.00000000|[370, 134, 0, 134]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      68|[213.91014656435598, 43.95166471233959, 188.74598478337404]                     |267.4687194824218750|      1.00000000|[376, 136, 0, 136]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      69|[213.91014656435598, 43.95166471233959, 188.74598478337404]                     |267.4687194824218750|      0.10000000|[381, 138, 0, 138]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      70|[213.95996991076692, 44.02793920605558, 188.704755718859]                       |265.7902221679687500|      1.00000000|[386, 140, 0, 140]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      71|[213.95996991076692, 44.02793920605558, 188.704755718859]                       |265.7902221679687500|      0.10000000|[392, 142, 0, 142]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      72|[214.03012769383, 44.067965554285465, 188.64579999883918]                       |263.9466247558593750|      1.00000000|[397, 144, 0, 144]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      73|[214.03012769383, 44.067965554285465, 188.64579999883918]                       |263.9466247558593750|      0.10000000|[403, 146, 0, 146]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      74|[214.12818306697798, 44.06035646398709, 188.66388992812705]                     |263.0937805175781250|      1.00000000|[409, 148, 0, 148]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      75|[214.12818306697798, 44.06035646398709, 188.66388992812705]                     |263.0937805175781250|      0.10000000|[415, 150, 0, 150]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      76|[214.163100939334, 44.02851346218161, 188.57576067403883]                       |261.9585266113281250|      1.00000000|[421, 152, 0, 152]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      77|[214.163100939334, 44.02851346218161, 188.57576067403883]                       |261.9585266113281250|      0.10000000|[426, 154, 0, 154]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      78|[214.2613044603207, 44.04717558489687, 188.57855238347437]                      |261.0376586914062500|      1.00000000|[431, 156, 0, 156]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      79|[214.2613044603207, 44.04717558489687, 188.57855238347437]                      |261.0376586914062500|      0.10000000|[436, 158, 0, 158]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      80|[214.32352325184073, 44.093723270964716, 188.51560689194784]                    |259.8752136230468750|      1.00000000|[442, 160, 0, 160]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
