k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 3.0, -8.0]                                                                |148.9993291872793577|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.951501376384468, 2.0080419418278086, -7.883093651435629]                     | 41.2925186157226562|      1.11111111|[6, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[2.3097919598437597, 0.9809217535557497, -7.656775561387708]                    | 10.1099443435668945|      1.23456790|[12, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       3|[2.3097919598437597, 0.9809217535557497, -7.656775561387708]                    | 10.1099443435668945|      1.11111111|[17, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      28|[-0.0749405097121745, 0.0729020670387575, -7.809606248005562]                   |  1.0109224319458008|      0.22876792|[152, 56, 0, 56]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      29|[-0.0749405097121745, 0.0729020670387575, -7.809606248005562]                   |  1.0109224319458008|      0.20589113|[158, 58, 0, 58]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      30|[-0.0749405097121745, 0.0729020670387575, -7.809606248005562]                   |  1.0109224319458008|      0.18530202|[164, 60, 0, 60]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      31|[-0.0749405097121745, 0.0729020670387575, -7.809606248005562]                   |  1.0109224319458008|      0.16677182|[170, 62, 0, 62]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      32|[-0.0749405097121745, 0.0729020670387575, -7.809606248005562]                   |  1.0109224319458008|      0.15009464|[175, 64, 0, 64]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      33|[-0.050401599807549, -0.0738244069235524, -7.789666757434851]                   |  1.0063875913619995|      0.16677182|[180, 66, 0, 66]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      34|[-0.050401599807549, -0.0738244069235524, -7.789666757434851]                   |  1.0063875913619995|      0.15009464|[186, 68, 0, 68]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      35|[-0.050401599807549, -0.0738244069235524, -7.789666757434851]                   |  1.0063875913619995|      0.13508517|[192, 70, 0, 70]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      36|[-0.050401599807549, -0.0738244069235524, -7.789666757434851]                   |  1.0063875913619995|      0.12157665|[197, 72, 0, 72]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      37|[-0.050401599807549, -0.0738244069235524, -7.789666757434851]                   |  1.0063875913619995|      0.10941899|[203, 74, 0, 74]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      38|[-0.0592306721170366, 0.0351349096108511, -7.784930724804944]                   |  1.0039992332458496|      0.12157665|[209, 76, 0, 76]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      39|[0.0164933777094868, 0.0485850285803716, -7.690772105873853]                    |  1.0019536018371582|      0.13508517|[214, 78, 0, 78]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      40|[0.0164933777094868, 0.0485850285803716, -7.690772105873853]                    |  1.0019536018371582|      0.12157665|[219, 80, 0, 80]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      41|[0.0164933777094868, 0.0485850285803716, -7.690772105873853]                    |  1.0019536018371582|      0.10941899|[225, 82, 0, 82]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      42|[0.0164933777094868, 0.0485850285803716, -7.690772105873853]                    |  1.0019536018371582|      0.09847709|[231, 84, 0, 84]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      43|[0.0164933777094868, 0.0485850285803716, -7.690772105873853]                    |  1.0019536018371582|      0.08862938|[236, 86, 0, 86]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      44|[0.0164933777094868, 0.0485850285803716, -7.690772105873853]                    |  1.0019536018371582|      0.07976644|[241, 88, 0, 88]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      45|[-0.0118329074049854, -0.0245567921077109, -7.676260693841181]                  |  0.9997866153717041|      0.08862938|[246, 90, 0, 90]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      46|[-0.0118329074049854, -0.0245567921077109, -7.676260693841181]                  |  0.9997866153717041|      0.07976644|[251, 92, 0, 92]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      47|[-0.0118329074049854, -0.0245567921077109, -7.676260693841181]                  |  0.9997866153717041|      0.07178980|[257, 94, 0, 94]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      48|[-0.0118329074049854, -0.0245567921077109, -7.676260693841181]                  |  0.9997866153717041|      0.06461082|[263, 96, 0, 96]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      49|[-0.0118329074049854, -0.0245567921077109, -7.676260693841181]                  |  0.9997866153717041|      0.05814974|[269, 98, 0, 98]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      50|[-0.0118329074049854, -0.0245567921077109, -7.676260693841181]                  |  0.9997866153717041|      0.05233476|[275, 100, 0, 100]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      51|[-0.0118329074049854, -0.0245567921077109, -7.676260693841181]                  |  0.9997866153717041|      0.04710129|[280, 102, 0, 102]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      52|[0.0100564908058773, 0.0170985791584733, -7.678313868238279]                    |  0.9994782805442810|      0.05233476|[286, 104, 0, 104]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      53|[0.0100564908058773, 0.0170985791584733, -7.678313868238279]                    |  0.9994782805442810|      0.04710129|[292, 106, 0, 106]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      54|[0.0100564908058773, 0.0170985791584733, -7.678313868238279]                    |  0.9994782805442810|      0.04239116|[297, 108, 0, 108]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      55|[0.0100564908058773, 0.0170985791584733, -7.678313868238279]                    |  0.9994782805442810|      0.03815204|[302, 110, 0, 110]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      56|[0.0100564908058773, 0.0170985791584733, -7.678313868238279]                    |  0.9994782805442810|      0.03433684|[307, 112, 0, 112]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      57|[0.0100564908058773, 0.0170985791584733, -7.678313868238279]                    |  0.9994782805442810|      0.03090315|[313, 114, 0, 114]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      58|[0.0100564908058773, 0.0170985791584733, -7.678313868238279]                    |  0.9994782805442810|      0.02781284|[318, 116, 0, 116]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      59|[0.0100564908058773, 0.0170985791584733, -7.678313868238279]                    |  0.9994782805442810|      0.02503156|[323, 118, 0, 118]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      60|[0.0134963084241453, -0.0073918046454596, -7.674445082368408]                   |  0.9993070960044861|      0.02781284|[329, 120, 0, 120]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      61|[-0.0050088310465268, 0.0106549262234155, -7.684712960837828]                   |  0.9992216825485229|      0.03090315|[335, 122, 0, 122]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      62|[-0.0050088310465268, 0.0106549262234155, -7.684712960837828]                   |  0.9992216825485229|      0.02781284|[341, 124, 0, 124]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      63|[0.0044816805183969, -0.0040251616652128, -7.663080133469136]                   |  0.9990966916084290|      0.03090315|[346, 126, 0, 126]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      64|[0.0044816805183969, -0.0040251616652128, -7.663080133469136]                   |  0.9990966916084290|      0.02781284|[352, 128, 0, 128]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      65|[0.0044816805183969, -0.0040251616652128, -7.663080133469136]                   |  0.9990966916084290|      0.02503156|[358, 130, 0, 130]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      66|[0.0044816805183969, -0.0040251616652128, -7.663080133469136]                   |  0.9990966916084290|      0.02252840|[364, 132, 0, 132]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      67|[0.0044816805183969, -0.0040251616652128, -7.663080133469136]                   |  0.9990966916084290|      0.02027556|[370, 134, 0, 134]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      68|[0.0044816805183969, -0.0040251616652128, -7.663080133469136]                   |  0.9990966916084290|      0.01824800|[376, 136, 0, 136]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      69|[0.0044816805183969, -0.0040251616652128, -7.663080133469136]                   |  0.9990966916084290|      0.01642320|[381, 138, 0, 138]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      70|[0.0044816805183969, -0.0040251616652128, -7.663080133469136]                   |  0.9990966916084290|      0.01478088|[386, 140, 0, 140]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      71|[0.0044816805183969, -0.0040251616652128, -7.663080133469136]                   |  0.9990966916084290|      0.01330279|[392, 142, 0, 142]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      72|[0.0044816805183969, -0.0040251616652128, -7.663080133469136]                   |  0.9990966916084290|      0.01197252|[397, 144, 0, 144]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      73|[0.0044816805183969, -0.0040251616652128, -7.663080133469136]                   |  0.9990966916084290|      0.01077526|[403, 146, 0, 146]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      74|[0.0044816805183969, -0.0040251616652128, -7.663080133469136]                   |  0.9990966916084290|      0.00969774|[409, 148, 0, 148]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      75|[-0.0038326258460413, -0.0014644410926838, -7.658795144726294]                  |  0.9990733265876770|      0.01077526|[415, 150, 0, 150]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      76|[-0.0038326258460413, -0.0014644410926838, -7.658795144726294]                  |  0.9990733265876770|      0.00969774|[421, 152, 0, 152]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      77|[-0.0038326258460413, -0.0014644410926838, -7.658795144726294]                  |  0.9990733265876770|      0.00872796|[426, 154, 0, 154]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      78|[-0.0038326258460413, -0.0014644410926838, -7.658795144726294]                  |  0.9990733265876770|      0.00785517|[431, 156, 0, 156]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      79|[0.0009518121780973, -0.0021424007924579, -7.652602150672057]                   |  0.9990561008453369|      0.00872796|[436, 158, 0, 158]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      80|[0.0009518121780973, -0.0021424007924579, -7.652602150672057]                   |  0.9990561008453369|      0.00785517|[442, 160, 0, 160]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
