k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[3.0, 0.1]                                                                      | 87.6860481455954357|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[3.0, 0.1]                                                                      | 87.6860481455954357|      0.90000000|[7, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[3.0, 0.1]                                                                      | 87.6860481455954357|      0.81000000|[12, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[2.2217028946662625, -0.1243961136676065]                                       | 23.4737319946289062|      0.90000000|[18, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
      14|[1.6382942717641997, -0.6862985773777408]                                       |  5.7174620628356934|      0.34867844|[80, 28, 0, 28]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      15|[1.6382942717641997, -0.6862985773777408]                                       |  5.7174620628356934|      0.31381060|[85, 30, 0, 30]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      16|[1.6382942717641997, -0.6862985773777408]                                       |  5.7174620628356934|      0.28242954|[90, 32, 0, 32]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      17|[1.6382942717641997, -0.6862985773777408]                                       |  5.7174620628356934|      0.25418658|[95, 34, 0, 34]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      18|[1.6382942717641997, -0.6862985773777408]                                       |  5.7174620628356934|      0.22876792|[100, 36, 0, 36]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      19|[1.4180137807408064, -0.7480340499784169]                                       |  3.7930462360382080|      0.25418658|[106, 38, 0, 38]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      20|[1.4180137807408064, -0.7480340499784169]                                       |  3.7930462360382080|      0.22876792|[111, 40, 0, 40]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      21|[1.4180137807408064, -0.7480340499784169]                                       |  3.7930462360382080|      0.20589113|[116, 42, 0, 42]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      22|[1.4180137807408064, -0.7480340499784169]                                       |  3.7930462360382080|      0.18530202|[121, 44, 0, 44]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      23|[1.2371780215319723, -0.7884724771769337]                                       |  2.7745923995971680|      0.20589113|[126, 46, 0, 46]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      24|[1.2371780215319723, -0.7884724771769337]                                       |  2.7745923995971680|      0.18530202|[131, 48, 0, 48]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      25|[1.2371780215319723, -0.7884724771769337]                                       |  2.7745923995971680|      0.16677182|[136, 50, 0, 50]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      26|[1.2371780215319723, -0.7884724771769337]                                       |  2.7745923995971680|      0.15009464|[142, 52, 0, 52]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      27|[1.2371780215319723, -0.7884724771769337]                                       |  2.7745923995971680|      0.13508517|[147, 54, 0, 54]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      28|[1.2371780215319723, -0.7884724771769337]                                       |  2.7745923995971680|      0.12157665|[152, 56, 0, 56]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      29|[1.1156046960362378, -0.7875727720348005]                                       |  2.2771863937377930|      0.13508517|[158, 58, 0, 58]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      30|[1.1156046960362378, -0.7875727720348005]                                       |  2.2771863937377930|      0.12157665|[163, 60, 0, 60]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      31|[1.1156046960362378, -0.7875727720348005]                                       |  2.2771863937377930|      0.10941899|[169, 62, 0, 62]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      32|[1.1156046960362378, -0.7875727720348005]                                       |  2.2771863937377930|      0.09847709|[174, 64, 0, 64]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      33|[1.1156046960362378, -0.7875727720348005]                                       |  2.2771863937377930|      0.08862938|[180, 66, 0, 66]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      34|[1.0272162355731542, -0.794103259631056]                                        |  1.9807959794998169|      0.09847709|[186, 68, 0, 68]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      35|[1.0272162355731542, -0.794103259631056]                                        |  1.9807959794998169|      0.08862938|[191, 70, 0, 70]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      36|[1.0272162355731542, -0.794103259631056]                                        |  1.9807959794998169|      0.07976644|[196, 72, 0, 72]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      37|[0.9474572348249671, -0.7951928654252032]                                       |  1.7525432109832764|      0.08862938|[201, 74, 0, 74]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      38|[0.9474572348249671, -0.7951928654252032]                                       |  1.7525432109832764|      0.07976644|[206, 76, 0, 76]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      39|[0.9474572348249671, -0.7951928654252032]                                       |  1.7525432109832764|      0.07178980|[211, 78, 0, 78]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      40|[0.9474572348249671, -0.7951928654252032]                                       |  1.7525432109832764|      0.06461082|[216, 80, 0, 80]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      41|[0.8829310321975178, -0.7918872501404716]                                       |  1.5909415483474731|      0.07178980|[221, 82, 0, 82]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      42|[0.8829310321975178, -0.7918872501404716]                                       |  1.5909415483474731|      0.06461082|[226, 84, 0, 84]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      43|[0.8829310321975178, -0.7918872501404716]                                       |  1.5909415483474731|      0.05814974|[231, 86, 0, 86]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      44|[0.8247866701595113, -0.7910966322074828]                                       |  1.4608697891235352|      0.06461082|[237, 88, 0, 88]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      45|[0.8247866701595113, -0.7910966322074828]                                       |  1.4608697891235352|      0.05814974|[243, 90, 0, 90]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      46|[0.8247866701595113, -0.7910966322074828]                                       |  1.4608697891235352|      0.05233476|[248, 92, 0, 92]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      47|[0.7724544378434763, -0.7905819373717257]                                       |  1.3552160263061523|      0.05814974|[253, 94, 0, 94]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      48|[0.7724544378434763, -0.7905819373717257]                                       |  1.3552160263061523|      0.05233476|[258, 96, 0, 96]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      49|[0.7724544378434763, -0.7905819373717257]                                       |  1.3552160263061523|      0.04710129|[264, 98, 0, 98]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      50|[0.725408189884325, -0.7928582913486625]                                        |  1.2687407732009888|      0.05233476|[270, 100, 0, 100]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      51|[0.725408189884325, -0.7928582913486625]                                        |  1.2687407732009888|      0.04710129|[276, 102, 0, 102]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      52|[0.725408189884325, -0.7928582913486625]                                        |  1.2687407732009888|      0.04239116|[281, 104, 0, 104]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      53|[0.725408189884325, -0.7928582913486625]                                        |  1.2687407732009888|      0.03815204|[286, 106, 0, 106]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      54|[0.6872838080715322, -0.7914057575889568]                                       |  1.2042672634124756|      0.04239116|[291, 108, 0, 108]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      55|[0.6872838080715322, -0.7914057575889568]                                       |  1.2042672634124756|      0.03815204|[296, 110, 0, 110]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      56|[0.649132172197199, -0.7912296239948218]                                        |  1.1445302963256836|      0.04239116|[301, 112, 0, 112]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      57|[0.649132172197199, -0.7912296239948218]                                        |  1.1445302963256836|      0.03815204|[307, 114, 0, 114]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      58|[0.649132172197199, -0.7912296239948218]                                        |  1.1445302963256836|      0.03433684|[312, 116, 0, 116]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      59|[0.6148076284743935, -0.7921484036175164]                                       |  1.0947595834732056|      0.03815204|[318, 118, 0, 118]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      60|[0.6148076284743935, -0.7921484036175164]                                       |  1.0947595834732056|      0.03433684|[323, 120, 0, 120]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      61|[0.6148076284743935, -0.7921484036175164]                                       |  1.0947595834732056|      0.03090315|[329, 122, 0, 122]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      62|[0.5839058555649306, -0.7924406053437417]                                       |  1.0531108379364014|      0.03433684|[334, 124, 0, 124]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      63|[0.5839058555649306, -0.7924406053437417]                                       |  1.0531108379364014|      0.03090315|[339, 126, 0, 126]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      64|[0.5530315161518577, -0.7911063952391472]                                       |  1.0144199132919312|      0.03433684|[344, 128, 0, 128]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      65|[0.5530315161518577, -0.7911063952391472]                                       |  1.0144199132919312|      0.03090315|[349, 130, 0, 130]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      66|[0.5530315161518577, -0.7911063952391472]                                       |  1.0144199132919312|      0.02781284|[354, 132, 0, 132]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      67|[0.5252730940008754, -0.7893674272022685]                                       |  0.9821054935455322|      0.03090315|[359, 134, 0, 134]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      68|[0.5252730940008754, -0.7893674272022685]                                       |  0.9821054935455322|      0.02781284|[365, 136, 0, 136]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      69|[0.5252730940008754, -0.7893674272022685]                                       |  0.9821054935455322|      0.02503156|[371, 138, 0, 138]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      70|[0.5002711294677438, -0.7881506619406737]                                       |  0.9550096988677979|      0.02781284|[377, 140, 0, 140]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      71|[0.5002711294677438, -0.7881506619406737]                                       |  0.9550096988677979|      0.02503156|[382, 142, 0, 142]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      72|[0.4752395753075805, -0.7881439877657545]                                       |  0.9298320412635803|      0.02781284|[387, 144, 0, 144]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      73|[0.4752395753075805, -0.7881439877657545]                                       |  0.9298320412635803|      0.02503156|[393, 146, 0, 146]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      74|[0.4752395753075805, -0.7881439877657545]                                       |  0.9298320412635803|      0.02252840|[398, 148, 0, 148]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      75|[0.4528107750388319, -0.786027929032874]                                        |  0.9088194370269775|      0.02503156|[404, 150, 0, 150]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      76|[0.4528107750388319, -0.786027929032874]                                        |  0.9088194370269775|      0.02252840|[409, 152, 0, 152]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      77|[0.4303917458381755, -0.7838107425823166]                                       |  0.8893413543701172|      0.02503156|[414, 154, 0, 154]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      78|[0.4303917458381755, -0.7838107425823166]                                       |  0.8893413543701172|      0.02252840|[419, 156, 0, 156]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      79|[0.4303917458381755, -0.7838107425823166]                                       |  0.8893413543701172|      0.02027556|[424, 158, 0, 158]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      80|[0.4101169097072451, -0.7836394633669557]                                       |  0.8731650710105896|      0.02252840|[430, 160, 0, 160]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
