k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 3.0]                                                                      |889.3031475218829200|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[2.0, 3.0]                                                                      |889.3031475218829200|      0.50000000|[7, 2, 0, 2]                                                               |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[1.9489468649915829, 2.502613251678523]                                         |329.2785339355468750|      1.00000000|[12, 4, 0, 4]                                                              |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       3|[1.9489468649915829, 2.502613251678523]                                         |329.2785339355468750|      0.50000000|[17, 6, 0, 6]                                                              |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[1.7862951914018546, 2.029808394386997]                                         |101.4510498046875000|      1.00000000|[23, 8, 0, 8]                                                              |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      16|[1.266677711339745, 0.8751161348601469]                                         |  0.1377078294754028|      0.06250000|[107, 38, 0, 38]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      16|[1.266677711339745, 0.8751161348601469]                                         |  0.1377078294754028|      0.06250000|[110, 39, 0, 39]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      16|[1.266677711339745, 0.8751161348601469]                                         |  0.1377078294754028|      0.06250000|[113, 40, 0, 40]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      16|[1.266677711339745, 0.8751161348601469]                                         |  0.1377078294754028|      0.06250000|[116, 41, 0, 41]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      16|[1.266677711339745, 0.8751161348601469]                                         |  0.1377078294754028|      0.06250000|[119, 42, 0, 42]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      16|[1.266677711339745, 0.8751161348601469]                                         |  0.1377078294754028|      0.06250000|[122, 43, 0, 43]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      16|[1.266677711339745, 0.8751161348601469]                                         |  0.1377078294754028|      0.06250000|[125, 44, 0, 44]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      16|[1.266677711339745, 0.8751161348601469]                                         |  0.1377078294754028|      0.06250000|[128, 45, 0, 45]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      16|[1.266677711339745, 0.8751161348601469]                                         |  0.1377078294754028|      0.06250000|[131, 46, 0, 46]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      16|[1.266677711339745, 0.8751161348601469]                                         |  0.1377078294754028|      0.06250000|[134, 47, 0, 47]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      16|[1.266677711339745, 0.8751161348601469]                                         |  0.1377078294754028|      0.06250000|[137, 48, 0, 48]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      16|[1.266677711339745, 0.8751161348601469]                                         |  0.1377078294754028|      0.06250000|[140, 49, 0, 49]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      16|[1.266677711339745, 0.8751161348601469]                                         |  0.1377078294754028|      0.06250000|[143, 50, 0, 50]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      16|[1.266677711339745, 0.8751161348601469]                                         |  0.1377078294754028|      0.06250000|[146, 51, 0, 51]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      16|[1.266677711339745, 0.8751161348601469]                                         |  0.1377078294754028|      0.06250000|[149, 52, 0, 52]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      16|[1.266677711339745, 0.8751161348601469]                                         |  0.1377078294754028|      0.06250000|[152, 53, 0, 53]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      16|[1.266677711339745, 0.8751161348601469]                                         |  0.1377078294754028|      0.06250000|[155, 54, 0, 54]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      16|[1.266677711339745, 0.8751161348601469]                                         |  0.1377078294754028|      0.06250000|[158, 55, 0, 55]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      16|[1.266677711339745, 0.8751161348601469]                                         |  0.1377078294754028|      0.06250000|[161, 56, 0, 56]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      16|[1.266677711339745, 0.8751161348601469]                                         |  0.1377078294754028|      0.06250000|[164, 57, 0, 57]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      16|[1.266677711339745, 0.8751161348601469]                                         |  0.1377078294754028|      0.06250000|[167, 58, 0, 58]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      16|[1.266677711339745, 0.8751161348601469]                                         |  0.1377078294754028|      0.06250000|[170, 59, 0, 59]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      16|[1.266677711339745, 0.8751161348601469]                                         |  0.1377078294754028|      0.06250000|[173, 60, 0, 60]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      16|[1.266677711339745, 0.8751161348601469]                                         |  0.1377078294754028|      0.06250000|[176, 61, 0, 61]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      16|[1.266677711339745, 0.8751161348601469]                                         |  0.1377078294754028|      0.06250000|[179, 62, 0, 62]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      16|[1.266677711339745, 0.8751161348601469]                                         |  0.1377078294754028|      0.06250000|[182, 63, 0, 63]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      16|[1.266677711339745, 0.8751161348601469]                                         |  0.1377078294754028|      0.06250000|[185, 64, 0, 64]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      16|[1.266677711339745, 0.8751161348601469]                                         |  0.1377078294754028|      0.06250000|[188, 65, 0, 65]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      16|[1.266677711339745, 0.8751161348601469]                                         |  0.1377078294754028|      0.06250000|[191, 66, 0, 66]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      16|[1.266677711339745, 0.8751161348601469]                                         |  0.1377078294754028|      0.06250000|[194, 67, 0, 67]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      16|[1.266677711339745, 0.8751161348601469]                                         |  0.1377078294754028|      0.06250000|[197, 68, 0, 68]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      16|[1.266677711339745, 0.8751161348601469]                                         |  0.1377078294754028|      0.06250000|[200, 69, 0, 69]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      16|[1.266677711339745, 0.8751161348601469]                                         |  0.1377078294754028|      0.06250000|[203, 70, 0, 70]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      16|[1.266677711339745, 0.8751161348601469]                                         |  0.1377078294754028|      0.06250000|[206, 71, 0, 71]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      17|[1.266677711339745, 0.8751161348601469]                                         |  0.1377078294754028|      0.03125000|[211, 73, 0, 73]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      17|[1.266677711339745, 0.8751161348601469]                                         |  0.1377078294754028|      0.03125000|[214, 74, 0, 74]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      17|[1.266677711339745, 0.8751161348601469]                                         |  0.1377078294754028|      0.03125000|[217, 75, 0, 75]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      17|[1.266677711339745, 0.8751161348601469]                                         |  0.1377078294754028|      0.03125000|[220, 76, 0, 76]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      17|[1.266677711339745, 0.8751161348601469]                                         |  0.1377078294754028|      0.03125000|[223, 77, 0, 77]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      17|[1.266677711339745, 0.8751161348601469]                                         |  0.1377078294754028|      0.03125000|[226, 78, 0, 78]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      17|[1.266677711339745, 0.8751161348601469]                                         |  0.1377078294754028|      0.03125000|[229, 79, 0, 79]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      17|[1.266677711339745, 0.8751161348601469]                                         |  0.1377078294754028|      0.03125000|[232, 80, 0, 80]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
