k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 3.0, -8.0]                                                                |148.9993291872793577|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.951501376384468, 2.0080419418278086, -7.883093651435629]                     | 41.2925186157226562|      1.11111111|[6, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
      16|[2.5048653882830365, 0.8745958443955308, -8.0290094543571]                      |  9.9617042541503906|      0.34867844|[85, 32, 0, 32]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      17|[2.5048653882830365, 0.8745958443955308, -8.0290094543571]                      |  9.9617042541503906|      0.31381060|[91, 34, 0, 34]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      18|[2.5048653882830365, 0.8745958443955308, -8.0290094543571]                      |  9.9617042541503906|      0.28242954|[97, 36, 0, 36]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      19|[2.5048653882830365, 0.8745958443955308, -8.0290094543571]                      |  9.9617042541503906|      0.25418658|[103, 38, 0, 38]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      20|[2.5048653882830365, 0.8745958443955308, -8.0290094543571]                      |  9.9617042541503906|      0.22876792|[108, 40, 0, 40]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      21|[2.4009121754588865, 0.6794816197554363, -8.087822141673424]                    |  8.0660495758056641|      0.25418658|[113, 42, 0, 42]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      22|[2.4009121754588865, 0.6794816197554363, -8.087822141673424]                    |  8.0660495758056641|      0.22876792|[118, 44, 0, 44]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      23|[2.4009121754588865, 0.6794816197554363, -8.087822141673424]                    |  8.0660495758056641|      0.20589113|[124, 46, 0, 46]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      24|[2.4009121754588865, 0.6794816197554363, -8.087822141673424]                    |  8.0660495758056641|      0.18530202|[129, 48, 0, 48]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      25|[2.4009121754588865, 0.6794816197554363, -8.087822141673424]                    |  8.0660495758056641|      0.16677182|[134, 50, 0, 50]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      26|[2.4009121754588865, 0.6794816197554363, -8.087822141673424]                    |  8.0660495758056641|      0.15009464|[140, 52, 0, 52]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      27|[2.266516624024515, 0.6126519799257389, -8.08800799059956]                      |  7.1126160621643066|      0.16677182|[146, 54, 0, 54]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      28|[2.266516624024515, 0.6126519799257389, -8.08800799059956]                      |  7.1126160621643066|      0.15009464|[152, 56, 0, 56]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      29|[2.1606582147280267, 0.5062644868192604, -8.08598362979295]                     |  6.2493386268615723|      0.16677182|[158, 58, 0, 58]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      30|[2.1606582147280267, 0.5062644868192604, -8.08598362979295]                     |  6.2493386268615723|      0.15009464|[164, 60, 0, 60]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      31|[2.1606582147280267, 0.5062644868192604, -8.08598362979295]                     |  6.2493386268615723|      0.13508517|[170, 62, 0, 62]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      32|[2.1606582147280267, 0.5062644868192604, -8.08598362979295]                     |  6.2493386268615723|      0.12157665|[175, 64, 0, 64]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      33|[2.1606582147280267, 0.5062644868192604, -8.08598362979295]                     |  6.2493386268615723|      0.10941899|[180, 66, 0, 66]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      34|[2.1150959819673765, 0.4076752924338217, -8.099279075586777]                    |  5.8023552894592285|      0.12157665|[186, 68, 0, 68]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      35|[2.1150959819673765, 0.4076752924338217, -8.099279075586777]                    |  5.8023552894592285|      0.10941899|[192, 70, 0, 70]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      36|[2.0159216714426855, 0.3628574870330165, -8.110607607423239]                    |  5.3078927993774414|      0.12157665|[197, 72, 0, 72]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      37|[2.0159216714426855, 0.3628574870330165, -8.110607607423239]                    |  5.3078927993774414|      0.10941899|[203, 74, 0, 74]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      38|[2.0159216714426855, 0.3628574870330165, -8.110607607423239]                    |  5.3078927993774414|      0.09847709|[209, 76, 0, 76]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      39|[2.0159216714426855, 0.3628574870330165, -8.110607607423239]                    |  5.3078927993774414|      0.08862938|[214, 78, 0, 78]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      40|[1.9518901848704204, 0.3117750273312914, -8.076759147348275]                    |  4.9765176773071289|      0.09847709|[219, 80, 0, 80]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      41|[1.9518901848704204, 0.3117750273312914, -8.076759147348275]                    |  4.9765176773071289|      0.08862938|[225, 82, 0, 82]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      42|[1.889410796165151, 0.2498559433118011, -8.0659184724393]                       |  4.6667661666870117|      0.09847709|[231, 84, 0, 84]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      43|[1.889410796165151, 0.2498559433118011, -8.0659184724393]                       |  4.6667661666870117|      0.08862938|[236, 86, 0, 86]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      44|[1.889410796165151, 0.2498559433118011, -8.0659184724393]                       |  4.6667661666870117|      0.07976644|[241, 88, 0, 88]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      45|[1.889410796165151, 0.2498559433118011, -8.0659184724393]                       |  4.6667661666870117|      0.07178980|[246, 90, 0, 90]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      46|[1.8226965326061424, 0.2445008870138403, -8.039951077168597]                    |  4.4141654968261719|      0.07976644|[251, 92, 0, 92]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      47|[1.7460869359079676, 0.255004016796807, -8.05953013229496]                      |  4.1506075859069824|      0.08862938|[257, 94, 0, 94]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      48|[1.6584624454878365, 0.2417047929790448, -8.060026655946324]                    |  3.8399415016174316|      0.09847709|[263, 96, 0, 96]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      49|[1.6584624454878365, 0.2417047929790448, -8.060026655946324]                    |  3.8399415016174316|      0.08862938|[269, 98, 0, 98]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      50|[1.6584624454878365, 0.2417047929790448, -8.060026655946324]                    |  3.8399415016174316|      0.07976644|[275, 100, 0, 100]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      51|[1.5806195552490778, 0.2261776842744002, -8.067905664493512]                    |  3.5746455192565918|      0.08862938|[280, 102, 0, 102]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      52|[1.5806195552490778, 0.2261776842744002, -8.067905664493512]                    |  3.5746455192565918|      0.07976644|[286, 104, 0, 104]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      53|[1.5043912123672043, 0.2054611447904946, -8.078984932268561]                    |  3.3239161968231201|      0.08862938|[292, 106, 0, 106]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      54|[1.5043912123672043, 0.2054611447904946, -8.078984932268561]                    |  3.3239161968231201|      0.07976644|[297, 108, 0, 108]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      55|[1.5043912123672043, 0.2054611447904946, -8.078984932268561]                    |  3.3239161968231201|      0.07178980|[302, 110, 0, 110]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      56|[1.5043912123672043, 0.2054611447904946, -8.078984932268561]                    |  3.3239161968231201|      0.06461082|[307, 112, 0, 112]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      57|[1.5043912123672043, 0.2054611447904946, -8.078984932268561]                    |  3.3239161968231201|      0.05814974|[313, 114, 0, 114]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      58|[1.4465629457591924, 0.2046929566431342, -8.072927426048533]                    |  3.1527283191680908|      0.06461082|[318, 116, 0, 116]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      59|[1.4465629457591924, 0.2046929566431342, -8.072927426048533]                    |  3.1527283191680908|      0.05814974|[323, 118, 0, 118]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      60|[1.4465629457591924, 0.2046929566431342, -8.072927426048533]                    |  3.1527283191680908|      0.05233476|[329, 120, 0, 120]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      61|[1.4465629457591924, 0.2046929566431342, -8.072927426048533]                    |  3.1527283191680908|      0.04710129|[335, 122, 0, 122]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      62|[1.4465629457591924, 0.2046929566431342, -8.072927426048533]                    |  3.1527283191680908|      0.04239116|[341, 124, 0, 124]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      63|[1.4065211674317188, 0.213504091205235, -8.062155694710608]                     |  3.0447981357574463|      0.04710129|[346, 126, 0, 126]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      64|[1.3608940839056993, 0.2226030912573368, -8.054813441553453]                    |  2.9254660606384277|      0.05233476|[352, 128, 0, 128]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      65|[1.3103695280710008, 0.20895883052099, -8.054989102073879]                      |  2.7802515029907227|      0.05814974|[358, 130, 0, 130]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      66|[1.256008465277607, 0.1883184620378864, -8.05449721349186]                      |  2.6270005702972412|      0.06461082|[364, 132, 0, 132]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      67|[1.256008465277607, 0.1883184620378864, -8.05449721349186]                      |  2.6270005702972412|      0.05814974|[370, 134, 0, 134]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      68|[1.2092557923301572, 0.1539085180390312, -8.05789357033224]                     |  2.4932069778442383|      0.06461082|[376, 136, 0, 136]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      69|[1.2092557923301572, 0.1539085180390312, -8.05789357033224]                     |  2.4932069778442383|      0.05814974|[381, 138, 0, 138]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      70|[1.2092557923301572, 0.1539085180390312, -8.05789357033224]                     |  2.4932069778442383|      0.05233476|[386, 140, 0, 140]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      71|[1.1622678521625753, 0.1436605657912589, -8.03725282413719]                     |  2.3772144317626953|      0.05814974|[392, 142, 0, 142]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      72|[1.1622678521625753, 0.1436605657912589, -8.03725282413719]                     |  2.3772144317626953|      0.05233476|[397, 144, 0, 144]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      73|[1.1622678521625753, 0.1436605657912589, -8.03725282413719]                     |  2.3772144317626953|      0.04710129|[403, 146, 0, 146]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      74|[1.1167240992741474, 0.1398560713353316, -8.048646841393403]                    |  2.2718472480773926|      0.05233476|[409, 148, 0, 148]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      75|[1.0647122104327478, 0.1432085689713982, -8.053385156357972]                    |  2.1597795486450195|      0.05814974|[415, 150, 0, 150]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      76|[1.0647122104327478, 0.1432085689713982, -8.053385156357972]                    |  2.1597795486450195|      0.05233476|[421, 152, 0, 152]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      77|[1.0138564942143862, 0.1308703925493568, -8.054012037885439]                    |  2.0491726398468018|      0.05814974|[426, 154, 0, 154]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      78|[1.0138564942143862, 0.1308703925493568, -8.054012037885439]                    |  2.0491726398468018|      0.05233476|[431, 156, 0, 156]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      79|[1.0138564942143862, 0.1308703925493568, -8.054012037885439]                    |  2.0491726398468018|      0.04710129|[436, 158, 0, 158]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      80|[0.9670869741063765, 0.1288160211620179, -8.048823321133522]                    |  1.9557622671127319|      0.05233476|[442, 160, 0, 160]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
