k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.2, 0.3, 5.6, 5.5, 6.5, 7.6]                                                  |269.7514694982056085|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.5721014974766658, 0.8378913000140653, 5.258673204948442, 5.240777541443279, 6.354949475219205, 7.9341803422085]|190.2466888427734375|      2.00000000|[11, 4, 0, 2]                                                              |  | trying linear partial model with 7 points | iterate success | actual_k=2
      41|[-2.0025452662688665, 3.608499790791266, 1.4342952202134212, 2.998967078666388, 3.5175815335347984, 5.613069466672242]|  0.6127200126647949|      0.12500000|[442, 164, 0, 82]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      42|[-2.0025452662688665, 3.608499790791266, 1.4342952202134212, 2.998967078666388, 3.5175815335347984, 5.613069466672242]|  0.6127200126647949|      0.06250000|[452, 168, 0, 84]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      43|[-2.0367640929157083, 3.616658270531216, 1.4558398533593344, 2.9726753870000513, 3.4876492483183723, 5.588222029281254]|  0.5527053475379944|      0.12500000|[463, 172, 0, 86]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      44|[-2.014826933352402, 3.678815192187878, 1.4809100280211307, 2.8978737702260036, 3.4251793280881047, 5.554251576571566]|  0.4100238382816315|      0.25000000|[473, 176, 0, 88]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      45|[-2.014826933352402, 3.678815192187878, 1.4809100280211307, 2.8978737702260036, 3.4251793280881047, 5.554251576571566]|  0.4100238382816315|      0.12500000|[483, 180, 0, 90]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      46|[-2.014826933352402, 3.678815192187878, 1.4809100280211307, 2.8978737702260036, 3.4251793280881047, 5.554251576571566]|  0.4100238382816315|      0.06250000|[494, 184, 0, 92]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      47|[-2.0135238227141854, 3.708266001584806, 1.4864749085458526, 2.8832934175135803, 3.3936711894581637, 5.511814748837466]|  0.3509016931056976|      0.12500000|[504, 188, 0, 94]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      48|[-2.0135238227141854, 3.708266001584806, 1.4864749085458526, 2.8832934175135803, 3.3936711894581637, 5.511814748837466]|  0.3509016931056976|      0.06250000|[514, 192, 0, 96]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      49|[-2.018359285554939, 3.730993390139633, 1.4866665796568088, 2.8462953027115616, 3.3560529805639336, 5.487683705936971]|  0.2917728722095490|      0.12500000|[526, 196, 0, 98]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      50|[-2.018359285554939, 3.730993390139633, 1.4866665796568088, 2.8462953027115616, 3.3560529805639336, 5.487683705936971]|  0.2917728722095490|      0.06250000|[537, 200, 0, 100]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      51|[-2.0326004072761332, 3.745542258319503, 1.476885752408346, 2.823577617128191, 3.3075758076397705, 5.464662481552534]|  0.2553476989269257|      0.12500000|[547, 204, 0, 102]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      52|[-2.0326004072761332, 3.745542258319503, 1.476885752408346, 2.823577617128191, 3.3075758076397705, 5.464662481552534]|  0.2553476989269257|      0.06250000|[558, 208, 0, 104]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      53|[-2.0152257015037707, 3.775598977218579, 1.4847827884300697, 2.775086931355229, 3.2997846976119147, 5.449610834857935]|  0.2036738842725754|      0.12500000|[570, 212, 0, 106]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      54|[-2.0152257015037707, 3.775598977218579, 1.4847827884300697, 2.775086931355229, 3.2997846976119147, 5.449610834857935]|  0.2036738842725754|      0.06250000|[581, 216, 0, 108]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      55|[-2.0212511166977616, 3.8075606628630454, 1.5012990842968166, 2.7356395370931956, 3.27883740745101, 5.425512679032291]|  0.1577841937541962|      0.12500000|[592, 220, 0, 110]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      56|[-2.0212511166977616, 3.8075606628630454, 1.5012990842968166, 2.7356395370931956, 3.27883740745101, 5.425512679032291]|  0.1577841937541962|      0.06250000|[603, 224, 0, 112]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      57|[-2.0212511166977616, 3.8075606628630454, 1.5012990842968166, 2.7356395370931956, 3.27883740745101, 5.425512679032291]|  0.1577841937541962|      0.03125000|[613, 228, 0, 114]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      58|[-2.013619401961719, 3.816159416939806, 1.5133816013754973, 2.721358416637902, 3.269772417781325, 5.405208265709362]|  0.1429100483655930|      0.06250000|[624, 232, 0, 116]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      59|[-2.013619401961719, 3.816159416939806, 1.5133816013754973, 2.721358416637902, 3.269772417781325, 5.405208265709362]|  0.1429100483655930|      0.03125000|[635, 236, 0, 118]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      60|[-2.0259600803906244, 3.8438339541482467, 1.5073055109129814, 2.721666540005903, 3.268717241113335, 5.409709702490405]|  0.1329177469015121|      0.06250000|[647, 240, 0, 120]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      61|[-2.0259600803906244, 3.8438339541482467, 1.5073055109129814, 2.721666540005903, 3.268717241113335, 5.409709702490405]|  0.1329177469015121|      0.03125000|[657, 244, 0, 122]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      62|[-2.0306066498528197, 3.8566255943588224, 1.5074133256352817, 2.6939983660638402, 3.263813180862406, 5.408384352457831]|  0.1173657402396202|      0.06250000|[668, 248, 0, 124]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      63|[-2.0306066498528197, 3.8566255943588224, 1.5074133256352817, 2.6939983660638402, 3.263813180862406, 5.408384352457831]|  0.1173657402396202|      0.03125000|[678, 252, 0, 126]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      64|[-2.0306066498528197, 3.8566255943588224, 1.5074133256352817, 2.6939983660638402, 3.263813180862406, 5.408384352457831]|  0.1173657402396202|      0.01562500|[690, 256, 0, 128]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      65|[-2.0410365654967006, 3.8654682411518704, 1.5026910409763587, 2.6969075890099345, 3.259158253559045, 5.4062087643522]|  0.1130105778574944|      0.03125000|[701, 260, 0, 130]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      66|[-2.0355503935645873, 3.8727580170022198, 1.5009023785720788, 2.6747003038195194, 3.2484387519737172, 5.389414329481678]|  0.0980365946888924|      0.06250000|[711, 264, 0, 132]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      67|[-2.0355503935645873, 3.8727580170022198, 1.5009023785720788, 2.6747003038195194, 3.2484387519737172, 5.389414329481678]|  0.0980365946888924|      0.03125000|[723, 268, 0, 134]                                                         |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      68|[-2.0466590142781986, 3.8887169701235016, 1.4937399645946252, 2.6657268049066154, 3.2312772540653203, 5.376294421176753]|  0.0859345942735672|      0.06250000|[734, 272, 0, 136]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      69|[-2.0466590142781986, 3.8887169701235016, 1.4937399645946252, 2.6657268049066154, 3.2312772540653203, 5.376294421176753]|  0.0859345942735672|      0.03125000|[745, 276, 0, 138]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      70|[-2.0466590142781986, 3.8887169701235016, 1.4937399645946252, 2.6657268049066154, 3.2312772540653203, 5.376294421176753]|  0.0859345942735672|      0.01562500|[755, 280, 0, 140]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      71|[-2.0444413325916604, 3.8969438994725296, 1.5011559215247392, 2.6580551908036183, 3.2314769690060543, 5.3687016495990525]|  0.0784630104899406|      0.03125000|[766, 284, 0, 142]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      72|[-2.042845918411086, 3.9256699403057294, 1.505862818853336, 2.6513575019403453, 3.2298192252515525, 5.359809535187114]|  0.0685254931449890|      0.06250000|[777, 288, 0, 144]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      73|[-2.042845918411086, 3.9256699403057294, 1.505862818853336, 2.6513575019403453, 3.2298192252515525, 5.359809535187114]|  0.0685254931449890|      0.03125000|[787, 292, 0, 146]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      74|[-2.050356758634198, 3.9436145637455056, 1.503707002284778, 2.635277022525376, 3.212147273847274, 5.3550542182660426]|  0.0564560815691948|      0.06250000|[798, 296, 0, 148]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      75|[-2.050356758634198, 3.9436145637455056, 1.503707002284778, 2.635277022525376, 3.212147273847274, 5.3550542182660426]|  0.0564560815691948|      0.03125000|[809, 300, 0, 150]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      76|[-2.050356758634198, 3.9436145637455056, 1.503707002284778, 2.635277022525376, 3.212147273847274, 5.3550542182660426]|  0.0564560815691948|      0.01562500|[820, 304, 0, 152]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      77|[-2.04963517874842, 3.950899051252836, 1.5056451593660223, 2.6288663645436188, 3.200965419745908, 5.350507863743009]|  0.0511463358998299|      0.03125000|[830, 308, 0, 154]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      78|[-2.04963517874842, 3.950899051252836, 1.5056451593660223, 2.6288663645436188, 3.200965419745908, 5.350507863743009]|  0.0511463358998299|      0.01562500|[840, 312, 0, 156]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      79|[-2.047827106314757, 3.9600870039384515, 1.5109982421578598, 2.6211799277890395, 3.1951850637094235, 5.344566171790831]|  0.0458851568400860|      0.03125000|[852, 316, 0, 158]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      80|[-2.047827106314757, 3.9600870039384515, 1.5109982421578598, 2.6211799277890395, 3.1951850637094235, 5.344566171790831]|  0.0458851568400860|      0.01562500|[863, 320, 0, 160]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
