k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[3.0, 0.1]                                                                      | 87.6860481455954357|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[2.1401527526657613, -0.4105513796394371]                                       | 16.5282554626464844|      2.00000000|[7, 2, 0, 2]                                                               |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      12|[0.1741479257208838, -0.6662717724574935]                                       |  0.7763432264328003|      0.06250000|[82, 31, 0, 31]                                                            |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      13|[0.1741479257208838, -0.6662717724574935]                                       |  0.7763432264328003|      0.03125000|[89, 34, 0, 34]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      14|[0.1589881797925199, -0.6935984005588062]                                       |  0.7732308506965637|      0.06250000|[94, 36, 0, 36]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      15|[0.1589881797925199, -0.6935984005588062]                                       |  0.7732308506965637|      0.03125000|[100, 38, 0, 38]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      16|[0.1589881797925199, -0.6935984005588062]                                       |  0.7732308506965637|      0.01562500|[107, 41, 0, 41]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      17|[0.1589881797925199, -0.6935984005588062]                                       |  0.7732308506965637|      0.00781250|[113, 43, 0, 43]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      18|[0.1589881797925199, -0.6935984005588062]                                       |  0.7732308506965637|      0.00390625|[120, 46, 0, 46]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      19|[0.1561170960044426, -0.6962471109892496]                                       |  0.7732040286064148|      0.00781250|[125, 48, 0, 48]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      20|[0.1561170960044426, -0.6962471109892496]                                       |  0.7732040286064148|      0.00390625|[133, 51, 0, 51]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      21|[0.1561170960044426, -0.6962471109892496]                                       |  0.7732040286064148|      0.00195312|[139, 53, 0, 53]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      22|[0.1560029016603347, -0.6942973271762594]                                       |  0.7732000946998596|      0.00390625|[144, 55, 0, 55]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      23|[0.1560029016603347, -0.6942973271762594]                                       |  0.7732000946998596|      0.00195312|[152, 58, 0, 58]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      24|[0.1560029016603347, -0.6942973271762594]                                       |  0.7732000946998596|      0.00097656|[160, 61, 0, 61]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      25|[0.1550676927624486, -0.6945785008480728]                                       |  0.7731993198394775|      0.00195312|[166, 63, 0, 63]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      26|[0.1550676927624486, -0.6945785008480728]                                       |  0.7731993198394775|      0.00097656|[172, 65, 0, 65]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      27|[0.1550676927624486, -0.6945785008480728]                                       |  0.7731993198394775|      0.00048828|[178, 67, 0, 67]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      28|[0.1550676927624486, -0.6945785008480728]                                       |  0.7731993198394775|      0.00024414|[184, 69, 0, 69]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      29|[0.1553102137806705, -0.694550425939418]                                        |  0.7731990814208984|      0.00048828|[189, 71, 0, 71]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      30|[0.1553102137806705, -0.694550425939418]                                        |  0.7731990814208984|      0.00024414|[196, 74, 0, 74]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      31|[0.1553102137806705, -0.694550425939418]                                        |  0.7731990814208984|      0.00012207|[204, 77, 0, 77]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      32|[0.1553102137806705, -0.694550425939418]                                        |  0.7731990814208984|      0.00006104|[210, 79, 0, 79]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      33|[0.1553102137806705, -0.694550425939418]                                        |  0.7731990814208984|      0.00003052|[217, 82, 0, 82]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      34|[0.1553102137806705, -0.694550425939418]                                        |  0.7731990814208984|      0.00001526|[222, 85, 0, 85]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      35|[0.1553102137806705, -0.694550425939418]                                        |  0.7731990814208984|      0.00000763|[228, 88, 0, 88]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      36|[0.1553102137806705, -0.694550425939418]                                        |  0.7731990814208984|      0.00000381|[233, 90, 0, 90]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      37|[0.1553102137806705, -0.694550425939418]                                        |  0.7731990814208984|      0.00000191|[238, 93, 0, 93]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      38|[0.1553102137806705, -0.694550425939418]                                        |  0.7731990814208984|      0.00000095|[243, 96, 0, 96]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      39|[0.1553102137806705, -0.694550425939418]                                        |  0.7731990814208984|      0.00000048|[248, 98, 0, 98]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      40|[0.1553102137806705, -0.694550425939418]                                        |  0.7731990814208984|      0.00000024|[253, 100, 0, 100]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      41|[0.1553102137806705, -0.694550425939418]                                        |  0.7731990814208984|      0.00000012|[258, 102, 0, 102]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      42|[0.1553102137806705, -0.694550425939418]                                        |  0.7731990814208984|      0.00000006|[264, 105, 0, 105]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      43|[0.1553102137806705, -0.694550425939418]                                        |  0.7731990814208984|      0.00000003|[269, 108, 0, 108]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      44|[0.1553102137806705, -0.694550425939418]                                        |  0.7731990814208984|      0.00000001|[275, 111, 0, 111]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      45|[0.1553102137806705, -0.694550425939418]                                        |  0.7731990814208984|      0.00000001|[280, 113, 0, 113]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      46|[0.1553102137806705, -0.694550425939418]                                        |  0.7731990814208984|      0.00000000|[285, 116, 0, 116]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      47|[0.1553102137806705, -0.694550425939418]                                        |  0.7731990814208984|      0.00000000|[290, 118, 0, 118]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      48|[0.1553102137806705, -0.694550425939418]                                        |  0.7731990814208984|      0.00000000|[296, 121, 0, 121]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      49|[0.1553102137806705, -0.694550425939418]                                        |  0.7731990814208984|      0.00000000|[301, 124, 0, 124]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      50|[0.1553102137806705, -0.694550425939418]                                        |  0.7731990814208984|      0.00000000|[307, 127, 0, 127]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      51|[0.1553102137806705, -0.694550425939418]                                        |  0.7731990814208984|      0.00000000|[312, 129, 0, 129]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      52|[0.1553102137806705, -0.694550425939418]                                        |  0.7731990814208984|      0.00000000|[317, 132, 0, 132]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      53|[0.1553102137806705, -0.694550425939418]                                        |  0.7731990814208984|      0.00000000|[323, 135, 0, 135]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      54|[0.1553102137806705, -0.694550425939418]                                        |  0.7731990814208984|      0.00000000|[329, 138, 0, 138]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      55|[0.1553102137806705, -0.694550425939418]                                        |  0.7731990814208984|      0.00000000|[334, 140, 0, 140]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      56|[0.1553102137806705, -0.694550425939418]                                        |  0.7731990814208984|      0.00000000|[340, 143, 0, 143]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      57|[0.1553102137806705, -0.694550425939418]                                        |  0.7731990814208984|      0.00000000|[345, 145, 0, 145]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      58|[0.1553102137806705, -0.694550425939418]                                        |  0.7731990814208984|      0.00000000|[350, 148, 0, 148]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      59|[0.1553102137806705, -0.694550425939418]                                        |  0.7731990814208984|      0.00000000|[355, 150, 0, 150]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      60|[0.1553102137806705, -0.694550425939418]                                        |  0.7731990814208984|      0.00000000|[360, 153, 0, 153]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      61|[0.1553102137806705, -0.694550425939418]                                        |  0.7731990814208984|      0.00000000|[365, 156, 0, 156]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      62|[0.1553102137806705, -0.694550425939418]                                        |  0.7731990814208984|      0.00000000|[370, 159, 0, 159]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      63|[0.1553102137806705, -0.694550425939418]                                        |  0.7731990814208984|      0.00000000|[376, 162, 0, 162]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
