k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[10.0, 10.0, 10.0]                                                              |83210000.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[9.837735710342441, 10.088547766945183, 9.017233703635014]                      |33320054.0000000000000000|      2.00000000|[6, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[10.81561832209714, 10.665254504742816, 7.3706751907947865]                     |5525594.5000000000000000|      4.00000000|[12, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       3|[8.72679777600936, 11.243285067725107, 4.008724954027454]                       |2163650.5000000000000000|      8.00000000|[17, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       4|[8.72679777600936, 11.243285067725107, 4.008724954027454]                       |2163650.5000000000000000|      4.00000000|[28, 11, 0, 11]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[6.434718291670415, 9.696657932751787, 1.118341563742225]                       |934855.6875000000000000|      8.00000000|[33, 13, 0, 13]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       6|[5.286312656891927, 1.984332388355301, 2.907531099609927]                       |5358.4243164062500000|     16.00000000|[43, 17, 0, 17]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | iterate success | actual_k=1
       7|[5.286312656891927, 1.984332388355301, 2.907531099609927]                       |5358.4243164062500000|      8.00000000|[54, 21, 0, 21]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[5.286312656891927, 1.984332388355301, 2.907531099609927]                       |5358.4243164062500000|      4.00000000|[65, 25, 0, 25]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[3.949119205066339, -0.2732659723053246, -0.1116017749646958]                   |249.8770751953125000|      8.00000000|[71, 27, 0, 27]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      10|[3.949119205066339, -0.2732659723053246, -0.1116017749646958]                   |249.8770751953125000|      4.00000000|[82, 31, 0, 31]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      27|[0.4149439556951335, -0.2342529392405563, -0.2066966114634881]                  |  0.2074103653430939|      0.03125000|[252, 96, 0, 96]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      28|[0.4078141024581494, -0.2101806836813281, -0.1880887044046523]                  |  0.1597984135150909|      0.06250000|[258, 98, 0, 98]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      29|[0.4078141024581494, -0.2101806836813281, -0.1880887044046523]                  |  0.1597984135150909|      0.03125000|[268, 102, 0, 102]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      30|[0.3916944369817492, -0.1885664036271402, -0.1722918128538413]                  |  0.1196803376078606|      0.06250000|[276, 105, 0, 105]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | iterate success | actual_k=1
      31|[0.3916944369817492, -0.1885664036271402, -0.1722918128538413]                  |  0.1196803376078606|      0.03125000|[286, 109, 0, 109]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      32|[0.3916944369817492, -0.1885664036271402, -0.1722918128538413]                  |  0.1196803376078606|      0.01562500|[297, 113, 0, 113]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      33|[0.3919717442865671, -0.1732564001118112, -0.1691825495939498]                  |  0.1064630895853043|      0.03125000|[303, 115, 0, 115]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      34|[0.3919717442865671, -0.1732564001118112, -0.1691825495939498]                  |  0.1064630895853043|      0.01562500|[313, 119, 0, 119]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      35|[0.384237505838325, -0.1606141443490453, -0.1642332516786344]                   |  0.0913724973797798|      0.03125000|[319, 121, 0, 121]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      36|[0.384237505838325, -0.1606141443490453, -0.1642332516786344]                   |  0.0913724973797798|      0.01562500|[330, 125, 0, 125]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      37|[0.3715450076946002, -0.1553083379258349, -0.1568245045462939]                  |  0.0790843889117241|      0.03125000|[335, 127, 0, 127]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      38|[0.3715450076946002, -0.1553083379258349, -0.1568245045462939]                  |  0.0790843889117241|      0.01562500|[345, 131, 0, 131]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      39|[0.3602922230488325, -0.1444964903551071, -0.1560374754341774]                  |  0.0681661963462830|      0.03125000|[351, 133, 0, 133]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      40|[0.3602922230488325, -0.1444964903551071, -0.1560374754341774]                  |  0.0681661963462830|      0.01562500|[361, 137, 0, 137]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      41|[0.345293545257478, -0.1402484182430072, -0.1571024509463518]                   |  0.0608310066163540|      0.03125000|[368, 140, 0, 140]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | iterate success | actual_k=1
      42|[0.345293545257478, -0.1402484182430072, -0.1571024509463518]                   |  0.0608310066163540|      0.01562500|[378, 144, 0, 144]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      43|[0.3340730423867108, -0.1319561155701947, -0.1500683442717575]                  |  0.0511005669832230|      0.03125000|[384, 146, 0, 146]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      44|[0.3340730423867108, -0.1319561155701947, -0.1500683442717575]                  |  0.0511005669832230|      0.01562500|[395, 150, 0, 150]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      45|[0.3398996074975197, -0.1180953029035117, -0.1458175047983566]                  |  0.0459482446312904|      0.03125000|[404, 153, 0, 153]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | iterate success | actual_k=1
      46|[0.3398996074975197, -0.1180953029035117, -0.1458175047983566]                  |  0.0459482446312904|      0.01562500|[414, 157, 0, 157]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      47|[0.3398996074975197, -0.1180953029035117, -0.1458175047983566]                  |  0.0459482446312904|      0.00781250|[426, 161, 0, 161]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
