k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 3.0, -8.0]                                                                |148.9993291872793577|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.951501376384468, 2.0080419418278086, -7.883093651435629]                     | 41.2925186157226562|      1.11111111|[6, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[1.951501376384468, 2.0080419418278086, -7.883093651435629]                     | 41.2925186157226562|      1.00000000|[12, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[2.585762901606531, 1.2809351420969164, -8.14582549078534]                      | 16.2220954895019531|      1.11111111|[17, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       4|[2.585762901606531, 1.2809351420969164, -8.14582549078534]                      | 16.2220954895019531|      1.00000000|[22, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[2.585762901606531, 1.2809351420969164, -8.14582549078534]                      | 16.2220954895019531|      0.90000000|[27, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[2.585762901606531, 1.2809351420969164, -8.14582549078534]                      | 16.2220954895019531|      0.81000000|[32, 12, 0, 12]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      17|[0.4734587386884271, 0.1758054762635964, -7.68171971592499]                     |  1.2659713029861450|      0.59049000|[91, 34, 0, 34]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      18|[0.0614770175066467, 0.0799204878452458, -8.093733757564484]                    |  1.0106176137924194|      0.65610000|[97, 36, 0, 36]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      19|[0.0614770175066467, 0.0799204878452458, -8.093733757564484]                    |  1.0106176137924194|      0.59049000|[103, 38, 0, 38]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      20|[0.0614770175066467, 0.0799204878452458, -8.093733757564484]                    |  1.0106176137924194|      0.53144100|[108, 40, 0, 40]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      21|[0.0614770175066467, 0.0799204878452458, -8.093733757564484]                    |  1.0106176137924194|      0.47829690|[113, 42, 0, 42]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      22|[0.0614770175066467, 0.0799204878452458, -8.093733757564484]                    |  1.0106176137924194|      0.43046721|[118, 44, 0, 44]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      23|[0.0614770175066467, 0.0799204878452458, -8.093733757564484]                    |  1.0106176137924194|      0.38742049|[124, 46, 0, 46]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      24|[0.0614770175066467, 0.0799204878452458, -8.093733757564484]                    |  1.0106176137924194|      0.34867844|[129, 48, 0, 48]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      25|[0.0614770175066467, 0.0799204878452458, -8.093733757564484]                    |  1.0106176137924194|      0.31381060|[134, 50, 0, 50]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      26|[0.0614770175066467, 0.0799204878452458, -8.093733757564484]                    |  1.0106176137924194|      0.28242954|[140, 52, 0, 52]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      27|[0.0614770175066467, 0.0799204878452458, -8.093733757564484]                    |  1.0106176137924194|      0.25418658|[146, 54, 0, 54]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      28|[0.0614770175066467, 0.0799204878452458, -8.093733757564484]                    |  1.0106176137924194|      0.22876792|[152, 56, 0, 56]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      29|[0.0614770175066467, 0.0799204878452458, -8.093733757564484]                    |  1.0106176137924194|      0.20589113|[158, 58, 0, 58]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      30|[0.0614770175066467, 0.0799204878452458, -8.093733757564484]                    |  1.0106176137924194|      0.18530202|[164, 60, 0, 60]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      31|[0.0614770175066467, 0.0799204878452458, -8.093733757564484]                    |  1.0106176137924194|      0.16677182|[170, 62, 0, 62]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      32|[0.0614770175066467, 0.0799204878452458, -8.093733757564484]                    |  1.0106176137924194|      0.15009464|[175, 64, 0, 64]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      33|[0.0614770175066467, 0.0799204878452458, -8.093733757564484]                    |  1.0106176137924194|      0.13508517|[180, 66, 0, 66]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      34|[0.0614770175066467, 0.0799204878452458, -8.093733757564484]                    |  1.0106176137924194|      0.12157665|[186, 68, 0, 68]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      35|[0.0614770175066467, 0.0799204878452458, -8.093733757564484]                    |  1.0106176137924194|      0.10941899|[192, 70, 0, 70]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      36|[0.0614770175066467, 0.0799204878452458, -8.093733757564484]                    |  1.0106176137924194|      0.09847709|[197, 72, 0, 72]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      37|[0.0614770175066467, 0.0799204878452458, -8.093733757564484]                    |  1.0106176137924194|      0.08862938|[203, 74, 0, 74]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      38|[0.055570770066665, 0.0022416238008516, -8.135998134209943]                     |  1.0025076866149902|      0.09847709|[209, 76, 0, 76]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      39|[0.055570770066665, 0.0022416238008516, -8.135998134209943]                     |  1.0025076866149902|      0.08862938|[214, 78, 0, 78]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      40|[0.055570770066665, 0.0022416238008516, -8.135998134209943]                     |  1.0025076866149902|      0.07976644|[219, 80, 0, 80]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      41|[0.055570770066665, 0.0022416238008516, -8.135998134209943]                     |  1.0025076866149902|      0.07178980|[225, 82, 0, 82]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      42|[0.055570770066665, 0.0022416238008516, -8.135998134209943]                     |  1.0025076866149902|      0.06461082|[231, 84, 0, 84]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      43|[0.055570770066665, 0.0022416238008516, -8.135998134209943]                     |  1.0025076866149902|      0.05814974|[236, 86, 0, 86]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      44|[0.055570770066665, 0.0022416238008516, -8.135998134209943]                     |  1.0025076866149902|      0.05233476|[241, 88, 0, 88]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      45|[0.055570770066665, 0.0022416238008516, -8.135998134209943]                     |  1.0025076866149902|      0.04710129|[246, 90, 0, 90]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      46|[0.055570770066665, 0.0022416238008516, -8.135998134209943]                     |  1.0025076866149902|      0.04239116|[251, 92, 0, 92]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      47|[0.055570770066665, 0.0022416238008516, -8.135998134209943]                     |  1.0025076866149902|      0.03815204|[257, 94, 0, 94]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      48|[0.055570770066665, 0.0022416238008516, -8.135998134209943]                     |  1.0025076866149902|      0.03433684|[263, 96, 0, 96]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      49|[0.055570770066665, 0.0022416238008516, -8.135998134209943]                     |  1.0025076866149902|      0.03090315|[269, 98, 0, 98]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      50|[0.0258757445315382, 0.0028636378046336, -8.127464465137141]                    |  1.0000872611999512|      0.03433684|[275, 100, 0, 100]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      51|[0.0258757445315382, 0.0028636378046336, -8.127464465137141]                    |  1.0000872611999512|      0.03090315|[280, 102, 0, 102]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      52|[0.0258757445315382, 0.0028636378046336, -8.127464465137141]                    |  1.0000872611999512|      0.02781284|[286, 104, 0, 104]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      53|[0.0258757445315382, 0.0028636378046336, -8.127464465137141]                    |  1.0000872611999512|      0.02503156|[292, 106, 0, 106]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      54|[0.0258757445315382, 0.0028636378046336, -8.127464465137141]                    |  1.0000872611999512|      0.02252840|[297, 108, 0, 108]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      55|[0.0258757445315382, 0.0028636378046336, -8.127464465137141]                    |  1.0000872611999512|      0.02027556|[302, 110, 0, 110]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      56|[0.0075368709133735, 0.0106957217587575, -8.123798064714624]                    |  0.9995809197425842|      0.02252840|[307, 112, 0, 112]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      57|[0.0075368709133735, 0.0106957217587575, -8.123798064714624]                    |  0.9995809197425842|      0.02027556|[313, 114, 0, 114]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      58|[0.0075368709133735, 0.0106957217587575, -8.123798064714624]                    |  0.9995809197425842|      0.01824800|[318, 116, 0, 116]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      59|[0.0075368709133735, 0.0106957217587575, -8.123798064714624]                    |  0.9995809197425842|      0.01642320|[323, 118, 0, 118]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      60|[0.0075368709133735, 0.0106957217587575, -8.123798064714624]                    |  0.9995809197425842|      0.01478088|[329, 120, 0, 120]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      61|[0.0075368709133735, 0.0106957217587575, -8.123798064714624]                    |  0.9995809197425842|      0.01330279|[335, 122, 0, 122]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      62|[0.0075368709133735, 0.0106957217587575, -8.123798064714624]                    |  0.9995809197425842|      0.01197252|[341, 124, 0, 124]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      63|[0.0075368709133735, 0.0106957217587575, -8.123798064714624]                    |  0.9995809197425842|      0.01077526|[346, 126, 0, 126]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      64|[0.0075368709133735, 0.0106957217587575, -8.123798064714624]                    |  0.9995809197425842|      0.00969774|[352, 128, 0, 128]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      65|[0.0075368709133735, 0.0106957217587575, -8.123798064714624]                    |  0.9995809197425842|      0.00872796|[358, 130, 0, 130]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      66|[-0.0005998648906776, 0.0075610596003495, -8.124178553418249]                   |  0.9994658827781677|      0.00969774|[364, 132, 0, 132]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      67|[-0.0005998648906776, 0.0075610596003495, -8.124178553418249]                   |  0.9994658827781677|      0.00872796|[370, 134, 0, 134]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      68|[-0.0005998648906776, 0.0075610596003495, -8.124178553418249]                   |  0.9994658827781677|      0.00785517|[376, 136, 0, 136]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      69|[-0.0005998648906776, 0.0075610596003495, -8.124178553418249]                   |  0.9994658827781677|      0.00706965|[381, 138, 0, 138]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      70|[-0.0029717122376345, 0.0020961193114644, -8.120372147521008]                   |  0.9994184970855713|      0.00785517|[386, 140, 0, 140]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      71|[-0.0029717122376345, 0.0020961193114644, -8.120372147521008]                   |  0.9994184970855713|      0.00706965|[392, 142, 0, 142]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      72|[-0.0029717122376345, 0.0020961193114644, -8.120372147521008]                   |  0.9994184970855713|      0.00636269|[397, 144, 0, 144]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      73|[-0.0029717122376345, 0.0020961193114644, -8.120372147521008]                   |  0.9994184970855713|      0.00572642|[403, 146, 0, 146]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      74|[-0.0029717122376345, 0.0020961193114644, -8.120372147521008]                   |  0.9994184970855713|      0.00515378|[409, 148, 0, 148]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      75|[-0.0029717122376345, 0.0020961193114644, -8.120372147521008]                   |  0.9994184970855713|      0.00463840|[415, 150, 0, 150]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      76|[-0.0029717122376345, 0.0020961193114644, -8.120372147521008]                   |  0.9994184970855713|      0.00417456|[421, 152, 0, 152]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      77|[-0.0029717122376345, 0.0020961193114644, -8.120372147521008]                   |  0.9994184970855713|      0.00375710|[426, 154, 0, 154]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      78|[0.000264189798791, 0.0003019745234663, -8.121024680184233]                     |  0.9994058012962341|      0.00417456|[431, 156, 0, 156]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      79|[0.000264189798791, 0.0003019745234663, -8.121024680184233]                     |  0.9994058012962341|      0.00375710|[436, 158, 0, 158]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      80|[0.000264189798791, 0.0003019745234663, -8.121024680184233]                     |  0.9994058012962341|      0.00338139|[442, 160, 0, 160]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
