k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.6086585485476752, 0.050599473707634, 0.1384813977418705, 0.7794992754388204, -0.0047327376407361, 0.0009223873009766, -0.0040463495215168, 0.0039738893039355, 0.0032375379429151, 0.0004216718425405, -0.0012149941420723, -0.0014573707017666, -0.0010809541638961, -0.0027838741981676, 0.0010316381100019, 0.0031647868917324, 0.0079071868142221, 0.00114406518138, -0.0003495236642305, 0.0036037853978884, 0.0029761956023178, 0.0016656623243788]| 13.1513357162475586|     10.00000000|[118, 8, 0, 2]                                                             |  | trying linear partial model with 61 points | iterate success | actual_k=4
      12|[0.9131433468972032, 0.0763213711348564, 0.2061828130241389, 1.169424902624345, -0.0046975601003621, 0.0011464491520862, -0.0041418816552364, 0.004037986094942, 0.0034690601410126, 0.0004220733216852, -0.0012195016731483, -0.0013928964290346, -0.0009472956275887, -0.0026127403457945, 0.0010521421838276, 0.0030255840427586, 0.0075798860138047, 0.0012928381843811, -0.000249972631285, 0.0037269343233146, 0.0029415334226878, 0.0017254142339919]| 12.5803508758544922|      1.00000000|[1399, 96, 0, 24]                                                          |  | trying linear partial model with 61 points | iterate success | actual_k=4
      13|[0.9131433468972032, 0.0763213711348564, 0.2061828130241389, 1.169424902624345, -0.0046975601003621, 0.0011464491520862, -0.0041418816552364, 0.004037986094942, 0.0034690601410126, 0.0004220733216852, -0.0012195016731483, -0.0013928964290346, -0.0009472956275887, -0.0026127403457945, 0.0010521421838276, 0.0030255840427586, 0.0075798860138047, 0.0012928381843811, -0.000249972631285, 0.0037269343233146, 0.0029415334226878, 0.0017254142339919]| 12.5803508758544922|      0.10000000|[1515, 104, 0, 26]                                                         |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      14|[0.9738396775622379, 0.081422653515922, 0.2196524406376232, 1.2475792363025628, -0.0048449378713694, 0.0012803115097692, -0.0040964840591357, 0.0043485151465555, 0.0031822506479064, 0.0005620056710496, -0.0011659699434002, -0.0012592009444772, -0.0011709740430303, -0.0025078328880652, 0.0010956560076773, 0.0031525808269043, 0.0075922080412524, 0.0012608557365256, -0.0003133791095717, 0.0037510967880384, 0.0028500568483247, 0.0019438302718245]| 12.4944324493408203|      1.00000000|[1631, 112, 0, 28]                                                         |  | trying linear partial model with 61 points | iterate success | actual_k=4
      15|[0.9738396775622379, 0.081422653515922, 0.2196524406376232, 1.2475792363025628, -0.0048449378713694, 0.0012803115097692, -0.0040964840591357, 0.0043485151465555, 0.0031822506479064, 0.0005620056710496, -0.0011659699434002, -0.0012592009444772, -0.0011709740430303, -0.0025078328880652, 0.0010956560076773, 0.0031525808269043, 0.0075922080412524, 0.0012608557365256, -0.0003133791095717, 0.0037510967880384, 0.0028500568483247, 0.0019438302718245]| 12.4944324493408203|      0.10000000|[1747, 120, 0, 30]                                                         |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      16|[1.0347092018434525, 0.0867071488457932, 0.2332648010969789, 1.3255627378712147, -0.004964920323018, 0.0014215311022707, -0.0042056415610233, 0.0042047943176841, 0.0032612096767545, 0.000364057072667, -0.0009712230870418, -0.0011944209130078, -0.0012220672695432, -0.0025539667245928, 0.0010211090723037, 0.003318319609271, 0.0073884137405268, 0.0012705779436815, -0.0003058065158864, 0.0038731129320449, 0.0028115298148506, 0.0019882852618919]| 12.4179391860961914|      1.00000000|[1863, 128, 0, 32]                                                         |  | trying linear partial model with 61 points | iterate success | actual_k=4
      17|[1.0347092018434525, 0.0867071488457932, 0.2332648010969789, 1.3255627378712147, -0.004964920323018, 0.0014215311022707, -0.0042056415610233, 0.0042047943176841, 0.0032612096767545, 0.000364057072667, -0.0009712230870418, -0.0011944209130078, -0.0012220672695432, -0.0025539667245928, 0.0010211090723037, 0.003318319609271, 0.0073884137405268, 0.0012705779436815, -0.0003058065158864, 0.0038731129320449, 0.0028115298148506, 0.0019882852618919]| 12.4179391860961914|      0.10000000|[1979, 136, 0, 34]                                                         |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      18|[1.095524170330971, 0.0918598368369889, 0.2469069467239516, 1.4035938221749136, -0.0049797487665005, 0.001468670117526, -0.004191154461635, 0.0042781665368983, 0.0032671507789769, 0.000320766240333, -0.0009808318984366, -0.0012357960463052, -0.0011633883641625, -0.0025868445428351, 0.0010068370713681, 0.0033301298758438, 0.0072929321217024, 0.0012834359141706, -0.0002588417035142, 0.0038857585530647, 0.0027946095553303, 0.0020393651252838]| 12.3508701324462891|      1.00000000|[2095, 144, 0, 36]                                                         |  | trying linear partial model with 61 points | iterate success | actual_k=4
      19|[1.095524170330971, 0.0918598368369889, 0.2469069467239516, 1.4035938221749136, -0.0049797487665005, 0.001468670117526, -0.004191154461635, 0.0042781665368983, 0.0032671507789769, 0.000320766240333, -0.0009808318984366, -0.0012357960463052, -0.0011633883641625, -0.0025868445428351, 0.0010068370713681, 0.0033301298758438, 0.0072929321217024, 0.0012834359141706, -0.0002588417035142, 0.0038857585530647, 0.0027946095553303, 0.0020393651252838]| 12.3508701324462891|      0.10000000|[2211, 152, 0, 38]                                                         |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      20|[1.1564148420229177, 0.0970674836849136, 0.2603352170625303, 1.48159512819793, -0.0049468899444511, 0.0013072560216173, -0.0040899456799958, 0.0039751159651779, 0.0032993793233, 5.56802606552e-05, -0.0012534631271725, -0.0012571780684763, -0.0011738375018907, -0.0025998337343549, 0.0009699133739895, 0.0037176230437398, 0.0075772658812386, 0.0011369197625734, -0.0005864472764378, 0.0039258075931357, 0.0030053667478497, 0.0020789314908601]| 12.2932281494140625|      1.00000000|[2328, 160, 0, 40]                                                         |  | trying linear partial model with 61 points | iterate success | actual_k=4
      21|[1.1564148420229177, 0.0970674836849136, 0.2603352170625303, 1.48159512819793, -0.0049468899444511, 0.0013072560216173, -0.0040899456799958, 0.0039751159651779, 0.0032993793233, 5.56802606552e-05, -0.0012534631271725, -0.0012571780684763, -0.0011738375018907, -0.0025998337343549, 0.0009699133739895, 0.0037176230437398, 0.0075772658812386, 0.0011369197625734, -0.0005864472764378, 0.0039258075931357, 0.0030053667478497, 0.0020789314908601]| 12.2932281494140625|      0.10000000|[2444, 168, 0, 42]                                                         |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      22|[1.2171673937712697, 0.1021949680682342, 0.2738991938657704, 1.5596900674421212, -0.0049528255405428, 0.0014060804259239, -0.0041283769784169, 0.0039953001188724, 0.003277375841869, 0.0001023890198021, -0.0012714837750395, -0.0012549536412103, -0.0012147099320313, -0.002626206806303, 0.0009771543176082, 0.0037802631653068, 0.0074983039433178, 0.0010709798789014, -0.0006212001230893, 0.0039429872936357, 0.0030092987400019, 0.0020316816418378]| 12.2450094223022461|      1.00000000|[2560, 176, 0, 44]                                                         |  | trying linear partial model with 61 points | iterate success | actual_k=4
      23|[1.2171673937712697, 0.1021949680682342, 0.2738991938657704, 1.5596900674421212, -0.0049528255405428, 0.0014060804259239, -0.0041283769784169, 0.0039953001188724, 0.003277375841869, 0.0001023890198021, -0.0012714837750395, -0.0012549536412103, -0.0012147099320313, -0.002626206806303, 0.0009771543176082, 0.0037802631653068, 0.0074983039433178, 0.0010709798789014, -0.0006212001230893, 0.0039429872936357, 0.0030092987400019, 0.0020316816418378]| 12.2450094223022461|      0.10000000|[2678, 184, 0, 46]                                                         |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      24|[1.2778487409850037, 0.1072744493154112, 0.2875075929583508, 1.6378359750254419, -0.0049591820090771, 0.0013992450517568, -0.0041449961742516, 0.0039906996386027, 0.0032779700681167, 0.0001054605845994, -0.0012753005282835, -0.0012503820603103, -0.0011989665522643, -0.0026117190776157, 0.0009768060763264, 0.0037791635686812, 0.0075013575093147, 0.0010735938190007, -0.0006083104191321, 0.0039609174931782, 0.0029994758178373, 0.0020408247475649]| 12.2062168121337891|      1.00000000|[2794, 192, 0, 48]                                                         |  | trying linear partial model with 61 points | iterate success | actual_k=4
      25|[1.2778487409850037, 0.1072744493154112, 0.2875075929583508, 1.6378359750254419, -0.0049591820090771, 0.0013992450517568, -0.0041449961742516, 0.0039906996386027, 0.0032779700681167, 0.0001054605845994, -0.0012753005282835, -0.0012503820603103, -0.0011989665522643, -0.0026117190776157, 0.0009768060763264, 0.0037791635686812, 0.0075013575093147, 0.0010735938190007, -0.0006083104191321, 0.0039609174931782, 0.0029994758178373, 0.0020408247475649]| 12.2062168121337891|      0.10000000|[2910, 200, 0, 50]                                                         |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      26|[1.3384314167280893, 0.1123020389456617, 0.3010885138133716, 1.7160664580742224, -0.0049660344698639, 0.00147470222478, -0.0041827016528692, 0.0039929982094673, 0.0032915675056533, 0.0001240225761523, -0.0012942111305008, -0.0012466588576137, -0.0012139507236807, -0.0026028066562359, 0.000944471819806, 0.0037626024582521, 0.0075141657870816, 0.0010866295605136, -0.0005783261881542, 0.003972599909632, 0.0030403531696081, 0.0020517864467705]| 12.1768493652343750|      1.00000000|[3026, 208, 0, 52]                                                         |  | trying linear partial model with 61 points | iterate success | actual_k=4
      27|[1.3384314167280893, 0.1123020389456617, 0.3010885138133716, 1.7160664580742224, -0.0049660344698639, 0.00147470222478, -0.0041827016528692, 0.0039929982094673, 0.0032915675056533, 0.0001240225761523, -0.0012942111305008, -0.0012466588576137, -0.0012139507236807, -0.0026028066562359, 0.000944471819806, 0.0037626024582521, 0.0075141657870816, 0.0010866295605136, -0.0005783261881542, 0.003972599909632, 0.0030403531696081, 0.0020517864467705]| 12.1768493652343750|      0.10000000|[3143, 216, 0, 54]                                                         |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      28|[1.3987115089692, 0.1171934382498655, 0.3148414978300283, 1.7945023533348454, -0.0044709691709179, 0.000953868210559, -0.0042146515356731, 0.0039819345662907, 0.0032964115168808, 0.0002767037586257, -0.0015850760075478, -0.0010518718380475, -0.0012714385759567, -0.0029320537852975, 0.0011675048678913, 0.0036911997483965, 0.007368231983974, 0.0013254588865719, -0.0009127201155214, 0.0040639981917974, 0.0029054931067305, 0.0019898966332168]| 12.1569080352783203|      1.00000000|[3260, 224, 0, 56]                                                         |  | trying linear partial model with 61 points | iterate success | actual_k=4
      29|[1.3987115089692, 0.1171934382498655, 0.3148414978300283, 1.7945023533348454, -0.0044709691709179, 0.000953868210559, -0.0042146515356731, 0.0039819345662907, 0.0032964115168808, 0.0002767037586257, -0.0015850760075478, -0.0010518718380475, -0.0012714385759567, -0.0029320537852975, 0.0011675048678913, 0.0036911997483965, 0.007368231983974, 0.0013254588865719, -0.0009127201155214, 0.0040639981917974, 0.0029054931067305, 0.0019898966332168]| 12.1569080352783203|      0.10000000|[3377, 232, 0, 58]                                                         |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      30|[1.3987115089692, 0.1171934382498655, 0.3148414978300283, 1.7945023533348454, -0.0044709691709179, 0.000953868210559, -0.0042146515356731, 0.0039819345662907, 0.0032964115168808, 0.0002767037586257, -0.0015850760075478, -0.0010518718380475, -0.0012714385759567, -0.0029320537852975, 0.0011675048678913, 0.0036911997483965, 0.007368231983974, 0.0013254588865719, -0.0009127201155214, 0.0040639981917974, 0.0029054931067305, 0.0019898966332168]| 12.1569080352783203|      0.01000000|[3493, 240, 0, 60]                                                         |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      31|[1.4047125898791581, 0.1176774271641501, 0.316206248174656, 1.8023693546171564, -0.0044675554767736, 0.0009587509482541, -0.004215303537567, 0.0039711709028596, 0.0032970696599094, 0.0002859263396691, -0.00159561026294, -0.0010495861960832, -0.0012693809531195, -0.0029221246535169, 0.0011639899546201, 0.0036921234412732, 0.007369606686191, 0.0013290599661397, -0.0009101874266475, 0.0040583900003333, 0.0029082694410669, 0.0019896895834724]| 12.1554327011108398|      0.10000000|[3609, 248, 0, 62]                                                         |  | trying linear partial model with 61 points | iterate success | actual_k=4
      32|[1.4047125898791581, 0.1176774271641501, 0.316206248174656, 1.8023693546171564, -0.0044675554767736, 0.0009587509482541, -0.004215303537567, 0.0039711709028596, 0.0032970696599094, 0.0002859263396691, -0.00159561026294, -0.0010495861960832, -0.0012693809531195, -0.0029221246535169, 0.0011639899546201, 0.0036921234412732, 0.007369606686191, 0.0013290599661397, -0.0009101874266475, 0.0040583900003333, 0.0029082694410669, 0.0019896895834724]| 12.1554327011108398|      0.01000000|[3726, 256, 0, 64]                                                         |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      33|[1.4107087045307707, 0.1181584490871831, 0.3175881424663008, 1.810237345824957, -0.0044613124265607, 0.0009569398575629, -0.0042166557748851, 0.0039711521271575, 0.0032968061023221, 0.0002849866520574, -0.0015909351587298, -0.0010470264529447, -0.0012630300478128, -0.0029230310655943, 0.0011658223933867, 0.0036934407842104, 0.007367078598422, 0.0013300517364263, -0.0009071843101821, 0.0040608188823786, 0.0029156698718591, 0.0019790706948856]| 12.1540508270263672|      0.10000000|[3843, 264, 0, 66]                                                         |  | trying linear partial model with 61 points | iterate success | actual_k=4
      34|[1.4107087045307707, 0.1181584490871831, 0.3175881424663008, 1.810237345824957, -0.0044613124265607, 0.0009569398575629, -0.0042166557748851, 0.0039711521271575, 0.0032968061023221, 0.0002849866520574, -0.0015909351587298, -0.0010470264529447, -0.0012630300478128, -0.0029230310655943, 0.0011658223933867, 0.0036934407842104, 0.007367078598422, 0.0013300517364263, -0.0009071843101821, 0.0040608188823786, 0.0029156698718591, 0.0019790706948856]| 12.1540508270263672|      0.01000000|[3959, 272, 0, 68]                                                         |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      35|[1.4167006841050145, 0.1186356412416043, 0.3189676328179225, 1.8181091587856906, -0.0044619559115851, 0.0009576293454173, -0.0042169647384163, 0.0039719515552083, 0.0032955359486234, 0.0002858313629912, -0.0015894244099692, -0.0010467116659673, -0.0012628604052664, -0.0029238211358525, 0.001164807064538, 0.0036971022828587, 0.0073681244236407, 0.0013332811089327, -0.0009070926622273, 0.0040615312604578, 0.0029163490539011, 0.0019778104961066]| 12.1527633666992188|      0.10000000|[4076, 280, 0, 70]                                                         |  | trying linear partial model with 61 points | iterate success | actual_k=4
      36|[1.4167006841050145, 0.1186356412416043, 0.3189676328179225, 1.8181091587856906, -0.0044619559115851, 0.0009576293454173, -0.0042169647384163, 0.0039719515552083, 0.0032955359486234, 0.0002858313629912, -0.0015894244099692, -0.0010467116659673, -0.0012628604052664, -0.0029238211358525, 0.001164807064538, 0.0036971022828587, 0.0073681244236407, 0.0013332811089327, -0.0009070926622273, 0.0040615312604578, 0.0029163490539011, 0.0019778104961066]| 12.1527633666992188|      0.01000000|[4192, 288, 0, 72]                                                         |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      37|[1.422671775644244, 0.1191111025201312, 0.3203491191559295, 1.825996531962309, -0.0044554676404009, 0.0009587206750157, -0.0042273161559429, 0.0039730463439223, 0.0032913974163922, 0.0002696521764414, -0.0015752561292286, -0.0010485821730331, -0.0012656878190598, -0.0029194029705589, 0.0011655910412826, 0.0036985013199524, 0.0073651945816075, 0.0013264396832035, -0.0009079429915931, 0.0040594673168528, 0.002907315538471, 0.0019718574237994]| 12.1515703201293945|      0.10000000|[4308, 296, 0, 74]                                                         |  | trying linear partial model with 61 points | iterate success | actual_k=4
      38|[1.422671775644244, 0.1191111025201312, 0.3203491191559295, 1.825996531962309, -0.0044554676404009, 0.0009587206750157, -0.0042273161559429, 0.0039730463439223, 0.0032913974163922, 0.0002696521764414, -0.0015752561292286, -0.0010485821730331, -0.0012656878190598, -0.0029194029705589, 0.0011655910412826, 0.0036985013199524, 0.0073651945816075, 0.0013264396832035, -0.0009079429915931, 0.0040594673168528, 0.002907315538471, 0.0019718574237994]| 12.1515703201293945|      0.01000000|[4424, 304, 0, 76]                                                         |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      39|[1.428640574151647, 0.1195788511055697, 0.3217269657414813, 1.83388676460743, -0.0044545922044358, 0.0009575289747706, -0.0042308943483855, 0.0039714356518148, 0.0032918071258876, 0.0002605198597962, -0.0015808227100241, -0.001052970787184, -0.0012582098089281, -0.0029185744180663, 0.0011565261946078, 0.0037059694283996, 0.0073697669190822, 0.0013328439686811, -0.0009113927235797, 0.0040584509114061, 0.0029086540089062, 0.0019710601514738]| 12.1504707336425781|      0.10000000|[4541, 312, 0, 78]                                                         |  | trying linear partial model with 61 points | iterate success | actual_k=4
      40|[1.428640574151647, 0.1195788511055697, 0.3217269657414813, 1.83388676460743, -0.0044545922044358, 0.0009575289747706, -0.0042308943483855, 0.0039714356518148, 0.0032918071258876, 0.0002605198597962, -0.0015808227100241, -0.001052970787184, -0.0012582098089281, -0.0029185744180663, 0.0011565261946078, 0.0037059694283996, 0.0073697669190822, 0.0013328439686811, -0.0009113927235797, 0.0040584509114061, 0.0029086540089062, 0.0019710601514738]| 12.1504707336425781|      0.01000000|[4657, 320, 0, 80]                                                         |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      41|[1.43459861288609, 0.1200572272135458, 0.3231279976007594, 1.8417802648582198, -0.0044531365453904, 0.0009490118322341, -0.0042157886723298, 0.0039839357912021, 0.0033078353835147, 0.0002529172614888, -0.0015910344898644, -0.0010501622947734, -0.0012469702334278, -0.0029418161669488, 0.0011678649067321, 0.0037038541189417, 0.0073670024321837, 0.0013363332966545, -0.0009308027699232, 0.0040346657130326, 0.0029149264403336, 0.0019683964285529]| 12.1494665145874023|      0.10000000|[4773, 328, 0, 82]                                                         |  | trying linear partial model with 61 points | iterate success | actual_k=4
      42|[1.43459861288609, 0.1200572272135458, 0.3231279976007594, 1.8417802648582198, -0.0044531365453904, 0.0009490118322341, -0.0042157886723298, 0.0039839357912021, 0.0033078353835147, 0.0002529172614888, -0.0015910344898644, -0.0010501622947734, -0.0012469702334278, -0.0029418161669488, 0.0011678649067321, 0.0037038541189417, 0.0073670024321837, 0.0013363332966545, -0.0009308027699232, 0.0040346657130326, 0.0029149264403336, 0.0019683964285529]| 12.1494665145874023|      0.01000000|[4890, 336, 0, 84]                                                         |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      43|[1.440539379051851, 0.1205323420663436, 0.3244978699651205, 1.8496924645071493, -0.0044543028615367, 0.0009577672999668, -0.0042149932613359, 0.0039826674930267, 0.0033210785453825, 0.0002583302764384, -0.0015841283104941, -0.0010261048212625, -0.0012407140482822, -0.0029447808303289, 0.0011692465809436, 0.003710338672478, 0.0073631955459985, 0.0013167086998172, -0.0009405968591145, 0.0040519742698539, 0.0029325302005078, 0.0019672325388255]| 12.1485557556152344|      0.10000000|[5006, 344, 0, 86]                                                         |  | trying linear partial model with 61 points | iterate success | actual_k=4
      44|[1.440539379051851, 0.1205323420663436, 0.3244978699651205, 1.8496924645071493, -0.0044543028615367, 0.0009577672999668, -0.0042149932613359, 0.0039826674930267, 0.0033210785453825, 0.0002583302764384, -0.0015841283104941, -0.0010261048212625, -0.0012407140482822, -0.0029447808303289, 0.0011692465809436, 0.003710338672478, 0.0073631955459985, 0.0013167086998172, -0.0009405968591145, 0.0040519742698539, 0.0029325302005078, 0.0019672325388255]| 12.1485557556152344|      0.01000000|[5122, 352, 0, 88]                                                         |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      45|[1.44645248158747, 0.1209614085546825, 0.3258805992219493, 1.85762563583545, -0.0044704291938868, 0.000971326454615, -0.0042377139064286, 0.0039601813656272, 0.0033103389363927, 0.0002609600397076, -0.0016103466489686, -0.0010129492059672, -0.001256062303902, -0.0029373839444177, 0.0011833071989118, 0.0036915438962275, 0.0073806193078091, 0.0013261993992482, -0.0009412936197175, 0.0040672390049662, 0.0029373047777642, 0.0019614742219849]| 12.1477394104003906|      0.10000000|[5238, 360, 0, 90]                                                         |  | trying linear partial model with 61 points | iterate success | actual_k=4
      46|[1.44645248158747, 0.1209614085546825, 0.3258805992219493, 1.85762563583545, -0.0044704291938868, 0.000971326454615, -0.0042377139064286, 0.0039601813656272, 0.0033103389363927, 0.0002609600397076, -0.0016103466489686, -0.0010129492059672, -0.001256062303902, -0.0029373839444177, 0.0011833071989118, 0.0036915438962275, 0.0073806193078091, 0.0013261993992482, -0.0009412936197175, 0.0040672390049662, 0.0029373047777642, 0.0019614742219849]| 12.1477394104003906|      0.01000000|[5354, 368, 0, 92]                                                         |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
