k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.609553617497106, 0.0519686181864622, 0.1352853357785249, 0.7793853527255101, -2.6994897e-09, -1.086920568e-07, 1.44826971e-08, -6.64428622e-08, -2.8907761e-08, 8.21113743e-08, -5.29401489e-08, 2.376422719e-07, -2.4045045e-08, -1.995109413e-07, 2.43209221e-08, 8.10860233e-08, -1.964871755e-07, -5.85320581e-08, 2.29673622e-08, 2.824421e-10, 1.693881929e-07, 5.57579756e-08]| 13.1512060165405273|      1.11111111|[129, 0, 0, 2]                                                             |  | trying linear partial model with 65 points | iterate success | actual_k=0
      12|[1.5760239168760062, 0.1335794443369107, 0.3508649192866842, 2.0199523803393795, -4.151774203e-07, -1.3502248064e-06, 3.451870394e-07, 1.41064296e-07, -4.047445801e-07, -6.98672824e-07, -1.15976106e-07, -6.902949797e-07, 3.538375939e-07, -5.398311713e-07, -4.353104217e-07, -2.229069116e-07, -3.55190873e-08, -6.072974319e-07, 2.199708101e-07, 1.985360471e-07, 5.821999994e-07, -4.986075692e-07]| 12.1523246765136719|      0.53144100|[1537, 0, 0, 24]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
      13|[1.5760239168760062, 0.1335794443369107, 0.3508649192866842, 2.0199523803393795, -4.151774203e-07, -1.3502248064e-06, 3.451870394e-07, 1.41064296e-07, -4.047445801e-07, -6.98672824e-07, -1.15976106e-07, -6.902949797e-07, 3.538375939e-07, -5.398311713e-07, -4.353104217e-07, -2.229069116e-07, -3.55190873e-08, -6.072974319e-07, 2.199708101e-07, 1.985360471e-07, 5.821999994e-07, -4.986075692e-07]| 12.1523246765136719|      0.47829690|[1665, 0, 0, 26]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      14|[1.5760239168760062, 0.1335794443369107, 0.3508649192866842, 2.0199523803393795, -4.151774203e-07, -1.3502248064e-06, 3.451870394e-07, 1.41064296e-07, -4.047445801e-07, -6.98672824e-07, -1.15976106e-07, -6.902949797e-07, 3.538375939e-07, -5.398311713e-07, -4.353104217e-07, -2.229069116e-07, -3.55190873e-08, -6.072974319e-07, 2.199708101e-07, 1.985360471e-07, 5.821999994e-07, -4.986075692e-07]| 12.1523246765136719|      0.43046721|[1793, 0, 0, 28]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      15|[1.5760239168760062, 0.1335794443369107, 0.3508649192866842, 2.0199523803393795, -4.151774203e-07, -1.3502248064e-06, 3.451870394e-07, 1.41064296e-07, -4.047445801e-07, -6.98672824e-07, -1.15976106e-07, -6.902949797e-07, 3.538375939e-07, -5.398311713e-07, -4.353104217e-07, -2.229069116e-07, -3.55190873e-08, -6.072974319e-07, 2.199708101e-07, 1.985360471e-07, 5.821999994e-07, -4.986075692e-07]| 12.1523246765136719|      0.38742049|[1921, 0, 0, 30]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      16|[1.5760239168760062, 0.1335794443369107, 0.3508649192866842, 2.0199523803393795, -4.151774203e-07, -1.3502248064e-06, 3.451870394e-07, 1.41064296e-07, -4.047445801e-07, -6.98672824e-07, -1.15976106e-07, -6.902949797e-07, 3.538375939e-07, -5.398311713e-07, -4.353104217e-07, -2.229069116e-07, -3.55190873e-08, -6.072974319e-07, 2.199708101e-07, 1.985360471e-07, 5.821999994e-07, -4.986075692e-07]| 12.1523246765136719|      0.34867844|[2049, 0, 0, 32]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      17|[1.5760239168760062, 0.1335794443369107, 0.3508649192866842, 2.0199523803393795, -4.151774203e-07, -1.3502248064e-06, 3.451870394e-07, 1.41064296e-07, -4.047445801e-07, -6.98672824e-07, -1.15976106e-07, -6.902949797e-07, 3.538375939e-07, -5.398311713e-07, -4.353104217e-07, -2.229069116e-07, -3.55190873e-08, -6.072974319e-07, 2.199708101e-07, 1.985360471e-07, 5.821999994e-07, -4.986075692e-07]| 12.1523246765136719|      0.31381060|[2177, 0, 0, 34]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      18|[1.5760239168760062, 0.1335794443369107, 0.3508649192866842, 2.0199523803393795, -4.151774203e-07, -1.3502248064e-06, 3.451870394e-07, 1.41064296e-07, -4.047445801e-07, -6.98672824e-07, -1.15976106e-07, -6.902949797e-07, 3.538375939e-07, -5.398311713e-07, -4.353104217e-07, -2.229069116e-07, -3.55190873e-08, -6.072974319e-07, 2.199708101e-07, 1.985360471e-07, 5.821999994e-07, -4.986075692e-07]| 12.1523246765136719|      0.28242954|[2305, 0, 0, 36]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      19|[1.5760239168760062, 0.1335794443369107, 0.3508649192866842, 2.0199523803393795, -4.151774203e-07, -1.3502248064e-06, 3.451870394e-07, 1.41064296e-07, -4.047445801e-07, -6.98672824e-07, -1.15976106e-07, -6.902949797e-07, 3.538375939e-07, -5.398311713e-07, -4.353104217e-07, -2.229069116e-07, -3.55190873e-08, -6.072974319e-07, 2.199708101e-07, 1.985360471e-07, 5.821999994e-07, -4.986075692e-07]| 12.1523246765136719|      0.25418658|[2433, 0, 0, 38]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      20|[1.5760239168760062, 0.1335794443369107, 0.3508649192866842, 2.0199523803393795, -4.151774203e-07, -1.3502248064e-06, 3.451870394e-07, 1.41064296e-07, -4.047445801e-07, -6.98672824e-07, -1.15976106e-07, -6.902949797e-07, 3.538375939e-07, -5.398311713e-07, -4.353104217e-07, -2.229069116e-07, -3.55190873e-08, -6.072974319e-07, 2.199708101e-07, 1.985360471e-07, 5.821999994e-07, -4.986075692e-07]| 12.1523246765136719|      0.22876792|[2561, 0, 0, 40]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      21|[1.5760239168760062, 0.1335794443369107, 0.3508649192866842, 2.0199523803393795, -4.151774203e-07, -1.3502248064e-06, 3.451870394e-07, 1.41064296e-07, -4.047445801e-07, -6.98672824e-07, -1.15976106e-07, -6.902949797e-07, 3.538375939e-07, -5.398311713e-07, -4.353104217e-07, -2.229069116e-07, -3.55190873e-08, -6.072974319e-07, 2.199708101e-07, 1.985360471e-07, 5.821999994e-07, -4.986075692e-07]| 12.1523246765136719|      0.20589113|[2689, 0, 0, 42]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      22|[1.5760239168760062, 0.1335794443369107, 0.3508649192866842, 2.0199523803393795, -4.151774203e-07, -1.3502248064e-06, 3.451870394e-07, 1.41064296e-07, -4.047445801e-07, -6.98672824e-07, -1.15976106e-07, -6.902949797e-07, 3.538375939e-07, -5.398311713e-07, -4.353104217e-07, -2.229069116e-07, -3.55190873e-08, -6.072974319e-07, 2.199708101e-07, 1.985360471e-07, 5.821999994e-07, -4.986075692e-07]| 12.1523246765136719|      0.18530202|[2817, 0, 0, 44]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      23|[1.5760239168760062, 0.1335794443369107, 0.3508649192866842, 2.0199523803393795, -4.151774203e-07, -1.3502248064e-06, 3.451870394e-07, 1.41064296e-07, -4.047445801e-07, -6.98672824e-07, -1.15976106e-07, -6.902949797e-07, 3.538375939e-07, -5.398311713e-07, -4.353104217e-07, -2.229069116e-07, -3.55190873e-08, -6.072974319e-07, 2.199708101e-07, 1.985360471e-07, 5.821999994e-07, -4.986075692e-07]| 12.1523246765136719|      0.16677182|[2945, 0, 0, 46]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      24|[1.4722032630384716, 0.1240014982177561, 0.328821405092063, 1.891669656689953, 5.191814105e-07, -2.2214690984e-06, 2.3790210738e-06, 6.949181452e-07, 7.216909713e-07, -7.014970133e-07, -3.621699292e-07, -3.72742136e-07, -1.3885871159e-06, -4.681001317e-07, -8.877213625e-07, -3.162710556e-07, 1.7505504435e-06, 7.143285199e-07, -8.855723446e-07, -2.669109113e-07, -1.6341137063e-06, -1.9963537569e-06]| 12.1453123092651367|      0.18530202|[3073, 0, 0, 48]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
      25|[1.4722032630384716, 0.1240014982177561, 0.328821405092063, 1.891669656689953, 5.191814105e-07, -2.2214690984e-06, 2.3790210738e-06, 6.949181452e-07, 7.216909713e-07, -7.014970133e-07, -3.621699292e-07, -3.72742136e-07, -1.3885871159e-06, -4.681001317e-07, -8.877213625e-07, -3.162710556e-07, 1.7505504435e-06, 7.143285199e-07, -8.855723446e-07, -2.669109113e-07, -1.6341137063e-06, -1.9963537569e-06]| 12.1453123092651367|      0.16677182|[3201, 0, 0, 50]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      26|[1.4722032630384716, 0.1240014982177561, 0.328821405092063, 1.891669656689953, 5.191814105e-07, -2.2214690984e-06, 2.3790210738e-06, 6.949181452e-07, 7.216909713e-07, -7.014970133e-07, -3.621699292e-07, -3.72742136e-07, -1.3885871159e-06, -4.681001317e-07, -8.877213625e-07, -3.162710556e-07, 1.7505504435e-06, 7.143285199e-07, -8.855723446e-07, -2.669109113e-07, -1.6341137063e-06, -1.9963537569e-06]| 12.1453123092651367|      0.15009464|[3329, 0, 0, 52]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      27|[1.4722032630384716, 0.1240014982177561, 0.328821405092063, 1.891669656689953, 5.191814105e-07, -2.2214690984e-06, 2.3790210738e-06, 6.949181452e-07, 7.216909713e-07, -7.014970133e-07, -3.621699292e-07, -3.72742136e-07, -1.3885871159e-06, -4.681001317e-07, -8.877213625e-07, -3.162710556e-07, 1.7505504435e-06, 7.143285199e-07, -8.855723446e-07, -2.669109113e-07, -1.6341137063e-06, -1.9963537569e-06]| 12.1453123092651367|      0.13508517|[3457, 0, 0, 54]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      28|[1.4722032630384716, 0.1240014982177561, 0.328821405092063, 1.891669656689953, 5.191814105e-07, -2.2214690984e-06, 2.3790210738e-06, 6.949181452e-07, 7.216909713e-07, -7.014970133e-07, -3.621699292e-07, -3.72742136e-07, -1.3885871159e-06, -4.681001317e-07, -8.877213625e-07, -3.162710556e-07, 1.7505504435e-06, 7.143285199e-07, -8.855723446e-07, -2.669109113e-07, -1.6341137063e-06, -1.9963537569e-06]| 12.1453123092651367|      0.12157665|[3585, 0, 0, 56]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      29|[1.4722032630384716, 0.1240014982177561, 0.328821405092063, 1.891669656689953, 5.191814105e-07, -2.2214690984e-06, 2.3790210738e-06, 6.949181452e-07, 7.216909713e-07, -7.014970133e-07, -3.621699292e-07, -3.72742136e-07, -1.3885871159e-06, -4.681001317e-07, -8.877213625e-07, -3.162710556e-07, 1.7505504435e-06, 7.143285199e-07, -8.855723446e-07, -2.669109113e-07, -1.6341137063e-06, -1.9963537569e-06]| 12.1453123092651367|      0.10941899|[3713, 0, 0, 58]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      30|[1.4722032630384716, 0.1240014982177561, 0.328821405092063, 1.891669656689953, 5.191814105e-07, -2.2214690984e-06, 2.3790210738e-06, 6.949181452e-07, 7.216909713e-07, -7.014970133e-07, -3.621699292e-07, -3.72742136e-07, -1.3885871159e-06, -4.681001317e-07, -8.877213625e-07, -3.162710556e-07, 1.7505504435e-06, 7.143285199e-07, -8.855723446e-07, -2.669109113e-07, -1.6341137063e-06, -1.9963537569e-06]| 12.1453123092651367|      0.09847709|[3841, 0, 0, 60]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      31|[1.4722032630384716, 0.1240014982177561, 0.328821405092063, 1.891669656689953, 5.191814105e-07, -2.2214690984e-06, 2.3790210738e-06, 6.949181452e-07, 7.216909713e-07, -7.014970133e-07, -3.621699292e-07, -3.72742136e-07, -1.3885871159e-06, -4.681001317e-07, -8.877213625e-07, -3.162710556e-07, 1.7505504435e-06, 7.143285199e-07, -8.855723446e-07, -2.669109113e-07, -1.6341137063e-06, -1.9963537569e-06]| 12.1453123092651367|      0.08862938|[3969, 0, 0, 62]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      32|[1.4722032630384716, 0.1240014982177561, 0.328821405092063, 1.891669656689953, 5.191814105e-07, -2.2214690984e-06, 2.3790210738e-06, 6.949181452e-07, 7.216909713e-07, -7.014970133e-07, -3.621699292e-07, -3.72742136e-07, -1.3885871159e-06, -4.681001317e-07, -8.877213625e-07, -3.162710556e-07, 1.7505504435e-06, 7.143285199e-07, -8.855723446e-07, -2.669109113e-07, -1.6341137063e-06, -1.9963537569e-06]| 12.1453123092651367|      0.07976644|[4097, 0, 0, 64]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      33|[1.4722032630384716, 0.1240014982177561, 0.328821405092063, 1.891669656689953, 5.191814105e-07, -2.2214690984e-06, 2.3790210738e-06, 6.949181452e-07, 7.216909713e-07, -7.014970133e-07, -3.621699292e-07, -3.72742136e-07, -1.3885871159e-06, -4.681001317e-07, -8.877213625e-07, -3.162710556e-07, 1.7505504435e-06, 7.143285199e-07, -8.855723446e-07, -2.669109113e-07, -1.6341137063e-06, -1.9963537569e-06]| 12.1453123092651367|      0.07178980|[4225, 0, 0, 66]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      34|[1.4722032630384716, 0.1240014982177561, 0.328821405092063, 1.891669656689953, 5.191814105e-07, -2.2214690984e-06, 2.3790210738e-06, 6.949181452e-07, 7.216909713e-07, -7.014970133e-07, -3.621699292e-07, -3.72742136e-07, -1.3885871159e-06, -4.681001317e-07, -8.877213625e-07, -3.162710556e-07, 1.7505504435e-06, 7.143285199e-07, -8.855723446e-07, -2.669109113e-07, -1.6341137063e-06, -1.9963537569e-06]| 12.1453123092651367|      0.06461082|[4353, 0, 0, 68]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      35|[1.4722032630384716, 0.1240014982177561, 0.328821405092063, 1.891669656689953, 5.191814105e-07, -2.2214690984e-06, 2.3790210738e-06, 6.949181452e-07, 7.216909713e-07, -7.014970133e-07, -3.621699292e-07, -3.72742136e-07, -1.3885871159e-06, -4.681001317e-07, -8.877213625e-07, -3.162710556e-07, 1.7505504435e-06, 7.143285199e-07, -8.855723446e-07, -2.669109113e-07, -1.6341137063e-06, -1.9963537569e-06]| 12.1453123092651367|      0.05814974|[4481, 0, 0, 70]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      36|[1.4722032630384716, 0.1240014982177561, 0.328821405092063, 1.891669656689953, 5.191814105e-07, -2.2214690984e-06, 2.3790210738e-06, 6.949181452e-07, 7.216909713e-07, -7.014970133e-07, -3.621699292e-07, -3.72742136e-07, -1.3885871159e-06, -4.681001317e-07, -8.877213625e-07, -3.162710556e-07, 1.7505504435e-06, 7.143285199e-07, -8.855723446e-07, -2.669109113e-07, -1.6341137063e-06, -1.9963537569e-06]| 12.1453123092651367|      0.05233476|[4609, 0, 0, 72]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      37|[1.5019445356560897, 0.1258351526804777, 0.336401309679863, 1.9340201766723208, -1.6811204485e-06, -9.4496779538e-06, 8.3025820529e-06, 4.2502924054e-06, -2.9478343883e-06, -6.1220451214e-06, -7.4433065001e-06, -1.4355789172e-06, 1.8776195273e-06, -8.0977949545e-06, -2.1433016868e-06, -3.5372687855e-06, -3.904878199e-06, -6.868552786e-07, 1.1531078907e-06, -6.0484065657e-06, -2.2082810927e-06, 2.0513983926e-06]| 12.1446828842163086|      0.05814974|[4737, 0, 0, 74]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
      38|[1.5019445356560897, 0.1258351526804777, 0.336401309679863, 1.9340201766723208, -1.6811204485e-06, -9.4496779538e-06, 8.3025820529e-06, 4.2502924054e-06, -2.9478343883e-06, -6.1220451214e-06, -7.4433065001e-06, -1.4355789172e-06, 1.8776195273e-06, -8.0977949545e-06, -2.1433016868e-06, -3.5372687855e-06, -3.904878199e-06, -6.868552786e-07, 1.1531078907e-06, -6.0484065657e-06, -2.2082810927e-06, 2.0513983926e-06]| 12.1446828842163086|      0.05233476|[4865, 0, 0, 76]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      39|[1.5019445356560897, 0.1258351526804777, 0.336401309679863, 1.9340201766723208, -1.6811204485e-06, -9.4496779538e-06, 8.3025820529e-06, 4.2502924054e-06, -2.9478343883e-06, -6.1220451214e-06, -7.4433065001e-06, -1.4355789172e-06, 1.8776195273e-06, -8.0977949545e-06, -2.1433016868e-06, -3.5372687855e-06, -3.904878199e-06, -6.868552786e-07, 1.1531078907e-06, -6.0484065657e-06, -2.2082810927e-06, 2.0513983926e-06]| 12.1446828842163086|      0.04710129|[4993, 0, 0, 78]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      40|[1.5019445356560897, 0.1258351526804777, 0.336401309679863, 1.9340201766723208, -1.6811204485e-06, -9.4496779538e-06, 8.3025820529e-06, 4.2502924054e-06, -2.9478343883e-06, -6.1220451214e-06, -7.4433065001e-06, -1.4355789172e-06, 1.8776195273e-06, -8.0977949545e-06, -2.1433016868e-06, -3.5372687855e-06, -3.904878199e-06, -6.868552786e-07, 1.1531078907e-06, -6.0484065657e-06, -2.2082810927e-06, 2.0513983926e-06]| 12.1446828842163086|      0.04239116|[5121, 0, 0, 80]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      41|[1.5019445356560897, 0.1258351526804777, 0.336401309679863, 1.9340201766723208, -1.6811204485e-06, -9.4496779538e-06, 8.3025820529e-06, 4.2502924054e-06, -2.9478343883e-06, -6.1220451214e-06, -7.4433065001e-06, -1.4355789172e-06, 1.8776195273e-06, -8.0977949545e-06, -2.1433016868e-06, -3.5372687855e-06, -3.904878199e-06, -6.868552786e-07, 1.1531078907e-06, -6.0484065657e-06, -2.2082810927e-06, 2.0513983926e-06]| 12.1446828842163086|      0.03815204|[5249, 0, 0, 82]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      42|[1.5019445356560897, 0.1258351526804777, 0.336401309679863, 1.9340201766723208, -1.6811204485e-06, -9.4496779538e-06, 8.3025820529e-06, 4.2502924054e-06, -2.9478343883e-06, -6.1220451214e-06, -7.4433065001e-06, -1.4355789172e-06, 1.8776195273e-06, -8.0977949545e-06, -2.1433016868e-06, -3.5372687855e-06, -3.904878199e-06, -6.868552786e-07, 1.1531078907e-06, -6.0484065657e-06, -2.2082810927e-06, 2.0513983926e-06]| 12.1446828842163086|      0.03433684|[5377, 0, 0, 84]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      43|[1.5019445356560897, 0.1258351526804777, 0.336401309679863, 1.9340201766723208, -1.6811204485e-06, -9.4496779538e-06, 8.3025820529e-06, 4.2502924054e-06, -2.9478343883e-06, -6.1220451214e-06, -7.4433065001e-06, -1.4355789172e-06, 1.8776195273e-06, -8.0977949545e-06, -2.1433016868e-06, -3.5372687855e-06, -3.904878199e-06, -6.868552786e-07, 1.1531078907e-06, -6.0484065657e-06, -2.2082810927e-06, 2.0513983926e-06]| 12.1446828842163086|      0.03090315|[5505, 0, 0, 86]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      44|[1.5019445356560897, 0.1258351526804777, 0.336401309679863, 1.9340201766723208, -1.6811204485e-06, -9.4496779538e-06, 8.3025820529e-06, 4.2502924054e-06, -2.9478343883e-06, -6.1220451214e-06, -7.4433065001e-06, -1.4355789172e-06, 1.8776195273e-06, -8.0977949545e-06, -2.1433016868e-06, -3.5372687855e-06, -3.904878199e-06, -6.868552786e-07, 1.1531078907e-06, -6.0484065657e-06, -2.2082810927e-06, 2.0513983926e-06]| 12.1446828842163086|      0.02781284|[5633, 0, 0, 88]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
