k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 3.0]                                                                      |889.3031475218829200|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.6946363049347228, 2.047764202659824]                                         | 99.4427566528320312|     10.00000000|[7, 2, 0, 2]                                                               |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       2|[1.6946363049347228, 2.047764202659824]                                         | 99.4427566528320312|      1.00000000|[12, 4, 0, 4]                                                              |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[1.6946363049347228, 2.047764202659824]                                         | 99.4427566528320312|      0.10000000|[17, 6, 0, 6]                                                              |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[1.6657510350691656, 1.9520268474383957]                                        | 75.5465011596679688|      1.00000000|[23, 8, 0, 8]                                                              |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      14|[1.1301145274177578, 0.8794467731385285]                                        |  0.0352669246494770|      0.01000000|[82, 29, 0, 29]                                                            |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      14|[1.1301145274177578, 0.8794467731385285]                                        |  0.0352669246494770|      0.01000000|[85, 30, 0, 30]                                                            |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      14|[1.1301145274177578, 0.8794467731385285]                                        |  0.0352669246494770|      0.01000000|[88, 31, 0, 31]                                                            |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      15|[1.125131041920331, 0.8881165408572704]                                         |  0.0306114237755537|      0.10000000|[94, 33, 0, 33]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      16|[1.125131041920331, 0.8881165408572704]                                         |  0.0306114237755537|      0.01000000|[99, 35, 0, 35]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      16|[1.125131041920331, 0.8881165408572704]                                         |  0.0306114237755537|      0.01000000|[102, 36, 0, 36]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      16|[1.125131041920331, 0.8881165408572704]                                         |  0.0306114237755537|      0.01000000|[105, 37, 0, 37]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      16|[1.125131041920331, 0.8881165408572704]                                         |  0.0306114237755537|      0.01000000|[108, 38, 0, 38]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      16|[1.125131041920331, 0.8881165408572704]                                         |  0.0306114237755537|      0.01000000|[111, 39, 0, 39]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      16|[1.125131041920331, 0.8881165408572704]                                         |  0.0306114237755537|      0.01000000|[114, 40, 0, 40]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      16|[1.125131041920331, 0.8881165408572704]                                         |  0.0306114237755537|      0.01000000|[117, 41, 0, 41]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      16|[1.125131041920331, 0.8881165408572704]                                         |  0.0306114237755537|      0.01000000|[120, 42, 0, 42]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      16|[1.125131041920331, 0.8881165408572704]                                         |  0.0306114237755537|      0.01000000|[123, 43, 0, 43]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      16|[1.125131041920331, 0.8881165408572704]                                         |  0.0306114237755537|      0.01000000|[126, 44, 0, 44]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      16|[1.125131041920331, 0.8881165408572704]                                         |  0.0306114237755537|      0.01000000|[129, 45, 0, 45]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      16|[1.125131041920331, 0.8881165408572704]                                         |  0.0306114237755537|      0.01000000|[132, 46, 0, 46]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      16|[1.125131041920331, 0.8881165408572704]                                         |  0.0306114237755537|      0.01000000|[135, 47, 0, 47]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      16|[1.125131041920331, 0.8881165408572704]                                         |  0.0306114237755537|      0.01000000|[138, 48, 0, 48]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      16|[1.125131041920331, 0.8881165408572704]                                         |  0.0306114237755537|      0.01000000|[141, 49, 0, 49]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      16|[1.125131041920331, 0.8881165408572704]                                         |  0.0306114237755537|      0.01000000|[144, 50, 0, 50]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      16|[1.125131041920331, 0.8881165408572704]                                         |  0.0306114237755537|      0.01000000|[147, 51, 0, 51]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      16|[1.125131041920331, 0.8881165408572704]                                         |  0.0306114237755537|      0.01000000|[150, 52, 0, 52]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      16|[1.125131041920331, 0.8881165408572704]                                         |  0.0306114237755537|      0.01000000|[153, 53, 0, 53]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      16|[1.125131041920331, 0.8881165408572704]                                         |  0.0306114237755537|      0.01000000|[156, 54, 0, 54]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      16|[1.125131041920331, 0.8881165408572704]                                         |  0.0306114237755537|      0.01000000|[159, 55, 0, 55]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      16|[1.125131041920331, 0.8881165408572704]                                         |  0.0306114237755537|      0.01000000|[162, 56, 0, 56]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      16|[1.125131041920331, 0.8881165408572704]                                         |  0.0306114237755537|      0.01000000|[165, 57, 0, 57]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      16|[1.125131041920331, 0.8881165408572704]                                         |  0.0306114237755537|      0.01000000|[168, 58, 0, 58]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      16|[1.125131041920331, 0.8881165408572704]                                         |  0.0306114237755537|      0.01000000|[171, 59, 0, 59]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      16|[1.125131041920331, 0.8881165408572704]                                         |  0.0306114237755537|      0.01000000|[174, 60, 0, 60]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      16|[1.125131041920331, 0.8881165408572704]                                         |  0.0306114237755537|      0.01000000|[177, 61, 0, 61]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      16|[1.125131041920331, 0.8881165408572704]                                         |  0.0306114237755537|      0.01000000|[180, 62, 0, 62]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      16|[1.125131041920331, 0.8881165408572704]                                         |  0.0306114237755537|      0.01000000|[183, 63, 0, 63]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      16|[1.125131041920331, 0.8881165408572704]                                         |  0.0306114237755537|      0.01000000|[186, 64, 0, 64]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      16|[1.125131041920331, 0.8881165408572704]                                         |  0.0306114237755537|      0.01000000|[189, 65, 0, 65]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      16|[1.125131041920331, 0.8881165408572704]                                         |  0.0306114237755537|      0.01000000|[192, 66, 0, 66]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      16|[1.125131041920331, 0.8881165408572704]                                         |  0.0306114237755537|      0.01000000|[195, 67, 0, 67]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      16|[1.125131041920331, 0.8881165408572704]                                         |  0.0306114237755537|      0.01000000|[198, 68, 0, 68]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      16|[1.125131041920331, 0.8881165408572704]                                         |  0.0306114237755537|      0.01000000|[201, 69, 0, 69]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      16|[1.125131041920331, 0.8881165408572704]                                         |  0.0306114237755537|      0.01000000|[204, 70, 0, 70]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      16|[1.125131041920331, 0.8881165408572704]                                         |  0.0306114237755537|      0.01000000|[207, 71, 0, 71]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      16|[1.125131041920331, 0.8881165408572704]                                         |  0.0306114237755537|      0.01000000|[210, 72, 0, 72]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      16|[1.125131041920331, 0.8881165408572704]                                         |  0.0306114237755537|      0.01000000|[213, 73, 0, 73]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      16|[1.125131041920331, 0.8881165408572704]                                         |  0.0306114237755537|      0.01000000|[216, 74, 0, 74]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      16|[1.125131041920331, 0.8881165408572704]                                         |  0.0306114237755537|      0.01000000|[219, 75, 0, 75]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      17|[1.125131041920331, 0.8881165408572704]                                         |  0.0306114237755537|      0.00100000|[225, 77, 0, 77]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      17|[1.125131041920331, 0.8881165408572704]                                         |  0.0306114237755537|      0.00100000|[228, 78, 0, 78]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      17|[1.125131041920331, 0.8881165408572704]                                         |  0.0306114237755537|      0.00100000|[231, 79, 0, 79]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      17|[1.125131041920331, 0.8881165408572704]                                         |  0.0306114237755537|      0.00100000|[234, 80, 0, 80]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
