k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0]                                                                      | 24.0625000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.9627928310498483, -0.27024056778918]                                         | 12.0766210556030273|      5.00000000|[7, 2, 0, 2]                                                               |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       2|[0.9627928310498483, -0.27024056778918]                                         | 12.0766210556030273|      1.00000000|[15, 5, 0, 5]                                                              |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[0.9627928310498483, -0.27024056778918]                                         | 12.0766210556030273|      0.20000000|[21, 7, 0, 7]                                                              |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      32|[0.5466039594292369, 0.617763554541973]                                         |  0.2835150063037872|      0.04000000|[207, 77, 0, 77]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      33|[0.5466039594292369, 0.617763554541973]                                         |  0.2835150063037872|      0.00800000|[213, 79, 0, 79]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      34|[0.548067549605421, 0.625628534122123]                                          |  0.2779355943202972|      0.04000000|[220, 82, 0, 82]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      35|[0.548067549605421, 0.625628534122123]                                          |  0.2779355943202972|      0.00800000|[227, 85, 0, 85]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      36|[0.5400971932774016, 0.6263165893556623]                                        |  0.2731509506702423|      0.04000000|[232, 87, 0, 87]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      37|[0.5102257663469926, 0.6529191804539232]                                        |  0.2518427670001984|      0.20000000|[240, 90, 0, 90]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      38|[0.5102257663469926, 0.6529191804539232]                                        |  0.2518427670001984|      0.04000000|[247, 93, 0, 93]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      39|[0.5102257663469926, 0.6529191804539232]                                        |  0.2518427670001984|      0.00800000|[254, 96, 0, 96]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      40|[0.5102257663469926, 0.6529191804539232]                                        |  0.2518427670001984|      0.00160000|[260, 98, 0, 98]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      41|[0.5108604080313758, 0.6543879316011374]                                        |  0.2502083480358124|      0.00800000|[266, 100, 0, 100]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      42|[0.5057136888258884, 0.6605125770129034]                                        |  0.2469375133514404|      0.04000000|[272, 102, 0, 102]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      43|[0.5057136888258884, 0.6605125770129034]                                        |  0.2469375133514404|      0.00800000|[280, 105, 0, 105]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      44|[0.5025031692851986, 0.6678400980315596]                                        |  0.2454193383455276|      0.04000000|[287, 108, 0, 108]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      45|[0.5025031692851986, 0.6678400980315596]                                        |  0.2454193383455276|      0.00800000|[295, 111, 0, 111]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      46|[0.4952399286356115, 0.6711935045482508]                                        |  0.2429317235946655|      0.04000000|[301, 113, 0, 113]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      47|[0.4952399286356115, 0.6711935045482508]                                        |  0.2429317235946655|      0.00800000|[308, 116, 0, 116]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      48|[0.490023978207851, 0.6772592989014369]                                         |  0.2415409684181213|      0.04000000|[314, 118, 0, 118]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      49|[0.490023978207851, 0.6772592989014369]                                         |  0.2415409684181213|      0.00800000|[322, 121, 0, 121]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      50|[0.490023978207851, 0.6772592989014369]                                         |  0.2415409684181213|      0.00160000|[329, 124, 0, 124]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      51|[0.4886487459280364, 0.6780770618111827]                                        |  0.2413716316223145|      0.00800000|[334, 126, 0, 126]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      52|[0.4840219449806775, 0.6846033711046133]                                        |  0.2408628910779953|      0.04000000|[342, 129, 0, 129]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      53|[0.4840219449806775, 0.6846033711046133]                                        |  0.2408628910779953|      0.00800000|[349, 132, 0, 132]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      54|[0.4840219449806775, 0.6846033711046133]                                        |  0.2408628910779953|      0.00160000|[357, 135, 0, 135]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      55|[0.4824432064033553, 0.6843434009054085]                                        |  0.2406478226184845|      0.00800000|[362, 137, 0, 137]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      56|[0.4824432064033553, 0.6843434009054085]                                        |  0.2406478226184845|      0.00160000|[370, 140, 0, 140]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      57|[0.4814589690064546, 0.6856048590880456]                                        |  0.2405707687139511|      0.00800000|[378, 143, 0, 143]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      58|[0.4814589690064546, 0.6856048590880456]                                        |  0.2405707687139511|      0.00160000|[384, 145, 0, 145]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      59|[0.4814589690064546, 0.6856048590880456]                                        |  0.2405707687139511|      0.00032000|[391, 148, 0, 148]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      60|[0.4814589690064546, 0.6856048590880456]                                        |  0.2405707687139511|      0.00006400|[397, 150, 0, 150]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      61|[0.4814698771880648, 0.6856679226399116]                                        |  0.2405673861503601|      0.00032000|[402, 152, 0, 152]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      62|[0.4814300090580736, 0.6859854293834794]                                        |  0.2405610680580139|      0.00160000|[407, 154, 0, 154]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      63|[0.4814300090580736, 0.6859854293834794]                                        |  0.2405610680580139|      0.00032000|[414, 157, 0, 157]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      64|[0.481188908734707, 0.6861958352628471]                                         |  0.2405514717102051|      0.00160000|[419, 159, 0, 159]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      65|[0.4800359612482106, 0.6873052099035261]                                        |  0.2405199408531189|      0.00800000|[427, 162, 0, 162]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
