k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 3.0, -8.0]                                                                |148.9993291872793577|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.951501376384468, 2.0080419418278086, -7.883093651435629]                     | 41.2925186157226562|      1.11111111|[6, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[1.951501376384468, 2.0080419418278086, -7.883093651435629]                     | 41.2925186157226562|      1.00000000|[12, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[2.585762901606531, 1.2809351420969164, -8.14582549078534]                      | 16.2220954895019531|      1.11111111|[17, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       4|[2.585762901606531, 1.2809351420969164, -8.14582549078534]                      | 16.2220954895019531|      1.00000000|[22, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[2.585762901606531, 1.2809351420969164, -8.14582549078534]                      | 16.2220954895019531|      0.90000000|[27, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[2.585762901606531, 1.2809351420969164, -8.14582549078534]                      | 16.2220954895019531|      0.81000000|[32, 12, 0, 12]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      17|[1.6775595020252585, 0.008207512969457, -7.928542321464148]                     |  3.8135538101196289|      0.47829690|[91, 34, 0, 34]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      18|[1.6775595020252585, 0.008207512969457, -7.928542321464148]                     |  3.8135538101196289|      0.43046721|[97, 36, 0, 36]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      19|[1.6775595020252585, 0.008207512969457, -7.928542321464148]                     |  3.8135538101196289|      0.38742049|[103, 38, 0, 38]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      20|[1.6775595020252585, 0.008207512969457, -7.928542321464148]                     |  3.8135538101196289|      0.34867844|[108, 40, 0, 40]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      21|[1.333397004223228, -0.0457095083055084, -7.943434752900004]                    |  2.7791404724121094|      0.38742049|[113, 42, 0, 42]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      22|[1.333397004223228, -0.0457095083055084, -7.943434752900004]                    |  2.7791404724121094|      0.34867844|[118, 44, 0, 44]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      23|[1.333397004223228, -0.0457095083055084, -7.943434752900004]                    |  2.7791404724121094|      0.31381060|[124, 46, 0, 46]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      24|[1.333397004223228, -0.0457095083055084, -7.943434752900004]                    |  2.7791404724121094|      0.28242954|[129, 48, 0, 48]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      25|[1.333397004223228, -0.0457095083055084, -7.943434752900004]                    |  2.7791404724121094|      0.25418658|[134, 50, 0, 50]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      26|[1.333397004223228, -0.0457095083055084, -7.943434752900004]                    |  2.7791404724121094|      0.22876792|[140, 52, 0, 52]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      27|[1.333397004223228, -0.0457095083055084, -7.943434752900004]                    |  2.7791404724121094|      0.20589113|[146, 54, 0, 54]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      28|[1.1334940817870454, -0.0251823834624778, -7.988252350140021]                   |  2.2847328186035156|      0.22876792|[152, 56, 0, 56]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      29|[1.1334940817870454, -0.0251823834624778, -7.988252350140021]                   |  2.2847328186035156|      0.20589113|[158, 58, 0, 58]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      30|[0.9307759847811562, -0.016427695935799, -8.023179229013424]                    |  1.8659495115280151|      0.22876792|[164, 60, 0, 60]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      31|[0.9307759847811562, -0.016427695935799, -8.023179229013424]                    |  1.8659495115280151|      0.20589113|[170, 62, 0, 62]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      32|[0.9307759847811562, -0.016427695935799, -8.023179229013424]                    |  1.8659495115280151|      0.18530202|[175, 64, 0, 64]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      33|[0.9307759847811562, -0.016427695935799, -8.023179229013424]                    |  1.8659495115280151|      0.16677182|[180, 66, 0, 66]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      34|[0.9307759847811562, -0.016427695935799, -8.023179229013424]                    |  1.8659495115280151|      0.15009464|[186, 68, 0, 68]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      35|[0.781098420515231, -0.0079592561016143, -8.030480723869537]                    |  1.6095263957977295|      0.16677182|[192, 70, 0, 70]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      36|[0.6146841696261499, -0.0176639542156729, -8.025485237916165]                   |  1.3774837255477905|      0.18530202|[197, 72, 0, 72]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      37|[0.6146841696261499, -0.0176639542156729, -8.025485237916165]                   |  1.3774837255477905|      0.16677182|[203, 74, 0, 74]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      38|[0.6146841696261499, -0.0176639542156729, -8.025485237916165]                   |  1.3774837255477905|      0.15009464|[209, 76, 0, 76]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      39|[0.6146841696261499, -0.0176639542156729, -8.025485237916165]                   |  1.3774837255477905|      0.13508517|[214, 78, 0, 78]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      40|[0.6146841696261499, -0.0176639542156729, -8.025485237916165]                   |  1.3774837255477905|      0.12157665|[219, 80, 0, 80]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      41|[0.6146841696261499, -0.0176639542156729, -8.025485237916165]                   |  1.3774837255477905|      0.10941899|[225, 82, 0, 82]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      42|[0.6146841696261499, -0.0176639542156729, -8.025485237916165]                   |  1.3774837255477905|      0.09847709|[231, 84, 0, 84]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      43|[0.5167789085274408, -0.01040337562178, -8.033204120319127]                     |  1.2665175199508667|      0.10941899|[236, 86, 0, 86]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      44|[0.5167789085274408, -0.01040337562178, -8.033204120319127]                     |  1.2665175199508667|      0.09847709|[241, 88, 0, 88]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      45|[0.5167789085274408, -0.01040337562178, -8.033204120319127]                     |  1.2665175199508667|      0.08862938|[246, 90, 0, 90]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      46|[0.4324822672590915, 0.0049666174539532, -8.010554467010387]                    |  1.1864020824432373|      0.09847709|[251, 92, 0, 92]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      47|[0.4324822672590915, 0.0049666174539532, -8.010554467010387]                    |  1.1864020824432373|      0.08862938|[257, 94, 0, 94]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      48|[0.3448488923217147, -0.0082079014333386, -8.009143488466083]                   |  1.1183223724365234|      0.09847709|[263, 96, 0, 96]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      49|[0.3448488923217147, -0.0082079014333386, -8.009143488466083]                   |  1.1183223724365234|      0.08862938|[269, 98, 0, 98]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      50|[0.3448488923217147, -0.0082079014333386, -8.009143488466083]                   |  1.1183223724365234|      0.07976644|[275, 100, 0, 100]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      51|[0.3448488923217147, -0.0082079014333386, -8.009143488466083]                   |  1.1183223724365234|      0.07178980|[280, 102, 0, 102]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      52|[0.3448488923217147, -0.0082079014333386, -8.009143488466083]                   |  1.1183223724365234|      0.06461082|[286, 104, 0, 104]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      53|[0.2809776990750395, -0.0094793411791691, -8.01880847848925]                    |  1.0783783197402954|      0.07178980|[292, 106, 0, 106]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      54|[0.2809776990750395, -0.0094793411791691, -8.01880847848925]                    |  1.0783783197402954|      0.06461082|[297, 108, 0, 108]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      55|[0.2809776990750395, -0.0094793411791691, -8.01880847848925]                    |  1.0783783197402954|      0.05814974|[302, 110, 0, 110]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      56|[0.2809776990750395, -0.0094793411791691, -8.01880847848925]                    |  1.0783783197402954|      0.05233476|[307, 112, 0, 112]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      57|[0.2809776990750395, -0.0094793411791691, -8.01880847848925]                    |  1.0783783197402954|      0.04710129|[313, 114, 0, 114]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      58|[0.2339093945461186, -0.00771719787233, -8.018780296913942]                     |  1.0541138648986816|      0.05233476|[318, 116, 0, 116]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      59|[0.2339093945461186, -0.00771719787233, -8.018780296913942]                     |  1.0541138648986816|      0.04710129|[323, 118, 0, 118]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      60|[0.2339093945461186, -0.00771719787233, -8.018780296913942]                     |  1.0541138648986816|      0.04239116|[329, 120, 0, 120]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      61|[0.2339093945461186, -0.00771719787233, -8.018780296913942]                     |  1.0541138648986816|      0.03815204|[335, 122, 0, 122]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      62|[0.2339093945461186, -0.00771719787233, -8.018780296913942]                     |  1.0541138648986816|      0.03433684|[341, 124, 0, 124]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      63|[0.2012022744647016, 0.0013857914355098, -8.013642365480477]                    |  1.0398225784301758|      0.03815204|[346, 126, 0, 126]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      64|[0.1641134103650085, 0.0094201958746712, -8.00971262655363]                     |  1.0263593196868896|      0.04239116|[352, 128, 0, 128]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      65|[0.1641134103650085, 0.0094201958746712, -8.00971262655363]                     |  1.0263593196868896|      0.03815204|[358, 130, 0, 130]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      66|[0.1641134103650085, 0.0094201958746712, -8.00971262655363]                     |  1.0263593196868896|      0.03433684|[364, 132, 0, 132]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      67|[0.1641134103650085, 0.0094201958746712, -8.00971262655363]                     |  1.0263593196868896|      0.03090315|[370, 134, 0, 134]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      68|[0.1641134103650085, 0.0094201958746712, -8.00971262655363]                     |  1.0263593196868896|      0.02781284|[376, 136, 0, 136]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      69|[0.1385989887620565, 0.0033878002687065, -8.018995864332842]                    |  1.0185630321502686|      0.03090315|[381, 138, 0, 138]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      70|[0.1385989887620565, 0.0033878002687065, -8.018995864332842]                    |  1.0185630321502686|      0.02781284|[386, 140, 0, 140]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      71|[0.1385989887620565, 0.0033878002687065, -8.018995864332842]                    |  1.0185630321502686|      0.02503156|[392, 142, 0, 142]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      72|[0.1137782972614924, 0.0042930996192198, -8.015882593586893]                    |  1.0123038291931152|      0.02781284|[397, 144, 0, 144]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      73|[0.1137782972614924, 0.0042930996192198, -8.015882593586893]                    |  1.0123038291931152|      0.02503156|[403, 146, 0, 146]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      74|[0.1137782972614924, 0.0042930996192198, -8.015882593586893]                    |  1.0123038291931152|      0.02252840|[409, 148, 0, 148]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      75|[0.0913500710659714, 0.0063507737569831, -8.016401662871038]                    |  1.0077258348464966|      0.02503156|[415, 150, 0, 150]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      76|[0.0913500710659714, 0.0063507737569831, -8.016401662871038]                    |  1.0077258348464966|      0.02252840|[421, 152, 0, 152]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      77|[0.0913500710659714, 0.0063507737569831, -8.016401662871038]                    |  1.0077258348464966|      0.02027556|[426, 154, 0, 154]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      78|[0.0913500710659714, 0.0063507737569831, -8.016401662871038]                    |  1.0077258348464966|      0.01824800|[431, 156, 0, 156]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      79|[0.0913500710659714, 0.0063507737569831, -8.016401662871038]                    |  1.0077258348464966|      0.01642320|[436, 158, 0, 158]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      80|[0.0749573013173227, 0.0062735824540844, -8.015405295940058]                    |  1.0049978494644165|      0.01824800|[442, 160, 0, 160]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
