k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[3.0, 0.1]                                                                      | 87.6860481455954357|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[2.1386365319100387, -0.40798914933297]                                         | 16.5122909545898438|      1.11111111|[7, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
      12|[-0.1467681898921543, -0.577680835971113]                                       |  0.9168167710304260|      0.65610000|[68, 24, 0, 24]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      13|[-0.1467681898921543, -0.577680835971113]                                       |  0.9168167710304260|      0.59049000|[74, 26, 0, 26]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      14|[-0.1467681898921543, -0.577680835971113]                                       |  0.9168167710304260|      0.53144100|[80, 28, 0, 28]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      15|[-0.1467681898921543, -0.577680835971113]                                       |  0.9168167710304260|      0.47829690|[85, 30, 0, 30]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      16|[-0.1467681898921543, -0.577680835971113]                                       |  0.9168167710304260|      0.43046721|[90, 32, 0, 32]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      17|[-0.1467681898921543, -0.577680835971113]                                       |  0.9168167710304260|      0.38742049|[95, 34, 0, 34]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      18|[-0.1467681898921543, -0.577680835971113]                                       |  0.9168167710304260|      0.34867844|[100, 36, 0, 36]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      19|[0.1973250450521903, -0.6340412853669916]                                       |  0.7872409224510193|      0.38742049|[106, 38, 0, 38]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      20|[0.1973250450521903, -0.6340412853669916]                                       |  0.7872409224510193|      0.34867844|[111, 40, 0, 40]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      21|[0.1973250450521903, -0.6340412853669916]                                       |  0.7872409224510193|      0.31381060|[116, 42, 0, 42]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      22|[0.1973250450521903, -0.6340412853669916]                                       |  0.7872409224510193|      0.28242954|[121, 44, 0, 44]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      23|[0.1973250450521903, -0.6340412853669916]                                       |  0.7872409224510193|      0.25418658|[126, 46, 0, 46]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      24|[0.1973250450521903, -0.6340412853669916]                                       |  0.7872409224510193|      0.22876792|[131, 48, 0, 48]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      25|[0.1973250450521903, -0.6340412853669916]                                       |  0.7872409224510193|      0.20589113|[136, 50, 0, 50]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      26|[0.1973250450521903, -0.6340412853669916]                                       |  0.7872409224510193|      0.18530202|[142, 52, 0, 52]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      27|[0.1973250450521903, -0.6340412853669916]                                       |  0.7872409224510193|      0.16677182|[147, 54, 0, 54]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      28|[0.1973250450521903, -0.6340412853669916]                                       |  0.7872409224510193|      0.15009464|[152, 56, 0, 56]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      29|[0.1973250450521903, -0.6340412853669916]                                       |  0.7872409224510193|      0.13508517|[158, 58, 0, 58]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      30|[0.1973250450521903, -0.6340412853669916]                                       |  0.7872409224510193|      0.12157665|[163, 60, 0, 60]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      31|[0.1973250450521903, -0.6340412853669916]                                       |  0.7872409224510193|      0.10941899|[169, 62, 0, 62]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      32|[0.1026924997366421, -0.6889702990998335]                                       |  0.7781284451484680|      0.12157665|[174, 64, 0, 64]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      33|[0.1026924997366421, -0.6889702990998335]                                       |  0.7781284451484680|      0.10941899|[180, 66, 0, 66]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      34|[0.1026924997366421, -0.6889702990998335]                                       |  0.7781284451484680|      0.09847709|[186, 68, 0, 68]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      35|[0.1026924997366421, -0.6889702990998335]                                       |  0.7781284451484680|      0.08862938|[191, 70, 0, 70]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      36|[0.1026924997366421, -0.6889702990998335]                                       |  0.7781284451484680|      0.07976644|[196, 72, 0, 72]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      37|[0.1026924997366421, -0.6889702990998335]                                       |  0.7781284451484680|      0.07178980|[201, 74, 0, 74]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      38|[0.1026924997366421, -0.6889702990998335]                                       |  0.7781284451484680|      0.06461082|[206, 76, 0, 76]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      39|[0.1576030858495682, -0.7230200487415597]                                       |  0.7748994827270508|      0.07178980|[211, 78, 0, 78]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      40|[0.1576030858495682, -0.7230200487415597]                                       |  0.7748994827270508|      0.06461082|[216, 80, 0, 80]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      41|[0.1576030858495682, -0.7230200487415597]                                       |  0.7748994827270508|      0.05814974|[221, 82, 0, 82]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      42|[0.1576030858495682, -0.7230200487415597]                                       |  0.7748994827270508|      0.05233476|[226, 84, 0, 84]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      43|[0.1576030858495682, -0.7230200487415597]                                       |  0.7748994827270508|      0.04710129|[231, 86, 0, 86]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      44|[0.1513555030013758, -0.6763349446609513]                                       |  0.7737961411476135|      0.05233476|[237, 88, 0, 88]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      45|[0.1513555030013758, -0.6763349446609513]                                       |  0.7737961411476135|      0.04710129|[243, 90, 0, 90]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      46|[0.1513555030013758, -0.6763349446609513]                                       |  0.7737961411476135|      0.04239116|[248, 92, 0, 92]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      47|[0.1513555030013758, -0.6763349446609513]                                       |  0.7737961411476135|      0.03815204|[253, 94, 0, 94]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      48|[0.1513555030013758, -0.6763349446609513]                                       |  0.7737961411476135|      0.03433684|[258, 96, 0, 96]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      49|[0.1513555030013758, -0.6763349446609513]                                       |  0.7737961411476135|      0.03090315|[264, 98, 0, 98]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      50|[0.1513555030013758, -0.6763349446609513]                                       |  0.7737961411476135|      0.02781284|[270, 100, 0, 100]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      51|[0.1513555030013758, -0.6763349446609513]                                       |  0.7737961411476135|      0.02503156|[276, 102, 0, 102]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      52|[0.1484874881780656, -0.7012016541173928]                                       |  0.7734686136245728|      0.02781284|[281, 104, 0, 104]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      53|[0.1484874881780656, -0.7012016541173928]                                       |  0.7734686136245728|      0.02503156|[286, 106, 0, 106]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      54|[0.1484874881780656, -0.7012016541173928]                                       |  0.7734686136245728|      0.02252840|[291, 108, 0, 108]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      55|[0.1484874881780656, -0.7012016541173928]                                       |  0.7734686136245728|      0.02027556|[296, 110, 0, 110]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      56|[0.1484874881780656, -0.7012016541173928]                                       |  0.7734686136245728|      0.01824800|[301, 112, 0, 112]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      57|[0.1484874881780656, -0.7012016541173928]                                       |  0.7734686136245728|      0.01642320|[307, 114, 0, 114]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      58|[0.164844418324412, -0.6997277335706348]                                        |  0.7733395099639893|      0.01824800|[312, 116, 0, 116]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      59|[0.164844418324412, -0.6997277335706348]                                        |  0.7733395099639893|      0.01642320|[318, 118, 0, 118]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      60|[0.164844418324412, -0.6997277335706348]                                        |  0.7733395099639893|      0.01478088|[323, 120, 0, 120]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      61|[0.164844418324412, -0.6997277335706348]                                        |  0.7733395099639893|      0.01330279|[329, 122, 0, 122]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      62|[0.164844418324412, -0.6997277335706348]                                        |  0.7733395099639893|      0.01197252|[334, 124, 0, 124]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      63|[0.1534810015981274, -0.6959576035859426]                                       |  0.7732152938842773|      0.01330279|[339, 126, 0, 126]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      64|[0.1534810015981274, -0.6959576035859426]                                       |  0.7732152938842773|      0.01197252|[344, 128, 0, 128]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      65|[0.1534810015981274, -0.6959576035859426]                                       |  0.7732152938842773|      0.01077526|[349, 130, 0, 130]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      66|[0.1534810015981274, -0.6959576035859426]                                       |  0.7732152938842773|      0.00969774|[354, 132, 0, 132]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      67|[0.1534810015981274, -0.6959576035859426]                                       |  0.7732152938842773|      0.00872796|[359, 134, 0, 134]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      68|[0.1534810015981274, -0.6959576035859426]                                       |  0.7732152938842773|      0.00785517|[365, 136, 0, 136]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      69|[0.1534810015981274, -0.6959576035859426]                                       |  0.7732152938842773|      0.00706965|[371, 138, 0, 138]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      70|[0.1534810015981274, -0.6959576035859426]                                       |  0.7732152938842773|      0.00636269|[377, 140, 0, 140]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      71|[0.1534810015981274, -0.6959576035859426]                                       |  0.7732152938842773|      0.00572642|[382, 142, 0, 142]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      72|[0.1534810015981274, -0.6959576035859426]                                       |  0.7732152938842773|      0.00515378|[387, 144, 0, 144]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      73|[0.1534810015981274, -0.6959576035859426]                                       |  0.7732152938842773|      0.00463840|[393, 146, 0, 146]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      74|[0.1534810015981274, -0.6959576035859426]                                       |  0.7732152938842773|      0.00417456|[398, 148, 0, 148]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      75|[0.1534810015981274, -0.6959576035859426]                                       |  0.7732152938842773|      0.00375710|[404, 150, 0, 150]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      76|[0.1552670934089379, -0.6926522000660114]                                       |  0.7732063531875610|      0.00417456|[409, 152, 0, 152]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      77|[0.1552670934089379, -0.6926522000660114]                                       |  0.7732063531875610|      0.00375710|[414, 154, 0, 154]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      78|[0.1552670934089379, -0.6926522000660114]                                       |  0.7732063531875610|      0.00338139|[419, 156, 0, 156]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      79|[0.1556743756433791, -0.6960089741802981]                                       |  0.7732030153274536|      0.00375710|[424, 158, 0, 158]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      80|[0.1556743756433791, -0.6960089741802981]                                       |  0.7732030153274536|      0.00338139|[430, 160, 0, 160]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
