k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      0.90000000|[6, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      54|[0.543373732047588, 9.941836882600189, 1.285286408294399]                       |  0.0648479908704758|      0.03433684|[297, 108, 0, 108]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      55|[0.543373732047588, 9.941836882600189, 1.285286408294399]                       |  0.0648479908704758|      0.03090315|[302, 110, 0, 110]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      56|[0.5626926059221257, 9.949133603329505, 1.2622963250058394]                     |  0.0565111488103867|      0.03433684|[307, 112, 0, 112]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      57|[0.5626926059221257, 9.949133603329505, 1.2622963250058394]                     |  0.0565111488103867|      0.03090315|[313, 114, 0, 114]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      58|[0.5626926059221257, 9.949133603329505, 1.2622963250058394]                     |  0.0565111488103867|      0.02781284|[318, 116, 0, 116]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      59|[0.5626926059221257, 9.949133603329505, 1.2622963250058394]                     |  0.0565111488103867|      0.02503156|[323, 118, 0, 118]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      60|[0.5822217857519191, 9.949891378928205, 1.2466561312878766]                     |  0.0501608774065971|      0.02781284|[329, 120, 0, 120]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      61|[0.5822217857519191, 9.949891378928205, 1.2466561312878766]                     |  0.0501608774065971|      0.02503156|[335, 122, 0, 122]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      62|[0.5822217857519191, 9.949891378928205, 1.2466561312878766]                     |  0.0501608774065971|      0.02252840|[341, 124, 0, 124]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      63|[0.6013123515545192, 9.949234895108342, 1.2347125927675189]                     |  0.0448370426893234|      0.02503156|[346, 126, 0, 126]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      64|[0.6013123515545192, 9.949234895108342, 1.2347125927675189]                     |  0.0448370426893234|      0.02252840|[352, 128, 0, 128]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      65|[0.6013123515545192, 9.949234895108342, 1.2347125927675189]                     |  0.0448370426893234|      0.02027556|[358, 130, 0, 130]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      66|[0.6147942116517813, 9.952902798711987, 1.220019592795494]                      |  0.0406179204583168|      0.02252840|[364, 132, 0, 132]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      67|[0.6327363106392998, 9.96263030957808, 1.2104809659378921]                      |  0.0362421311438084|      0.02503156|[370, 134, 0, 134]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      68|[0.6327363106392998, 9.96263030957808, 1.2104809659378921]                      |  0.0362421311438084|      0.02252840|[376, 136, 0, 136]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      69|[0.6327363106392998, 9.96263030957808, 1.2104809659378921]                      |  0.0362421311438084|      0.02027556|[381, 138, 0, 138]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      70|[0.6327363106392998, 9.96263030957808, 1.2104809659378921]                      |  0.0362421311438084|      0.01824800|[386, 140, 0, 140]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      71|[0.6495408100704795, 9.963781966620838, 1.2034615556026174]                     |  0.0327365808188915|      0.02027556|[392, 142, 0, 142]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      72|[0.6495408100704795, 9.963781966620838, 1.2034615556026174]                     |  0.0327365808188915|      0.01824800|[397, 144, 0, 144]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      73|[0.6571230658481173, 9.961560761545623, 1.1870126868917321]                     |  0.0303064808249474|      0.02027556|[403, 146, 0, 146]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      74|[0.6769089876357642, 9.96190301511538, 1.1914283950130649]                      |  0.0276591815054417|      0.02252840|[409, 148, 0, 148]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      75|[0.6769089876357642, 9.96190301511538, 1.1914283950130649]                      |  0.0276591815054417|      0.02027556|[415, 150, 0, 150]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      76|[0.6769089876357642, 9.96190301511538, 1.1914283950130649]                      |  0.0276591815054417|      0.01824800|[421, 152, 0, 152]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      77|[0.6769089876357642, 9.96190301511538, 1.1914283950130649]                      |  0.0276591815054417|      0.01642320|[426, 154, 0, 154]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      78|[0.6769089876357642, 9.96190301511538, 1.1914283950130649]                      |  0.0276591815054417|      0.01478088|[431, 156, 0, 156]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      79|[0.6769089876357642, 9.96190301511538, 1.1914283950130649]                      |  0.0276591815054417|      0.01330279|[436, 158, 0, 158]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      80|[0.6859717193245793, 9.96765714480317, 1.1835721089120725]                      |  0.0255769565701485|      0.01478088|[442, 160, 0, 160]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
