k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 3.0]                                                                      |889.3031475218829200|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[2.0, 3.0]                                                                      |889.3031475218829200|      0.50000000|[7, 2, 0, 2]                                                               |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[1.9489468649915829, 2.502613251678523]                                         |329.2785339355468750|      1.00000000|[12, 4, 0, 4]                                                              |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       3|[1.9489468649915829, 2.502613251678523]                                         |329.2785339355468750|      0.50000000|[17, 6, 0, 6]                                                              |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[1.7862951914018546, 2.029808394386997]                                         |101.4510498046875000|      1.00000000|[23, 8, 0, 8]                                                              |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      15|[0.4889107277216382, 1.1883750550611039]                                        |  0.1989568322896957|      0.03125000|[102, 36, 0, 36]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      15|[0.4889107277216382, 1.1883750550611039]                                        |  0.1989568322896957|      0.03125000|[105, 37, 0, 37]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      15|[0.4889107277216382, 1.1883750550611039]                                        |  0.1989568322896957|      0.03125000|[108, 38, 0, 38]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      15|[0.4889107277216382, 1.1883750550611039]                                        |  0.1989568322896957|      0.03125000|[111, 39, 0, 39]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      15|[0.4889107277216382, 1.1883750550611039]                                        |  0.1989568322896957|      0.03125000|[114, 40, 0, 40]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      15|[0.4889107277216382, 1.1883750550611039]                                        |  0.1989568322896957|      0.03125000|[117, 41, 0, 41]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      15|[0.4889107277216382, 1.1883750550611039]                                        |  0.1989568322896957|      0.03125000|[120, 42, 0, 42]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      15|[0.4889107277216382, 1.1883750550611039]                                        |  0.1989568322896957|      0.03125000|[123, 43, 0, 43]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      15|[0.4889107277216382, 1.1883750550611039]                                        |  0.1989568322896957|      0.03125000|[126, 44, 0, 44]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      15|[0.4889107277216382, 1.1883750550611039]                                        |  0.1989568322896957|      0.03125000|[129, 45, 0, 45]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      15|[0.4889107277216382, 1.1883750550611039]                                        |  0.1989568322896957|      0.03125000|[132, 46, 0, 46]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      15|[0.4889107277216382, 1.1883750550611039]                                        |  0.1989568322896957|      0.03125000|[135, 47, 0, 47]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      15|[0.4889107277216382, 1.1883750550611039]                                        |  0.1989568322896957|      0.03125000|[138, 48, 0, 48]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      15|[0.4889107277216382, 1.1883750550611039]                                        |  0.1989568322896957|      0.03125000|[141, 49, 0, 49]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      15|[0.4889107277216382, 1.1883750550611039]                                        |  0.1989568322896957|      0.03125000|[144, 50, 0, 50]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      15|[0.4889107277216382, 1.1883750550611039]                                        |  0.1989568322896957|      0.03125000|[147, 51, 0, 51]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      15|[0.4889107277216382, 1.1883750550611039]                                        |  0.1989568322896957|      0.03125000|[150, 52, 0, 52]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      15|[0.4889107277216382, 1.1883750550611039]                                        |  0.1989568322896957|      0.03125000|[153, 53, 0, 53]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      15|[0.4889107277216382, 1.1883750550611039]                                        |  0.1989568322896957|      0.03125000|[156, 54, 0, 54]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      15|[0.4889107277216382, 1.1883750550611039]                                        |  0.1989568322896957|      0.03125000|[159, 55, 0, 55]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      15|[0.4889107277216382, 1.1883750550611039]                                        |  0.1989568322896957|      0.03125000|[162, 56, 0, 56]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      15|[0.4889107277216382, 1.1883750550611039]                                        |  0.1989568322896957|      0.03125000|[165, 57, 0, 57]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      15|[0.4889107277216382, 1.1883750550611039]                                        |  0.1989568322896957|      0.03125000|[168, 58, 0, 58]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      15|[0.4889107277216382, 1.1883750550611039]                                        |  0.1989568322896957|      0.03125000|[171, 59, 0, 59]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      15|[0.4889107277216382, 1.1883750550611039]                                        |  0.1989568322896957|      0.03125000|[174, 60, 0, 60]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      15|[0.4889107277216382, 1.1883750550611039]                                        |  0.1989568322896957|      0.03125000|[177, 61, 0, 61]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      15|[0.4889107277216382, 1.1883750550611039]                                        |  0.1989568322896957|      0.03125000|[180, 62, 0, 62]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      15|[0.4889107277216382, 1.1883750550611039]                                        |  0.1989568322896957|      0.03125000|[183, 63, 0, 63]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      15|[0.4889107277216382, 1.1883750550611039]                                        |  0.1989568322896957|      0.03125000|[186, 64, 0, 64]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      15|[0.4889107277216382, 1.1883750550611039]                                        |  0.1989568322896957|      0.03125000|[189, 65, 0, 65]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      15|[0.4889107277216382, 1.1883750550611039]                                        |  0.1989568322896957|      0.03125000|[192, 66, 0, 66]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      15|[0.4889107277216382, 1.1883750550611039]                                        |  0.1989568322896957|      0.03125000|[195, 67, 0, 67]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      15|[0.4889107277216382, 1.1883750550611039]                                        |  0.1989568322896957|      0.03125000|[198, 68, 0, 68]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      15|[0.4889107277216382, 1.1883750550611039]                                        |  0.1989568322896957|      0.03125000|[201, 69, 0, 69]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      15|[0.4889107277216382, 1.1883750550611039]                                        |  0.1989568322896957|      0.03125000|[204, 70, 0, 70]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      15|[0.4889107277216382, 1.1883750550611039]                                        |  0.1989568322896957|      0.03125000|[207, 71, 0, 71]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      15|[0.4889107277216382, 1.1883750550611039]                                        |  0.1989568322896957|      0.03125000|[210, 72, 0, 72]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      16|[0.4889107277216382, 1.1883750550611039]                                        |  0.1989568322896957|      0.01562500|[215, 74, 0, 74]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      16|[0.4889107277216382, 1.1883750550611039]                                        |  0.1989568322896957|      0.01562500|[218, 75, 0, 75]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      16|[0.4889107277216382, 1.1883750550611039]                                        |  0.1989568322896957|      0.01562500|[221, 76, 0, 76]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      16|[0.4889107277216382, 1.1883750550611039]                                        |  0.1989568322896957|      0.01562500|[224, 77, 0, 77]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      16|[0.4889107277216382, 1.1883750550611039]                                        |  0.1989568322896957|      0.01562500|[227, 78, 0, 78]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      16|[0.4889107277216382, 1.1883750550611039]                                        |  0.1989568322896957|      0.01562500|[230, 79, 0, 79]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      16|[0.4889107277216382, 1.1883750550611039]                                        |  0.1989568322896957|      0.01562500|[233, 80, 0, 80]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
