k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0]                                                                      |  6.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 1.0]                                                                      |  6.0000000000000000|      0.50000000|[7, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      18|[1.2862507261180574, 0.5162864505061017]                                        |  2.9443542957305908|      0.06250000|[100, 36, 0, 36]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      19|[1.3139656165328522, 0.4602673925945666]                                        |  2.7027280330657959|      0.12500000|[106, 38, 0, 38]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      20|[1.3139656165328522, 0.4602673925945666]                                        |  2.7027280330657959|      0.06250000|[111, 40, 0, 40]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      21|[1.3424569989534796, 0.4046392420971651]                                        |  2.4761662483215332|      0.12500000|[116, 42, 0, 42]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      22|[1.3424569989534796, 0.4046392420971651]                                        |  2.4761662483215332|      0.06250000|[121, 44, 0, 44]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      23|[1.3690063465785791, 0.3480584844079858]                                        |  2.2636487483978271|      0.12500000|[126, 46, 0, 46]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      24|[1.3690063465785791, 0.3480584844079858]                                        |  2.2636487483978271|      0.06250000|[131, 48, 0, 48]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      25|[1.3954380786033758, 0.2914226870518141]                                        |  2.0643081665039062|      0.12500000|[136, 50, 0, 50]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      26|[1.3954380786033758, 0.2914226870518141]                                        |  2.0643081665039062|      0.06250000|[142, 52, 0, 52]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      27|[1.4212231455976327, 0.2344895655837119]                                        |  1.8773663043975830|      0.12500000|[147, 54, 0, 54]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      28|[1.4212231455976327, 0.2344895655837119]                                        |  1.8773663043975830|      0.06250000|[152, 56, 0, 56]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      29|[1.4470142479670585, 0.1775591779285254]                                        |  1.7020796537399292|      0.12500000|[158, 58, 0, 58]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      30|[1.4470142479670585, 0.1775591779285254]                                        |  1.7020796537399292|      0.06250000|[163, 60, 0, 60]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      31|[1.4744842503921811, 0.1214196288854154]                                        |  1.5378202199935913|      0.12500000|[169, 62, 0, 62]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      32|[1.4744842503921811, 0.1214196288854154]                                        |  1.5378202199935913|      0.06250000|[174, 64, 0, 64]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      33|[1.4993976075773516, 0.0640996966300113]                                        |  1.3839405775070190|      0.12500000|[180, 66, 0, 66]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      34|[1.4993976075773516, 0.0640996966300113]                                        |  1.3839405775070190|      0.06250000|[186, 68, 0, 68]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      35|[1.4993976075773516, 0.0640996966300113]                                        |  1.3839405775070190|      0.03125000|[191, 70, 0, 70]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      36|[1.5122115043244635, 0.035597651963806]                                         |  1.3107016086578369|      0.06250000|[196, 72, 0, 72]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      37|[1.5122115043244635, 0.035597651963806]                                         |  1.3107016086578369|      0.03125000|[201, 74, 0, 74]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      38|[1.5256977838628887, 0.0074075337623608]                                        |  1.2398449182510376|      0.06250000|[206, 76, 0, 76]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      39|[1.5256977838628887, 0.0074075337623608]                                        |  1.2398449182510376|      0.03125000|[211, 78, 0, 78]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      40|[1.539361253696667, -0.0206971294112378]                                        |  1.1713130474090576|      0.06250000|[216, 80, 0, 80]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      41|[1.539361253696667, -0.0206971294112378]                                        |  1.1713130474090576|      0.03125000|[221, 82, 0, 82]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      42|[1.5524001091387452, -0.0490969665368374]                                       |  1.1050451993942261|      0.06250000|[226, 84, 0, 84]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      43|[1.5524001091387452, -0.0490969665368374]                                       |  1.1050451993942261|      0.03125000|[231, 86, 0, 86]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      44|[1.565536221015544, -0.077451949604373]                                         |  1.0409860610961914|      0.06250000|[237, 88, 0, 88]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      45|[1.565536221015544, -0.077451949604373]                                         |  1.0409860610961914|      0.03125000|[243, 90, 0, 90]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      46|[1.5786265518037246, -0.1058280969795191]                                       |  0.9790875315666199|      0.06250000|[248, 92, 0, 92]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      47|[1.5786265518037246, -0.1058280969795191]                                       |  0.9790875315666199|      0.03125000|[253, 94, 0, 94]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      48|[1.592819167533627, -0.1336692923335861]                                        |  0.9192875027656555|      0.06250000|[258, 96, 0, 96]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      49|[1.592819167533627, -0.1336692923335861]                                        |  0.9192875027656555|      0.03125000|[264, 98, 0, 98]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      50|[1.6065323533854565, -0.1617497309660787]                                       |  0.8615307807922363|      0.06250000|[270, 100, 0, 100]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      51|[1.6065323533854565, -0.1617497309660787]                                       |  0.8615307807922363|      0.03125000|[276, 102, 0, 102]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      52|[1.6202074504963537, -0.1898487384041989]                                       |  0.8057863116264343|      0.06250000|[281, 104, 0, 104]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      53|[1.6202074504963537, -0.1898487384041989]                                       |  0.8057863116264343|      0.03125000|[286, 106, 0, 106]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      54|[1.6343118520491224, -0.2177347269439343]                                       |  0.7520065903663635|      0.06250000|[291, 108, 0, 108]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      55|[1.6343118520491224, -0.2177347269439343]                                       |  0.7520065903663635|      0.03125000|[296, 110, 0, 110]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      56|[1.6490132761304581, -0.2453106336376538]                                       |  0.7001610398292542|      0.06250000|[301, 112, 0, 112]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      57|[1.6490132761304581, -0.2453106336376538]                                       |  0.7001610398292542|      0.03125000|[307, 114, 0, 114]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      58|[1.662964484679219, -0.2732735784044157]                                        |  0.6502071619033813|      0.06250000|[312, 116, 0, 116]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      59|[1.662964484679219, -0.2732735784044157]                                        |  0.6502071619033813|      0.03125000|[318, 118, 0, 118]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      60|[1.677704124177189, -0.3008290774467101]                                        |  0.6021150946617126|      0.06250000|[323, 120, 0, 120]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      61|[1.677704124177189, -0.3008290774467101]                                        |  0.6021150946617126|      0.03125000|[329, 122, 0, 122]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      62|[1.6925802709737188, -0.3283111217026984]                                       |  0.5558595657348633|      0.06250000|[334, 124, 0, 124]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      63|[1.6925802709737188, -0.3283111217026984]                                       |  0.5558595657348633|      0.03125000|[339, 126, 0, 126]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      64|[1.7071666743876508, -0.3559480414921038]                                       |  0.5114188790321350|      0.06250000|[344, 128, 0, 128]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      65|[1.7071666743876508, -0.3559480414921038]                                       |  0.5114188790321350|      0.03125000|[349, 130, 0, 130]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      66|[1.7224599898327737, -0.3832001423780166]                                       |  0.4687815606594086|      0.06250000|[354, 132, 0, 132]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      67|[1.7224599898327737, -0.3832001423780166]                                       |  0.4687815606594086|      0.03125000|[359, 134, 0, 134]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      68|[1.738195100283039, -0.4101995645777222]                                        |  0.4279394447803497|      0.06250000|[365, 136, 0, 136]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      69|[1.738195100283039, -0.4101995645777222]                                        |  0.4279394447803497|      0.03125000|[371, 138, 0, 138]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      70|[1.753062558004443, -0.4376863104910213]                                        |  0.3888563215732574|      0.06250000|[377, 140, 0, 140]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      71|[1.753062558004443, -0.4376863104910213]                                        |  0.3888563215732574|      0.03125000|[382, 142, 0, 142]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      72|[1.753062558004443, -0.4376863104910213]                                        |  0.3888563215732574|      0.01562500|[387, 144, 0, 144]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      73|[1.7605889831002344, -0.4513791389160561]                                       |  0.3699805438518524|      0.03125000|[393, 146, 0, 146]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      74|[1.7605889831002344, -0.4513791389160561]                                       |  0.3699805438518524|      0.01562500|[398, 148, 0, 148]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      75|[1.7683077582145246, -0.4649644668743727]                                       |  0.3515497744083405|      0.03125000|[404, 150, 0, 150]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      76|[1.7683077582145246, -0.4649644668743727]                                       |  0.3515497744083405|      0.01562500|[409, 152, 0, 152]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      77|[1.775908700755955, -0.478616071083471]                                         |  0.3335614800453186|      0.03125000|[414, 154, 0, 154]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      78|[1.775908700755955, -0.478616071083471]                                         |  0.3335614800453186|      0.01562500|[419, 156, 0, 156]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      79|[1.7835891835327373, -0.492223084323545]                                        |  0.3160180449485779|      0.03125000|[424, 158, 0, 158]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      80|[1.7835891835327373, -0.492223084323545]                                        |  0.3160180449485779|      0.01562500|[430, 160, 0, 160]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
