k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 5.0]                                                                      |149.7192190771219771|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 5.0]                                                                      |149.7192190771219771|      0.20000000|[7, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[0.8290252846306312, 4.896232728163629]                                         | 56.8611717224121094|      1.00000000|[12, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       3|[0.8290252846306312, 4.896232728163629]                                         | 56.8611717224121094|      0.20000000|[18, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[0.6538131773103215, 4.7997925008288895]                                        | 10.3457145690917969|      1.00000000|[24, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       5|[0.6538131773103215, 4.7997925008288895]                                        | 10.3457145690917969|      0.20000000|[29, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[0.6538131773103215, 4.7997925008288895]                                        | 10.3457145690917969|      0.04000000|[34, 12, 0, 12]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      17|[0.5250730288230052, 4.756180659080311]                                         |  0.4135313630104065|      0.00800000|[95, 34, 0, 34]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      18|[0.5177272045970973, 4.753012242055665]                                         |  0.3335857391357422|      0.04000000|[100, 36, 0, 36]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      19|[0.5177272045970973, 4.753012242055665]                                         |  0.3335857391357422|      0.00800000|[106, 38, 0, 38]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      20|[0.5177272045970973, 4.753012242055665]                                         |  0.3335857391357422|      0.00160000|[111, 40, 0, 40]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      21|[0.5162103383860316, 4.752503206793894]                                         |  0.3239130377769470|      0.00800000|[116, 42, 0, 42]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      22|[0.5162103383860316, 4.752503206793894]                                         |  0.3239130377769470|      0.00160000|[121, 44, 0, 44]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      23|[0.514732430192333, 4.751890191809576]                                          |  0.3163697421550751|      0.00800000|[126, 46, 0, 46]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      24|[0.514732430192333, 4.751890191809576]                                          |  0.3163697421550751|      0.00160000|[131, 48, 0, 48]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      25|[0.5132550185874938, 4.751275980974531]                                         |  0.3109324276447296|      0.00800000|[136, 50, 0, 50]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      26|[0.5132550185874938, 4.751275980974531]                                         |  0.3109324276447296|      0.00160000|[142, 52, 0, 52]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      27|[0.5118475651291688, 4.750515011354474]                                         |  0.3075418770313263|      0.00800000|[147, 54, 0, 54]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      28|[0.5118475651291688, 4.750515011354474]                                         |  0.3075418770313263|      0.00160000|[152, 56, 0, 56]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      29|[0.5104919357119886, 4.749665147316362]                                         |  0.3061004281044006|      0.00800000|[158, 58, 0, 58]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      30|[0.5104919357119886, 4.749665147316362]                                         |  0.3061004281044006|      0.00160000|[163, 60, 0, 60]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      31|[0.5104919357119886, 4.749665147316362]                                         |  0.3061004281044006|      0.00032000|[169, 62, 0, 62]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      32|[0.5105132207475153, 4.749345855995994]                                         |  0.3058947622776031|      0.00160000|[174, 64, 0, 64]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      33|[0.5105132207475153, 4.749345855995994]                                         |  0.3058947622776031|      0.00032000|[180, 66, 0, 66]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      34|[0.5105610904129709, 4.74902945673062]                                          |  0.3056899309158325|      0.00160000|[186, 68, 0, 68]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      35|[0.5105610904129709, 4.74902945673062]                                          |  0.3056899309158325|      0.00032000|[191, 70, 0, 70]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      36|[0.510561108756539, 4.748709456731145]                                          |  0.3054911196231842|      0.00160000|[196, 72, 0, 72]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      37|[0.510561108756539, 4.748709456731145]                                          |  0.3054911196231842|      0.00032000|[201, 74, 0, 74]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      38|[0.5106527611698126, 4.748402862805666]                                         |  0.3052867352962494|      0.00160000|[206, 76, 0, 76]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      39|[0.5108273222057816, 4.746812413672647]                                         |  0.3042936027050018|      0.00800000|[211, 78, 0, 78]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      40|[0.5108273222057816, 4.746812413672647]                                         |  0.3042936027050018|      0.00160000|[216, 80, 0, 80]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      41|[0.5116741073349648, 4.745454858905798]                                         |  0.3033441007137299|      0.00800000|[221, 82, 0, 82]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      42|[0.5116741073349648, 4.745454858905798]                                         |  0.3033441007137299|      0.00160000|[226, 84, 0, 84]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      43|[0.5112081882953317, 4.743924199097576]                                         |  0.3025404512882233|      0.00800000|[231, 86, 0, 86]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      44|[0.5112081882953317, 4.743924199097576]                                         |  0.3025404512882233|      0.00160000|[237, 88, 0, 88]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      45|[0.5124148787159877, 4.742873533485358]                                         |  0.3016756772994995|      0.00800000|[243, 90, 0, 90]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      46|[0.5124148787159877, 4.742873533485358]                                         |  0.3016756772994995|      0.00160000|[248, 92, 0, 92]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      47|[0.5124148787159877, 4.742873533485358]                                         |  0.3016756772994995|      0.00032000|[253, 94, 0, 94]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      48|[0.5123670954539291, 4.7425571211596385]                                        |  0.3014517724514008|      0.00160000|[258, 96, 0, 96]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      49|[0.5131700740951598, 4.7411732045069]                                           |  0.3006823956966400|      0.00800000|[264, 98, 0, 98]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      50|[0.5131700740951598, 4.7411732045069]                                           |  0.3006823956966400|      0.00160000|[270, 100, 0, 100]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      51|[0.5131700740951598, 4.7411732045069]                                           |  0.3006823956966400|      0.00032000|[276, 102, 0, 102]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      52|[0.5130039020470354, 4.740899732661142]                                         |  0.3004174530506134|      0.00160000|[281, 104, 0, 104]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      53|[0.5134883960029331, 4.739374850499564]                                         |  0.2994653880596161|      0.00800000|[286, 106, 0, 106]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      54|[0.5134883960029331, 4.739374850499564]                                         |  0.2994653880596161|      0.00160000|[291, 108, 0, 108]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      55|[0.5135088422666464, 4.737774981145429]                                         |  0.2983407378196716|      0.00800000|[296, 110, 0, 110]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      56|[0.5135088422666464, 4.737774981145429]                                         |  0.2983407378196716|      0.00160000|[301, 112, 0, 112]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      57|[0.5135088422666464, 4.737774981145429]                                         |  0.2983407378196716|      0.00032000|[307, 114, 0, 114]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      58|[0.5134646668983415, 4.737458044973882]                                         |  0.2981294393539429|      0.00160000|[312, 116, 0, 116]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      59|[0.5138046061788656, 4.735894574064156]                                         |  0.2971163690090179|      0.00800000|[318, 118, 0, 118]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      60|[0.5144575864954752, 4.727921267553923]                                         |  0.2926198244094849|      0.04000000|[323, 120, 0, 120]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      61|[0.5144575864954752, 4.727921267553923]                                         |  0.2926198244094849|      0.00800000|[329, 122, 0, 122]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      62|[0.5144575864954752, 4.727921267553923]                                         |  0.2926198244094849|      0.00160000|[334, 124, 0, 124]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      63|[0.5159694457480907, 4.727397548545025]                                         |  0.2916401028633118|      0.00800000|[339, 126, 0, 126]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      64|[0.5159694457480907, 4.727397548545025]                                         |  0.2916401028633118|      0.00160000|[344, 128, 0, 128]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      65|[0.5159694457480907, 4.727397548545025]                                         |  0.2916401028633118|      0.00032000|[349, 130, 0, 130]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      66|[0.5159344932000577, 4.727079463148652]                                         |  0.2914322912693024|      0.00160000|[354, 132, 0, 132]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      67|[0.5159586603764224, 4.725479645675442]                                         |  0.2904604673385620|      0.00800000|[359, 134, 0, 134]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      68|[0.5159586603764224, 4.725479645675442]                                         |  0.2904604673385620|      0.00160000|[365, 136, 0, 136]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      69|[0.5159586603764224, 4.725479645675442]                                         |  0.2904604673385620|      0.00032000|[371, 138, 0, 138]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      70|[0.5161020727361103, 4.725193581180811]                                         |  0.2902576625347137|      0.00160000|[377, 140, 0, 140]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      71|[0.5161020727361103, 4.725193581180811]                                         |  0.2902576625347137|      0.00032000|[382, 142, 0, 142]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      72|[0.5161685399628498, 4.724880560242583]                                         |  0.2900592386722565|      0.00160000|[387, 144, 0, 144]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      73|[0.5167881530300515, 4.723405406133022]                                         |  0.2890793085098267|      0.00800000|[393, 146, 0, 146]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      74|[0.5167881530300515, 4.723405406133022]                                         |  0.2890793085098267|      0.00160000|[398, 148, 0, 148]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      75|[0.5172409085340903, 4.721870801150115]                                         |  0.2880989313125610|      0.00800000|[404, 150, 0, 150]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      76|[0.5172409085340903, 4.721870801150115]                                         |  0.2880989313125610|      0.00160000|[409, 152, 0, 152]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      77|[0.5171595928009046, 4.720272868813771]                                         |  0.2871485352516174|      0.00800000|[414, 154, 0, 154]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      78|[0.5171595928009046, 4.720272868813771]                                         |  0.2871485352516174|      0.00160000|[419, 156, 0, 156]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      79|[0.5171595928009046, 4.720272868813771]                                         |  0.2871485352516174|      0.00032000|[424, 158, 0, 158]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      80|[0.5173093917839485, 4.719990096352808]                                         |  0.2869441509246826|      0.00160000|[430, 160, 0, 160]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
