k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[3.0, 0.1]                                                                      | 87.6860481455954357|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[2.1401527526657613, -0.4105513796394371]                                       | 16.5282554626464844|     10.00000000|[7, 2, 0, 2]                                                               |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       2|[2.1401527526657613, -0.4105513796394371]                                       | 16.5282554626464844|      1.00000000|[15, 5, 0, 5]                                                              |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      31|[0.1517455619546478, -0.6908243061976062]                                       |  0.7732306122779846|      0.00100000|[205, 77, 0, 77]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      32|[0.1522264174620603, -0.6917011060499049]                                       |  0.7732200622558594|      0.01000000|[211, 79, 0, 79]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      33|[0.1522264174620603, -0.6917011060499049]                                       |  0.7732200622558594|      0.00100000|[218, 82, 0, 82]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      34|[0.1529775456327564, -0.6923612624489397]                                       |  0.7732114195823669|      0.01000000|[223, 84, 0, 84]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      35|[0.1529775456327564, -0.6923612624489397]                                       |  0.7732114195823669|      0.00100000|[230, 87, 0, 87]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      36|[0.1534086494425247, -0.6932635647847469]                                       |  0.7732058763504028|      0.01000000|[235, 89, 0, 89]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      37|[0.1534086494425247, -0.6932635647847469]                                       |  0.7732058763504028|      0.00100000|[241, 91, 0, 91]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      38|[0.1540914828117437, -0.6939941389355906]                                       |  0.7732018232345581|      0.01000000|[246, 93, 0, 93]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      39|[0.1540914828117437, -0.6939941389355906]                                       |  0.7732018232345581|      0.00100000|[253, 96, 0, 96]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      40|[0.1550863623987666, -0.694095206276138]                                        |  0.7731994986534119|      0.01000000|[259, 98, 0, 98]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      41|[0.1550863623987666, -0.694095206276138]                                        |  0.7731994986534119|      0.00100000|[265, 100, 0, 100]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      42|[0.1550863623987666, -0.694095206276138]                                        |  0.7731994986534119|      0.00010000|[271, 102, 0, 102]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      43|[0.1551345681977887, -0.6941828202073398]                                       |  0.7731993198394775|      0.00100000|[276, 104, 0, 104]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      44|[0.1551345681977887, -0.6941828202073398]                                       |  0.7731993198394775|      0.00010000|[283, 107, 0, 107]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      45|[0.155202744472477, -0.6942559775416927]                                        |  0.7731992602348328|      0.00100000|[289, 109, 0, 109]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      46|[0.155202744472477, -0.6942559775416927]                                        |  0.7731992602348328|      0.00010000|[295, 111, 0, 111]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      47|[0.1552515213320731, -0.6943432748381453]                                       |  0.7731991410255432|      0.00100000|[301, 113, 0, 113]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      48|[0.1552515213320731, -0.6943432748381453]                                       |  0.7731991410255432|      0.00010000|[308, 116, 0, 116]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      49|[0.155301220019768, -0.6944300506437676]                                        |  0.7731990814208984|      0.00100000|[314, 118, 0, 118]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      50|[0.155301220019768, -0.6944300506437676]                                        |  0.7731990814208984|      0.00010000|[322, 121, 0, 121]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      51|[0.155301220019768, -0.6944300506437676]                                        |  0.7731990814208984|      0.00001000|[329, 124, 0, 124]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      52|[0.155301220019768, -0.6944300506437676]                                        |  0.7731990814208984|      0.00000100|[335, 127, 0, 127]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      53|[0.155301220019768, -0.6944300506437676]                                        |  0.7731990814208984|      0.00000010|[340, 129, 0, 129]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      54|[0.155301220019768, -0.6944300506437676]                                        |  0.7731990814208984|      0.00000001|[345, 132, 0, 132]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      55|[0.155301220019768, -0.6944300506437676]                                        |  0.7731990814208984|      0.00000000|[351, 135, 0, 135]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      56|[0.155301220019768, -0.6944300506437676]                                        |  0.7731990814208984|      0.00000000|[357, 138, 0, 138]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      57|[0.155301220019768, -0.6944300506437676]                                        |  0.7731990814208984|      0.00000000|[362, 140, 0, 140]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      58|[0.155301220019768, -0.6944300506437676]                                        |  0.7731990814208984|      0.00000000|[368, 143, 0, 143]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      59|[0.155301220019768, -0.6944300506437676]                                        |  0.7731990814208984|      0.00000000|[373, 145, 0, 145]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      60|[0.155301220019768, -0.6944300506437676]                                        |  0.7731990814208984|      0.00000000|[378, 148, 0, 148]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      61|[0.155301220019768, -0.6944300506437676]                                        |  0.7731990814208984|      0.00000000|[383, 150, 0, 150]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      62|[0.155301220019768, -0.6944300506437676]                                        |  0.7731990814208984|      0.00000000|[388, 153, 0, 153]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      63|[0.155301220019768, -0.6944300506437676]                                        |  0.7731990814208984|      0.00000000|[393, 156, 0, 156]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      64|[0.155301220019768, -0.6944300506437676]                                        |  0.7731990814208984|      0.00000000|[393, 159, 0, 159]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      65|[0.155301220019768, -0.6944300506437676]                                        |  0.7731990814208984|      0.00000000|[393, 162, 0, 162]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
