k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 3.0]                                                                      |889.3031475218829200|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.6946363049347228, 2.047764202659824]                                         | 99.4427566528320312|     10.00000000|[7, 2, 0, 2]                                                               |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       2|[1.6946363049347228, 2.047764202659824]                                         | 99.4427566528320312|      1.00000000|[14, 5, 0, 5]                                                              |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[1.6946363049347228, 2.047764202659824]                                         | 99.4427566528320312|      0.10000000|[20, 7, 0, 7]                                                              |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[1.6716945718851057, 1.950431387614331]                                         | 75.5737380981445312|      1.00000000|[25, 9, 0, 9]                                                              |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       5|[1.6716945718851057, 1.950431387614331]                                         | 75.5737380981445312|      0.10000000|[31, 11, 0, 11]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[1.6458719513279794, 1.8538229393938848]                                        | 56.6065330505371094|      1.00000000|[36, 13, 0, 13]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      17|[1.2874073799415153, 0.739875507853993]                                         |  0.1106077730655670|      0.10000000|[105, 39, 0, 39]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      18|[1.2874073799415153, 0.739875507853993]                                         |  0.1106077730655670|      0.01000000|[113, 42, 0, 42]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      19|[1.2802807267335115, 0.7468905498391024]                                        |  0.1063164994120598|      0.10000000|[119, 44, 0, 44]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      20|[1.2802807267335115, 0.7468905498391024]                                        |  0.1063164994120598|      0.01000000|[127, 47, 0, 47]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      21|[1.273938497767744, 0.7546220523933139]                                         |  0.1021057069301605|      0.10000000|[132, 49, 0, 49]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      22|[1.273938497767744, 0.7546220523933139]                                         |  0.1021057069301605|      0.01000000|[138, 51, 0, 51]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      23|[1.266910082065806, 0.7617355165789798]                                         |  0.0978846475481987|      0.10000000|[144, 53, 0, 53]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      24|[1.266910082065806, 0.7617355165789798]                                         |  0.0978846475481987|      0.01000000|[152, 56, 0, 56]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      25|[1.2574390210095265, 0.7649447224726903]                                        |  0.0946241766214371|      0.10000000|[157, 58, 0, 58]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      26|[1.2574390210095265, 0.7649447224726903]                                        |  0.0946241766214371|      0.01000000|[164, 61, 0, 61]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      27|[1.2509849369563697, 0.7725830992004241]                                        |  0.0904906243085861|      0.10000000|[169, 63, 0, 63]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      28|[1.2509849369563697, 0.7725830992004241]                                        |  0.0904906243085861|      0.01000000|[176, 66, 0, 66]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      29|[1.246255172004764, 0.7813938496510137]                                         |  0.0861837044358253|      0.10000000|[181, 68, 0, 68]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      30|[1.246255172004764, 0.7813938496510137]                                         |  0.0861837044358253|      0.01000000|[187, 70, 0, 70]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      31|[1.241898956406536, 0.7903951487606842]                                         |  0.0819834992289543|      0.10000000|[193, 72, 0, 72]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      32|[1.241898956406536, 0.7903951487606842]                                         |  0.0819834992289543|      0.01000000|[199, 74, 0, 74]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      33|[1.236801891137843, 0.7989986321044633]                                         |  0.0778588503599167|      0.10000000|[204, 76, 0, 76]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      34|[1.236801891137843, 0.7989986321044633]                                         |  0.0778588503599167|      0.01000000|[210, 78, 0, 78]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      35|[1.231778833809993, 0.807645532999069]                                          |  0.0738419741392136|      0.10000000|[216, 80, 0, 80]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
