k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 0.1]                                                                      |  3.0203003000300002|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0077973724840422, -0.0246352516362426]                                       |  0.0000011898538332|     10.00000000|[9, 0, 0, 2]                                                               |  | trying linear partial model with 5 points | iterate success | actual_k=0
      13|[0.0077444660337504, -0.0242387659867137]                                       |  0.0000011167979892|      0.00100000|[105, 0, 0, 26]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      14|[0.0077444660337504, -0.0242387659867137]                                       |  0.0000011167979892|      0.00010000|[113, 0, 0, 28]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      15|[0.0077311321852125, -0.0241396589310457]                                       |  0.0000010990755754|      0.00100000|[121, 0, 0, 30]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      16|[0.0077311321852125, -0.0241396589310457]                                       |  0.0000010990755754|      0.00010000|[129, 0, 0, 32]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      17|[0.0077177541071089, -0.0240405578360656]                                       |  0.0000010815663245|      0.00100000|[137, 0, 0, 34]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      18|[0.0077177541071089, -0.0240405578360656]                                       |  0.0000010815663245|      0.00010000|[145, 0, 0, 36]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      19|[0.00770433217775, -0.0239414626706322]                                         |  0.0000010642684174|      0.00100000|[153, 0, 0, 38]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      20|[0.00770433217775, -0.0239414626706322]                                         |  0.0000010642684174|      0.00010000|[161, 0, 0, 40]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      21|[0.0076908657819156, -0.0238423735381138]                                       |  0.0000010471802625|      0.00100000|[169, 0, 0, 42]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      22|[0.0076908657819156, -0.0238423735381138]                                       |  0.0000010471802625|      0.00010000|[177, 0, 0, 44]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      23|[0.0076773549982016, -0.0237432904481165]                                       |  0.0000010302999272|      0.00100000|[185, 0, 0, 46]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      24|[0.0076773549982016, -0.0237432904481165]                                       |  0.0000010302999272|      0.00010000|[193, 0, 0, 48]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      25|[0.0076637984631072, -0.0236442136074511]                                       |  0.0000010136260471|      0.00100000|[201, 0, 0, 50]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      26|[0.0076637984631072, -0.0236442136074511]                                       |  0.0000010136260471|      0.00010000|[209, 0, 0, 52]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      27|[0.0076501970163124, -0.0235451429223566]                                       |  0.0000009971565760|      0.00100000|[217, 0, 0, 54]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      28|[0.0076501970163124, -0.0235451429223566]                                       |  0.0000009971565760|      0.00010000|[225, 0, 0, 56]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      29|[0.007636549752154, -0.0234460785383379]                                        |  0.0000009808900359|      0.00100000|[233, 0, 0, 58]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      30|[0.007636549752154, -0.0234460785383379]                                        |  0.0000009808900359|      0.00010000|[241, 0, 0, 60]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      31|[0.0076228560769599, -0.0233470205590547]                                       |  0.0000009648246078|      0.00100000|[249, 0, 0, 62]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      32|[0.0076228560769599, -0.0233470205590547]                                       |  0.0000009648246078|      0.00010000|[257, 0, 0, 64]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      33|[0.0076091161436863, -0.0232479689854497]                                       |  0.0000009489587569|      0.00100000|[265, 0, 0, 66]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      34|[0.0076091161436863, -0.0232479689854497]                                       |  0.0000009489587569|      0.00010000|[273, 0, 0, 68]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      35|[0.0075953290076135, -0.0231489239710425]                                       |  0.0000009332906643|      0.00100000|[281, 0, 0, 70]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      36|[0.0075953290076135, -0.0231489239710425]                                       |  0.0000009332906643|      0.00010000|[289, 0, 0, 72]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      37|[0.0075814950774748, -0.0230498854816714]                                       |  0.0000009178187383|      0.00100000|[297, 0, 0, 74]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      38|[0.0075814950774748, -0.0230498854816714]                                       |  0.0000009178187383|      0.00010000|[305, 0, 0, 76]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      39|[0.0075676139509037, -0.0229508535962752]                                       |  0.0000009025413306|      0.00100000|[313, 0, 0, 78]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      40|[0.0075676139509037, -0.0229508535962752]                                       |  0.0000009025413306|      0.00010000|[321, 0, 0, 80]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      41|[0.00755368473738, -0.0228518284630483]                                         |  0.0000008874567357|      0.00100000|[329, 0, 0, 82]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      42|[0.00755368473738, -0.0228518284630483]                                         |  0.0000008874567357|      0.00010000|[337, 0, 0, 84]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      43|[0.0075397071087612, -0.0227528101521245]                                       |  0.0000008725633052|      0.00100000|[345, 0, 0, 86]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      44|[0.0075397071087612, -0.0227528101521245]                                       |  0.0000008725633052|      0.00010000|[353, 0, 0, 88]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      45|[0.0075256804319472, -0.0226537987773358]                                       |  0.0000008578594475|      0.00100000|[361, 0, 0, 90]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      46|[0.0075256804319472, -0.0226537987773358]                                       |  0.0000008578594475|      0.00010000|[369, 0, 0, 92]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      47|[0.0075116053800756, -0.0225547942677677]                                       |  0.0000008433435710|      0.00100000|[377, 0, 0, 94]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      48|[0.0075116053800756, -0.0225547942677677]                                       |  0.0000008433435710|      0.00010000|[385, 0, 0, 96]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      49|[0.0074974806258987, -0.0224557968368948]                                       |  0.0000008290139135|      0.00100000|[393, 0, 0, 98]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      50|[0.0074974806258987, -0.0224557968368948]                                       |  0.0000008290139135|      0.00010000|[401, 0, 0, 100]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      51|[0.00748330615557, -0.022356806512161]                                          |  0.0000008148689972|      0.00100000|[409, 0, 0, 102]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      52|[0.00748330615557, -0.022356806512161]                                          |  0.0000008148689972|      0.00010000|[417, 0, 0, 104]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      53|[0.0074690811749599, -0.0222578234331695]                                       |  0.0000008009071166|      0.00100000|[425, 0, 0, 106]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      54|[0.0074690811749599, -0.0222578234331695]                                       |  0.0000008009071166|      0.00010000|[433, 0, 0, 108]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      55|[0.0074548054031283, -0.0221588476667486]                                       |  0.0000007871267371|      0.00100000|[441, 0, 0, 110]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      56|[0.0074548054031283, -0.0221588476667486]                                       |  0.0000007871267371|      0.00010000|[449, 0, 0, 112]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      57|[0.0074404788669556, -0.0220598792356137]                                       |  0.0000007735262102|      0.00100000|[457, 0, 0, 114]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      58|[0.0074404788669556, -0.0220598792356137]                                       |  0.0000007735262102|      0.00010000|[465, 0, 0, 116]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      59|[0.007426100727703, -0.021960918288207]                                         |  0.0000007601040011|      0.00100000|[473, 0, 0, 118]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      60|[0.007426100727703, -0.021960918288207]                                         |  0.0000007601040011|      0.00010000|[481, 0, 0, 120]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      61|[0.0074116705987872, -0.0218619649083786]                                       |  0.0000007468584613|      0.00100000|[489, 0, 0, 122]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      62|[0.0074116705987872, -0.0218619649083786]                                       |  0.0000007468584613|      0.00010000|[497, 0, 0, 124]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      63|[0.0073971884193593, -0.0217630191329305]                                       |  0.0000007337881129|      0.00100000|[505, 0, 0, 126]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      64|[0.0073971884193593, -0.0217630191329305]                                       |  0.0000007337881129|      0.00010000|[513, 0, 0, 128]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      65|[0.007382653498726, -0.0216640810912974]                                        |  0.0000007208913075|      0.00100000|[521, 0, 0, 130]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      66|[0.007382653498726, -0.0216640810912974]                                        |  0.0000007208913075|      0.00010000|[529, 0, 0, 132]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      67|[0.0073680647842182, -0.0215651509674271]                                       |  0.0000007081665103|      0.00100000|[537, 0, 0, 134]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      68|[0.0073680647842182, -0.0215651509674271]                                       |  0.0000007081665103|      0.00010000|[545, 0, 0, 136]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      69|[0.0073534230127417, -0.0214662286821318]                                       |  0.0000006956121865|      0.00100000|[553, 0, 0, 138]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      70|[0.0073534230127417, -0.0214662286821318]                                       |  0.0000006956121865|      0.00010000|[561, 0, 0, 140]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      71|[0.0073387268589254, -0.0213673144613999]                                       |  0.0000006832267445|      0.00100000|[569, 0, 0, 142]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      72|[0.0073387268589254, -0.0213673144613999]                                       |  0.0000006832267445|      0.00010000|[577, 0, 0, 144]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      73|[0.0073239757625854, -0.0212684084193359]                                       |  0.0000006710087064|      0.00100000|[585, 0, 0, 146]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      74|[0.0073239757625854, -0.0212684084193359]                                       |  0.0000006710087064|      0.00010000|[593, 0, 0, 148]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      75|[0.0073091703211877, -0.0211695104976943]                                       |  0.0000006589564805|      0.00100000|[601, 0, 0, 150]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      76|[0.0073091703211877, -0.0211695104976943]                                       |  0.0000006589564805|      0.00010000|[609, 0, 0, 152]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      77|[0.0072943085879793, -0.0210706210195582]                                       |  0.0000006470685889|      0.00100000|[617, 0, 0, 154]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      78|[0.0072943085879793, -0.0210706210195582]                                       |  0.0000006470685889|      0.00010000|[625, 0, 0, 156]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      79|[0.0072793920742327, -0.0209717397897031]                                       |  0.0000006353435538|      0.00100000|[633, 0, 0, 158]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      80|[0.0072793920742327, -0.0209717397897031]                                       |  0.0000006353435538|      0.00010000|[641, 0, 0, 160]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
