k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0]                                                                      |  6.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 1.0]                                                                      |  6.0000000000000000|      0.50000000|[9, 0, 0, 2]                                                               |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      42|[1.980102840144261, -0.8827754489119]                                           |  0.0144460117444396|      0.01562500|[337, 0, 0, 84]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      43|[1.9846907837549306, -0.8977116933670941]                                       |  0.0108861466869712|      0.03125000|[345, 0, 0, 86]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      44|[1.9846907837549306, -0.8977116933670941]                                       |  0.0108861466869712|      0.01562500|[353, 0, 0, 88]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      45|[1.9888716029291562, -0.9127669707153341]                                       |  0.0078366203233600|      0.03125000|[361, 0, 0, 90]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      46|[1.9888716029291562, -0.9127669707153341]                                       |  0.0078366203233600|      0.01562500|[369, 0, 0, 92]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      47|[1.9921567974842869, -0.9280427070882538]                                       |  0.0052923490293324|      0.03125000|[377, 0, 0, 94]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      48|[1.9921567974842869, -0.9280427070882538]                                       |  0.0052923490293324|      0.01562500|[385, 0, 0, 96]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      49|[1.9921567974842869, -0.9280427070882538]                                       |  0.0052923490293324|      0.00781250|[393, 0, 0, 98]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      50|[1.9937387817639856, -0.9356933594780037]                                       |  0.0042088697664440|      0.01562500|[401, 0, 0, 100]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      51|[1.9937387817639856, -0.9356933594780037]                                       |  0.0042088697664440|      0.00781250|[409, 0, 0, 102]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      52|[1.9951045745814844, -0.9433855481281649]                                       |  0.0032504897098988|      0.01562500|[417, 0, 0, 104]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      53|[1.9951045745814844, -0.9433855481281649]                                       |  0.0032504897098988|      0.00781250|[425, 0, 0, 106]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      54|[1.9964116172771145, -0.9510879370849626]                                       |  0.0024169140961021|      0.01562500|[433, 0, 0, 108]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      55|[1.9964116172771145, -0.9510879370849626]                                       |  0.0024169140961021|      0.00781250|[441, 0, 0, 110]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      56|[1.997503364670441, -0.9588237785956947]                                        |  0.0017074447823688|      0.01562500|[449, 0, 0, 112]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      57|[1.997503364670441, -0.9588237785956947]                                        |  0.0017074447823688|      0.00781250|[457, 0, 0, 114]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      58|[1.9983146600362423, -0.9665940396002832]                                       |  0.0011214523110539|      0.01562500|[465, 0, 0, 116]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      59|[1.9983146600362423, -0.9665940396002832]                                       |  0.0011214523110539|      0.00781250|[473, 0, 0, 118]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      60|[1.9983146600362423, -0.9665940396002832]                                       |  0.0011214523110539|      0.00390625|[481, 0, 0, 120]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      61|[1.998659380486528, -0.9704850493501624]                                        |  0.0008746223174967|      0.00781250|[489, 0, 0, 122]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      62|[1.998659380486528, -0.9704850493501624]                                        |  0.0008746223174967|      0.00390625|[497, 0, 0, 124]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      63|[1.9989572303220864, -0.9743799273377197]                                       |  0.0006585078663193|      0.00781250|[505, 0, 0, 126]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      64|[1.9989572303220864, -0.9743799273377197]                                       |  0.0006585078663193|      0.00390625|[513, 0, 0, 128]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      65|[1.999212014695362, -0.9782778593517029]                                        |  0.0004730665532406|      0.00781250|[521, 0, 0, 130]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      66|[1.999212014695362, -0.9782778593517029]                                        |  0.0004730665532406|      0.00390625|[529, 0, 0, 132]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      67|[1.9994881759902008, -0.9821743351955563]                                       |  0.0003182689833920|      0.00781250|[537, 0, 0, 134]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      68|[1.9994881759902008, -0.9821743351955563]                                       |  0.0003182689833920|      0.00390625|[545, 0, 0, 136]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      69|[1.9994881759902008, -0.9821743351955563]                                       |  0.0003182689833920|      0.00195312|[553, 0, 0, 138]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      70|[1.9996079481782723, -0.9841237843199475]                                       |  0.0002523567818571|      0.00390625|[561, 0, 0, 140]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      71|[1.9996079481782723, -0.9841237843199475]                                       |  0.0002523567818571|      0.00195312|[569, 0, 0, 142]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      72|[1.9997159534225817, -0.9860739207594887]                                       |  0.0001940948131960|      0.00390625|[577, 0, 0, 144]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      73|[1.9997159534225817, -0.9860739207594887]                                       |  0.0001940948131960|      0.00195312|[585, 0, 0, 146]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      74|[1.9997840263085944, -0.9880258591160499]                                       |  0.0001434722216800|      0.00390625|[593, 0, 0, 148]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      75|[1.9997840263085944, -0.9880258591160499]                                       |  0.0001434722216800|      0.00195312|[601, 0, 0, 150]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      76|[1.999875210908433, -0.9899768544093239]                                        |  0.0001004942823783|      0.00390625|[609, 0, 0, 152]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      77|[1.999875210908433, -0.9899768544093239]                                        |  0.0001004942823783|      0.00195312|[617, 0, 0, 154]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      78|[1.9999505138381004, -0.991928527213461]                                        |  0.0000651535301586|      0.00390625|[625, 0, 0, 156]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      79|[1.9999505138381004, -0.991928527213461]                                        |  0.0000651535301586|      0.00195312|[633, 0, 0, 158]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      80|[1.9999505138381004, -0.991928527213461]                                        |  0.0000651535301586|      0.00097656|[641, 0, 0, 160]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
