k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-1.0, 0.0, 0.0]                                                                |2499.9997982897020847|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-1.0948809526749828, -0.9829609176219597, -0.1574339202563493]                 |1375.1679687500000000|     10.00000000|[6, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[-1.0948809526749828, -0.9829609176219597, -0.1574339202563493]                 |1375.1679687500000000|      1.00000000|[12, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[-0.6754878791097403, -1.652524171362073, -0.7704547185058471]                  |613.1546020507812500|     10.00000000|[17, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       4|[-0.6754878791097403, -1.652524171362073, -0.7704547185058471]                  |613.1546020507812500|      1.00000000|[22, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[-0.107146761036929, -0.8748788907154796, -0.5016496013748154]                  |482.2767333984375000|     10.00000000|[27, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       6|[-0.107146761036929, -0.8748788907154796, -0.5016496013748154]                  |482.2767333984375000|      1.00000000|[32, 12, 0, 12]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[-0.5259335529068354, -1.4609305982291216, -1.195307311687082]                  |375.9544982910156250|     10.00000000|[37, 14, 0, 14]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       8|[-0.5259335529068354, -1.4609305982291216, -1.195307311687082]                  |375.9544982910156250|      1.00000000|[42, 16, 0, 16]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[0.06510758490343, -1.6579722047887466, -1.977512514111835]                     | 68.5334854125976562|     10.00000000|[47, 18, 0, 18]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      10|[0.06510758490343, -1.6579722047887466, -1.977512514111835]                     | 68.5334854125976562|      1.00000000|[53, 20, 0, 20]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      11|[0.06510758490343, -1.6579722047887466, -1.977512514111835]                     | 68.5334854125976562|      0.10000000|[58, 22, 0, 22]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      12|[0.1579331210694708, -1.633684654133576, -2.005682262400728]                    | 56.7730712890625000|      1.00000000|[64, 24, 0, 24]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      13|[0.1579331210694708, -1.633684654133576, -2.005682262400728]                    | 56.7730712890625000|      0.10000000|[69, 26, 0, 26]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      14|[0.1919199328954011, -1.5997748630859885, -2.0934035408513854]                  | 46.4347915649414062|      1.00000000|[74, 28, 0, 28]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      15|[0.1919199328954011, -1.5997748630859885, -2.0934035408513854]                  | 46.4347915649414062|      0.10000000|[80, 30, 0, 30]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      16|[0.1980329308064145, -1.50002522728764, -2.0969590175615855]                    | 34.4870986938476562|      1.00000000|[85, 32, 0, 32]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      17|[0.1980329308064145, -1.50002522728764, -2.0969590175615855]                    | 34.4870986938476562|      0.10000000|[91, 34, 0, 34]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      18|[0.178899524528785, -1.4423076488443491, -2.0175701398591155]                   | 32.8050041198730469|      1.00000000|[97, 36, 0, 36]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      19|[0.4916309758644104, -0.5752459812636959, -1.6297517494264668]                  | 15.0914440155029297|     10.00000000|[103, 38, 0, 38]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      20|[0.4916309758644104, -0.5752459812636959, -1.6297517494264668]                  | 15.0914440155029297|      1.00000000|[108, 40, 0, 40]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      21|[0.4916309758644104, -0.5752459812636959, -1.6297517494264668]                  | 15.0914440155029297|      0.10000000|[113, 42, 0, 42]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      43|[0.5692435598838294, -0.8217166749090082, -1.5382525950257238]                  |  2.3668508529663086|      0.00100000|[236, 86, 0, 86]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      44|[0.5689583716980908, -0.8217708423623443, -1.5372956553276684]                  |  2.3634233474731445|      0.01000000|[241, 88, 0, 88]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      45|[0.5689583716980908, -0.8217708423623443, -1.5372956553276684]                  |  2.3634233474731445|      0.00100000|[246, 90, 0, 90]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      46|[0.5683772827350949, -0.8224132452290401, -1.5367960012734017]                  |  2.3618052005767822|      0.01000000|[251, 92, 0, 92]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      47|[0.5652040784322991, -0.8167169293183334, -1.5292142627196037]                  |  2.3484468460083008|      0.10000000|[257, 94, 0, 94]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      48|[0.5652040784322991, -0.8167169293183334, -1.5292142627196037]                  |  2.3484468460083008|      0.01000000|[263, 96, 0, 96]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      49|[0.5652040784322991, -0.8167169293183334, -1.5292142627196037]                  |  2.3484468460083008|      0.00100000|[269, 98, 0, 98]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      50|[0.5661390922543603, -0.8170431463184034, -1.5293533009209004]                  |  2.3463957309722900|      0.01000000|[275, 100, 0, 100]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      51|[0.5748463252079394, -0.8132488389106981, -1.52622483075356]                    |  2.3340888023376465|      0.10000000|[280, 102, 0, 102]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      52|[0.5748463252079394, -0.8132488389106981, -1.52622483075356]                    |  2.3340888023376465|      0.01000000|[286, 104, 0, 104]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      53|[0.5748463252079394, -0.8132488389106981, -1.52622483075356]                    |  2.3340888023376465|      0.00100000|[292, 106, 0, 106]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      54|[0.5738824942127045, -0.8135152100778135, -1.5262335608139386]                  |  2.3329768180847168|      0.01000000|[297, 108, 0, 108]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      55|[0.5738824942127045, -0.8135152100778135, -1.5262335608139386]                  |  2.3329768180847168|      0.00100000|[302, 110, 0, 110]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      56|[0.573636353294034, -0.8140350185488161, -1.5254155059248082]                   |  2.3291964530944824|      0.01000000|[307, 112, 0, 112]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      57|[0.5712104537248256, -0.8149389966031116, -1.5157564254842348]                  |  2.3124995231628418|      0.10000000|[313, 114, 0, 114]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      58|[0.5712104537248256, -0.8149389966031116, -1.5157564254842348]                  |  2.3124995231628418|      0.01000000|[318, 116, 0, 116]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      59|[0.5787085035896063, -0.8195119103516967, -1.510974406237801]                   |  2.2950420379638672|      0.10000000|[323, 118, 0, 118]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      60|[0.5787085035896063, -0.8195119103516967, -1.510974406237801]                   |  2.2950420379638672|      0.01000000|[329, 120, 0, 120]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      61|[0.5787085035896063, -0.8195119103516967, -1.510974406237801]                   |  2.2950420379638672|      0.00100000|[335, 122, 0, 122]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      62|[0.5787135427013267, -0.8185491410750121, -1.510704128737396]                   |  2.2925233840942383|      0.01000000|[341, 124, 0, 124]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      63|[0.5787135427013267, -0.8185491410750121, -1.510704128737396]                   |  2.2925233840942383|      0.00100000|[346, 126, 0, 126]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      64|[0.5796351505402624, -0.818854386694011, -1.5104644120227215]                   |  2.2909626960754395|      0.01000000|[352, 128, 0, 128]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      65|[0.5784322844000644, -0.8134093775967579, -1.5021635091212537]                  |  2.2765069007873535|      0.10000000|[358, 130, 0, 130]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      66|[0.5784322844000644, -0.8134093775967579, -1.5021635091212537]                  |  2.2765069007873535|      0.01000000|[364, 132, 0, 132]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      67|[0.5866249250417558, -0.8076986716706255, -1.5016453613225096]                  |  2.2554361820220947|      0.10000000|[370, 134, 0, 134]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      68|[0.5866249250417558, -0.8076986716706255, -1.5016453613225096]                  |  2.2554361820220947|      0.01000000|[376, 136, 0, 136]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      69|[0.591767152802445, -0.8154473109306581, -1.4979689387032942]                   |  2.2504489421844482|      0.10000000|[381, 138, 0, 138]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      70|[0.591767152802445, -0.8154473109306581, -1.4979689387032942]                   |  2.2504489421844482|      0.01000000|[386, 140, 0, 140]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      71|[0.591767152802445, -0.8154473109306581, -1.4979689387032942]                   |  2.2504489421844482|      0.00100000|[392, 142, 0, 142]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      72|[0.5912942776053786, -0.815977343592463, -1.497265053467322]                    |  2.2499439716339111|      0.01000000|[397, 144, 0, 144]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      73|[0.5838993991902726, -0.8101425058442979, -1.493907905618569]                   |  2.2467257976531982|      0.10000000|[403, 146, 0, 146]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      74|[0.5838993991902726, -0.8101425058442979, -1.493907905618569]                   |  2.2467257976531982|      0.01000000|[409, 148, 0, 148]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      75|[0.5914381705186917, -0.8083643892182039, -1.4875829369924165]                  |  2.2182245254516602|      0.10000000|[415, 150, 0, 150]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      76|[0.5914381705186917, -0.8083643892182039, -1.4875829369924165]                  |  2.2182245254516602|      0.01000000|[421, 152, 0, 152]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      77|[0.5997757969054448, -0.8029678138127974, -1.4864163350343]                     |  2.2155127525329590|      0.10000000|[426, 154, 0, 154]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      78|[0.5997757969054448, -0.8029678138127974, -1.4864163350343]                     |  2.2155127525329590|      0.01000000|[431, 156, 0, 156]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      79|[0.6047653191247184, -0.8085155928401168, -1.4797584963544124]                  |  2.1993935108184814|      0.10000000|[436, 158, 0, 158]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      80|[0.6047653191247184, -0.8085155928401168, -1.4797584963544124]                  |  2.1993935108184814|      0.01000000|[442, 160, 0, 160]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
