k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 3.0, -8.0]                                                                |148.9993291872793577|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.951501376384468, 2.0080419418278086, -7.883093651435629]                     | 41.2925186157226562|      5.00000000|[6, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
      66|[0.2290967823749785, 0.0154731262473818, -8.438944420181894]                    |  1.0522997379302979|      0.04000000|[364, 132, 0, 132]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      67|[0.2290967823749785, 0.0154731262473818, -8.438944420181894]                    |  1.0522997379302979|      0.00800000|[370, 134, 0, 134]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      68|[0.2226628819174431, 0.0107591896109039, -8.439563876628949]                    |  1.0492647886276245|      0.04000000|[376, 136, 0, 136]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      69|[0.185954850462585, 0.0021800358602311, -8.45293992042491]                      |  1.0341575145721436|      0.20000000|[381, 138, 0, 138]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      70|[0.185954850462585, 0.0021800358602311, -8.45293992042491]                      |  1.0341575145721436|      0.04000000|[386, 140, 0, 140]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      71|[0.185954850462585, 0.0021800358602311, -8.45293992042491]                      |  1.0341575145721436|      0.00800000|[392, 142, 0, 142]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      72|[0.1780036384927287, 0.0027337138188135, -8.452253138852216]                    |  1.0312659740447998|      0.04000000|[397, 144, 0, 144]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      73|[0.1780036384927287, 0.0027337138188135, -8.452253138852216]                    |  1.0312659740447998|      0.00800000|[403, 146, 0, 146]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      74|[0.1701592745784529, 0.0032919953283428, -8.453720884244484]                    |  1.0285389423370361|      0.04000000|[409, 148, 0, 148]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      75|[0.1701592745784529, 0.0032919953283428, -8.453720884244484]                    |  1.0285389423370361|      0.00800000|[415, 150, 0, 150]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      76|[0.1637893424031898, 0.0081270364361271, -8.453936155163525]                    |  1.0264680385589600|      0.04000000|[421, 152, 0, 152]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      77|[0.1637893424031898, 0.0081270364361271, -8.453936155163525]                    |  1.0264680385589600|      0.00800000|[426, 154, 0, 154]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      78|[0.1557972309604689, 0.0078012553495477, -8.45379465827043]                     |  1.0239084959030151|      0.04000000|[431, 156, 0, 156]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      79|[0.1557972309604689, 0.0078012553495477, -8.45379465827043]                     |  1.0239084959030151|      0.00800000|[436, 158, 0, 158]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      80|[0.1478064560378018, 0.0078450217389492, -8.453413081753288]                    |  1.0214829444885254|      0.04000000|[442, 160, 0, 160]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
