k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0]                                                                      |  6.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 1.0]                                                                      |  6.0000000000000000|      0.90000000|[7, 2, 0, 2]                                                               |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      14|[1.5704581137206883, 0.7255822201942674]                                        |  3.2592771053314209|      0.34867844|[79, 28, 0, 28]                                                            |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      15|[1.5704581137206883, 0.7255822201942674]                                        |  3.2592771053314209|      0.31381060|[84, 30, 0, 30]                                                            |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      16|[1.5704581137206883, 0.7255822201942674]                                        |  3.2592771053314209|      0.28242954|[89, 32, 0, 32]                                                            |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      17|[1.5704581137206883, 0.7255822201942674]                                        |  3.2592771053314209|      0.25418658|[94, 34, 0, 34]                                                            |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      18|[1.5704581137206883, 0.7255822201942674]                                        |  3.2592771053314209|      0.22876792|[100, 36, 0, 36]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      19|[1.5704581137206883, 0.7255822201942674]                                        |  3.2592771053314209|      0.20589113|[105, 38, 0, 38]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      20|[1.5704581137206883, 0.7255822201942674]                                        |  3.2592771053314209|      0.18530202|[110, 40, 0, 40]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      21|[1.6287232729382173, 0.5496788108348092]                                        |  2.5810005664825439|      0.20589113|[115, 42, 0, 42]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      22|[1.6287232729382173, 0.5496788108348092]                                        |  2.5810005664825439|      0.18530202|[120, 44, 0, 44]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      23|[1.6287232729382173, 0.5496788108348092]                                        |  2.5810005664825439|      0.16677182|[125, 46, 0, 46]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      24|[1.6845468400619776, 0.3925273924576644]                                        |  2.0539755821228027|      0.18530202|[131, 48, 0, 48]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      25|[1.6845468400619776, 0.3925273924576644]                                        |  2.0539755821228027|      0.16677182|[136, 50, 0, 50]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      26|[1.6845468400619776, 0.3925273924576644]                                        |  2.0539755821228027|      0.15009464|[142, 52, 0, 52]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      27|[1.7131553659241192, 0.2451844191167738]                                        |  1.6377103328704834|      0.16677182|[148, 54, 0, 54]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      28|[1.7131553659241192, 0.2451844191167738]                                        |  1.6377103328704834|      0.15009464|[154, 56, 0, 56]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      29|[1.7131553659241192, 0.2451844191167738]                                        |  1.6377103328704834|      0.13508517|[160, 58, 0, 58]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      30|[1.7131553659241192, 0.2451844191167738]                                        |  1.6377103328704834|      0.12157665|[165, 60, 0, 60]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      31|[1.7341152690493675, 0.1254281441145226]                                        |  1.3383953571319580|      0.13508517|[171, 62, 0, 62]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      32|[1.7341152690493675, 0.1254281441145226]                                        |  1.3383953571319580|      0.12157665|[176, 64, 0, 64]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      33|[1.7341152690493675, 0.1254281441145226]                                        |  1.3383953571319580|      0.10941899|[181, 66, 0, 66]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      34|[1.7613723542990625, 0.0194584952227154]                                        |  1.0962603092193604|      0.12157665|[186, 68, 0, 68]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      35|[1.7613723542990625, 0.0194584952227154]                                        |  1.0962603092193604|      0.10941899|[192, 70, 0, 70]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      36|[1.7975762831896154, -0.0837974523805574]                                       |  0.8806902170181274|      0.12157665|[198, 72, 0, 72]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      37|[1.7975762831896154, -0.0837974523805574]                                       |  0.8806902170181274|      0.10941899|[204, 74, 0, 74]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      38|[1.7975762831896154, -0.0837974523805574]                                       |  0.8806902170181274|      0.09847709|[210, 76, 0, 76]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      39|[1.824983719817262, -0.1783837606676282]                                        |  0.7066586613655090|      0.10941899|[215, 78, 0, 78]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      40|[1.824983719817262, -0.1783837606676282]                                        |  0.7066586613655090|      0.09847709|[221, 80, 0, 80]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
