k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[3.0, 0.1]                                                                      | 87.6860481455954357|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[2.1401527526657613, -0.4105513796394371]                                       | 16.5282554626464844|     10.00000000|[7, 2, 0, 2]                                                               |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       2|[2.1401527526657613, -0.4105513796394371]                                       | 16.5282554626464844|      1.00000000|[15, 5, 0, 5]                                                              |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      22|[1.0051964131551463, -0.9522568173513174]                                       |  1.9706232547760010|      0.01000000|[147, 56, 0, 56]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      23|[0.9955550499808182, -0.9496027419679287]                                       |  1.9404984712600708|      0.10000000|[153, 58, 0, 58]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      24|[0.9955550499808182, -0.9496027419679287]                                       |  1.9404984712600708|      0.01000000|[161, 61, 0, 61]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      25|[0.9858820979757443, -0.9470662089979995]                                       |  1.9108923673629761|      0.10000000|[167, 63, 0, 63]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      26|[0.9858820979757443, -0.9470662089979995]                                       |  1.9108923673629761|      0.01000000|[173, 65, 0, 65]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      27|[0.9762312049067821, -0.9444469986262546]                                       |  1.8817988634109497|      0.10000000|[179, 67, 0, 67]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      28|[0.9762312049067821, -0.9444469986262546]                                       |  1.8817988634109497|      0.01000000|[185, 69, 0, 69]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      29|[0.9665490960851811, -0.9419456452392504]                                       |  1.8532091379165649|      0.10000000|[190, 71, 0, 71]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      30|[0.9665490960851811, -0.9419456452392504]                                       |  1.8532091379165649|      0.01000000|[197, 74, 0, 74]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      31|[0.9569075007853767, -0.9392924132337919]                                       |  1.8251178264617920|      0.10000000|[202, 76, 0, 76]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      32|[0.9569075007853767, -0.9392924132337919]                                       |  1.8251178264617920|      0.01000000|[210, 79, 0, 79]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      33|[0.9472383205867135, -0.9367415399939422]                                       |  1.7975138425827026|      0.10000000|[215, 81, 0, 81]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      34|[0.9472383205867135, -0.9367415399939422]                                       |  1.7975138425827026|      0.01000000|[222, 84, 0, 84]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      35|[0.9375856265099553, -0.9341289747678634]                                       |  1.7703932523727417|      0.10000000|[227, 86, 0, 86]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      36|[0.9375856265099553, -0.9341289747678634]                                       |  1.7703932523727417|      0.01000000|[233, 88, 0, 88]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      37|[0.9279331639740042, -0.9315155542138652]                                       |  1.7437480688095093|      0.10000000|[239, 90, 0, 90]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      38|[0.9279331639740042, -0.9315155542138652]                                       |  1.7437480688095093|      0.01000000|[246, 93, 0, 93]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      39|[0.9182209460741915, -0.9291337852354462]                                       |  1.7175703048706055|      0.10000000|[251, 95, 0, 95]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      40|[0.9182209460741915, -0.9291337852354462]                                       |  1.7175703048706055|      0.01000000|[259, 98, 0, 98]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      41|[0.9085216855770853, -0.9266997873288576]                                       |  1.6918520927429199|      0.10000000|[265, 100, 0, 100]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      42|[0.9085216855770853, -0.9266997873288576]                                       |  1.6918520927429199|      0.01000000|[271, 102, 0, 102]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      43|[0.8988121769830604, -0.9243069975632168]                                       |  1.6665883064270020|      0.10000000|[276, 104, 0, 104]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      44|[0.8988121769830604, -0.9243069975632168]                                       |  1.6665883064270020|      0.01000000|[283, 107, 0, 107]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      45|[0.8891213319094465, -0.9218397071953811]                                       |  1.6417713165283203|      0.10000000|[289, 109, 0, 109]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      46|[0.8891213319094465, -0.9218397071953811]                                       |  1.6417713165283203|      0.01000000|[295, 111, 0, 111]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      47|[0.8794573148078425, -0.919269342734861]                                        |  1.6173977851867676|      0.10000000|[301, 113, 0, 113]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      48|[0.8794573148078425, -0.919269342734861]                                        |  1.6173977851867676|      0.01000000|[308, 116, 0, 116]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      49|[0.8697576411752718, -0.9168369917277875]                                       |  1.5934576988220215|      0.10000000|[314, 118, 0, 118]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      50|[0.8697576411752718, -0.9168369917277875]                                       |  1.5934576988220215|      0.01000000|[322, 121, 0, 121]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      51|[0.8600564124963285, -0.9144108503224181]                                       |  1.5699465274810791|      0.10000000|[327, 123, 0, 123]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      52|[0.8600564124963285, -0.9144108503224181]                                       |  1.5699465274810791|      0.01000000|[334, 126, 0, 126]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      53|[0.8503792383581027, -0.9118904732279232]                                       |  1.5468602180480957|      0.10000000|[339, 128, 0, 128]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      54|[0.8503792383581027, -0.9118904732279232]                                       |  1.5468602180480957|      0.01000000|[346, 131, 0, 131]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      55|[0.8407004609270516, -0.9093762601422488]                                       |  1.5241918563842773|      0.10000000|[351, 133, 0, 133]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      56|[0.8407004609270516, -0.9093762601422488]                                       |  1.5241918563842773|      0.01000000|[357, 135, 0, 135]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      57|[0.8310187637326801, -0.9068733139909104]                                       |  1.5019357204437256|      0.10000000|[362, 137, 0, 137]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      58|[0.8310187637326801, -0.9068733139909104]                                       |  1.5019357204437256|      0.01000000|[370, 140, 0, 140]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      59|[0.8213142436669272, -0.9044603717426588]                                       |  1.4800843000411987|      0.10000000|[375, 142, 0, 142]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      60|[0.8213142436669272, -0.9044603717426588]                                       |  1.4800843000411987|      0.01000000|[383, 145, 0, 145]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      61|[0.8116287474589348, -0.9019721669269405]                                       |  1.4586360454559326|      0.10000000|[388, 147, 0, 147]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      62|[0.8116287474589348, -0.9019721669269405]                                       |  1.4586360454559326|      0.01000000|[394, 149, 0, 149]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      63|[0.8018775480425527, -0.8997553877448949]                                       |  1.4375823736190796|      0.10000000|[399, 151, 0, 151]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      64|[0.8018775480425527, -0.8997553877448949]                                       |  1.4375823736190796|      0.01000000|[406, 154, 0, 154]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      65|[0.7921239355262735, -0.8975492501965354]                                       |  1.4169188737869263|      0.10000000|[411, 156, 0, 156]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      66|[0.7921239355262735, -0.8975492501965354]                                       |  1.4169188737869263|      0.01000000|[418, 159, 0, 159]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      67|[0.7824118812454597, -0.895166814122571]                                        |  1.3966403007507324|      0.10000000|[423, 161, 0, 161]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
