k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 0.0]                                                                      |416.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0034050668271703, -0.0824532544793889]                                       | 56.9047622680664062|      2.00000000|[7, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[1.0034050668271703, -0.0824532544793889]                                       | 56.9047622680664062|      1.00000000|[12, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[1.0034050668271703, -0.0824532544793889]                                       | 56.9047622680664062|      0.50000000|[18, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[1.0620158766914964, 0.4140996359230815]                                        | 21.4477386474609375|      1.00000000|[24, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       5|[1.0620158766914964, 0.4140996359230815]                                        | 21.4477386474609375|      0.50000000|[29, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[1.0620158766914964, 0.4140996359230815]                                        | 21.4477386474609375|      0.25000000|[34, 12, 0, 12]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[0.9300979717884544, 0.626461747341272]                                         | 10.2960052490234375|      0.50000000|[40, 14, 0, 14]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       8|[0.9300979717884544, 0.626461747341272]                                         | 10.2960052490234375|      0.25000000|[46, 16, 0, 16]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      38|[0.9998089882569483, 1.0001525316447801]                                        |  0.0000064452847255|      0.00097656|[206, 76, 0, 76]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      39|[0.9998089882569483, 1.0001525316447801]                                        |  0.0000064452847255|      0.00048828|[211, 78, 0, 78]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      40|[0.9998089882569483, 1.0001525316447801]                                        |  0.0000064452847255|      0.00024414|[216, 80, 0, 80]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      41|[1.000052193527578, 1.000173882080686]                                          |  0.0000033015942336|      0.00048828|[221, 82, 0, 82]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      42|[1.000052193527578, 1.000173882080686]                                          |  0.0000033015942336|      0.00024414|[226, 84, 0, 84]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      43|[1.000052193527578, 1.000173882080686]                                          |  0.0000033015942336|      0.00012207|[231, 86, 0, 86]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      44|[0.9999474179152065, 1.0001112463700568]                                        |  0.0000011627015510|      0.00024414|[237, 88, 0, 88]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      45|[0.9999474179152065, 1.0001112463700568]                                        |  0.0000011627015510|      0.00012207|[243, 90, 0, 90]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      46|[0.9999505118999436, 0.9999892152738055]                                        |  0.0000004365513746|      0.00024414|[248, 92, 0, 92]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      47|[0.9999505118999436, 0.9999892152738055]                                        |  0.0000004365513746|      0.00012207|[253, 94, 0, 94]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      48|[0.9999505118999436, 0.9999892152738055]                                        |  0.0000004365513746|      0.00006104|[258, 96, 0, 96]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      49|[1.000011295398224, 0.9999947521172413]                                         |  0.0000000202822488|      0.00012207|[264, 98, 0, 98]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      50|[1.000011295398224, 0.9999947521172413]                                         |  0.0000000202822488|      0.00006104|[270, 100, 0, 100]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      51|[1.000011295398224, 0.9999947521172413]                                         |  0.0000000202822488|      0.00003052|[276, 102, 0, 102]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      52|[1.000011295398224, 0.9999947521172413]                                         |  0.0000000202822488|      0.00001526|[281, 104, 0, 104]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      53|[0.9999961381122056, 0.9999929950389261]                                        |  0.0000000076699518|      0.00003052|[286, 106, 0, 106]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      54|[0.9999961381122056, 0.9999929950389261]                                        |  0.0000000076699518|      0.00001526|[291, 108, 0, 108]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      55|[0.9999961381122056, 0.9999929950389261]                                        |  0.0000000076699518|      0.00000763|[296, 110, 0, 110]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      56|[1.000002887472217, 0.9999965522569892]                                         |  0.0000000018404555|      0.00001526|[301, 112, 0, 112]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      57|[1.000002887472217, 0.9999965522569892]                                         |  0.0000000018404555|      0.00000763|[307, 114, 0, 114]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      58|[1.000002887472217, 0.9999965522569892]                                         |  0.0000000018404555|      0.00000381|[312, 116, 0, 116]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      59|[0.9999992538377466, 0.9999977135561596]                                        |  0.0000000005914242|      0.00000763|[318, 118, 0, 118]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      60|[0.9999992538377466, 0.9999977135561596]                                        |  0.0000000005914242|      0.00000381|[323, 120, 0, 120]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      61|[0.9999992538377466, 0.9999977135561596]                                        |  0.0000000005914242|      0.00000191|[329, 122, 0, 122]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      62|[1.000000952486702, 0.999998581064392]                                          |  0.0000000002449835|      0.00000381|[334, 124, 0, 124]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      63|[1.000000952486702, 0.999998581064392]                                          |  0.0000000002449835|      0.00000191|[339, 126, 0, 126]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      64|[0.9999995406591738, 0.9999998635314823]                                        |  0.0000000000391018|      0.00000381|[344, 128, 0, 128]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      65|[0.9999995406591738, 0.9999998635314823]                                        |  0.0000000000391018|      0.00000191|[349, 130, 0, 130]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      66|[0.9999995406591738, 0.9999998635314823]                                        |  0.0000000000391018|      0.00000095|[354, 132, 0, 132]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      67|[0.9999995406591738, 0.9999998635314823]                                        |  0.0000000000391018|      0.00000048|[359, 134, 0, 134]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      68|[0.9999999883315935, 1.0000000277358674]                                        |  0.0000000000000683|      0.00000095|[365, 136, 0, 136]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      69|[0.9999999883315935, 1.0000000277358674]                                        |  0.0000000000000683|      0.00000048|[371, 138, 0, 138]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      70|[0.9999999883315935, 1.0000000277358674]                                        |  0.0000000000000683|      0.00000024|[377, 140, 0, 140]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      71|[0.9999999883315935, 1.0000000277358674]                                        |  0.0000000000000683|      0.00000012|[382, 142, 0, 142]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      72|[0.9999999883315935, 1.0000000277358674]                                        |  0.0000000000000683|      0.00000006|[387, 144, 0, 144]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      73|[0.9999999883315935, 1.0000000277358674]                                        |  0.0000000000000683|      0.00000003|[393, 146, 0, 146]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      74|[0.9999999883315935, 1.0000000277358674]                                        |  0.0000000000000683|      0.00000001|[398, 148, 0, 148]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      75|[1.0000000002216258, 1.0000000187541227]                                        |  0.0000000000000283|      0.00000003|[404, 150, 0, 150]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      76|[1.0000000002216258, 1.0000000187541227]                                        |  0.0000000000000283|      0.00000001|[409, 152, 0, 152]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      77|[0.9999999921983632, 1.000000006197377]                                         |  0.0000000000000107|      0.00000003|[414, 154, 0, 154]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      78|[0.9999999921983632, 1.000000006197377]                                         |  0.0000000000000107|      0.00000001|[419, 156, 0, 156]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      79|[0.9999999921983632, 1.000000006197377]                                         |  0.0000000000000107|      0.00000001|[424, 158, 0, 158]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      80|[0.9999999983808495, 1.0000000020394912]                                        |  0.0000000000000006|      0.00000001|[430, 160, 0, 160]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
