k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 0.1]                                                                      |  3.0203003000300002|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 0.1]                                                                      |  3.0203003000300002|      0.50000000|[7, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[0.5083745345046766, 0.0088715100722794]                                        |  0.2004216611385345|      1.00000000|[12, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
      27|[0.2126504683456162, -0.008268432687388]                                        |  0.0061408029869199|      0.00781250|[147, 54, 0, 54]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      28|[0.2048379969343176, -0.0082895679101732]                                       |  0.0052873548120260|      0.01562500|[152, 56, 0, 56]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      29|[0.2048379969343176, -0.0082895679101732]                                       |  0.0052873548120260|      0.00781250|[158, 58, 0, 58]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      30|[0.1970255030663564, -0.0082797794951756]                                       |  0.0045260926708579|      0.01562500|[163, 60, 0, 60]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      31|[0.1970255030663564, -0.0082797794951756]                                       |  0.0045260926708579|      0.00781250|[169, 62, 0, 62]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      32|[0.1892174101006451, -0.0080174047844838]                                       |  0.0038502290844917|      0.01562500|[174, 64, 0, 64]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      33|[0.1892174101006451, -0.0080174047844838]                                       |  0.0038502290844917|      0.00781250|[180, 66, 0, 66]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      34|[0.1814050037795929, -0.0079791461281728]                                       |  0.0032529677264392|      0.01562500|[186, 68, 0, 68]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      35|[0.1814050037795929, -0.0079791461281728]                                       |  0.0032529677264392|      0.00781250|[191, 70, 0, 70]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      36|[0.1814050037795929, -0.0079791461281728]                                       |  0.0032529677264392|      0.00390625|[196, 72, 0, 72]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      37|[0.1774989504288859, -0.0079399506701386]                                       |  0.0029818455222994|      0.00781250|[201, 74, 0, 74]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      38|[0.1774989504288859, -0.0079399506701386]                                       |  0.0029818455222994|      0.00390625|[206, 76, 0, 76]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      39|[0.1735928377253737, -0.0079071999455473]                                       |  0.0027280396316200|      0.00781250|[211, 78, 0, 78]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      40|[0.1735928377253737, -0.0079071999455473]                                       |  0.0027280396316200|      0.00390625|[216, 80, 0, 80]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      41|[0.1696873050774201, -0.0078323414238675]                                       |  0.0024907898623496|      0.00781250|[221, 82, 0, 82]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      42|[0.1696873050774201, -0.0078323414238675]                                       |  0.0024907898623496|      0.00390625|[226, 84, 0, 84]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      43|[0.1657825869864732, -0.0077229536149833]                                       |  0.0022693781647831|      0.00781250|[231, 86, 0, 86]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      44|[0.1657825869864732, -0.0077229536149833]                                       |  0.0022693781647831|      0.00390625|[237, 88, 0, 88]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      45|[0.1618777214734675, -0.0076189613660495]                                       |  0.0020630639046431|      0.00781250|[243, 90, 0, 90]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      46|[0.1618777214734675, -0.0076189613660495]                                       |  0.0020630639046431|      0.00390625|[248, 92, 0, 92]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      47|[0.157972574466033, -0.0075261394245422]                                        |  0.0018711430020630|      0.00781250|[253, 94, 0, 94]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      48|[0.157972574466033, -0.0075261394245422]                                        |  0.0018711430020630|      0.00390625|[258, 96, 0, 96]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      49|[0.1540665058737942, -0.0074884935054281]                                       |  0.0016929344274104|      0.00781250|[264, 98, 0, 98]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      50|[0.1540665058737942, -0.0074884935054281]                                       |  0.0016929344274104|      0.00390625|[270, 100, 0, 100]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      51|[0.1501616983608933, -0.0073823457325243]                                       |  0.0015277762431651|      0.00781250|[276, 102, 0, 102]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      52|[0.1501616983608933, -0.0073823457325243]                                       |  0.0015277762431651|      0.00390625|[281, 104, 0, 104]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      53|[0.1462556393782055, -0.0073437156113213]                                       |  0.0013750037178397|      0.00781250|[286, 106, 0, 106]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      54|[0.1462556393782055, -0.0073437156113213]                                       |  0.0013750037178397|      0.00390625|[291, 108, 0, 108]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      55|[0.1462556393782055, -0.0073437156113213]                                       |  0.0013750037178397|      0.00195312|[296, 110, 0, 110]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      56|[0.1443029209520214, -0.0073038657221615]                                       |  0.0013030639383942|      0.00390625|[301, 112, 0, 112]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      57|[0.1443029209520214, -0.0073038657221615]                                       |  0.0013030639383942|      0.00195312|[307, 114, 0, 114]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      58|[0.1423500037736636, -0.0072753743181973]                                       |  0.0012339848326519|      0.00390625|[312, 116, 0, 116]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      59|[0.1423500037736636, -0.0072753743181973]                                       |  0.0012339848326519|      0.00195312|[318, 118, 0, 118]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      60|[0.1403972502230484, -0.0072372844746035]                                       |  0.0011676896829158|      0.00390625|[323, 120, 0, 120]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      61|[0.1403972502230484, -0.0072372844746035]                                       |  0.0011676896829158|      0.00195312|[329, 122, 0, 122]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      62|[0.1384442227260443, -0.0072177687996062]                                       |  0.0011041043326259|      0.00390625|[334, 124, 0, 124]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      63|[0.1384442227260443, -0.0072177687996062]                                       |  0.0011041043326259|      0.00195312|[339, 126, 0, 126]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      64|[0.1364917048498365, -0.007169073741191]                                        |  0.0010431520640850|      0.00390625|[344, 128, 0, 128]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      65|[0.1364917048498365, -0.007169073741191]                                        |  0.0010431520640850|      0.00195312|[349, 130, 0, 130]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      66|[0.1345390080558698, -0.00712817757441]                                         |  0.0009847581386566|      0.00390625|[354, 132, 0, 132]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      67|[0.1345390080558698, -0.00712817757441]                                         |  0.0009847581386566|      0.00195312|[359, 134, 0, 134]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      68|[0.1325865672914439, -0.007076483019251]                                        |  0.0009288528235629|      0.00390625|[365, 136, 0, 136]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      69|[0.1325865672914439, -0.007076483019251]                                        |  0.0009288528235629|      0.00195312|[371, 138, 0, 138]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      70|[0.1306340809891769, -0.0070265379986342]                                       |  0.0008753621368669|      0.00390625|[377, 140, 0, 140]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      71|[0.1306340809891769, -0.0070265379986342]                                       |  0.0008753621368669|      0.00195312|[382, 142, 0, 142]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      72|[0.1286810347734477, -0.0070089953406016]                                       |  0.0008242166950367|      0.00390625|[387, 144, 0, 144]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      73|[0.1286810347734477, -0.0070089953406016]                                       |  0.0008242166950367|      0.00195312|[393, 146, 0, 146]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      74|[0.1267281906641612, -0.0069758720791332]                                       |  0.0007753443205729|      0.00390625|[398, 148, 0, 148]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      75|[0.1267281906641612, -0.0069758720791332]                                       |  0.0007753443205729|      0.00195312|[404, 150, 0, 150]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      76|[0.1247757028644575, -0.0069259856317437]                                       |  0.0007286797044799|      0.00390625|[409, 152, 0, 152]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      77|[0.1247757028644575, -0.0069259856317437]                                       |  0.0007286797044799|      0.00195312|[414, 154, 0, 154]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      78|[0.1228226646024537, -0.0069075787641642]                                       |  0.0006841549766250|      0.00390625|[419, 156, 0, 156]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      79|[0.1228226646024537, -0.0069075787641642]                                       |  0.0006841549766250|      0.00195312|[424, 158, 0, 158]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      80|[0.1208697412364234, -0.006879514693933]                                        |  0.0006417016265914|      0.00390625|[430, 160, 0, 160]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
