k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-1.2, 1.0]                                                                     |26656.1334557436784962|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-1.2, 1.0]                                                                     |26656.1334557436784962|      0.50000000|[7, 2, 0, 2]                                                               |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[-1.2, 1.0]                                                                     |26656.1334557436784962|      0.25000000|[15, 5, 0, 5]                                                              |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[-0.9523253142286946, 0.9659816222008577]                                       |2359.3833007812500000|      0.50000000|[21, 7, 0, 7]                                                              |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       4|[-0.9523253142286946, 0.9659816222008577]                                       |2359.3833007812500000|      0.25000000|[28, 10, 0, 10]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[-0.7211681873901711, 0.8707640675601362]                                       |141.9290313720703125|      0.50000000|[33, 12, 0, 12]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       6|[-0.7211681873901711, 0.8707640675601362]                                       |141.9290313720703125|      0.25000000|[39, 14, 0, 14]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[-0.7211681873901711, 0.8707640675601362]                                       |141.9290313720703125|      0.12500000|[45, 16, 0, 16]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[-0.5967272272118904, 0.8589552814282951]                                       | 26.8764629364013672|      0.25000000|[51, 18, 0, 18]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      19|[-0.1012911980771468, 0.8726839052896455]                                       |  0.0008047471055761|      0.00195312|[128, 49, 0, 49]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      20|[-0.0993534045601381, 0.8729281460541874]                                       |  0.0007467671530321|      0.00390625|[134, 51, 0, 51]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      21|[-0.0993534045601381, 0.8729281460541874]                                       |  0.0007467671530321|      0.00195312|[140, 53, 0, 53]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      22|[-0.0974145033614124, 0.8731634318531746]                                       |  0.0006923637702130|      0.00390625|[145, 55, 0, 55]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      23|[-0.0974145033614124, 0.8731634318531746]                                       |  0.0006923637702130|      0.00195312|[153, 58, 0, 58]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      24|[-0.0954755276947914, 0.8733981031762555]                                       |  0.0006413481314667|      0.00390625|[158, 60, 0, 60]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      25|[-0.0954755276947914, 0.8733981031762555]                                       |  0.0006413481314667|      0.00195312|[164, 62, 0, 62]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      26|[-0.0935371665419375, 0.8736377973704531]                                       |  0.0005935388035141|      0.00390625|[169, 64, 0, 64]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      27|[-0.0935371665419375, 0.8736377973704531]                                       |  0.0005935388035141|      0.00195312|[175, 66, 0, 66]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      28|[-0.0915992713811002, 0.8738812303411628]                                       |  0.0005487630842254|      0.00390625|[181, 68, 0, 68]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      29|[-0.0915992713811002, 0.8738812303411628]                                       |  0.0005487630842254|      0.00195312|[188, 71, 0, 71]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      30|[-0.0896600077125551, 0.8741135096762014]                                       |  0.0005068585742265|      0.00390625|[193, 73, 0, 73]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      31|[-0.0896600077125551, 0.8741135096762014]                                       |  0.0005068585742265|      0.00195312|[200, 76, 0, 76]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      32|[-0.0877242764985454, 0.8743735903035716]                                       |  0.0004676644748542|      0.00390625|[205, 78, 0, 78]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      33|[-0.0877242764985454, 0.8743735903035716]                                       |  0.0004676644748542|      0.00195312|[212, 81, 0, 81]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      34|[-0.0857870998584703, 0.8746226764950243]                                       |  0.0004310332587920|      0.00390625|[217, 83, 0, 83]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      35|[-0.0857870998584703, 0.8746226764950243]                                       |  0.0004310332587920|      0.00195312|[224, 86, 0, 86]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      36|[-0.0857870998584703, 0.8746226764950243]                                       |  0.0004310332587920|      0.00097656|[230, 88, 0, 88]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      37|[-0.0848188942558439, 0.8747501607193395]                                       |  0.0004136339121033|      0.00195312|[236, 90, 0, 90]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      38|[-0.0848188942558439, 0.8747501607193395]                                       |  0.0004136339121033|      0.00097656|[243, 93, 0, 93]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      39|[-0.0838504072060781, 0.8748754888919189]                                       |  0.0003968226083089|      0.00195312|[248, 95, 0, 95]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      40|[-0.0838504072060781, 0.8748754888919189]                                       |  0.0003968226083089|      0.00097656|[256, 98, 0, 98]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      41|[-0.0828821700899778, 0.8750027335515786]                                       |  0.0003805824089795|      0.00195312|[262, 100, 0, 100]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      42|[-0.0828821700899778, 0.8750027335515786]                                       |  0.0003805824089795|      0.00097656|[268, 102, 0, 102]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      43|[-0.0819146571854342, 0.8751353725200153]                                       |  0.0003648969577625|      0.00195312|[273, 104, 0, 104]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      44|[-0.0819146571854342, 0.8751353725200153]                                       |  0.0003648969577625|      0.00097656|[280, 107, 0, 107]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      45|[-0.0809458779880178, 0.8752584220346814]                                       |  0.0003497510624584|      0.00195312|[286, 109, 0, 109]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      46|[-0.0809458779880178, 0.8752584220346814]                                       |  0.0003497510624584|      0.00097656|[292, 111, 0, 111]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      47|[-0.0799780321262294, 0.8753886092238562]                                       |  0.0003351280174684|      0.00195312|[298, 113, 0, 113]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      48|[-0.0799780321262294, 0.8753886092238562]                                       |  0.0003351280174684|      0.00097656|[305, 116, 0, 116]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      49|[-0.0790092821023764, 0.8755118882070245]                                       |  0.0003210139402654|      0.00195312|[311, 118, 0, 118]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      50|[-0.0790092821023764, 0.8755118882070245]                                       |  0.0003210139402654|      0.00097656|[319, 121, 0, 121]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      51|[-0.0780415745711407, 0.8756430996790691]                                       |  0.0003073926782236|      0.00195312|[324, 123, 0, 123]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      52|[-0.0780415745711407, 0.8756430996790691]                                       |  0.0003073926782236|      0.00097656|[331, 126, 0, 126]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      53|[-0.0770741171989175, 0.8757761430905447]                                       |  0.0002942504652310|      0.00195312|[336, 128, 0, 128]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      54|[-0.0770741171989175, 0.8757761430905447]                                       |  0.0002942504652310|      0.00097656|[343, 131, 0, 131]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      55|[-0.0761066211306973, 0.8759089048108738]                                       |  0.0002815733023454|      0.00195312|[348, 133, 0, 133]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      56|[-0.0761066211306973, 0.8759089048108738]                                       |  0.0002815733023454|      0.00097656|[354, 135, 0, 135]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      57|[-0.0751403442594849, 0.8760502671982552]                                       |  0.0002693476562854|      0.00195312|[359, 137, 0, 137]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      58|[-0.0751403442594849, 0.8760502671982552]                                       |  0.0002693476562854|      0.00097656|[367, 140, 0, 140]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      59|[-0.0741745482069766, 0.8761948780601079]                                       |  0.0002575601683930|      0.00195312|[372, 142, 0, 142]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      60|[-0.0741745482069766, 0.8761948780601079]                                       |  0.0002575601683930|      0.00097656|[380, 145, 0, 145]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      61|[-0.0732078772791537, 0.8763335201666566]                                       |  0.0002461971889716|      0.00195312|[385, 147, 0, 147]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      62|[-0.0732078772791537, 0.8763335201666566]                                       |  0.0002461971889716|      0.00097656|[391, 149, 0, 149]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      63|[-0.0722413391795622, 0.8764730852713364]                                       |  0.0002352464944124|      0.00195312|[396, 151, 0, 151]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      64|[-0.0722413391795622, 0.8764730852713364]                                       |  0.0002352464944124|      0.00097656|[403, 154, 0, 154]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      65|[-0.0712737548354294, 0.8766052020885673]                                       |  0.0002246958465548|      0.00195312|[408, 156, 0, 156]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      66|[-0.0712737548354294, 0.8766052020885673]                                       |  0.0002246958465548|      0.00097656|[415, 159, 0, 159]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      67|[-0.0703084000373989, 0.8767527298158789]                                       |  0.0002145334292436|      0.00195312|[420, 161, 0, 161]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
