k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-1.0, 0.0, 0.0]                                                                |2499.9997982897020847|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-1.0948809526749828, -0.9829609176219597, -0.1574339202563493]                 |1375.1679687500000000|      1.11111111|[6, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[-0.39058040361691, -1.7450807655236553, -0.5545510003037346]                   |589.5537109375000000|      1.23456790|[12, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       3|[0.1094880809714618, -2.5634222259087105, -1.3319869575986556]                  |367.9512634277343750|      1.37174211|[17, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       4|[0.1652917985492573, -1.280113959507175, -1.813320793567938]                    | 35.0029678344726562|      1.52415790|[22, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       5|[0.1652917985492573, -1.280113959507175, -1.813320793567938]                    | 35.0029678344726562|      1.37174211|[27, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[0.1652917985492573, -1.280113959507175, -1.813320793567938]                    | 35.0029678344726562|      1.23456790|[32, 12, 0, 12]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[0.1652917985492573, -1.280113959507175, -1.813320793567938]                    | 35.0029678344726562|      1.11111111|[37, 14, 0, 14]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[0.1652917985492573, -1.280113959507175, -1.813320793567938]                    | 35.0029678344726562|      1.00000000|[42, 16, 0, 16]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[0.1652917985492573, -1.280113959507175, -1.813320793567938]                    | 35.0029678344726562|      0.90000000|[47, 18, 0, 18]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[0.1652917985492573, -1.280113959507175, -1.813320793567938]                    | 35.0029678344726562|      0.81000000|[53, 20, 0, 20]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      11|[0.177703755067926, -1.2533512160811053, -2.622783392394894]                    | 25.9855461120605469|      0.90000000|[58, 22, 0, 22]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      12|[0.177703755067926, -1.2533512160811053, -2.622783392394894]                    | 25.9855461120605469|      0.81000000|[64, 24, 0, 24]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      13|[0.177703755067926, -1.2533512160811053, -2.622783392394894]                    | 25.9855461120605469|      0.72900000|[69, 26, 0, 26]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      14|[0.177703755067926, -1.2533512160811053, -2.622783392394894]                    | 25.9855461120605469|      0.65610000|[74, 28, 0, 28]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      15|[0.177703755067926, -1.2533512160811053, -2.622783392394894]                    | 25.9855461120605469|      0.59049000|[80, 30, 0, 30]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      16|[0.177703755067926, -1.2533512160811053, -2.622783392394894]                    | 25.9855461120605469|      0.53144100|[85, 32, 0, 32]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      17|[0.177703755067926, -1.2533512160811053, -2.622783392394894]                    | 25.9855461120605469|      0.47829690|[91, 34, 0, 34]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      18|[-0.1041737567328021, -0.9731597565868384, -2.3566899146147855]                 | 15.3983087539672852|      0.53144100|[97, 36, 0, 36]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      19|[-0.1041737567328021, -0.9731597565868384, -2.3566899146147855]                 | 15.3983087539672852|      0.47829690|[103, 38, 0, 38]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      20|[-0.1041737567328021, -0.9731597565868384, -2.3566899146147855]                 | 15.3983087539672852|      0.43046721|[108, 40, 0, 40]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      21|[-0.1041737567328021, -0.9731597565868384, -2.3566899146147855]                 | 15.3983087539672852|      0.38742049|[113, 42, 0, 42]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      22|[-0.1041737567328021, -0.9731597565868384, -2.3566899146147855]                 | 15.3983087539672852|      0.34867844|[118, 44, 0, 44]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      23|[-0.1041737567328021, -0.9731597565868384, -2.3566899146147855]                 | 15.3983087539672852|      0.31381060|[124, 46, 0, 46]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      24|[-0.1041737567328021, -0.9731597565868384, -2.3566899146147855]                 | 15.3983087539672852|      0.28242954|[129, 48, 0, 48]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      48|[-0.0017176765058471, -1.0067934952283422, -2.51491858483508]                   |  6.3443250656127930|      0.03433684|[263, 96, 0, 96]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      49|[-0.0083042047710151, -0.9878119934095371, -2.4870736805994986]                 |  6.2695031166076660|      0.03815204|[269, 98, 0, 98]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      50|[-0.0083042047710151, -0.9878119934095371, -2.4870736805994986]                 |  6.2695031166076660|      0.03433684|[275, 100, 0, 100]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      51|[-0.0083042047710151, -0.9878119934095371, -2.4870736805994986]                 |  6.2695031166076660|      0.03090315|[280, 102, 0, 102]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      52|[-0.0083042047710151, -0.9878119934095371, -2.4870736805994986]                 |  6.2695031166076660|      0.02781284|[286, 104, 0, 104]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      53|[0.0078188873761008, -1.0102778915732302, -2.4840931891199585]                  |  6.1826329231262207|      0.03090315|[292, 106, 0, 106]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      54|[0.0078188873761008, -1.0102778915732302, -2.4840931891199585]                  |  6.1826329231262207|      0.02781284|[297, 108, 0, 108]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      55|[0.0078188873761008, -1.0102778915732302, -2.4840931891199585]                  |  6.1826329231262207|      0.02503156|[302, 110, 0, 110]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      56|[0.0078188873761008, -1.0102778915732302, -2.4840931891199585]                  |  6.1826329231262207|      0.02252840|[307, 112, 0, 112]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      57|[0.0078188873761008, -1.0102778915732302, -2.4840931891199585]                  |  6.1826329231262207|      0.02027556|[313, 114, 0, 114]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      58|[0.0078188873761008, -1.0102778915732302, -2.4840931891199585]                  |  6.1826329231262207|      0.01824800|[318, 116, 0, 116]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      59|[0.0197053595573761, -1.0146108583158686, -2.470943025059287]                   |  6.1278119087219238|      0.02027556|[323, 118, 0, 118]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      60|[0.0197053595573761, -1.0146108583158686, -2.470943025059287]                   |  6.1278119087219238|      0.01824800|[329, 120, 0, 120]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      61|[0.0207648546421277, -1.013492953579078, -2.4527601376181667]                   |  6.0562381744384766|      0.02027556|[335, 122, 0, 122]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      62|[0.0207207830534392, -0.9944483938735184, -2.44580304627033]                    |  6.0290651321411133|      0.02252840|[341, 124, 0, 124]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      63|[0.0207207830534392, -0.9944483938735184, -2.44580304627033]                    |  6.0290651321411133|      0.02027556|[346, 126, 0, 126]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      64|[0.0207207830534392, -0.9944483938735184, -2.44580304627033]                    |  6.0290651321411133|      0.01824800|[352, 128, 0, 128]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      65|[0.0207207830534392, -0.9944483938735184, -2.44580304627033]                    |  6.0290651321411133|      0.01642320|[358, 130, 0, 130]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      66|[0.0207207830534392, -0.9944483938735184, -2.44580304627033]                    |  6.0290651321411133|      0.01478088|[364, 132, 0, 132]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      67|[0.0329489077302459, -0.9861452584484222, -2.4458765957732265]                  |  6.0001068115234375|      0.01642320|[370, 134, 0, 134]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      68|[0.0293712654239411, -0.990967314229198, -2.4305903320320166]                   |  5.9646739959716797|      0.01824800|[376, 136, 0, 136]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      69|[0.0450472528482216, -0.996458992942326, -2.4230342404684375]                   |  5.8742971420288086|      0.02027556|[381, 138, 0, 138]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      70|[0.0450472528482216, -0.996458992942326, -2.4230342404684375]                   |  5.8742971420288086|      0.01824800|[386, 140, 0, 140]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      71|[0.0450472528482216, -0.996458992942326, -2.4230342404684375]                   |  5.8742971420288086|      0.01642320|[392, 142, 0, 142]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      72|[0.0523534269064061, -1.0065718691101244, -2.4123538302779584]                  |  5.8281850814819336|      0.01824800|[397, 144, 0, 144]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      73|[0.0523534269064061, -1.0065718691101244, -2.4123538302779584]                  |  5.8281850814819336|      0.01642320|[403, 146, 0, 146]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      74|[0.0634940202929381, -0.9964319734061622, -2.405812324358116]                   |  5.7932009696960449|      0.01824800|[409, 148, 0, 148]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      75|[0.0574152303203722, -0.989495135186569, -2.3900669051983656]                   |  5.7515187263488770|      0.02027556|[415, 150, 0, 150]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      76|[0.0731265300542873, -1.0011312907724947, -2.384695382085048]                   |  5.6882700920104980|      0.02252840|[421, 152, 0, 152]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      77|[0.0731265300542873, -1.0011312907724947, -2.384695382085048]                   |  5.6882700920104980|      0.02027556|[426, 154, 0, 154]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      78|[0.0731265300542873, -1.0011312907724947, -2.384695382085048]                   |  5.6882700920104980|      0.01824800|[431, 156, 0, 156]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      79|[0.0843082340282359, -1.00138037726289, -2.370276745232318]                     |  5.6222014427185059|      0.02027556|[436, 158, 0, 158]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      80|[0.0843082340282359, -1.00138037726289, -2.370276745232318]                     |  5.6222014427185059|      0.01824800|[442, 160, 0, 160]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
