k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.2, 0.3, 5.6, 5.5, 6.5, 7.6]                                                  |269.7503748359903852|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.2, 0.3, 5.6, 5.5, 6.5, 7.6]                                                  |269.7503748359903852|      0.20000000|[11, 4, 0, 2]                                                              |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       2|[1.1527088453071963, 0.4000343455370315, 5.543274485474241, 5.626809577660185, 6.408978342864484, 7.613163637359667]|253.1628875732421875|      1.00000000|[22, 8, 0, 4]                                                              |  | trying linear partial model with 7 points | iterate success | actual_k=2
      25|[-0.839411516799438, 0.4842346057551834, 3.8576177312693076, 5.854209932301411, 4.707798031410819, 7.364454106715982]| 49.9476242065429688|      0.20000000|[271, 100, 0, 50]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      26|[-0.8951206748332773, 0.4987225397469502, 3.851522875119799, 6.027530837246666, 4.6477501285632705, 7.309649403624944]| 48.2787666320800781|      1.00000000|[281, 104, 0, 52]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      27|[-0.8951206748332773, 0.4987225397469502, 3.851522875119799, 6.027530837246666, 4.6477501285632705, 7.309649403624944]| 48.2787666320800781|      0.20000000|[291, 108, 0, 54]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      28|[-0.9036255677142679, 0.5756465322150474, 3.696811236724851, 6.111485968217426, 4.6022948376948545, 7.340633716442113]| 44.1466903686523438|      1.00000000|[302, 112, 0, 56]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      29|[-0.9036255677142679, 0.5756465322150474, 3.696811236724851, 6.111485968217426, 4.6022948376948545, 7.340633716442113]| 44.1466903686523438|      0.20000000|[314, 116, 0, 58]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      30|[-0.9612390242931702, 0.6095427257760819, 3.5654040181667352, 6.171538654379383, 4.481635849940273, 7.330685643628915]| 39.8126792907714844|      1.00000000|[325, 120, 0, 60]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      31|[-0.9612390242931702, 0.6095427257760819, 3.5654040181667352, 6.171538654379383, 4.481635849940273, 7.330685643628915]| 39.8126792907714844|      0.20000000|[335, 124, 0, 62]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      32|[-0.9802472787438485, 0.7685906824796075, 3.5081943756039644, 6.200519980952677, 4.381183690706012, 7.342472795288186]| 36.1108322143554688|      1.00000000|[347, 128, 0, 64]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      33|[-0.9802472787438485, 0.7685906824796075, 3.5081943756039644, 6.200519980952677, 4.381183690706012, 7.342472795288186]| 36.1108322143554688|      0.20000000|[358, 132, 0, 66]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      34|[-1.034713683198086, 0.8579863783821663, 3.4056122453377022, 6.157881874238272, 4.254652737637047, 7.3687527622065545]| 32.2080307006835938|      1.00000000|[368, 136, 0, 68]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      35|[-1.034713683198086, 0.8579863783821663, 3.4056122453377022, 6.157881874238272, 4.254652737637047, 7.3687527622065545]| 32.2080307006835938|      0.20000000|[378, 140, 0, 70]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      36|[-1.034713683198086, 0.8579863783821663, 3.4056122453377022, 6.157881874238272, 4.254652737637047, 7.3687527622065545]| 32.2080307006835938|      0.04000000|[388, 144, 0, 72]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      37|[-1.027051107129801, 0.8676252065911146, 3.3800310256146555, 6.154763458997266, 4.229011672642554, 7.38001288603226]| 31.5074996948242188|      0.20000000|[400, 148, 0, 74]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      38|[-1.1097068781816606, 0.9638765690630577, 3.277553100840763, 6.080567094998254, 4.142700139191132, 7.3588659611791325]| 28.3479423522949219|      1.00000000|[410, 152, 0, 76]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      39|[-1.1097068781816606, 0.9638765690630577, 3.277553100840763, 6.080567094998254, 4.142700139191132, 7.3588659611791325]| 28.3479423522949219|      0.20000000|[421, 156, 0, 78]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      40|[-1.108518102358741, 1.0288714825920469, 3.133644942625152, 6.117269547453625, 4.033062189598093, 7.317669601883823]| 25.1421031951904297|      1.00000000|[432, 160, 0, 80]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      41|[-1.108518102358741, 1.0288714825920469, 3.133644942625152, 6.117269547453625, 4.033062189598093, 7.317669601883823]| 25.1421031951904297|      0.20000000|[442, 164, 0, 82]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      42|[-1.0959050097311185, 1.022386602919147, 2.9929507907712414, 6.130873184052723, 3.9117535090465547, 7.389105985878454]| 22.6714363098144531|      1.00000000|[452, 168, 0, 84]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      43|[-1.0959050097311185, 1.022386602919147, 2.9929507907712414, 6.130873184052723, 3.9117535090465547, 7.389105985878454]| 22.6714363098144531|      0.20000000|[463, 172, 0, 86]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      44|[-1.1646456239024696, 1.1557276661871225, 2.9242576250157626, 6.085520663425241, 3.8083443186239294, 7.3840240573790945]| 20.2132415771484375|      1.00000000|[473, 176, 0, 88]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      45|[-1.1646456239024696, 1.1557276661871225, 2.9242576250157626, 6.085520663425241, 3.8083443186239294, 7.3840240573790945]| 20.2132415771484375|      0.20000000|[483, 180, 0, 90]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      46|[-1.1606569460352185, 1.1891355541824906, 2.7867434393844017, 6.050667283457998, 3.672875482188546, 7.4038050704574525]| 17.8575935363769531|      1.00000000|[494, 184, 0, 92]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      47|[-1.1606569460352185, 1.1891355541824906, 2.7867434393844017, 6.050667283457998, 3.672875482188546, 7.4038050704574525]| 17.8575935363769531|      0.20000000|[504, 188, 0, 94]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      48|[-1.1569600315994248, 1.2717914124957546, 2.698320580293688, 6.061999495180032, 3.5239875495150725, 7.458938584603407]| 15.7275476455688477|      1.00000000|[514, 192, 0, 96]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      49|[-1.1569600315994248, 1.2717914124957546, 2.698320580293688, 6.061999495180032, 3.5239875495150725, 7.458938584603407]| 15.7275476455688477|      0.20000000|[526, 196, 0, 98]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      50|[-1.0974074377208343, 1.3581771470918182, 2.568382545503566, 6.079634083372934, 3.4155083577211642, 7.464266509388764]| 13.6446266174316406|      1.00000000|[537, 200, 0, 100]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      51|[-1.0974074377208343, 1.3581771470918182, 2.568382545503566, 6.079634083372934, 3.4155083577211642, 7.464266509388764]| 13.6446266174316406|      0.20000000|[547, 204, 0, 102]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      52|[-1.0974074377208343, 1.3581771470918182, 2.568382545503566, 6.079634083372934, 3.4155083577211642, 7.464266509388764]| 13.6446266174316406|      0.04000000|[558, 208, 0, 104]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      53|[-1.087181163405609, 1.3865060956955932, 2.561308520120024, 6.081061538371585, 3.3923530390666228, 7.4540368593585375]| 13.2859106063842773|      0.20000000|[570, 212, 0, 106]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      54|[-1.024230651463619, 1.512958811047412, 2.4723943998668023, 6.088684994690126, 3.2824543056661133, 7.456355125243214]| 11.4877490997314453|      1.00000000|[581, 216, 0, 108]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      55|[-1.024230651463619, 1.512958811047412, 2.4723943998668023, 6.088684994690126, 3.2824543056661133, 7.456355125243214]| 11.4877490997314453|      0.20000000|[592, 220, 0, 110]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      56|[-1.024230651463619, 1.512958811047412, 2.4723943998668023, 6.088684994690126, 3.2824543056661133, 7.456355125243214]| 11.4877490997314453|      0.04000000|[603, 224, 0, 112]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      57|[-1.0269449492381892, 1.5059117332614442, 2.4385507384689147, 6.075272153257112, 3.2808720246678966, 7.4710237972004885]| 11.3437204360961914|      0.20000000|[613, 228, 0, 114]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      58|[-1.0269449492381892, 1.5059117332614442, 2.4385507384689147, 6.075272153257112, 3.2808720246678966, 7.4710237972004885]| 11.3437204360961914|      0.04000000|[624, 232, 0, 116]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      59|[-1.0293954532560359, 1.5189550087776595, 2.4063420744525117, 6.062893606142999, 3.2689623390733007, 7.480584179856357]| 11.0728902816772461|      0.20000000|[635, 236, 0, 118]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      60|[-1.0293954532560359, 1.5189550087776595, 2.4063420744525117, 6.062893606142999, 3.2689623390733007, 7.480584179856357]| 11.0728902816772461|      0.04000000|[647, 240, 0, 120]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      61|[-1.024109579319922, 1.5264627294476558, 2.3873564484681116, 6.042175371662075, 3.2476898555711946, 7.464047073740129]| 10.8078308105468750|      0.20000000|[657, 244, 0, 122]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      62|[-1.024109579319922, 1.5264627294476558, 2.3873564484681116, 6.042175371662075, 3.2476898555711946, 7.464047073740129]| 10.8078308105468750|      0.04000000|[668, 248, 0, 124]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      63|[-0.9999443009812345, 1.5182592720947719, 2.380825401302129, 6.031723616470027, 3.2257482178697234, 7.446287192502583]| 10.6333942413330078|      0.20000000|[678, 252, 0, 126]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      64|[-0.9999443009812345, 1.5182592720947719, 2.380825401302129, 6.031723616470027, 3.2257482178697234, 7.446287192502583]| 10.6333942413330078|      0.04000000|[690, 256, 0, 128]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      65|[-0.9983972665747816, 1.54373965286104, 2.3541784446860623, 6.036187921696509, 3.222763196402141, 7.431814590478911]| 10.3872003555297852|      0.20000000|[701, 260, 0, 130]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      66|[-0.9983972665747816, 1.54373965286104, 2.3541784446860623, 6.036187921696509, 3.222763196402141, 7.431814590478911]| 10.3872003555297852|      0.04000000|[711, 264, 0, 132]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      67|[-0.990813745234645, 1.565726817065358, 2.326555379911726, 6.03407604311921, 3.2057206066148534, 7.430760451481493]| 10.0795001983642578|      0.20000000|[723, 268, 0, 134]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      68|[-0.990813745234645, 1.565726817065358, 2.326555379911726, 6.03407604311921, 3.2057206066148534, 7.430760451481493]| 10.0795001983642578|      0.04000000|[734, 272, 0, 136]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      69|[-0.9757351740907095, 1.5957437299256272, 2.316322246790581, 6.041441976875603, 3.1974215022987744, 7.415147235651036]|  9.8525133132934570|      0.20000000|[745, 276, 0, 138]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      70|[-0.9757351740907095, 1.5957437299256272, 2.316322246790581, 6.041441976875603, 3.1974215022987744, 7.415147235651036]|  9.8525133132934570|      0.04000000|[755, 280, 0, 140]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      71|[-0.9700466178823322, 1.6273095996448743, 2.297454095769015, 6.049141231474933, 3.1849495849193934, 7.415781136002537]|  9.5961580276489258|      0.20000000|[766, 284, 0, 142]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      72|[-0.9700466178823322, 1.6273095996448743, 2.297454095769015, 6.049141231474933, 3.1849495849193934, 7.415781136002537]|  9.5961580276489258|      0.04000000|[777, 288, 0, 144]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      73|[-0.9637427828903475, 1.6467699039176864, 2.276551553205366, 6.050732253593349, 3.1741818177045467, 7.440804440624506]|  9.3954105377197266|      0.20000000|[787, 292, 0, 146]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      74|[-0.9637427828903475, 1.6467699039176864, 2.276551553205366, 6.050732253593349, 3.1741818177045467, 7.440804440624506]|  9.3954105377197266|      0.04000000|[798, 296, 0, 148]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      75|[-0.9781537724936886, 1.6618342564863142, 2.264847228758498, 6.034189829958436, 3.1474323535761335, 7.434542504924681]|  9.1829986572265625|      0.20000000|[809, 300, 0, 150]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      76|[-0.9781537724936886, 1.6618342564863142, 2.264847228758498, 6.034189829958436, 3.1474323535761335, 7.434542504924681]|  9.1829986572265625|      0.04000000|[820, 304, 0, 152]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      77|[-0.9877494946702398, 1.6851295245916762, 2.2593933359404303, 6.018972411432552, 3.1217847114540396, 7.427750135682372]|  8.9720439910888672|      0.20000000|[830, 308, 0, 154]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      78|[-0.9877494946702398, 1.6851295245916762, 2.2593933359404303, 6.018972411432552, 3.1217847114540396, 7.427750135682372]|  8.9720439910888672|      0.04000000|[840, 312, 0, 156]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      79|[-0.9801736179448071, 1.7069818835571202, 2.236593070867497, 6.005064474965353, 3.103118058690646, 7.4295814712402795]|  8.7085466384887695|      0.20000000|[852, 316, 0, 158]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      80|[-0.9801736179448071, 1.7069818835571202, 2.236593070867497, 6.005064474965353, 3.103118058690646, 7.4295814712402795]|  8.7085466384887695|      0.04000000|[863, 320, 0, 160]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
