k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0]                                                                      |  6.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 1.0]                                                                      |  6.0000000000000000|      0.50000000|[9, 0, 0, 2]                                                               |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      22|[1.3679899487591727, 0.3472490221684564]                                        |  2.2626814842224121|      0.06250000|[177, 0, 0, 44]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      23|[1.394676381428682, 0.2907327916556582]                                         |  2.0633792877197266|      0.12500000|[185, 0, 0, 46]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      24|[1.394676381428682, 0.2907327916556582]                                         |  2.0633792877197266|      0.06250000|[193, 0, 0, 48]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      25|[1.4213490782899867, 0.2342100772644956]                                        |  1.8764786720275879|      0.12500000|[201, 0, 0, 50]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      26|[1.4213490782899867, 0.2342100772644956]                                        |  1.8764786720275879|      0.06250000|[209, 0, 0, 52]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      27|[1.4477628787187695, 0.177565914750531]                                         |  1.7012428045272827|      0.12500000|[217, 0, 0, 54]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      28|[1.4477628787187695, 0.177565914750531]                                         |  1.7012428045272827|      0.06250000|[225, 0, 0, 56]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      29|[1.473915798661246, 0.1208008306011842]                                         |  1.5369979143142700|      0.12500000|[233, 0, 0, 58]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      30|[1.473915798661246, 0.1208008306011842]                                         |  1.5369979143142700|      0.06250000|[241, 0, 0, 60]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      31|[1.5002133491307397, 0.0641026045327751]                                        |  1.3831274509429932|      0.12500000|[249, 0, 0, 62]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      32|[1.5002133491307397, 0.0641026045327751]                                        |  1.3831274509429932|      0.06250000|[257, 0, 0, 64]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      33|[1.5002133491307397, 0.0641026045327751]                                        |  1.3831274509429932|      0.03125000|[265, 0, 0, 66]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      34|[1.5133972225613257, 0.0357697970233473]                                        |  1.3099043369293213|      0.06250000|[273, 0, 0, 68]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      35|[1.5133972225613257, 0.0357697970233473]                                        |  1.3099043369293213|      0.03125000|[281, 0, 0, 70]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      36|[1.5266123836883307, 0.0074515693883541]                                        |  1.2390669584274292|      0.06250000|[289, 0, 0, 72]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      37|[1.5266123836883307, 0.0074515693883541]                                        |  1.2390669584274292|      0.03125000|[297, 0, 0, 74]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      38|[1.5399126335771214, -0.0208267943000866]                                       |  1.1705523729324341|      0.06250000|[305, 0, 0, 76]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      39|[1.5399126335771214, -0.0208267943000866]                                       |  1.1705523729324341|      0.03125000|[313, 0, 0, 78]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      40|[1.5532748851918066, -0.0490759134330055]                                       |  1.1043006181716919|      0.06250000|[321, 0, 0, 80]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      41|[1.5532748851918066, -0.0490759134330055]                                       |  1.1043006181716919|      0.03125000|[329, 0, 0, 82]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      42|[1.5667358266646754, -0.0772781394916695]                                       |  1.0402544736862183|      0.06250000|[337, 0, 0, 84]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      43|[1.5667358266646754, -0.0772781394916695]                                       |  1.0402544736862183|      0.03125000|[345, 0, 0, 86]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      44|[1.5802938909681425, -0.1054338030843297]                                       |  0.9783600568771362|      0.06250000|[353, 0, 0, 88]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      45|[1.5802938909681425, -0.1054338030843297]                                       |  0.9783600568771362|      0.03125000|[361, 0, 0, 90]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      46|[1.593947417437663, -0.1335432981873389]                                        |  0.9185663461685181|      0.06250000|[369, 0, 0, 92]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      47|[1.593947417437663, -0.1335432981873389]                                        |  0.9185663461685181|      0.03125000|[377, 0, 0, 94]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      48|[1.6076975102198376, -0.1616056831266414]                                       |  0.8608255982398987|      0.06250000|[385, 0, 0, 96]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      49|[1.6076975102198376, -0.1616056831266414]                                       |  0.8608255982398987|      0.03125000|[393, 0, 0, 98]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      50|[1.6215565698475651, -0.1896144133055533]                                       |  0.8050934672355652|      0.06250000|[401, 0, 0, 100]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      51|[1.6215565698475651, -0.1896144133055533]                                       |  0.8050934672355652|      0.03125000|[409, 0, 0, 102]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      52|[1.6355557351589747, -0.2175533801902437]                                       |  0.7513286471366882|      0.06250000|[417, 0, 0, 104]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      53|[1.6355557351589747, -0.2175533801902437]                                       |  0.7513286471366882|      0.03125000|[425, 0, 0, 106]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      54|[1.649673191786981, -0.2454327617894894]                                        |  0.6994934678077698|      0.06250000|[433, 0, 0, 108]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      55|[1.649673191786981, -0.2454327617894894]                                        |  0.6994934678077698|      0.03125000|[441, 0, 0, 110]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      56|[1.6639259456550222, -0.2732432185850374]                                       |  0.6495539546012878|      0.06250000|[449, 0, 0, 112]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      57|[1.6639259456550222, -0.2732432185850374]                                       |  0.6495539546012878|      0.03125000|[457, 0, 0, 114]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      58|[1.6783403834553852, -0.3009702177537084]                                       |  0.6014797091484070|      0.06250000|[465, 0, 0, 116]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      59|[1.6783403834553852, -0.3009702177537084]                                       |  0.6014797091484070|      0.03125000|[473, 0, 0, 118]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      60|[1.6928776885405314, -0.3286329952870903]                                       |  0.5552447438240051|      0.06250000|[481, 0, 0, 120]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      61|[1.6928776885405314, -0.3286329952870903]                                       |  0.5552447438240051|      0.03125000|[489, 0, 0, 122]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      62|[1.7076066689694187, -0.3561941932930816]                                       |  0.5108267664909363|      0.06250000|[497, 0, 0, 124]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      63|[1.7076066689694187, -0.3561941932930816]                                       |  0.5108267664909363|      0.03125000|[505, 0, 0, 126]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      64|[1.7224321915087069, -0.3837035804443261]                                       |  0.4682082235813141|      0.06250000|[513, 0, 0, 128]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      65|[1.7224321915087069, -0.3837035804443261]                                       |  0.4682082235813141|      0.03125000|[521, 0, 0, 130]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      66|[1.7373679932282993, -0.4111532494221666]                                       |  0.4273761808872223|      0.06250000|[529, 0, 0, 132]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      67|[1.7373679932282993, -0.4111532494221666]                                       |  0.4273761808872223|      0.03125000|[537, 0, 0, 134]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      68|[1.7523934606616582, -0.4385539397129068]                                       |  0.3883222043514252|      0.06250000|[545, 0, 0, 136]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      69|[1.7523934606616582, -0.4385539397129068]                                       |  0.3883222043514252|      0.03125000|[553, 0, 0, 138]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      70|[1.7523934606616582, -0.4385539397129068]                                       |  0.3883222043514252|      0.01562500|[561, 0, 0, 140]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      71|[1.7599617396571474, -0.4522236792146836]                                       |  0.3694605827331543|      0.03125000|[569, 0, 0, 142]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      72|[1.7599617396571474, -0.4522236792146836]                                       |  0.3694605827331543|      0.01562500|[577, 0, 0, 144]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      73|[1.7675373491132764, -0.4658893576233177]                                       |  0.3510423600673676|      0.03125000|[585, 0, 0, 146]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      74|[1.7675373491132764, -0.4658893576233177]                                       |  0.3510423600673676|      0.01562500|[593, 0, 0, 148]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      75|[1.7751419276892564, -0.47953893672605]                                         |  0.3330678045749664|      0.03125000|[601, 0, 0, 150]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      76|[1.7751419276892564, -0.47953893672605]                                         |  0.3330678045749664|      0.01562500|[609, 0, 0, 152]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      77|[1.7827374605322797, -0.4931935515441456]                                       |  0.3155374526977539|      0.03125000|[617, 0, 0, 154]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      78|[1.7827374605322797, -0.4931935515441456]                                       |  0.3155374526977539|      0.01562500|[625, 0, 0, 156]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      79|[1.7903715592167064, -0.5068266422530213]                                       |  0.2984521090984344|      0.03125000|[633, 0, 0, 158]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      80|[1.7903715592167064, -0.5068266422530213]                                       |  0.2984521090984344|      0.01562500|[641, 0, 0, 160]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
