k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[3.0, 0.1]                                                                      | 87.6860481455954357|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[2.1401527526657613, -0.4105513796394371]                                       | 16.5282554626464844|      5.00000000|[7, 2, 0, 2]                                                               |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       2|[2.1401527526657613, -0.4105513796394371]                                       | 16.5282554626464844|      1.00000000|[15, 5, 0, 5]                                                              |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      36|[0.1551912174071433, -0.6944999884442651]                                       |  0.7731991410255432|      0.00006400|[229, 87, 0, 87]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      37|[0.1552542775543777, -0.6944890605976899]                                       |  0.7731990814208984|      0.00032000|[237, 90, 0, 90]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      38|[0.1552542775543777, -0.6944890605976899]                                       |  0.7731990814208984|      0.00006400|[244, 93, 0, 93]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      39|[0.1552542775543777, -0.6944890605976899]                                       |  0.7731990814208984|      0.00001280|[251, 96, 0, 96]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      40|[0.1552542775543777, -0.6944890605976899]                                       |  0.7731990814208984|      0.00000256|[257, 98, 0, 98]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      41|[0.1552542775543777, -0.6944890605976899]                                       |  0.7731990814208984|      0.00000051|[262, 100, 0, 100]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      42|[0.1552542775543777, -0.6944890605976899]                                       |  0.7731990814208984|      0.00000010|[267, 102, 0, 102]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      43|[0.1552542775543777, -0.6944890605976899]                                       |  0.7731990814208984|      0.00000002|[273, 105, 0, 105]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      44|[0.1552542775543777, -0.6944890605976899]                                       |  0.7731990814208984|      0.00000000|[278, 108, 0, 108]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      45|[0.1552542775543777, -0.6944890605976899]                                       |  0.7731990814208984|      0.00000000|[284, 111, 0, 111]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      46|[0.1552542775543777, -0.6944890605976899]                                       |  0.7731990814208984|      0.00000000|[289, 113, 0, 113]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      47|[0.1552542775543777, -0.6944890605976899]                                       |  0.7731990814208984|      0.00000000|[294, 116, 0, 116]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      48|[0.1552542775543777, -0.6944890605976899]                                       |  0.7731990814208984|      0.00000000|[299, 118, 0, 118]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      49|[0.1552542775543777, -0.6944890605976899]                                       |  0.7731990814208984|      0.00000000|[305, 121, 0, 121]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      50|[0.1552542775543777, -0.6944890605976899]                                       |  0.7731990814208984|      0.00000000|[310, 124, 0, 124]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      51|[0.1552542775543777, -0.6944890605976899]                                       |  0.7731990814208984|      0.00000000|[316, 127, 0, 127]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      52|[0.1552542775543777, -0.6944890605976899]                                       |  0.7731990814208984|      0.00000000|[321, 129, 0, 129]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      53|[0.1552542775543777, -0.6944890605976899]                                       |  0.7731990814208984|      0.00000000|[326, 132, 0, 132]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      54|[0.1552542775543777, -0.6944890605976899]                                       |  0.7731990814208984|      0.00000000|[332, 135, 0, 135]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      55|[0.1552542775543777, -0.6944890605976899]                                       |  0.7731990814208984|      0.00000000|[338, 138, 0, 138]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      56|[0.1552542775543777, -0.6944890605976899]                                       |  0.7731990814208984|      0.00000000|[343, 140, 0, 140]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      57|[0.1552542775543777, -0.6944890605976899]                                       |  0.7731990814208984|      0.00000000|[343, 143, 0, 143]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      58|[0.1552542775543777, -0.6944890605976899]                                       |  0.7731990814208984|      0.00000000|[343, 145, 0, 145]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      59|[0.1552542775543777, -0.6944890605976899]                                       |  0.7731990814208984|      0.00000000|[343, 148, 0, 148]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      60|[0.1552542775543777, -0.6944890605976899]                                       |  0.7731990814208984|      0.00000000|[343, 150, 0, 150]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      61|[0.1552542775543777, -0.6944890605976899]                                       |  0.7731990814208984|      0.00000000|[343, 153, 0, 153]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      62|[0.1552542775543777, -0.6944890605976899]                                       |  0.7731990814208984|      0.00000000|[343, 156, 0, 156]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      63|[0.1552542775543777, -0.6944890605976899]                                       |  0.7731990814208984|      0.00000000|[343, 159, 0, 159]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      64|[0.1552542775543777, -0.6944890605976899]                                       |  0.7731990814208984|      0.00000000|[343, 162, 0, 162]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
