k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.3747608920950057, 0.0797095312778555, -0.004230393703097, 0.3412320516556853, 0.2813863685060732, 0.2369410940818939, 0.1407433950978369, -0.1597388580050057, -0.3424089535477906, 0.0291293031903155, 0.099735241409874, -0.0846681391623341, 0.0930650738771747, -0.2868813583100472, 0.1484125021073299, 0.0725495723862729, -0.0584381798738602, 0.1477149775037801, -0.1459984815515477, 0.3529909438652921, -0.1685676998119672, 0.3210466598085497]| 13.9616107940673828|      1.11111111|[27, 4, 0, 2]                                                              |  | trying linear partial model with 15 points | iterate success | actual_k=2
      12|[1.6055351235450888, -0.2225030544634884, -0.1069880954794678, 1.6590114678554433, 0.1751365245233728, 0.4447005674912786, 0.8325414324744149, 0.0653713372063374, -0.697138890642956, -0.2956992384931342, -0.2266930340110326, -0.1054440566813484, 0.6267216296856807, -0.0915894984617265, 0.0016578684643494, -0.2985915489222513, 0.2804689016090881, 0.0924394840582074, -0.4355653891969158, 0.8625012399789558, -0.567702571476221, 0.1320524272917663]| 12.1669244766235352|      0.65610000|[316, 48, 0, 24]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      13|[1.6055351235450888, -0.2225030544634884, -0.1069880954794678, 1.6590114678554433, 0.1751365245233728, 0.4447005674912786, 0.8325414324744149, 0.0653713372063374, -0.697138890642956, -0.2956992384931342, -0.2266930340110326, -0.1054440566813484, 0.6267216296856807, -0.0915894984617265, 0.0016578684643494, -0.2985915489222513, 0.2804689016090881, 0.0924394840582074, -0.4355653891969158, 0.8625012399789558, -0.567702571476221, 0.1320524272917663]| 12.1669244766235352|      0.59049000|[342, 52, 0, 26]                                                           |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      14|[1.6055351235450888, -0.2225030544634884, -0.1069880954794678, 1.6590114678554433, 0.1751365245233728, 0.4447005674912786, 0.8325414324744149, 0.0653713372063374, -0.697138890642956, -0.2956992384931342, -0.2266930340110326, -0.1054440566813484, 0.6267216296856807, -0.0915894984617265, 0.0016578684643494, -0.2985915489222513, 0.2804689016090881, 0.0924394840582074, -0.4355653891969158, 0.8625012399789558, -0.567702571476221, 0.1320524272917663]| 12.1669244766235352|      0.53144100|[369, 56, 0, 28]                                                           |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      15|[1.6055351235450888, -0.2225030544634884, -0.1069880954794678, 1.6590114678554433, 0.1751365245233728, 0.4447005674912786, 0.8325414324744149, 0.0653713372063374, -0.697138890642956, -0.2956992384931342, -0.2266930340110326, -0.1054440566813484, 0.6267216296856807, -0.0915894984617265, 0.0016578684643494, -0.2985915489222513, 0.2804689016090881, 0.0924394840582074, -0.4355653891969158, 0.8625012399789558, -0.567702571476221, 0.1320524272917663]| 12.1669244766235352|      0.47829690|[396, 60, 0, 30]                                                           |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      16|[1.6055351235450888, -0.2225030544634884, -0.1069880954794678, 1.6590114678554433, 0.1751365245233728, 0.4447005674912786, 0.8325414324744149, 0.0653713372063374, -0.697138890642956, -0.2956992384931342, -0.2266930340110326, -0.1054440566813484, 0.6267216296856807, -0.0915894984617265, 0.0016578684643494, -0.2985915489222513, 0.2804689016090881, 0.0924394840582074, -0.4355653891969158, 0.8625012399789558, -0.567702571476221, 0.1320524272917663]| 12.1669244766235352|      0.43046721|[422, 64, 0, 32]                                                           |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      17|[1.6055351235450888, -0.2225030544634884, -0.1069880954794678, 1.6590114678554433, 0.1751365245233728, 0.4447005674912786, 0.8325414324744149, 0.0653713372063374, -0.697138890642956, -0.2956992384931342, -0.2266930340110326, -0.1054440566813484, 0.6267216296856807, -0.0915894984617265, 0.0016578684643494, -0.2985915489222513, 0.2804689016090881, 0.0924394840582074, -0.4355653891969158, 0.8625012399789558, -0.567702571476221, 0.1320524272917663]| 12.1669244766235352|      0.38742049|[448, 68, 0, 34]                                                           |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      18|[1.6055351235450888, -0.2225030544634884, -0.1069880954794678, 1.6590114678554433, 0.1751365245233728, 0.4447005674912786, 0.8325414324744149, 0.0653713372063374, -0.697138890642956, -0.2956992384931342, -0.2266930340110326, -0.1054440566813484, 0.6267216296856807, -0.0915894984617265, 0.0016578684643494, -0.2985915489222513, 0.2804689016090881, 0.0924394840582074, -0.4355653891969158, 0.8625012399789558, -0.567702571476221, 0.1320524272917663]| 12.1669244766235352|      0.34867844|[474, 72, 0, 36]                                                           |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      19|[1.6055351235450888, -0.2225030544634884, -0.1069880954794678, 1.6590114678554433, 0.1751365245233728, 0.4447005674912786, 0.8325414324744149, 0.0653713372063374, -0.697138890642956, -0.2956992384931342, -0.2266930340110326, -0.1054440566813484, 0.6267216296856807, -0.0915894984617265, 0.0016578684643494, -0.2985915489222513, 0.2804689016090881, 0.0924394840582074, -0.4355653891969158, 0.8625012399789558, -0.567702571476221, 0.1320524272917663]| 12.1669244766235352|      0.31381060|[500, 76, 0, 38]                                                           |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      20|[1.6055351235450888, -0.2225030544634884, -0.1069880954794678, 1.6590114678554433, 0.1751365245233728, 0.4447005674912786, 0.8325414324744149, 0.0653713372063374, -0.697138890642956, -0.2956992384931342, -0.2266930340110326, -0.1054440566813484, 0.6267216296856807, -0.0915894984617265, 0.0016578684643494, -0.2985915489222513, 0.2804689016090881, 0.0924394840582074, -0.4355653891969158, 0.8625012399789558, -0.567702571476221, 0.1320524272917663]| 12.1669244766235352|      0.28242954|[526, 80, 0, 40]                                                           |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      21|[1.6055351235450888, -0.2225030544634884, -0.1069880954794678, 1.6590114678554433, 0.1751365245233728, 0.4447005674912786, 0.8325414324744149, 0.0653713372063374, -0.697138890642956, -0.2956992384931342, -0.2266930340110326, -0.1054440566813484, 0.6267216296856807, -0.0915894984617265, 0.0016578684643494, -0.2985915489222513, 0.2804689016090881, 0.0924394840582074, -0.4355653891969158, 0.8625012399789558, -0.567702571476221, 0.1320524272917663]| 12.1669244766235352|      0.25418658|[553, 84, 0, 42]                                                           |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      22|[1.6841741356586213, -0.2454376145114458, -0.1263925783701925, 1.7981990626911823, 0.247052899186333, 0.4454554605624219, 0.8102161099554268, 0.0601188736946368, -0.7458826271358658, -0.281684769215152, -0.1593050148928648, -0.1224622656549075, 0.6429623664157623, -0.0422651904318781, -0.0524371662353815, -0.4072117898737829, 0.2801508659356285, 0.0786042082859195, -0.3941993052975314, 0.8567639776198421, -0.5177991232633841, 0.0754650832084232]| 12.1468324661254883|      0.28242954|[579, 88, 0, 44]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      23|[1.6841741356586213, -0.2454376145114458, -0.1263925783701925, 1.7981990626911823, 0.247052899186333, 0.4454554605624219, 0.8102161099554268, 0.0601188736946368, -0.7458826271358658, -0.281684769215152, -0.1593050148928648, -0.1224622656549075, 0.6429623664157623, -0.0422651904318781, -0.0524371662353815, -0.4072117898737829, 0.2801508659356285, 0.0786042082859195, -0.3941993052975314, 0.8567639776198421, -0.5177991232633841, 0.0754650832084232]| 12.1468324661254883|      0.25418658|[605, 92, 0, 46]                                                           |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      24|[1.6841741356586213, -0.2454376145114458, -0.1263925783701925, 1.7981990626911823, 0.247052899186333, 0.4454554605624219, 0.8102161099554268, 0.0601188736946368, -0.7458826271358658, -0.281684769215152, -0.1593050148928648, -0.1224622656549075, 0.6429623664157623, -0.0422651904318781, -0.0524371662353815, -0.4072117898737829, 0.2801508659356285, 0.0786042082859195, -0.3941993052975314, 0.8567639776198421, -0.5177991232633841, 0.0754650832084232]| 12.1468324661254883|      0.22876792|[631, 96, 0, 48]                                                           |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      25|[1.6841741356586213, -0.2454376145114458, -0.1263925783701925, 1.7981990626911823, 0.247052899186333, 0.4454554605624219, 0.8102161099554268, 0.0601188736946368, -0.7458826271358658, -0.281684769215152, -0.1593050148928648, -0.1224622656549075, 0.6429623664157623, -0.0422651904318781, -0.0524371662353815, -0.4072117898737829, 0.2801508659356285, 0.0786042082859195, -0.3941993052975314, 0.8567639776198421, -0.5177991232633841, 0.0754650832084232]| 12.1468324661254883|      0.20589113|[657, 100, 0, 50]                                                          |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      26|[1.6841741356586213, -0.2454376145114458, -0.1263925783701925, 1.7981990626911823, 0.247052899186333, 0.4454554605624219, 0.8102161099554268, 0.0601188736946368, -0.7458826271358658, -0.281684769215152, -0.1593050148928648, -0.1224622656549075, 0.6429623664157623, -0.0422651904318781, -0.0524371662353815, -0.4072117898737829, 0.2801508659356285, 0.0786042082859195, -0.3941993052975314, 0.8567639776198421, -0.5177991232633841, 0.0754650832084232]| 12.1468324661254883|      0.18530202|[684, 104, 0, 52]                                                          |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      27|[1.6841741356586213, -0.2454376145114458, -0.1263925783701925, 1.7981990626911823, 0.247052899186333, 0.4454554605624219, 0.8102161099554268, 0.0601188736946368, -0.7458826271358658, -0.281684769215152, -0.1593050148928648, -0.1224622656549075, 0.6429623664157623, -0.0422651904318781, -0.0524371662353815, -0.4072117898737829, 0.2801508659356285, 0.0786042082859195, -0.3941993052975314, 0.8567639776198421, -0.5177991232633841, 0.0754650832084232]| 12.1468324661254883|      0.16677182|[711, 108, 0, 54]                                                          |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      28|[1.6841741356586213, -0.2454376145114458, -0.1263925783701925, 1.7981990626911823, 0.247052899186333, 0.4454554605624219, 0.8102161099554268, 0.0601188736946368, -0.7458826271358658, -0.281684769215152, -0.1593050148928648, -0.1224622656549075, 0.6429623664157623, -0.0422651904318781, -0.0524371662353815, -0.4072117898737829, 0.2801508659356285, 0.0786042082859195, -0.3941993052975314, 0.8567639776198421, -0.5177991232633841, 0.0754650832084232]| 12.1468324661254883|      0.15009464|[737, 112, 0, 56]                                                          |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      29|[1.6841741356586213, -0.2454376145114458, -0.1263925783701925, 1.7981990626911823, 0.247052899186333, 0.4454554605624219, 0.8102161099554268, 0.0601188736946368, -0.7458826271358658, -0.281684769215152, -0.1593050148928648, -0.1224622656549075, 0.6429623664157623, -0.0422651904318781, -0.0524371662353815, -0.4072117898737829, 0.2801508659356285, 0.0786042082859195, -0.3941993052975314, 0.8567639776198421, -0.5177991232633841, 0.0754650832084232]| 12.1468324661254883|      0.13508517|[764, 116, 0, 58]                                                          |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      30|[1.6841741356586213, -0.2454376145114458, -0.1263925783701925, 1.7981990626911823, 0.247052899186333, 0.4454554605624219, 0.8102161099554268, 0.0601188736946368, -0.7458826271358658, -0.281684769215152, -0.1593050148928648, -0.1224622656549075, 0.6429623664157623, -0.0422651904318781, -0.0524371662353815, -0.4072117898737829, 0.2801508659356285, 0.0786042082859195, -0.3941993052975314, 0.8567639776198421, -0.5177991232633841, 0.0754650832084232]| 12.1468324661254883|      0.12157665|[790, 120, 0, 60]                                                          |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      31|[1.6841741356586213, -0.2454376145114458, -0.1263925783701925, 1.7981990626911823, 0.247052899186333, 0.4454554605624219, 0.8102161099554268, 0.0601188736946368, -0.7458826271358658, -0.281684769215152, -0.1593050148928648, -0.1224622656549075, 0.6429623664157623, -0.0422651904318781, -0.0524371662353815, -0.4072117898737829, 0.2801508659356285, 0.0786042082859195, -0.3941993052975314, 0.8567639776198421, -0.5177991232633841, 0.0754650832084232]| 12.1468324661254883|      0.10941899|[816, 124, 0, 62]                                                          |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      32|[1.6841741356586213, -0.2454376145114458, -0.1263925783701925, 1.7981990626911823, 0.247052899186333, 0.4454554605624219, 0.8102161099554268, 0.0601188736946368, -0.7458826271358658, -0.281684769215152, -0.1593050148928648, -0.1224622656549075, 0.6429623664157623, -0.0422651904318781, -0.0524371662353815, -0.4072117898737829, 0.2801508659356285, 0.0786042082859195, -0.3941993052975314, 0.8567639776198421, -0.5177991232633841, 0.0754650832084232]| 12.1468324661254883|      0.09847709|[843, 128, 0, 64]                                                          |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      33|[1.6841741356586213, -0.2454376145114458, -0.1263925783701925, 1.7981990626911823, 0.247052899186333, 0.4454554605624219, 0.8102161099554268, 0.0601188736946368, -0.7458826271358658, -0.281684769215152, -0.1593050148928648, -0.1224622656549075, 0.6429623664157623, -0.0422651904318781, -0.0524371662353815, -0.4072117898737829, 0.2801508659356285, 0.0786042082859195, -0.3941993052975314, 0.8567639776198421, -0.5177991232633841, 0.0754650832084232]| 12.1468324661254883|      0.08862938|[869, 132, 0, 66]                                                          |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      34|[1.6841741356586213, -0.2454376145114458, -0.1263925783701925, 1.7981990626911823, 0.247052899186333, 0.4454554605624219, 0.8102161099554268, 0.0601188736946368, -0.7458826271358658, -0.281684769215152, -0.1593050148928648, -0.1224622656549075, 0.6429623664157623, -0.0422651904318781, -0.0524371662353815, -0.4072117898737829, 0.2801508659356285, 0.0786042082859195, -0.3941993052975314, 0.8567639776198421, -0.5177991232633841, 0.0754650832084232]| 12.1468324661254883|      0.07976644|[895, 136, 0, 68]                                                          |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      35|[1.6841741356586213, -0.2454376145114458, -0.1263925783701925, 1.7981990626911823, 0.247052899186333, 0.4454554605624219, 0.8102161099554268, 0.0601188736946368, -0.7458826271358658, -0.281684769215152, -0.1593050148928648, -0.1224622656549075, 0.6429623664157623, -0.0422651904318781, -0.0524371662353815, -0.4072117898737829, 0.2801508659356285, 0.0786042082859195, -0.3941993052975314, 0.8567639776198421, -0.5177991232633841, 0.0754650832084232]| 12.1468324661254883|      0.07178980|[922, 140, 0, 70]                                                          |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      36|[1.6841741356586213, -0.2454376145114458, -0.1263925783701925, 1.7981990626911823, 0.247052899186333, 0.4454554605624219, 0.8102161099554268, 0.0601188736946368, -0.7458826271358658, -0.281684769215152, -0.1593050148928648, -0.1224622656549075, 0.6429623664157623, -0.0422651904318781, -0.0524371662353815, -0.4072117898737829, 0.2801508659356285, 0.0786042082859195, -0.3941993052975314, 0.8567639776198421, -0.5177991232633841, 0.0754650832084232]| 12.1468324661254883|      0.06461082|[949, 144, 0, 72]                                                          |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      37|[1.710423497275889, -0.226124889508901, -0.109977073799018, 1.8283003341946014, 0.2437879576460294, 0.4396616544871781, 0.7971604635898094, 0.0576296898337669, -0.7407465537992796, -0.2597855595334864, -0.1598145060903716, -0.1139563466474752, 0.6443238909356213, -0.0557453976157107, -0.0661702847688568, -0.4257671565740081, 0.2722062715625606, 0.095683978158246, -0.4000125085333259, 0.8598978414952948, -0.5151050688126741, 0.0793863087610731]| 12.1451644897460938|      0.07178980|[975, 148, 0, 74]                                                          |  | trying linear partial model with 15 points | iterate success | actual_k=2
      38|[1.710423497275889, -0.226124889508901, -0.109977073799018, 1.8283003341946014, 0.2437879576460294, 0.4396616544871781, 0.7971604635898094, 0.0576296898337669, -0.7407465537992796, -0.2597855595334864, -0.1598145060903716, -0.1139563466474752, 0.6443238909356213, -0.0557453976157107, -0.0661702847688568, -0.4257671565740081, 0.2722062715625606, 0.095683978158246, -0.4000125085333259, 0.8598978414952948, -0.5151050688126741, 0.0793863087610731]| 12.1451644897460938|      0.06461082|[1001, 152, 0, 76]                                                         |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      39|[1.710423497275889, -0.226124889508901, -0.109977073799018, 1.8283003341946014, 0.2437879576460294, 0.4396616544871781, 0.7971604635898094, 0.0576296898337669, -0.7407465537992796, -0.2597855595334864, -0.1598145060903716, -0.1139563466474752, 0.6443238909356213, -0.0557453976157107, -0.0661702847688568, -0.4257671565740081, 0.2722062715625606, 0.095683978158246, -0.4000125085333259, 0.8598978414952948, -0.5151050688126741, 0.0793863087610731]| 12.1451644897460938|      0.05814974|[1027, 156, 0, 78]                                                         |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      40|[1.710423497275889, -0.226124889508901, -0.109977073799018, 1.8283003341946014, 0.2437879576460294, 0.4396616544871781, 0.7971604635898094, 0.0576296898337669, -0.7407465537992796, -0.2597855595334864, -0.1598145060903716, -0.1139563466474752, 0.6443238909356213, -0.0557453976157107, -0.0661702847688568, -0.4257671565740081, 0.2722062715625606, 0.095683978158246, -0.4000125085333259, 0.8598978414952948, -0.5151050688126741, 0.0793863087610731]| 12.1451644897460938|      0.05233476|[1053, 160, 0, 80]                                                         |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      41|[1.710423497275889, -0.226124889508901, -0.109977073799018, 1.8283003341946014, 0.2437879576460294, 0.4396616544871781, 0.7971604635898094, 0.0576296898337669, -0.7407465537992796, -0.2597855595334864, -0.1598145060903716, -0.1139563466474752, 0.6443238909356213, -0.0557453976157107, -0.0661702847688568, -0.4257671565740081, 0.2722062715625606, 0.095683978158246, -0.4000125085333259, 0.8598978414952948, -0.5151050688126741, 0.0793863087610731]| 12.1451644897460938|      0.04710129|[1079, 164, 0, 82]                                                         |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      42|[1.710423497275889, -0.226124889508901, -0.109977073799018, 1.8283003341946014, 0.2437879576460294, 0.4396616544871781, 0.7971604635898094, 0.0576296898337669, -0.7407465537992796, -0.2597855595334864, -0.1598145060903716, -0.1139563466474752, 0.6443238909356213, -0.0557453976157107, -0.0661702847688568, -0.4257671565740081, 0.2722062715625606, 0.095683978158246, -0.4000125085333259, 0.8598978414952948, -0.5151050688126741, 0.0793863087610731]| 12.1451644897460938|      0.04239116|[1105, 168, 0, 84]                                                         |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      43|[1.710423497275889, -0.226124889508901, -0.109977073799018, 1.8283003341946014, 0.2437879576460294, 0.4396616544871781, 0.7971604635898094, 0.0576296898337669, -0.7407465537992796, -0.2597855595334864, -0.1598145060903716, -0.1139563466474752, 0.6443238909356213, -0.0557453976157107, -0.0661702847688568, -0.4257671565740081, 0.2722062715625606, 0.095683978158246, -0.4000125085333259, 0.8598978414952948, -0.5151050688126741, 0.0793863087610731]| 12.1451644897460938|      0.03815204|[1131, 172, 0, 86]                                                         |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      44|[1.710423497275889, -0.226124889508901, -0.109977073799018, 1.8283003341946014, 0.2437879576460294, 0.4396616544871781, 0.7971604635898094, 0.0576296898337669, -0.7407465537992796, -0.2597855595334864, -0.1598145060903716, -0.1139563466474752, 0.6443238909356213, -0.0557453976157107, -0.0661702847688568, -0.4257671565740081, 0.2722062715625606, 0.095683978158246, -0.4000125085333259, 0.8598978414952948, -0.5151050688126741, 0.0793863087610731]| 12.1451644897460938|      0.03433684|[1157, 176, 0, 88]                                                         |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      45|[1.710423497275889, -0.226124889508901, -0.109977073799018, 1.8283003341946014, 0.2437879576460294, 0.4396616544871781, 0.7971604635898094, 0.0576296898337669, -0.7407465537992796, -0.2597855595334864, -0.1598145060903716, -0.1139563466474752, 0.6443238909356213, -0.0557453976157107, -0.0661702847688568, -0.4257671565740081, 0.2722062715625606, 0.095683978158246, -0.4000125085333259, 0.8598978414952948, -0.5151050688126741, 0.0793863087610731]| 12.1451644897460938|      0.03090315|[1183, 180, 0, 90]                                                         |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
