k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 3.0]                                                                      |889.3031475218829200|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[2.0, 3.0]                                                                      |889.3031475218829200|      0.50000000|[7, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[2.0, 3.0]                                                                      |889.3031475218829200|      0.25000000|[12, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[1.9833604206888067, 2.750554365842281]                                         |551.7501831054687500|      0.50000000|[18, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       4|[1.9189055342205854, 2.254726202452616]                                         |189.0379791259765625|      1.00000000|[24, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       5|[1.9189055342205854, 2.254726202452616]                                         |189.0379791259765625|      0.50000000|[29, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[1.9189055342205854, 2.254726202452616]                                         |189.0379791259765625|      0.25000000|[34, 12, 0, 12]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[1.874854861688481, 2.0086377259863877]                                         |103.0939254760742188|      0.50000000|[40, 14, 0, 14]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       8|[1.874854861688481, 2.0086377259863877]                                         |103.0939254760742188|      0.25000000|[46, 16, 0, 16]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[1.7974516562401244, 1.7709220475250806]                                        | 52.4072036743164062|      0.50000000|[52, 18, 0, 18]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      58|[1.1104372194342194, 0.9253320274963014]                                        |  0.0162442196160555|      0.00390625|[312, 116, 0, 116]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      59|[1.1072400440487462, 0.9275763221777158]                                        |  0.0153313754126430|      0.00781250|[318, 118, 0, 118]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      60|[1.1072400440487462, 0.9275763221777158]                                        |  0.0153313754126430|      0.00390625|[323, 120, 0, 120]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      61|[1.1041812419266526, 0.9300058321366118]                                        |  0.0144435148686171|      0.00781250|[329, 122, 0, 122]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      62|[1.1041812419266526, 0.9300058321366118]                                        |  0.0144435148686171|      0.00390625|[334, 124, 0, 124]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      63|[1.101017278823404, 0.9322967111259481]                                         |  0.0135796954855323|      0.00781250|[339, 126, 0, 126]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      64|[1.101017278823404, 0.9322967111259481]                                         |  0.0135796954855323|      0.00390625|[344, 128, 0, 128]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      65|[1.0978828023063445, 0.9346277722633923]                                        |  0.0127406399697065|      0.00781250|[349, 130, 0, 130]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      66|[1.0978828023063445, 0.9346277722633923]                                        |  0.0127406399697065|      0.00390625|[354, 132, 0, 132]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      67|[1.0950611066608116, 0.9373290354394788]                                        |  0.0119347833096981|      0.00781250|[359, 134, 0, 134]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      68|[1.0950611066608116, 0.9373290354394788]                                        |  0.0119347833096981|      0.00390625|[365, 136, 0, 136]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      69|[1.092539573802171, 0.9403124330169558]                                         |  0.0111885350197554|      0.00781250|[371, 138, 0, 138]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      70|[1.092539573802171, 0.9403124330169558]                                         |  0.0111885350197554|      0.00390625|[377, 140, 0, 140]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      71|[1.0896476864294518, 0.9429384140690592]                                        |  0.0104455733671784|      0.00781250|[382, 142, 0, 142]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      72|[1.0896476864294518, 0.9429384140690592]                                        |  0.0104455733671784|      0.00390625|[387, 144, 0, 144]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      73|[1.085956477388843, 0.9442166021933304]                                         |  0.0097018200904131|      0.00781250|[393, 146, 0, 146]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      74|[1.085956477388843, 0.9442166021933304]                                         |  0.0097018200904131|      0.00390625|[398, 148, 0, 148]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      75|[1.0833457364168997, 0.9471222554141941]                                        |  0.0090245818719268|      0.00781250|[404, 150, 0, 150]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      76|[1.0833457364168997, 0.9471222554141941]                                        |  0.0090245818719268|      0.00390625|[409, 152, 0, 152]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      77|[1.0799531281227943, 0.9490584883612505]                                        |  0.0083264280110598|      0.00781250|[414, 154, 0, 154]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      78|[1.0799531281227943, 0.9490584883612505]                                        |  0.0083264280110598|      0.00390625|[419, 156, 0, 156]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      79|[1.0764821226093095, 0.9508503895270122]                                        |  0.0076614287681878|      0.00781250|[424, 158, 0, 158]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      80|[1.0764821226093095, 0.9508503895270122]                                        |  0.0076614287681878|      0.00390625|[430, 160, 0, 160]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
