k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-1.2, 1.0]                                                                     |26656.1334557436784962|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-1.2, 1.0]                                                                     |26656.1334557436784962|      0.10000000|[7, 2, 0, 2]                                                               |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[-1.1012822715675175, 0.9840372278995588]                                       |10561.7939453125000000|      1.00000000|[12, 4, 0, 4]                                                              |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       3|[-1.1012822715675175, 0.9840372278995588]                                       |10561.7939453125000000|      0.10000000|[18, 6, 0, 6]                                                              |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[-1.1012822715675175, 0.9840372278995588]                                       |10561.7939453125000000|      0.01000000|[24, 8, 0, 8]                                                              |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[-1.0914983856652483, 0.9819694811424879]                                       |9597.0380859375000000|      0.10000000|[29, 10, 0, 10]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       6|[-0.9947486378174277, 0.956681414957365]                                        |3566.5068359375000000|      1.00000000|[34, 12, 0, 12]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       7|[-0.9947486378174277, 0.956681414957365]                                        |3566.5068359375000000|      0.10000000|[40, 14, 0, 14]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[-0.9947486378174277, 0.956681414957365]                                        |3566.5068359375000000|      0.01000000|[46, 16, 0, 16]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[-0.9849371947449752, 0.9547486488473494]                                       |3218.6047363281250000|      0.10000000|[52, 18, 0, 18]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      10|[-0.8854568028684411, 0.9445677042894403]                                       |1112.7915039062500000|      1.00000000|[57, 20, 0, 20]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      11|[-0.8854568028684411, 0.9445677042894403]                                       |1112.7915039062500000|      0.10000000|[65, 23, 0, 23]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      12|[-0.7860252369004677, 0.9339204657199067]                                       |354.0181579589843750|      1.00000000|[70, 25, 0, 25]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      13|[-0.7860252369004677, 0.9339204657199067]                                       |354.0181579589843750|      0.10000000|[78, 28, 0, 28]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      14|[-0.6860254524077839, 0.933712856912745]                                        |103.3464126586914062|      1.00000000|[83, 30, 0, 30]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      15|[-0.6860254524077839, 0.933712856912745]                                        |103.3464126586914062|      0.10000000|[90, 33, 0, 33]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      16|[-0.5909151287864809, 0.9028255400876949]                                       | 26.9758911132812500|      1.00000000|[95, 35, 0, 35]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      17|[-0.5909151287864809, 0.9028255400876949]                                       | 26.9758911132812500|      0.10000000|[103, 38, 0, 38]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      34|[-0.2460379364623879, 0.8714879214089503]                                       |  0.0537234954535961|      0.01000000|[211, 79, 0, 79]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      35|[-0.2360492490310086, 0.8719634457492361]                                       |  0.0423708856105804|      0.10000000|[216, 81, 0, 81]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      36|[-0.2360492490310086, 0.8719634457492361]                                       |  0.0423708856105804|      0.01000000|[223, 84, 0, 84]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      37|[-0.2260507937125758, 0.872139204803919]                                        |  0.0332255326211452|      0.10000000|[228, 86, 0, 86]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      38|[-0.1314051611854999, 0.9044223930533736]                                       |  0.0020801532082260|      1.00000000|[234, 88, 0, 88]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      39|[-0.1314051611854999, 0.9044223930533736]                                       |  0.0020801532082260|      0.10000000|[240, 90, 0, 90]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      40|[-0.1314051611854999, 0.9044223930533736]                                       |  0.0020801532082260|      0.01000000|[247, 93, 0, 93]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      41|[-0.1214288107734902, 0.9051097302754084]                                       |  0.0014622946036980|      0.10000000|[252, 95, 0, 95]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      42|[-0.1214288107734902, 0.9051097302754084]                                       |  0.0014622946036980|      0.01000000|[260, 98, 0, 98]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      43|[-0.1114625863145328, 0.9059309306368792]                                       |  0.0010097456397489|      0.10000000|[266, 100, 0, 100]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      44|[-0.1114625863145328, 0.9059309306368792]                                       |  0.0010097456397489|      0.01000000|[272, 102, 0, 102]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      45|[-0.1015637487001199, 0.907349737841359]                                        |  0.0006826762692071|      0.10000000|[277, 104, 0, 104]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      46|[-0.1015637487001199, 0.907349737841359]                                        |  0.0006826762692071|      0.01000000|[284, 107, 0, 107]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      47|[-0.0915789521080913, 0.9079009519701824]                                       |  0.0004511435690802|      0.10000000|[290, 109, 0, 109]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      48|[-0.0915789521080913, 0.9079009519701824]                                       |  0.0004511435690802|      0.01000000|[296, 111, 0, 111]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      49|[-0.0915789521080913, 0.9079009519701824]                                       |  0.0004511435690802|      0.00100000|[302, 113, 0, 113]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      50|[-0.0905894349736092, 0.9080453674837753]                                       |  0.0004321166488808|      0.01000000|[307, 115, 0, 115]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      51|[-0.0905894349736092, 0.9080453674837753]                                       |  0.0004321166488808|      0.00100000|[315, 118, 0, 118]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      52|[-0.0896009811028654, 0.908196889579232]                                        |  0.0004137683135923|      0.01000000|[320, 120, 0, 120]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      53|[-0.0796501744265913, 0.9091875693919934]                                       |  0.0002635921118781|      0.10000000|[326, 122, 0, 122]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      54|[-0.0796501744265913, 0.9091875693919934]                                       |  0.0002635921118781|      0.01000000|[333, 125, 0, 125]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      55|[-0.0796501744265913, 0.9091875693919934]                                       |  0.0002635921118781|      0.00100000|[339, 127, 0, 127]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      56|[-0.0786611664070686, 0.9093354312779538]                                       |  0.0002514695224818|      0.01000000|[345, 129, 0, 129]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      57|[-0.0786611664070686, 0.9093354312779538]                                       |  0.0002514695224818|      0.00100000|[352, 132, 0, 132]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      58|[-0.0776741533090538, 0.9094960710748514]                                       |  0.0002398117358098|      0.01000000|[357, 134, 0, 134]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      59|[-0.0776741533090538, 0.9094960710748514]                                       |  0.0002398117358098|      0.00100000|[363, 136, 0, 136]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      60|[-0.0766888596409458, 0.9096669405794046]                                       |  0.0002286051894771|      0.01000000|[369, 138, 0, 138]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      61|[-0.0766888596409458, 0.9096669405794046]                                       |  0.0002286051894771|      0.00100000|[375, 140, 0, 140]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      62|[-0.0757035271066946, 0.909837585816508]                                        |  0.0002178346476285|      0.01000000|[380, 142, 0, 142]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      63|[-0.0757035271066946, 0.909837585816508]                                        |  0.0002178346476285|      0.00100000|[388, 145, 0, 145]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      64|[-0.0747172247285086, 0.9100025331377493]                                       |  0.0002074857911794|      0.01000000|[393, 147, 0, 147]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      65|[-0.0747172247285086, 0.9100025331377493]                                       |  0.0002074857911794|      0.00100000|[399, 149, 0, 149]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      66|[-0.0737310757228256, 0.9101683949434501]                                       |  0.0001975454360945|      0.01000000|[404, 151, 0, 151]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      67|[-0.0737310757228256, 0.9101683949434501]                                       |  0.0001975454360945|      0.00100000|[411, 154, 0, 154]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      68|[-0.0727436265240374, 0.910326331892302]                                        |  0.0001880003983388|      0.01000000|[416, 156, 0, 156]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      69|[-0.0727436265240374, 0.910326331892302]                                        |  0.0001880003983388|      0.00100000|[423, 159, 0, 159]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      70|[-0.0717590684827695, 0.9105013903493233]                                       |  0.0001788379304344|      0.01000000|[428, 161, 0, 161]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
