k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[3.0, 0.1]                                                                      | 87.6860481455954357|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[3.0, 0.1]                                                                      | 87.6860481455954357|      0.10000000|[7, 2, 0, 2]                                                               |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[2.913062052443896, 0.050585495300144]                                          | 75.6266403198242188|      1.00000000|[12, 4, 0, 4]                                                              |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       3|[1.9524631234760688, -0.2273528030069871]                                       | 13.5062036514282227|     10.00000000|[18, 6, 0, 6]                                                              |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       4|[1.9524631234760688, -0.2273528030069871]                                       | 13.5062036514282227|      1.00000000|[24, 8, 0, 8]                                                              |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      31|[0.414280222339599, -0.7924567532609565]                                        |  0.8771123290061951|      0.10000000|[191, 71, 0, 71]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      32|[0.414280222339599, -0.7924567532609565]                                        |  0.8771123290061951|      0.01000000|[198, 74, 0, 74]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      33|[0.4044176140922404, -0.7908047972811754]                                       |  0.8694872856140137|      0.10000000|[203, 76, 0, 76]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      34|[0.4044176140922404, -0.7908047972811754]                                       |  0.8694872856140137|      0.01000000|[211, 79, 0, 79]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      35|[0.3945288849809598, -0.7893171694501263]                                       |  0.8621615767478943|      0.10000000|[216, 81, 0, 81]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      36|[0.3945288849809598, -0.7893171694501263]                                       |  0.8621615767478943|      0.01000000|[223, 84, 0, 84]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      37|[0.3846871102349004, -0.7875453145328637]                                       |  0.8551403880119324|      0.10000000|[228, 86, 0, 86]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      38|[0.3846871102349004, -0.7875453145328637]                                       |  0.8551403880119324|      0.01000000|[234, 88, 0, 88]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      39|[0.3748674967255272, -0.7856544971100184]                                       |  0.8484208583831787|      0.10000000|[240, 90, 0, 90]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      40|[0.3748674967255272, -0.7856544971100184]                                       |  0.8484208583831787|      0.01000000|[247, 93, 0, 93]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      41|[0.3649516920083775, -0.7843595774942309]                                       |  0.8420076370239258|      0.10000000|[252, 95, 0, 95]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      42|[0.3649516920083775, -0.7843595774942309]                                       |  0.8420076370239258|      0.01000000|[260, 98, 0, 98]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      43|[0.3550884887650736, -0.782711177730436]                                        |  0.8358938097953796|      0.10000000|[266, 100, 0, 100]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      44|[0.3550884887650736, -0.782711177730436]                                        |  0.8358938097953796|      0.01000000|[272, 102, 0, 102]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      45|[0.3452191353614315, -0.7811000093984429]                                       |  0.8300861120223999|      0.10000000|[277, 104, 0, 104]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      46|[0.3452191353614315, -0.7811000093984429]                                       |  0.8300861120223999|      0.01000000|[284, 107, 0, 107]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      47|[0.3354517904985276, -0.7789554874635803]                                       |  0.8245741128921509|      0.10000000|[290, 109, 0, 109]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      48|[0.3354517904985276, -0.7789554874635803]                                       |  0.8245741128921509|      0.01000000|[296, 111, 0, 111]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      49|[0.3258090952889059, -0.7763062556703358]                                       |  0.8193619847297668|      0.10000000|[302, 113, 0, 113]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      50|[0.3258090952889059, -0.7763062556703358]                                       |  0.8193619847297668|      0.01000000|[309, 116, 0, 116]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      51|[0.3161033722726936, -0.7738981566830498]                                       |  0.8144410848617554|      0.10000000|[315, 118, 0, 118]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      52|[0.3161033722726936, -0.7738981566830498]                                       |  0.8144410848617554|      0.01000000|[323, 121, 0, 121]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      53|[0.3064179496053842, -0.7714096656230764]                                       |  0.8098152875900269|      0.10000000|[328, 123, 0, 123]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      54|[0.3064179496053842, -0.7714096656230764]                                       |  0.8098152875900269|      0.01000000|[335, 126, 0, 126]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      55|[0.2969070783195069, -0.768320437987651]                                        |  0.8054835200309753|      0.10000000|[340, 128, 0, 128]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      56|[0.2969070783195069, -0.768320437987651]                                        |  0.8054835200309753|      0.01000000|[347, 131, 0, 131]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      57|[0.2874586503069292, -0.7650451963032655]                                       |  0.8014396429061890|      0.10000000|[352, 133, 0, 133]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      58|[0.2874586503069292, -0.7650451963032655]                                       |  0.8014396429061890|      0.01000000|[358, 135, 0, 135]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      59|[0.2781362914735913, -0.7614266847608648]                                       |  0.7976843118667603|      0.10000000|[363, 137, 0, 137]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      60|[0.2781362914735913, -0.7614266847608648]                                       |  0.7976843118667603|      0.01000000|[371, 140, 0, 140]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      61|[0.2687924564749308, -0.7578639965177248]                                       |  0.7942059040069580|      0.10000000|[376, 142, 0, 142]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      62|[0.2687924564749308, -0.7578639965177248]                                       |  0.7942059040069580|      0.01000000|[384, 145, 0, 145]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      63|[0.2596086294321829, -0.7539070632545913]                                       |  0.7910118699073792|      0.10000000|[389, 147, 0, 147]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      64|[0.2596086294321829, -0.7539070632545913]                                       |  0.7910118699073792|      0.01000000|[395, 149, 0, 149]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      65|[0.2499289366070725, -0.7513963767326404]                                       |  0.7881042361259460|      0.10000000|[400, 151, 0, 151]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      66|[0.2499289366070725, -0.7513963767326404]                                       |  0.7881042361259460|      0.01000000|[407, 154, 0, 154]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      67|[0.2403378072468334, -0.7485661404182739]                                       |  0.7854807972908020|      0.10000000|[412, 156, 0, 156]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      68|[0.2403378072468334, -0.7485661404182739]                                       |  0.7854807972908020|      0.01000000|[419, 159, 0, 159]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      69|[0.2317630064331796, -0.7434209687976024]                                       |  0.7831224203109741|      0.10000000|[424, 161, 0, 161]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
