k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[3.0, 0.1]                                                                      | 87.6860481455954357|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[3.0, 0.1]                                                                      | 87.6860481455954357|      0.20000000|[7, 2, 0, 2]                                                               |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[2.8293658138678763, -0.0043262887436709]                                       | 64.9838104248046875|      1.00000000|[12, 4, 0, 4]                                                              |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       3|[1.8636231230688298, -0.2638278401228814]                                       | 11.1573972702026367|      5.00000000|[18, 6, 0, 6]                                                              |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       4|[1.8636231230688298, -0.2638278401228814]                                       | 11.1573972702026367|      1.00000000|[24, 8, 0, 8]                                                              |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      20|[0.2196251446843868, -0.7432645582912374]                                       |  0.7809002399444580|      0.04000000|[125, 47, 0, 47]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      21|[0.1876963941009033, -0.7191698516904607]                                       |  0.7751171588897705|      0.20000000|[130, 49, 0, 49]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      22|[0.1876963941009033, -0.7191698516904607]                                       |  0.7751171588897705|      0.04000000|[136, 51, 0, 51]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      23|[0.1876963941009033, -0.7191698516904607]                                       |  0.7751171588897705|      0.00800000|[142, 53, 0, 53]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      24|[0.1819287668809427, -0.713625983343217]                                        |  0.7744423151016235|      0.04000000|[147, 55, 0, 55]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      25|[0.1819287668809427, -0.713625983343217]                                        |  0.7744423151016235|      0.00800000|[155, 58, 0, 58]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      26|[0.1743296522631185, -0.7111252920337647]                                       |  0.7739269733428955|      0.04000000|[160, 60, 0, 60]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      27|[0.1743296522631185, -0.7111252920337647]                                       |  0.7739269733428955|      0.00800000|[166, 62, 0, 62]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      28|[0.1688731622571887, -0.7052749316333123]                                       |  0.7735385894775391|      0.04000000|[171, 64, 0, 64]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      29|[0.1688731622571887, -0.7052749316333123]                                       |  0.7735385894775391|      0.00800000|[177, 66, 0, 66]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      30|[0.1620329243492549, -0.7011262998874394]                                       |  0.7732987999916077|      0.04000000|[183, 68, 0, 68]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      31|[0.1620329243492549, -0.7011262998874394]                                       |  0.7732987999916077|      0.00800000|[190, 71, 0, 71]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      32|[0.1573980096974413, -0.6946057503576525]                                       |  0.7732061743736267|      0.04000000|[195, 73, 0, 73]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      33|[0.1573980096974413, -0.6946057503576525]                                       |  0.7732061743736267|      0.00800000|[202, 76, 0, 76]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      34|[0.1573980096974413, -0.6946057503576525]                                       |  0.7732061743736267|      0.00160000|[210, 79, 0, 79]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      35|[0.1558987384011699, -0.6951644860556141]                                       |  0.7731997370719910|      0.00800000|[215, 81, 0, 81]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      36|[0.1558987384011699, -0.6951644860556141]                                       |  0.7731997370719910|      0.00160000|[222, 84, 0, 84]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      37|[0.1558987384011699, -0.6951644860556141]                                       |  0.7731997370719910|      0.00032000|[229, 87, 0, 87]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      38|[0.1556782948072574, -0.6949325278225139]                                       |  0.7731993198394775|      0.00160000|[234, 89, 0, 89]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      39|[0.1556782948072574, -0.6949325278225139]                                       |  0.7731993198394775|      0.00032000|[240, 91, 0, 91]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      40|[0.1554344407305354, -0.6947253197404657]                                       |  0.7731991410255432|      0.00160000|[247, 94, 0, 94]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      41|[0.1554344407305354, -0.6947253197404657]                                       |  0.7731991410255432|      0.00032000|[254, 97, 0, 97]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      42|[0.1554344407305354, -0.6947253197404657]                                       |  0.7731991410255432|      0.00006400|[260, 99, 0, 99]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      43|[0.1553881470585873, -0.6946811281582632]                                       |  0.7731990814208984|      0.00032000|[266, 101, 0, 101]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      44|[0.1553881470585873, -0.6946811281582632]                                       |  0.7731990814208984|      0.00006400|[272, 103, 0, 103]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      45|[0.1553881470585873, -0.6946811281582632]                                       |  0.7731990814208984|      0.00001280|[278, 105, 0, 105]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      46|[0.1553881470585873, -0.6946811281582632]                                       |  0.7731990814208984|      0.00000256|[283, 108, 0, 108]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      47|[0.1553881470585873, -0.6946811281582632]                                       |  0.7731990814208984|      0.00000051|[289, 111, 0, 111]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      48|[0.1553881470585873, -0.6946811281582632]                                       |  0.7731990814208984|      0.00000010|[294, 113, 0, 113]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      49|[0.1553881470585873, -0.6946811281582632]                                       |  0.7731990814208984|      0.00000002|[299, 116, 0, 116]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      50|[0.1553881470585873, -0.6946811281582632]                                       |  0.7731990814208984|      0.00000000|[304, 118, 0, 118]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      51|[0.1553881470585873, -0.6946811281582632]                                       |  0.7731990814208984|      0.00000000|[310, 121, 0, 121]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      52|[0.1553881470585873, -0.6946811281582632]                                       |  0.7731990814208984|      0.00000000|[315, 124, 0, 124]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      53|[0.1553881470585873, -0.6946811281582632]                                       |  0.7731990814208984|      0.00000000|[321, 127, 0, 127]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      54|[0.1553881470585873, -0.6946811281582632]                                       |  0.7731990814208984|      0.00000000|[326, 129, 0, 129]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      55|[0.1553881470585873, -0.6946811281582632]                                       |  0.7731990814208984|      0.00000000|[331, 132, 0, 132]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      56|[0.1553881470585873, -0.6946811281582632]                                       |  0.7731990814208984|      0.00000000|[337, 135, 0, 135]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      57|[0.1553881470585873, -0.6946811281582632]                                       |  0.7731990814208984|      0.00000000|[343, 138, 0, 138]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      58|[0.1553881470585873, -0.6946811281582632]                                       |  0.7731990814208984|      0.00000000|[348, 140, 0, 140]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      59|[0.1553881470585873, -0.6946811281582632]                                       |  0.7731990814208984|      0.00000000|[354, 143, 0, 143]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      60|[0.1553881470585873, -0.6946811281582632]                                       |  0.7731990814208984|      0.00000000|[359, 145, 0, 145]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      61|[0.1553881470585873, -0.6946811281582632]                                       |  0.7731990814208984|      0.00000000|[363, 148, 0, 148]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      62|[0.1553881470585873, -0.6946811281582632]                                       |  0.7731990814208984|      0.00000000|[366, 150, 0, 150]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      63|[0.1553881470585873, -0.6946811281582632]                                       |  0.7731990814208984|      0.00000000|[368, 153, 0, 153]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      64|[0.1553881470585873, -0.6946811281582632]                                       |  0.7731990814208984|      0.00000000|[368, 156, 0, 156]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      65|[0.1553881470585873, -0.6946811281582632]                                       |  0.7731990814208984|      0.00000000|[368, 159, 0, 159]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      66|[0.1553881470585873, -0.6946811281582632]                                       |  0.7731990814208984|      0.00000000|[368, 162, 0, 162]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
