k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[3.0, 0.1]                                                                      | 87.6860481455954357|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[3.0, 0.1]                                                                      | 87.6860481455954357|      0.20000000|[7, 2, 0, 2]                                                               |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[2.8293658138678763, -0.0043262887436709]                                       | 64.9838104248046875|      1.00000000|[12, 4, 0, 4]                                                              |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       3|[1.8636231230688298, -0.2638278401228814]                                       | 11.1573972702026367|      5.00000000|[18, 6, 0, 6]                                                              |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       4|[1.8636231230688298, -0.2638278401228814]                                       | 11.1573972702026367|      1.00000000|[24, 8, 0, 8]                                                              |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      22|[0.4748601960782899, -0.8489606276635865]                                       |  0.9405987262725830|      0.04000000|[137, 51, 0, 51]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      23|[0.4372809039348339, -0.8352567303348415]                                       |  0.9037422537803650|      0.20000000|[143, 53, 0, 53]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      24|[0.4372809039348339, -0.8352567303348415]                                       |  0.9037422537803650|      0.04000000|[150, 56, 0, 56]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      25|[0.400829749063585, -0.8187851393809527]                                        |  0.8717686533927917|      0.20000000|[156, 58, 0, 58]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      26|[0.400829749063585, -0.8187851393809527]                                        |  0.8717686533927917|      0.04000000|[164, 61, 0, 61]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      27|[0.3626151166228687, -0.8069681233692452]                                       |  0.8444304466247559|      0.20000000|[170, 63, 0, 63]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      28|[0.3626151166228687, -0.8069681233692452]                                       |  0.8444304466247559|      0.04000000|[176, 65, 0, 65]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      29|[0.3286741658247679, -0.785801832741908]                                        |  0.8221005201339722|      0.20000000|[182, 67, 0, 67]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      30|[0.3286741658247679, -0.785801832741908]                                        |  0.8221005201339722|      0.04000000|[188, 69, 0, 69]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      31|[0.2901085381890147, -0.7751861667213311]                                       |  0.8038128614425659|      0.20000000|[193, 71, 0, 71]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      32|[0.2901085381890147, -0.7751861667213311]                                       |  0.8038128614425659|      0.04000000|[200, 74, 0, 74]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      33|[0.2597175875712618, -0.7491786654851627]                                       |  0.7906216382980347|      0.20000000|[205, 76, 0, 76]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      34|[0.2597175875712618, -0.7491786654851627]                                       |  0.7906216382980347|      0.04000000|[213, 79, 0, 79]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      35|[0.2597175875712618, -0.7491786654851627]                                       |  0.7906216382980347|      0.00800000|[220, 82, 0, 82]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      36|[0.2519826858882216, -0.7471362904085174]                                       |  0.7882596850395203|      0.04000000|[225, 84, 0, 84]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      37|[0.2519826858882216, -0.7471362904085174]                                       |  0.7882596850395203|      0.00800000|[232, 87, 0, 87]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      38|[0.2441445300785131, -0.7455352552737583]                                       |  0.7860974073410034|      0.04000000|[237, 89, 0, 89]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      39|[0.2441445300785131, -0.7455352552737583]                                       |  0.7860974073410034|      0.00800000|[243, 91, 0, 91]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      40|[0.2363909823903275, -0.7435648496690587]                                       |  0.7841187715530396|      0.04000000|[248, 93, 0, 93]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      41|[0.2363909823903275, -0.7435648496690587]                                       |  0.7841187715530396|      0.00800000|[255, 96, 0, 96]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      42|[0.2289344781880831, -0.7406664802857827]                                       |  0.7823088169097900|      0.04000000|[261, 98, 0, 98]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      43|[0.2289344781880831, -0.7406664802857827]                                       |  0.7823088169097900|      0.00800000|[267, 100, 0, 100]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      44|[0.2215588928534143, -0.7375679740374401]                                       |  0.7806726098060608|      0.04000000|[273, 102, 0, 102]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      45|[0.2215588928534143, -0.7375679740374401]                                       |  0.7806726098060608|      0.00800000|[281, 105, 0, 105]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      46|[0.2147076138394375, -0.733437601672551]                                        |  0.7792119383811951|      0.04000000|[286, 107, 0, 107]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      47|[0.2147076138394375, -0.733437601672551]                                        |  0.7792119383811951|      0.00800000|[292, 109, 0, 109]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      48|[0.2076054478080005, -0.7297553146574064]                                       |  0.7779085636138916|      0.04000000|[298, 111, 0, 111]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      49|[0.2076054478080005, -0.7297553146574064]                                       |  0.7779085636138916|      0.00800000|[304, 113, 0, 113]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      50|[0.1999709866126948, -0.7273647075676966]                                       |  0.7767949700355530|      0.04000000|[309, 115, 0, 115]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      51|[0.1999709866126948, -0.7273647075676966]                                       |  0.7767949700355530|      0.00800000|[317, 118, 0, 118]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      52|[0.1939395279149305, -0.7221090909552367]                                       |  0.7758316993713379|      0.04000000|[322, 120, 0, 120]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      53|[0.1939395279149305, -0.7221090909552367]                                       |  0.7758316993713379|      0.00800000|[328, 122, 0, 122]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      54|[0.1869685911825992, -0.7181840379525584]                                       |  0.7750090360641479|      0.04000000|[333, 124, 0, 124]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      55|[0.1869685911825992, -0.7181840379525584]                                       |  0.7750090360641479|      0.00800000|[341, 127, 0, 127]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      56|[0.1802157165877577, -0.7138946691521004]                                       |  0.7743436694145203|      0.04000000|[347, 129, 0, 129]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      57|[0.1802157165877577, -0.7138946691521004]                                       |  0.7743436694145203|      0.00800000|[354, 132, 0, 132]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      58|[0.1748997494244533, -0.7079163338387653]                                       |  0.7738509774208069|      0.04000000|[359, 134, 0, 134]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      59|[0.1748997494244533, -0.7079163338387653]                                       |  0.7738509774208069|      0.00800000|[365, 136, 0, 136]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      60|[0.1748997494244533, -0.7079163338387653]                                       |  0.7738509774208069|      0.00160000|[371, 138, 0, 138]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      61|[0.1734894275882688, -0.7071606935021095]                                       |  0.7737644314765930|      0.00800000|[377, 140, 0, 140]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      62|[0.1734894275882688, -0.7071606935021095]                                       |  0.7737644314765930|      0.00160000|[385, 143, 0, 143]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      63|[0.1720973258773955, -0.7063719902457555]                                       |  0.7736843228340149|      0.00800000|[391, 145, 0, 145]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      64|[0.1720973258773955, -0.7063719902457555]                                       |  0.7736843228340149|      0.00160000|[398, 148, 0, 148]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      65|[0.1707597700550008, -0.7054939558375584]                                       |  0.7736107110977173|      0.00800000|[404, 150, 0, 150]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      66|[0.1707597700550008, -0.7054939558375584]                                       |  0.7736107110977173|      0.00160000|[411, 153, 0, 153]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      67|[0.1693949748607499, -0.704658890524095]                                        |  0.7735431194305420|      0.00800000|[416, 155, 0, 155]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      68|[0.1693949748607499, -0.704658890524095]                                        |  0.7735431194305420|      0.00160000|[423, 158, 0, 158]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      69|[0.1679222346723049, -0.7040335615408077]                                       |  0.7734822034835815|      0.00800000|[429, 160, 0, 160]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
