k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 3.0, -8.0]                                                                |148.9993291872793577|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.951501376384468, 2.0080419418278086, -7.883093651435629]                     | 41.2925186157226562|      2.00000000|[6, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[1.951501376384468, 2.0080419418278086, -7.883093651435629]                     | 41.2925186157226562|      1.00000000|[17, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      15|[0.2713096776876729, 0.0693221224208913, -9.198244634066516]                    |  1.0789014101028442|      0.50000000|[134, 51, 0, 51]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      16|[0.2713096776876729, 0.0693221224208913, -9.198244634066516]                    |  1.0789014101028442|      0.25000000|[144, 55, 0, 55]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      17|[0.0390420764391243, 0.0390841405322681, -9.110852266770804]                    |  1.0029526948928833|      0.50000000|[150, 57, 0, 57]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      18|[0.0390420764391243, 0.0390841405322681, -9.110852266770804]                    |  1.0029526948928833|      0.25000000|[161, 61, 0, 61]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      19|[0.0390420764391243, 0.0390841405322681, -9.110852266770804]                    |  1.0029526948928833|      0.12500000|[171, 65, 0, 65]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      20|[0.0390420764391243, 0.0390841405322681, -9.110852266770804]                    |  1.0029526948928833|      0.06250000|[182, 69, 0, 69]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      21|[0.0132540566206852, 0.0190032799025795, -9.05757950571776]                     |  1.0003176927566528|      0.12500000|[187, 71, 0, 71]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      22|[0.0132540566206852, 0.0190032799025795, -9.05757950571776]                     |  1.0003176927566528|      0.06250000|[198, 75, 0, 75]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      23|[0.0132540566206852, 0.0190032799025795, -9.05757950571776]                     |  1.0003176927566528|      0.03125000|[209, 80, 0, 80]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 8 points | trying quadratic partial model with 10 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      24|[0.0132540566206852, 0.0190032799025795, -9.05757950571776]                     |  1.0003176927566528|      0.01562500|[220, 84, 0, 84]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      25|[0.0027820542013043, 0.0074536357055443, -9.056538588213646]                    |  0.9998309016227722|      0.03125000|[225, 86, 0, 86]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      26|[0.0027820542013043, 0.0074536357055443, -9.056538588213646]                    |  0.9998309016227722|      0.01562500|[235, 90, 0, 90]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      27|[0.0027820542013043, 0.0074536357055443, -9.056538588213646]                    |  0.9998309016227722|      0.00781250|[245, 94, 0, 94]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      28|[-0.0005301096666766, 0.0003798861824559, -9.056374898121557]                   |  0.9997671246528625|      0.01562500|[257, 98, 0, 98]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | iterate success | actual_k=1
      29|[-0.0005301096666766, 0.0003798861824559, -9.056374898121557]                   |  0.9997671246528625|      0.00781250|[267, 102, 0, 102]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      30|[-0.0005301096666766, 0.0003798861824559, -9.056374898121557]                   |  0.9997671246528625|      0.00390625|[278, 106, 0, 106]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      31|[-0.0005301096666766, 0.0003798861824559, -9.056374898121557]                   |  0.9997671246528625|      0.00195312|[290, 111, 0, 111]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      32|[-0.0005301096666766, 0.0003798861824559, -9.056374898121557]                   |  0.9997671246528625|      0.00097656|[302, 115, 0, 115]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      33|[-0.0005301096666766, 0.0003798861824559, -9.056374898121557]                   |  0.9997671246528625|      0.00048828|[312, 119, 0, 119]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      34|[-0.0001983242039153, 3.84572312991e-05, -9.056483356671768]                    |  0.9997667670249939|      0.00097656|[318, 121, 0, 121]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      35|[-0.0001983242039153, 3.84572312991e-05, -9.056483356671768]                    |  0.9997667670249939|      0.00048828|[329, 125, 0, 125]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      36|[-0.0001983242039153, 3.84572312991e-05, -9.056483356671768]                    |  0.9997667670249939|      0.00024414|[339, 129, 0, 129]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      37|[-0.0001983242039153, 3.84572312991e-05, -9.056483356671768]                    |  0.9997667670249939|      0.00012207|[350, 133, 0, 133]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      38|[-0.0001983242039153, 3.84572312991e-05, -9.056483356671768]                    |  0.9997667670249939|      0.00006104|[360, 137, 0, 137]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      39|[-0.0001983242039153, 3.84572312991e-05, -9.056483356671768]                    |  0.9997667670249939|      0.00003052|[372, 142, 0, 142]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      40|[-0.0001983242039153, 3.84572312991e-05, -9.056483356671768]                    |  0.9997667670249939|      0.00001526|[383, 146, 0, 146]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      41|[-0.0001983242039153, 3.84572312991e-05, -9.056483356671768]                    |  0.9997667670249939|      0.00000763|[394, 150, 0, 150]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      42|[-0.0001983242039153, 3.84572312991e-05, -9.056483356671768]                    |  0.9997667670249939|      0.00000381|[403, 154, 0, 154]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      43|[-0.0001983242039153, 3.84572312991e-05, -9.056483356671768]                    |  0.9997667670249939|      0.00000191|[413, 158, 0, 158]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      44|[-0.0001983242039153, 3.84572312991e-05, -9.056483356671768]                    |  0.9997667670249939|      0.00000095|[423, 163, 0, 163]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
