k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0]                                                                      | 24.0625000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0]                                                                      | 24.0625000000000000|      0.50000000|[7, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[0.0, 0.0]                                                                      | 24.0625000000000000|      0.25000000|[12, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[0.0, 0.0]                                                                      | 24.0625000000000000|      0.12500000|[18, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[0.0, 0.0]                                                                      | 24.0625000000000000|      0.06250000|[24, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[0.0624988512926411, -0.0003789288855925]                                       | 22.3839416503906250|      0.12500000|[29, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       6|[0.1863640698355242, 0.0164260595203482]                                        | 19.1512279510498047|      0.25000000|[34, 12, 0, 12]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       7|[0.4222486630404845, 0.0992418713471389]                                        | 12.5893163681030273|      0.50000000|[40, 14, 0, 14]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       8|[0.4222486630404845, 0.0992418713471389]                                        | 12.5893163681030273|      0.25000000|[46, 16, 0, 16]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      19|[0.7001348262545136, 0.4114756247796919]                                        |  1.2858570814132690|      0.03125000|[106, 38, 0, 38]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      20|[0.7001348262545136, 0.4114756247796919]                                        |  1.2858570814132690|      0.01562500|[111, 40, 0, 40]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      21|[0.7001348262545136, 0.4114756247796919]                                        |  1.2858570814132690|      0.00781250|[116, 42, 0, 42]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      22|[0.7036591936470081, 0.4184479981727856]                                        |  1.1730893850326538|      0.01562500|[121, 44, 0, 44]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      23|[0.7102524002309746, 0.4326138109606613]                                        |  0.9772388339042664|      0.03125000|[126, 46, 0, 46]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      24|[0.7198261829947203, 0.4623611668699283]                                        |  0.7169158458709717|      0.06250000|[131, 48, 0, 48]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      25|[0.7198261829947203, 0.4623611668699283]                                        |  0.7169158458709717|      0.03125000|[136, 50, 0, 50]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      26|[0.7198261829947203, 0.4623611668699283]                                        |  0.7169158458709717|      0.01562500|[142, 52, 0, 52]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      27|[0.7219365167319308, 0.4778429986904072]                                        |  0.6563038229942322|      0.03125000|[147, 54, 0, 54]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      28|[0.7219365167319308, 0.4778429986904072]                                        |  0.6563038229942322|      0.01562500|[152, 56, 0, 56]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      29|[0.7219365167319308, 0.4778429986904072]                                        |  0.6563038229942322|      0.00781250|[158, 58, 0, 58]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      30|[0.7219365167319308, 0.4778429986904072]                                        |  0.6563038229942322|      0.00390625|[163, 60, 0, 60]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      31|[0.7206086068235428, 0.4815166133051572]                                        |  0.6460418701171875|      0.00781250|[169, 62, 0, 62]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      32|[0.7158929823390002, 0.4877454207328101]                                        |  0.6268889307975769|      0.01562500|[174, 64, 0, 64]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      33|[0.7158929823390002, 0.4877454207328101]                                        |  0.6268889307975769|      0.00781250|[180, 66, 0, 66]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      34|[0.7091292742899303, 0.4916553324552084]                                        |  0.6086512207984924|      0.01562500|[186, 68, 0, 68]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      35|[0.7091292742899303, 0.4916553324552084]                                        |  0.6086512207984924|      0.00781250|[191, 70, 0, 70]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      36|[0.7091292742899303, 0.4916553324552084]                                        |  0.6086512207984924|      0.00390625|[196, 72, 0, 72]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      37|[0.7061286078527944, 0.4941562902708354]                                        |  0.5994793176651001|      0.00781250|[201, 74, 0, 74]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      38|[0.7061286078527944, 0.4941562902708354]                                        |  0.5994793176651001|      0.00390625|[206, 76, 0, 76]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      39|[0.7027727108971599, 0.4961554762766044]                                        |  0.5906314849853516|      0.00781250|[211, 78, 0, 78]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      40|[0.6983742463821241, 0.5026121523688342]                                        |  0.5739076733589172|      0.01562500|[216, 80, 0, 80]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      41|[0.6983742463821241, 0.5026121523688342]                                        |  0.5739076733589172|      0.00781250|[221, 82, 0, 82]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      42|[0.6913588077067145, 0.506049997106685]                                         |  0.5566638112068176|      0.01562500|[226, 84, 0, 84]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      43|[0.6913588077067145, 0.506049997106685]                                         |  0.5566638112068176|      0.00781250|[231, 86, 0, 86]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      44|[0.6850034540173254, 0.5105936339465709]                                        |  0.5398000478744507|      0.01562500|[237, 88, 0, 88]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      45|[0.6850034540173254, 0.5105936339465709]                                        |  0.5398000478744507|      0.00781250|[243, 90, 0, 90]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      46|[0.6850034540173254, 0.5105936339465709]                                        |  0.5398000478744507|      0.00390625|[248, 92, 0, 92]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      47|[0.6818976507673619, 0.5129627635831707]                                        |  0.5315229296684265|      0.00781250|[253, 94, 0, 94]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      48|[0.6818976507673619, 0.5129627635831707]                                        |  0.5315229296684265|      0.00390625|[258, 96, 0, 96]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      49|[0.6788852171301222, 0.5154495351134337]                                        |  0.5233607888221741|      0.00781250|[264, 98, 0, 98]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      50|[0.6721085834789898, 0.5193370012043909]                                        |  0.5076001286506653|      0.01562500|[270, 100, 0, 100]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      51|[0.6721085834789898, 0.5193370012043909]                                        |  0.5076001286506653|      0.00781250|[276, 102, 0, 102]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      52|[0.6651850733750206, 0.5229564160866939]                                        |  0.4928291738033295|      0.01562500|[281, 104, 0, 104]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      53|[0.6651850733750206, 0.5229564160866939]                                        |  0.4928291738033295|      0.00781250|[286, 106, 0, 106]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      54|[0.6651850733750206, 0.5229564160866939]                                        |  0.4928291738033295|      0.00390625|[291, 108, 0, 108]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      55|[0.6651850733750206, 0.5229564160866939]                                        |  0.4928291738033295|      0.00195312|[296, 110, 0, 110]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      56|[0.664181435697922, 0.5246319484435086]                                         |  0.4888912141323090|      0.00390625|[301, 112, 0, 112]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      57|[0.6615845752984653, 0.5275500137491921]                                        |  0.4812162518501282|      0.00781250|[307, 114, 0, 114]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      58|[0.6542029826256824, 0.5301087724058691]                                        |  0.4685553908348083|      0.01562500|[312, 116, 0, 116]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      59|[0.6542029826256824, 0.5301087724058691]                                        |  0.4685553908348083|      0.00781250|[318, 118, 0, 118]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      60|[0.6542029826256824, 0.5301087724058691]                                        |  0.4685553908348083|      0.00390625|[323, 120, 0, 120]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      61|[0.6526860759391276, 0.5337084644991995]                                        |  0.4609903395175934|      0.00781250|[329, 122, 0, 122]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      62|[0.6476201217175096, 0.5396558390522667]                                        |  0.4468581974506378|      0.01562500|[334, 124, 0, 124]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      63|[0.6476201217175096, 0.5396558390522667]                                        |  0.4468581974506378|      0.00781250|[339, 126, 0, 126]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      64|[0.6412392378574999, 0.5441635521548351]                                        |  0.4330861270427704|      0.01562500|[344, 128, 0, 128]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      65|[0.6412392378574999, 0.5441635521548351]                                        |  0.4330861270427704|      0.00781250|[349, 130, 0, 130]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      66|[0.6412392378574999, 0.5441635521548351]                                        |  0.4330861270427704|      0.00390625|[354, 132, 0, 132]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      67|[0.6412392378574999, 0.5441635521548351]                                        |  0.4330861270427704|      0.00195312|[359, 134, 0, 134]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      68|[0.6398977586041502, 0.5455831051402701]                                        |  0.4297589361667633|      0.00390625|[365, 136, 0, 136]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      69|[0.6398977586041502, 0.5455831051402701]                                        |  0.4297589361667633|      0.00195312|[371, 138, 0, 138]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      70|[0.6383166159657043, 0.5467297023766672]                                        |  0.4264118969440460|      0.00390625|[377, 140, 0, 140]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      71|[0.6361201324305562, 0.5499599112154767]                                        |  0.4203782379627228|      0.00781250|[382, 142, 0, 142]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      72|[0.6361201324305562, 0.5499599112154767]                                        |  0.4203782379627228|      0.00390625|[387, 144, 0, 144]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      73|[0.6325149598615829, 0.5514637462497882]                                        |  0.4138599932193756|      0.00781250|[393, 146, 0, 146]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      74|[0.626869658736562, 0.5568642769142542]                                         |  0.4013866782188416|      0.01562500|[398, 148, 0, 148]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      75|[0.626869658736562, 0.5568642769142542]                                         |  0.4013866782188416|      0.00781250|[404, 150, 0, 150]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      76|[0.626869658736562, 0.5568642769142542]                                         |  0.4013866782188416|      0.00390625|[409, 152, 0, 152]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      77|[0.626869658736562, 0.5568642769142542]                                         |  0.4013866782188416|      0.00195312|[414, 154, 0, 154]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      78|[0.626869658736562, 0.5568642769142542]                                         |  0.4013866782188416|      0.00097656|[419, 156, 0, 156]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      79|[0.6260061990774878, 0.5573204695638638]                                        |  0.3998126387596130|      0.00195312|[424, 158, 0, 158]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      80|[0.6241725901967162, 0.5579932070594598]                                        |  0.3967972099781036|      0.00390625|[430, 160, 0, 160]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
