k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      0.10000000|[6, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      26|[0.4965255106242977, 10.136517119283777, 1.36553089192612]                      |  0.0956716015934944|      0.01000000|[143, 52, 0, 52]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      27|[0.497101939596206, 10.136792936947188, 1.3604154498572232]                     |  0.0931394621729851|      0.10000000|[149, 54, 0, 54]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      28|[0.497101939596206, 10.136792936947188, 1.3604154498572232]                     |  0.0931394621729851|      0.01000000|[154, 56, 0, 56]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      29|[0.4976251509606518, 10.136731325339861, 1.355131992050051]                     |  0.0906850323081017|      0.10000000|[159, 58, 0, 58]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      30|[0.4976251509606518, 10.136731325339861, 1.355131992050051]                     |  0.0906850323081017|      0.01000000|[165, 60, 0, 60]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      31|[0.4979560065436608, 10.136300982905919, 1.3512053532928658]                    |  0.0889736935496330|      0.10000000|[170, 62, 0, 62]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      32|[0.4979560065436608, 10.136300982905919, 1.3512053532928658]                    |  0.0889736935496330|      0.01000000|[175, 64, 0, 64]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      33|[0.4993859615594712, 10.136574279781083, 1.3472393385756365]                    |  0.0871707424521446|      0.10000000|[180, 66, 0, 66]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      34|[0.4993859615594712, 10.136574279781083, 1.3472393385756365]                    |  0.0871707424521446|      0.01000000|[185, 68, 0, 68]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      35|[0.5004628121239455, 10.137088664559661, 1.3437017200470007]                    |  0.0856344103813171|      0.10000000|[190, 70, 0, 70]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      36|[0.5004628121239455, 10.137088664559661, 1.3437017200470007]                    |  0.0856344103813171|      0.01000000|[195, 72, 0, 72]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      37|[0.501447152332838, 10.137249988253771, 1.3398952441981438]                     |  0.0840732082724571|      0.10000000|[200, 74, 0, 74]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      38|[0.501447152332838, 10.137249988253771, 1.3398952441981438]                     |  0.0840732082724571|      0.01000000|[205, 76, 0, 76]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      39|[0.501537092693084, 10.136909115375378, 1.33701368769879]                       |  0.0830482244491577|      0.10000000|[210, 78, 0, 78]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      40|[0.501537092693084, 10.136909115375378, 1.33701368769879]                       |  0.0830482244491577|      0.01000000|[216, 80, 0, 80]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
