k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0]                                                                      |  6.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 1.0]                                                                      |  6.0000000000000000|      0.90000000|[9, 0, 0, 2]                                                               |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      12|[1.3860538413266248, 0.3816122320121804]                                        |  2.3406736850738525|      0.34867844|[97, 0, 0, 24]                                                             |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      13|[1.3860538413266248, 0.3816122320121804]                                        |  2.3406736850738525|      0.31381060|[105, 0, 0, 26]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      14|[1.5179590733866428, 0.0968700679873313]                                        |  1.4376678466796875|      0.34867844|[113, 0, 0, 28]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      15|[1.5179590733866428, 0.0968700679873313]                                        |  1.4376678466796875|      0.31381060|[121, 0, 0, 30]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      16|[1.5179590733866428, 0.0968700679873313]                                        |  1.4376678466796875|      0.28242954|[129, 0, 0, 32]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      17|[1.5179590733866428, 0.0968700679873313]                                        |  1.4376678466796875|      0.25418658|[137, 0, 0, 34]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      18|[1.5179590733866428, 0.0968700679873313]                                        |  1.4376678466796875|      0.22876792|[145, 0, 0, 36]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      19|[1.6103619263693931, -0.1124060081976555]                                       |  0.9415591359138489|      0.25418658|[153, 0, 0, 38]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      20|[1.6103619263693931, -0.1124060081976555]                                       |  0.9415591359138489|      0.22876792|[161, 0, 0, 40]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      21|[1.6103619263693931, -0.1124060081976555]                                       |  0.9415591359138489|      0.20589113|[169, 0, 0, 42]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      22|[1.6103619263693931, -0.1124060081976555]                                       |  0.9415591359138489|      0.18530202|[177, 0, 0, 44]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      23|[1.689051550853297, -0.2801700722921669]                                        |  0.6224336624145508|      0.20589113|[185, 0, 0, 46]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      24|[1.689051550853297, -0.2801700722921669]                                        |  0.6224336624145508|      0.18530202|[193, 0, 0, 48]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      25|[1.689051550853297, -0.2801700722921669]                                        |  0.6224336624145508|      0.16677182|[201, 0, 0, 50]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      26|[1.689051550853297, -0.2801700722921669]                                        |  0.6224336624145508|      0.15009464|[209, 0, 0, 52]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      27|[1.754937345049435, -0.4150309697683567]                                        |  0.4125891029834747|      0.16677182|[217, 0, 0, 54]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      28|[1.754937345049435, -0.4150309697683567]                                        |  0.4125891029834747|      0.15009464|[225, 0, 0, 56]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      29|[1.754937345049435, -0.4150309697683567]                                        |  0.4125891029834747|      0.13508517|[233, 0, 0, 58]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      30|[1.754937345049435, -0.4150309697683567]                                        |  0.4125891029834747|      0.12157665|[241, 0, 0, 60]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      31|[1.8101728342751193, -0.5233357419228372]                                       |  0.2731122672557831|      0.13508517|[249, 0, 0, 62]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      32|[1.8101728342751193, -0.5233357419228372]                                       |  0.2731122672557831|      0.12157665|[257, 0, 0, 64]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      33|[1.8101728342751193, -0.5233357419228372]                                       |  0.2731122672557831|      0.10941899|[265, 0, 0, 66]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      34|[1.8101728342751193, -0.5233357419228372]                                       |  0.2731122672557831|      0.09847709|[273, 0, 0, 68]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      35|[1.856288837044362, -0.6103475318507685]                                        |  0.1801756471395493|      0.10941899|[281, 0, 0, 70]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      36|[1.856288837044362, -0.6103475318507685]                                        |  0.1801756471395493|      0.09847709|[289, 0, 0, 72]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      37|[1.856288837044362, -0.6103475318507685]                                        |  0.1801756471395493|      0.08862938|[297, 0, 0, 74]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      38|[1.856288837044362, -0.6103475318507685]                                        |  0.1801756471395493|      0.07976644|[305, 0, 0, 76]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      39|[1.8931531806655213, -0.6810844077396361]                                       |  0.1184191182255745|      0.08862938|[313, 0, 0, 78]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      40|[1.8931531806655213, -0.6810844077396361]                                       |  0.1184191182255745|      0.07976644|[321, 0, 0, 80]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      41|[1.8931531806655213, -0.6810844077396361]                                       |  0.1184191182255745|      0.07178980|[329, 0, 0, 82]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      42|[1.8931531806655213, -0.6810844077396361]                                       |  0.1184191182255745|      0.06461082|[337, 0, 0, 84]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      43|[1.922641240874163, -0.7385736434543402]                                        |  0.0775925442576408|      0.07178980|[345, 0, 0, 86]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      44|[1.922641240874163, -0.7385736434543402]                                        |  0.0775925442576408|      0.06461082|[353, 0, 0, 88]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      45|[1.922641240874163, -0.7385736434543402]                                        |  0.0775925442576408|      0.05814974|[361, 0, 0, 90]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      46|[1.922641240874163, -0.7385736434543402]                                        |  0.0775925442576408|      0.05233476|[369, 0, 0, 92]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      47|[1.9441231432287038, -0.7862963353438742]                                       |  0.0507218316197395|      0.05814974|[377, 0, 0, 94]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      48|[1.9441231432287038, -0.7862963353438742]                                       |  0.0507218316197395|      0.05233476|[385, 0, 0, 96]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      49|[1.9441231432287038, -0.7862963353438742]                                       |  0.0507218316197395|      0.04710129|[393, 0, 0, 98]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      50|[1.9441231432287038, -0.7862963353438742]                                       |  0.0507218316197395|      0.04239116|[401, 0, 0, 100]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      51|[1.9603088832941875, -0.8254758212829091]                                       |  0.0331075564026833|      0.04710129|[409, 0, 0, 102]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      52|[1.9603088832941875, -0.8254758212829091]                                       |  0.0331075564026833|      0.04239116|[417, 0, 0, 104]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      53|[1.9603088832941875, -0.8254758212829091]                                       |  0.0331075564026833|      0.03815204|[425, 0, 0, 106]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      54|[1.9603088832941875, -0.8254758212829091]                                       |  0.0331075564026833|      0.03433684|[433, 0, 0, 108]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      55|[1.9728375890259835, -0.8574453378644892]                                       |  0.0216020662337542|      0.03815204|[441, 0, 0, 110]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      56|[1.9728375890259835, -0.8574453378644892]                                       |  0.0216020662337542|      0.03433684|[449, 0, 0, 112]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      57|[1.9728375890259835, -0.8574453378644892]                                       |  0.0216020662337542|      0.03090315|[457, 0, 0, 114]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      58|[1.9728375890259835, -0.8574453378644892]                                       |  0.0216020662337542|      0.02781284|[465, 0, 0, 116]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      59|[1.9816004004296426, -0.8838416850824156]                                       |  0.0140957627445459|      0.03090315|[473, 0, 0, 118]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      60|[1.9816004004296426, -0.8838416850824156]                                       |  0.0140957627445459|      0.02781284|[481, 0, 0, 120]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      61|[1.9816004004296426, -0.8838416850824156]                                       |  0.0140957627445459|      0.02503156|[489, 0, 0, 122]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      62|[1.9816004004296426, -0.8838416850824156]                                       |  0.0140957627445459|      0.02252840|[497, 0, 0, 124]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      63|[1.9874256194219357, -0.9056039370281184]                                       |  0.0091984048485756|      0.02503156|[505, 0, 0, 126]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      64|[1.9874256194219357, -0.9056039370281184]                                       |  0.0091984048485756|      0.02252840|[513, 0, 0, 128]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      65|[1.9874256194219357, -0.9056039370281184]                                       |  0.0091984048485756|      0.02027556|[521, 0, 0, 130]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      66|[1.9874256194219357, -0.9056039370281184]                                       |  0.0091984048485756|      0.01824800|[529, 0, 0, 132]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      67|[1.991580172797515, -0.923372710840092]                                         |  0.0060030799359083|      0.02027556|[537, 0, 0, 134]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      68|[1.991580172797515, -0.923372710840092]                                         |  0.0060030799359083|      0.01824800|[545, 0, 0, 136]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      69|[1.991580172797515, -0.923372710840092]                                         |  0.0060030799359083|      0.01642320|[553, 0, 0, 138]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      70|[1.991580172797515, -0.923372710840092]                                         |  0.0060030799359083|      0.01478088|[561, 0, 0, 140]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      71|[1.9945738073863868, -0.9378472627321784]                                       |  0.0039183036424220|      0.01642320|[569, 0, 0, 142]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      72|[1.9945738073863868, -0.9378472627321784]                                       |  0.0039183036424220|      0.01478088|[577, 0, 0, 144]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      73|[1.9945738073863868, -0.9378472627321784]                                       |  0.0039183036424220|      0.01330279|[585, 0, 0, 146]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      74|[1.9945738073863868, -0.9378472627321784]                                       |  0.0039183036424220|      0.01197252|[593, 0, 0, 148]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      75|[1.9962952382134815, -0.9496953763248229]                                       |  0.0025566595140845|      0.01330279|[601, 0, 0, 150]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      76|[1.9962952382134815, -0.9496953763248229]                                       |  0.0025566595140845|      0.01197252|[609, 0, 0, 152]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      77|[1.9962952382134815, -0.9496953763248229]                                       |  0.0025566595140845|      0.01077526|[617, 0, 0, 154]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      78|[1.9962952382134815, -0.9496953763248229]                                       |  0.0025566595140845|      0.00969774|[625, 0, 0, 156]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      79|[1.9974724205161218, -0.9593214009728773]                                       |  0.0016670165350661|      0.01077526|[633, 0, 0, 158]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      80|[1.9974724205161218, -0.9593214009728773]                                       |  0.0016670165350661|      0.00969774|[641, 0, 0, 160]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
