k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-1.0, 0.0, 0.0]                                                                |2499.9997982897020847|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-1.0948809526749828, -0.9829609176219597, -0.1574339202563493]                 |1375.1679687500000000|      2.00000000|[6, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[0.2664553683145121, -1.670272290478907, -1.4514070644507278]                   |113.4007339477539062|      4.00000000|[12, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       3|[0.2664553683145121, -1.670272290478907, -1.4514070644507278]                   |113.4007339477539062|      2.00000000|[17, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[0.2664553683145121, -1.670272290478907, -1.4514070644507278]                   |113.4007339477539062|      1.00000000|[22, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[0.1260419807344544, -0.6890314878506587, -1.5835076618973842]                  | 50.9858398437500000|      2.00000000|[27, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       6|[0.1260419807344544, -0.6890314878506587, -1.5835076618973842]                  | 50.9858398437500000|      1.00000000|[32, 12, 0, 12]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[0.1260419807344544, -0.6890314878506587, -1.5835076618973842]                  | 50.9858398437500000|      0.50000000|[37, 14, 0, 14]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[0.1260419807344544, -0.6890314878506587, -1.5835076618973842]                  | 50.9858398437500000|      0.25000000|[42, 16, 0, 16]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      69|[0.5394458788769003, -0.8385346849662588, -1.5932875243619136]                  |  2.5403990745544434|      0.00781250|[381, 138, 0, 138]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      70|[0.542742146806597, -0.8422189052632878, -1.5872380372110377]                   |  2.5199906826019287|      0.01562500|[386, 140, 0, 140]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      71|[0.542742146806597, -0.8422189052632878, -1.5872380372110377]                   |  2.5199906826019287|      0.00781250|[392, 142, 0, 142]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      72|[0.5439309438790304, -0.8473145832713853, -1.5814366594946359]                  |  2.5162339210510254|      0.01562500|[397, 144, 0, 144]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      73|[0.5439309438790304, -0.8473145832713853, -1.5814366594946359]                  |  2.5162339210510254|      0.00781250|[403, 146, 0, 146]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      74|[0.5486596086965047, -0.8419801549105533, -1.5782399800679288]                  |  2.4939882755279541|      0.01562500|[409, 148, 0, 148]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      75|[0.547017122148613, -0.8360473796227157, -1.5638787461263757]                   |  2.4654018878936768|      0.03125000|[415, 150, 0, 150]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      76|[0.547017122148613, -0.8360473796227157, -1.5638787461263757]                   |  2.4654018878936768|      0.01562500|[421, 152, 0, 152]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      77|[0.5621675125033054, -0.8322325270825968, -1.5636481009495575]                  |  2.4552626609802246|      0.03125000|[426, 154, 0, 154]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      78|[0.5621675125033054, -0.8322325270825968, -1.5636481009495575]                  |  2.4552626609802246|      0.01562500|[431, 156, 0, 156]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      79|[0.569908658071573, -0.8410277856631898, -1.5533108519542302]                   |  2.4383032321929932|      0.03125000|[436, 158, 0, 158]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      80|[0.569908658071573, -0.8410277856631898, -1.5533108519542302]                   |  2.4383032321929932|      0.01562500|[442, 160, 0, 160]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
