k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 0.1]                                                                      |  3.0203003000300002|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0003130539050931, 0.0749798120023348]                                        |  0.0000948208253249|      2.00000000|[9, 0, 0, 2]                                                               |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      34|[0.0003074348284379, 0.0720501305231201]                                        |  0.0000808473268989|      0.00024414|[273, 0, 0, 68]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      35|[0.0003068905599823, 0.0718059905047961]                                        |  0.0000797570901341|      0.00048828|[281, 0, 0, 70]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      36|[0.0003068905599823, 0.0718059905047961]                                        |  0.0000797570901341|      0.00024414|[289, 0, 0, 72]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      37|[0.0003064379417485, 0.0715618502993564]                                        |  0.0000786779201007|      0.00048828|[297, 0, 0, 74]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      38|[0.0003064379417485, 0.0715618502993564]                                        |  0.0000786779201007|      0.00024414|[305, 0, 0, 76]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      39|[0.0003062857280879, 0.0713177097218065]                                        |  0.0000776097294874|      0.00048828|[313, 0, 0, 78]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      40|[0.0003062857280879, 0.0713177097218065]                                        |  0.0000776097294874|      0.00024414|[321, 0, 0, 80]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      41|[0.0003059775777676, 0.0710735692912778]                                        |  0.0000765524600865|      0.00048828|[329, 0, 0, 82]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      42|[0.0003059775777676, 0.0710735692912778]                                        |  0.0000765524600865|      0.00024414|[337, 0, 0, 84]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      43|[0.0003055547605341, 0.070829429032408]                                         |  0.0000755060318625|      0.00048828|[345, 0, 0, 86]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      44|[0.0003055547605341, 0.070829429032408]                                         |  0.0000755060318625|      0.00024414|[353, 0, 0, 88]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      45|[0.0003050509155869, 0.0705852889273133]                                        |  0.0000744703647797|      0.00048828|[361, 0, 0, 90]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      46|[0.0003050509155869, 0.0705852889273133]                                        |  0.0000744703647797|      0.00024414|[369, 0, 0, 92]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      47|[0.0003048694667093, 0.0703411483697411]                                        |  0.0000734453933546|      0.00048828|[377, 0, 0, 94]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      48|[0.0003048694667093, 0.0703411483697411]                                        |  0.0000734453933546|      0.00024414|[385, 0, 0, 96]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      49|[0.0003046536975239, 0.0700970078400885]                                        |  0.0000724310375517|      0.00048828|[393, 0, 0, 98]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      50|[0.0003046536975239, 0.0700970078400885]                                        |  0.0000724310375517|      0.00024414|[401, 0, 0, 100]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      51|[0.0003044982197468, 0.0698528672645955]                                        |  0.0000714272173354|      0.00048828|[409, 0, 0, 102]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      52|[0.0003044982197468, 0.0698528672645955]                                        |  0.0000714272173354|      0.00024414|[417, 0, 0, 104]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      53|[0.0003042808818501, 0.0696087267363344]                                        |  0.0000704338744981|      0.00048828|[425, 0, 0, 106]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      54|[0.0003042808818501, 0.0696087267363344]                                        |  0.0000704338744981|      0.00024414|[433, 0, 0, 108]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      55|[0.0003038813638278, 0.0693645864382254]                                        |  0.0000694509290042|      0.00048828|[441, 0, 0, 110]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      56|[0.0003038813638278, 0.0693645864382254]                                        |  0.0000694509290042|      0.00024414|[449, 0, 0, 112]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      57|[0.0003037126225374, 0.0691204458715394]                                        |  0.0000684783080942|      0.00048828|[457, 0, 0, 114]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      58|[0.0003037126225374, 0.0691204458715394]                                        |  0.0000684783080942|      0.00024414|[465, 0, 0, 116]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      59|[0.0003034169020926, 0.0688763054256382]                                        |  0.0000675159390084|      0.00048828|[473, 0, 0, 118]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      60|[0.0003034169020926, 0.0688763054256382]                                        |  0.0000675159390084|      0.00024414|[481, 0, 0, 120]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      61|[0.0003031824702304, 0.0686321649131929]                                        |  0.0000665637417114|      0.00048828|[489, 0, 0, 122]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      62|[0.0003031824702304, 0.0686321649131929]                                        |  0.0000665637417114|      0.00024414|[497, 0, 0, 124]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      63|[0.000303020911249, 0.0683880243416483]                                         |  0.0000656216579955|      0.00048828|[505, 0, 0, 126]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      64|[0.000303020911249, 0.0683880243416483]                                         |  0.0000656216579955|      0.00024414|[513, 0, 0, 128]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      65|[0.0003028637127745, 0.0681438837672572]                                        |  0.0000646896151011|      0.00048828|[521, 0, 0, 130]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      66|[0.0003028637127745, 0.0681438837672572]                                        |  0.0000646896151011|      0.00024414|[529, 0, 0, 132]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      67|[0.0003024453712317, 0.0678997435006772]                                        |  0.0000637675257167|      0.00048828|[537, 0, 0, 134]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      68|[0.0003024453712317, 0.0678997435006772]                                        |  0.0000637675257167|      0.00024414|[545, 0, 0, 136]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      69|[0.0003022117130814, 0.0676556029874901]                                        |  0.0000628553389106|      0.00048828|[553, 0, 0, 138]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      70|[0.0003022117130814, 0.0676556029874901]                                        |  0.0000628553389106|      0.00024414|[561, 0, 0, 140]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      71|[0.0003018222744944, 0.0674114626730949]                                        |  0.0000619529673713|      0.00048828|[569, 0, 0, 142]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      72|[0.0003018222744944, 0.0674114626730949]                                        |  0.0000619529673713|      0.00024414|[577, 0, 0, 144]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      73|[0.0003012725577695, 0.0671673226669777]                                        |  0.0000610603456153|      0.00048828|[585, 0, 0, 146]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      74|[0.0003012725577695, 0.0671673226669777]                                        |  0.0000610603456153|      0.00024414|[593, 0, 0, 148]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      75|[0.0003011189834093, 0.06692318209028]                                          |  0.0000601774081588|      0.00048828|[601, 0, 0, 150]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      76|[0.0003011189834093, 0.06692318209028]                                          |  0.0000601774081588|      0.00024414|[609, 0, 0, 152]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      77|[0.0003005732905844, 0.0666790420751355]                                        |  0.0000593040822423|      0.00048828|[617, 0, 0, 154]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      78|[0.0003005732905844, 0.0666790420751355]                                        |  0.0000593040822423|      0.00024414|[625, 0, 0, 156]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      79|[0.0003004142114311, 0.0664349015019626]                                        |  0.0000584402951063|      0.00048828|[633, 0, 0, 158]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      80|[0.0003004142114311, 0.0664349015019626]                                        |  0.0000584402951063|      0.00024414|[641, 0, 0, 160]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
