k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 3.0, -8.0]                                                                |148.9993291872793577|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.951501376384468, 2.0080419418278086, -7.883093651435629]                     | 41.2925186157226562|      5.00000000|[6, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[1.951501376384468, 2.0080419418278086, -7.883093651435629]                     | 41.2925186157226562|      1.00000000|[12, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[2.585762901606531, 1.2809351420969164, -8.14582549078534]                      | 16.2220954895019531|      5.00000000|[17, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       4|[2.585762901606531, 1.2809351420969164, -8.14582549078534]                      | 16.2220954895019531|      1.00000000|[22, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[2.585762901606531, 1.2809351420969164, -8.14582549078534]                      | 16.2220954895019531|      0.20000000|[27, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[2.5485230695634398, 1.0929537312635875, -8.088587530562132]                    | 12.7270193099975586|      1.00000000|[32, 12, 0, 12]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       7|[2.5485230695634398, 1.0929537312635875, -8.088587530562132]                    | 12.7270193099975586|      0.20000000|[37, 14, 0, 14]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[2.4603298033993615, 0.9156560552670541, -8.06052542284478]                     | 10.1293954849243164|      1.00000000|[42, 16, 0, 16]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      19|[1.1986368423951475, 0.4922123156338064, -8.646314071170057]                    |  2.9758474826812744|      0.20000000|[103, 38, 0, 38]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      20|[1.0315055439747844, 0.3829845732689777, -8.65799437023327]                     |  2.3441977500915527|      1.00000000|[108, 40, 0, 40]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      21|[1.0315055439747844, 0.3829845732689777, -8.65799437023327]                     |  2.3441977500915527|      0.20000000|[113, 42, 0, 42]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      22|[1.0315055439747844, 0.3829845732689777, -8.65799437023327]                     |  2.3441977500915527|      0.04000000|[118, 44, 0, 44]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      23|[1.0183296401370323, 0.3536105329532275, -8.681733816595537]                    |  2.2657628059387207|      0.20000000|[124, 46, 0, 46]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      24|[0.8481049616214048, 0.2629075229170684, -8.734615976107339]                    |  1.8292027711868286|      1.00000000|[129, 48, 0, 48]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      25|[0.8481049616214048, 0.2629075229170684, -8.734615976107339]                    |  1.8292027711868286|      0.20000000|[134, 50, 0, 50]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      26|[0.6736607843938649, 0.220070869542593, -8.646671390378133]                     |  1.5255608558654785|      1.00000000|[140, 52, 0, 52]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      27|[0.6736607843938649, 0.220070869542593, -8.646671390378133]                     |  1.5255608558654785|      0.20000000|[146, 54, 0, 54]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      28|[0.4910970693242364, 0.1594969803686334, -8.701455456403908]                    |  1.2750450372695923|      1.00000000|[152, 56, 0, 56]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      29|[0.4910970693242364, 0.1594969803686334, -8.701455456403908]                    |  1.2750450372695923|      0.20000000|[158, 58, 0, 58]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      30|[0.2974489870017053, 0.1165924489278087, -8.727138551907556]                    |  1.1051001548767090|      1.00000000|[164, 60, 0, 60]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      31|[0.2974489870017053, 0.1165924489278087, -8.727138551907556]                    |  1.1051001548767090|      0.20000000|[170, 62, 0, 62]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      32|[0.1428405423948133, -0.0102320130696348, -8.723705667508597]                   |  1.0201807022094727|      1.00000000|[175, 64, 0, 64]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      33|[0.1428405423948133, -0.0102320130696348, -8.723705667508597]                   |  1.0201807022094727|      0.20000000|[180, 66, 0, 66]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      34|[0.1428405423948133, -0.0102320130696348, -8.723705667508597]                   |  1.0201807022094727|      0.04000000|[186, 68, 0, 68]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      35|[0.1032328458344416, -0.0046681364063765, -8.724228782847288]                   |  1.0103534460067749|      0.20000000|[192, 70, 0, 70]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      36|[0.1032328458344416, -0.0046681364063765, -8.724228782847288]                   |  1.0103534460067749|      0.04000000|[197, 72, 0, 72]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      37|[0.0764127803886862, -0.0073228520907975, -8.753786126674504]                   |  1.0055760145187378|      0.20000000|[203, 74, 0, 74]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      38|[0.0764127803886862, -0.0073228520907975, -8.753786126674504]                   |  1.0055760145187378|      0.04000000|[209, 76, 0, 76]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      39|[0.0527469308381921, 0.0156302611220598, -8.776437443609533]                    |  1.0027256011962891|      0.20000000|[214, 78, 0, 78]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      40|[0.0527469308381921, 0.0156302611220598, -8.776437443609533]                    |  1.0027256011962891|      0.04000000|[219, 80, 0, 80]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      41|[0.0249538171222114, -0.0046161438169141, -8.796873341363673]                   |  1.0003414154052734|      0.20000000|[225, 82, 0, 82]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      42|[0.0249538171222114, -0.0046161438169141, -8.796873341363673]                   |  1.0003414154052734|      0.04000000|[231, 84, 0, 84]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      43|[0.0249538171222114, -0.0046161438169141, -8.796873341363673]                   |  1.0003414154052734|      0.00800000|[236, 86, 0, 86]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      44|[0.0249538171222114, -0.0046161438169141, -8.796873341363673]                   |  1.0003414154052734|      0.00160000|[241, 88, 0, 88]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      45|[0.0243824348065959, -0.0054139063161458, -8.795609578235464]                   |  1.0003206729888916|      0.00800000|[246, 90, 0, 90]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      46|[0.016981756159838, -0.0026977771643956, -8.794248476476433]                    |  0.9999924302101135|      0.04000000|[251, 92, 0, 92]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      47|[0.016981756159838, -0.0026977771643956, -8.794248476476433]                    |  0.9999924302101135|      0.00800000|[257, 94, 0, 94]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      48|[0.009074813802574, -0.0038744515619237, -8.793939122437981]                    |  0.9997939467430115|      0.04000000|[263, 96, 0, 96]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      49|[0.009074813802574, -0.0038744515619237, -8.793939122437981]                    |  0.9997939467430115|      0.00800000|[269, 98, 0, 98]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      50|[0.009074813802574, -0.0038744515619237, -8.793939122437981]                    |  0.9997939467430115|      0.00160000|[275, 100, 0, 100]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      51|[0.0075299218603113, -0.0036953458397537, -8.793563316601121]                   |  0.9997668862342834|      0.00800000|[280, 102, 0, 102]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      52|[0.0075299218603113, -0.0036953458397537, -8.793563316601121]                   |  0.9997668862342834|      0.00160000|[286, 104, 0, 104]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      53|[0.0060700186300526, -0.0030846560124769, -8.793799410847432]                   |  0.9997429847717285|      0.00800000|[292, 106, 0, 106]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      54|[0.0060700186300526, -0.0030846560124769, -8.793799410847432]                   |  0.9997429847717285|      0.00160000|[297, 108, 0, 108]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      55|[0.0049719894579442, -0.0034346032942388, -8.79268951497971]                    |  0.9997327923774719|      0.00800000|[302, 110, 0, 110]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      56|[0.0049719894579442, -0.0034346032942388, -8.79268951497971]                    |  0.9997327923774719|      0.00160000|[307, 112, 0, 112]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      57|[0.0043025724158461, -0.0020080639643768, -8.792412267140934]                   |  0.9997187852859497|      0.00800000|[313, 114, 0, 114]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      58|[0.0043025724158461, -0.0020080639643768, -8.792412267140934]                   |  0.9997187852859497|      0.00160000|[318, 116, 0, 116]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      59|[0.003089750445366, -0.0009954176372466, -8.792664477933863]                    |  0.9997068643569946|      0.00800000|[323, 118, 0, 118]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      60|[0.003089750445366, -0.0009954176372466, -8.792664477933863]                    |  0.9997068643569946|      0.00160000|[329, 120, 0, 120]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      61|[0.0019782004741349, 0.0001469489011916, -8.79280396038191]                     |  0.9997003078460693|      0.00800000|[335, 122, 0, 122]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      62|[0.0019782004741349, 0.0001469489011916, -8.79280396038191]                     |  0.9997003078460693|      0.00160000|[341, 124, 0, 124]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      63|[0.0004900870249531, 0.0004088511564089, -8.79227772320052]                     |  0.9996966123580933|      0.00800000|[346, 126, 0, 126]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      64|[0.0004900870249531, 0.0004088511564089, -8.79227772320052]                     |  0.9996966123580933|      0.00160000|[352, 128, 0, 128]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      65|[0.0004900870249531, 0.0004088511564089, -8.79227772320052]                     |  0.9996966123580933|      0.00032000|[358, 130, 0, 130]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      66|[0.0001960531173058, 0.0003039423269907, -8.792207450882616]                    |  0.9996963143348694|      0.00160000|[364, 132, 0, 132]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      67|[0.0001960531173058, 0.0003039423269907, -8.792207450882616]                    |  0.9996963143348694|      0.00032000|[370, 134, 0, 134]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      68|[0.0001960531173058, 0.0003039423269907, -8.792207450882616]                    |  0.9996963143348694|      0.00006400|[376, 136, 0, 136]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      69|[0.0001960531173058, 0.0003039423269907, -8.792207450882616]                    |  0.9996963143348694|      0.00001280|[381, 138, 0, 138]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      70|[0.0001960531173058, 0.0003039423269907, -8.792207450882616]                    |  0.9996963143348694|      0.00000256|[386, 140, 0, 140]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      71|[0.0001960531173058, 0.0003039423269907, -8.792207450882616]                    |  0.9996963143348694|      0.00000051|[391, 142, 0, 142]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      72|[0.0001960531173058, 0.0003039423269907, -8.792207450882616]                    |  0.9996963143348694|      0.00000010|[395, 144, 0, 144]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      73|[0.0001960531173058, 0.0003039423269907, -8.792207450882616]                    |  0.9996963143348694|      0.00000002|[400, 146, 0, 146]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      74|[0.0001960531173058, 0.0003039423269907, -8.792207450882616]                    |  0.9996963143348694|      0.00000000|[405, 148, 0, 148]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      75|[0.0001960531173058, 0.0003039423269907, -8.792207450882616]                    |  0.9996963143348694|      0.00000000|[410, 150, 0, 150]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      76|[0.0001960531173058, 0.0003039423269907, -8.792207450882616]                    |  0.9996963143348694|      0.00000000|[415, 152, 0, 152]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      77|[0.0001960531173058, 0.0003039423269907, -8.792207450882616]                    |  0.9996963143348694|      0.00000000|[419, 154, 0, 154]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      78|[0.0001960531173058, 0.0003039423269907, -8.792207450882616]                    |  0.9996963143348694|      0.00000000|[423, 156, 0, 156]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      79|[0.0001960531173058, 0.0003039423269907, -8.792207450882616]                    |  0.9996963143348694|      0.00000000|[427, 158, 0, 158]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      80|[0.0001960531173058, 0.0003039423269907, -8.792207450882616]                    |  0.9996963143348694|      0.00000000|[432, 160, 0, 160]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
