k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.50000000|[15, 2, 0, 2]                                                              |  | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.25000000|[28, 4, 0, 4]                                                              |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      31|[0.2248158375861645, 0.3996197596539285, 0.4145067872896218, 0.3757018419561286]|  0.0032451315782964|      0.00195312|[409, 62, 0, 62]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      32|[0.2245087944655466, 0.4007610381990641, 0.4142960006620302, 0.3741612336127304]|  0.0031913262791932|      0.00390625|[422, 64, 0, 64]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      33|[0.2245087944655466, 0.4007610381990641, 0.4142960006620302, 0.3741612336127304]|  0.0031913262791932|      0.00195312|[435, 66, 0, 66]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      34|[0.2242355114618807, 0.4019248657949449, 0.4140829759444224, 0.3726314821746572]|  0.0031378737185150|      0.00390625|[449, 68, 0, 68]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      35|[0.2242355114618807, 0.4019248657949449, 0.4140829759444224, 0.3726314821746572]|  0.0031378737185150|      0.00195312|[463, 70, 0, 70]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      36|[0.2239252587606814, 0.403049748199839, 0.4138690284792048, 0.3710799324383259] |  0.0030847354792058|      0.00390625|[477, 72, 0, 72]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      37|[0.2239252587606814, 0.403049748199839, 0.4138690284792048, 0.3710799324383259] |  0.0030847354792058|      0.00195312|[490, 74, 0, 74]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      38|[0.2234203058484976, 0.4041733240327489, 0.4138308619896038, 0.3695647293203003]|  0.0030326191335917|      0.00390625|[504, 76, 0, 76]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      39|[0.2234203058484976, 0.4041733240327489, 0.4138308619896038, 0.3695647293203003]|  0.0030326191335917|      0.00195312|[517, 78, 0, 78]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      40|[0.2232220221916549, 0.405304124371161, 0.4136144463351262, 0.3679995342154657] |  0.0029801323544234|      0.00390625|[530, 80, 0, 80]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      41|[0.2232220221916549, 0.405304124371161, 0.4136144463351262, 0.3679995342154657] |  0.0029801323544234|      0.00195312|[543, 82, 0, 82]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      42|[0.2230244400606042, 0.4064716241017508, 0.4133672478158067, 0.3664660754327678]|  0.0029280723538250|      0.00390625|[556, 84, 0, 84]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      43|[0.2230244400606042, 0.4064716241017508, 0.4133672478158067, 0.3664660754327678]|  0.0029280723538250|      0.00195312|[569, 86, 0, 86]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      44|[0.2229086723361969, 0.4075575396411882, 0.413005752674481, 0.3648876572994404] |  0.0028767327312380|      0.00390625|[582, 88, 0, 88]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      45|[0.2229086723361969, 0.4075575396411882, 0.413005752674481, 0.3648876572994404] |  0.0028767327312380|      0.00195312|[595, 90, 0, 90]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      46|[0.2225391378760385, 0.4086395888930064, 0.4127670278211892, 0.3633223070480778]|  0.0028253153432161|      0.00390625|[609, 92, 0, 92]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      47|[0.2225391378760385, 0.4086395888930064, 0.4127670278211892, 0.3633223070480778]|  0.0028253153432161|      0.00195312|[623, 94, 0, 94]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      48|[0.2221113976754795, 0.4096123923913526, 0.4125959524560309, 0.3616925456669265]|  0.0027745317202061|      0.00390625|[636, 96, 0, 96]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      49|[0.2221113976754795, 0.4096123923913526, 0.4125959524560309, 0.3616925456669265]|  0.0027745317202061|      0.00195312|[649, 98, 0, 98]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      50|[0.2219206173438676, 0.4106837267052647, 0.4122773920468615, 0.3601022431220504]|  0.0027239513583481|      0.00390625|[662, 100, 0, 100]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      51|[0.2219206173438676, 0.4106837267052647, 0.4122773920468615, 0.3601022431220504]|  0.0027239513583481|      0.00195312|[675, 102, 0, 102]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      52|[0.2216889622484511, 0.4117896472813756, 0.411937947712434, 0.3585457244406488] |  0.0026737619191408|      0.00390625|[688, 104, 0, 104]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      53|[0.2216889622484511, 0.4117896472813756, 0.411937947712434, 0.3585457244406488] |  0.0026737619191408|      0.00195312|[701, 106, 0, 106]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      54|[0.2213168316392838, 0.4128068083893925, 0.4117170050002421, 0.3569355121336492]|  0.0026238495483994|      0.00390625|[715, 108, 0, 108]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      55|[0.2213168316392838, 0.4128068083893925, 0.4117170050002421, 0.3569355121336492]|  0.0026238495483994|      0.00195312|[728, 110, 0, 110]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      56|[0.2209932056935087, 0.4139163485978743, 0.4115334355490832, 0.3553718029870335]|  0.0025742819998413|      0.00390625|[741, 112, 0, 112]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      57|[0.2209932056935087, 0.4139163485978743, 0.4115334355490832, 0.3553718029870335]|  0.0025742819998413|      0.00195312|[754, 114, 0, 114]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      58|[0.2204381095322322, 0.4150954075054458, 0.4113108392091291, 0.3539341533498561]|  0.0025259689427912|      0.00390625|[767, 116, 0, 116]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      59|[0.2204381095322322, 0.4150954075054458, 0.4113108392091291, 0.3539341533498561]|  0.0025259689427912|      0.00195312|[780, 118, 0, 118]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      60|[0.2202907039928004, 0.4161834118247682, 0.41106697265526, 0.3523373613854444]  |  0.0024770994205028|      0.00390625|[793, 120, 0, 120]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      61|[0.2202907039928004, 0.4161834118247682, 0.41106697265526, 0.3523373613854444]  |  0.0024770994205028|      0.00195312|[806, 122, 0, 122]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      62|[0.2200622483472103, 0.4172646664156984, 0.4108326466778565, 0.3507440989684116]|  0.0024286599364132|      0.00390625|[819, 124, 0, 124]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      63|[0.2200622483472103, 0.4172646664156984, 0.4108326466778565, 0.3507440989684116]|  0.0024286599364132|      0.00195312|[832, 126, 0, 126]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      64|[0.219873142065708, 0.4183445330204724, 0.4106575138612027, 0.3491371911638546] |  0.0023807105608284|      0.00390625|[846, 128, 0, 128]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      65|[0.219873142065708, 0.4183445330204724, 0.4106575138612027, 0.3491371911638546] |  0.0023807105608284|      0.00195312|[859, 130, 0, 130]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      66|[0.219460063601483, 0.4194461199404549, 0.4104518702209242, 0.3475917849392797] |  0.0023332173004746|      0.00390625|[872, 132, 0, 132]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      67|[0.219460063601483, 0.4194461199404549, 0.4104518702209242, 0.3475917849392797] |  0.0023332173004746|      0.00195312|[885, 134, 0, 134]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      68|[0.2191065056992145, 0.4204235663028399, 0.4101353903870593, 0.3459687836457541]|  0.0022861547768116|      0.00390625|[898, 136, 0, 136]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      69|[0.2191065056992145, 0.4204235663028399, 0.4101353903870593, 0.3459687836457541]|  0.0022861547768116|      0.00195312|[911, 138, 0, 138]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      70|[0.2189100975560105, 0.4214427290094459, 0.4098785039375433, 0.3443343302703326]|  0.0022393744438887|      0.00390625|[925, 140, 0, 140]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      71|[0.2189100975560105, 0.4214427290094459, 0.4098785039375433, 0.3443343302703326]|  0.0022393744438887|      0.00195312|[938, 142, 0, 142]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      72|[0.2186303164333631, 0.4224976412938648, 0.4096509726961978, 0.3427306440805096]|  0.0021929836366326|      0.00390625|[951, 144, 0, 144]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      73|[0.2186303164333631, 0.4224976412938648, 0.4096509726961978, 0.3427306440805096]|  0.0021929836366326|      0.00195312|[965, 146, 0, 146]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      74|[0.2183419796544996, 0.423549044486206, 0.4094284300634675, 0.3411254695506432] |  0.0021470203064382|      0.00390625|[978, 148, 0, 148]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      75|[0.2183419796544996, 0.423549044486206, 0.4094284300634675, 0.3411254695506432] |  0.0021470203064382|      0.00195312|[991, 150, 0, 150]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      76|[0.218042176362136, 0.4245893153256794, 0.4091882805750229, 0.3395176822340948] |  0.0021014893427491|      0.00390625|[1004, 152, 0, 152]                                                        |  | trying linear partial model with 8 points | iterate success | actual_k=1
      77|[0.218042176362136, 0.4245893153256794, 0.4091882805750229, 0.3395176822340948] |  0.0021014893427491|      0.00195312|[1017, 154, 0, 154]                                                        |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      78|[0.2180581426294139, 0.4256858938511703, 0.4090581759608834, 0.3379067723450116]|  0.0020573723595589|      0.00390625|[1030, 156, 0, 156]                                                        |  | trying linear partial model with 8 points | iterate success | actual_k=1
      79|[0.2180581426294139, 0.4256858938511703, 0.4090581759608834, 0.3379067723450116]|  0.0020573723595589|      0.00195312|[1043, 158, 0, 158]                                                        |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      80|[0.2176007173210708, 0.4266893270785369, 0.4088591656493496, 0.33630709237482]  |  0.0020126451272517|      0.00390625|[1057, 160, 0, 160]                                                        |  | trying linear partial model with 8 points | iterate success | actual_k=1
