k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[25.0, 39.0, 41.5, 39.0]                                                        |897.5453780404944837|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[24.197024512336142, 38.5160007425223, 41.80170257342005, 39.1730625383026]     |810.4403686523437500|      5.00000000|[15, 2, 0, 2]                                                              |  | trying linear partial model with 8 points | iterate success | actual_k=1
      15|[18.369695256599947, 35.29171118259729, 43.643031857458006, 40.27057524197421]  |364.0547485351562500|      5.00000000|[198, 30, 0, 30]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      16|[18.369695256599947, 35.29171118259729, 43.643031857458006, 40.27057524197421]  |364.0547485351562500|      1.00000000|[211, 32, 0, 32]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      17|[17.5021915286545, 34.868050176611, 43.86548762408123, 40.40645042699158]       |319.4906311035156250|      5.00000000|[224, 34, 0, 34]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      18|[17.5021915286545, 34.868050176611, 43.86548762408123, 40.40645042699158]       |319.4906311035156250|      1.00000000|[237, 36, 0, 36]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      19|[16.626533603222928, 34.45642269637625, 44.082716375985015, 40.53528242802702]  |278.8449707031250000|      5.00000000|[250, 38, 0, 38]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      20|[16.626533603222928, 34.45642269637625, 44.082716375985015, 40.53528242802702]  |278.8449707031250000|      1.00000000|[264, 40, 0, 40]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      21|[15.739644463289023, 34.058455759690254, 44.283003265812525, 40.657491807925965]|241.8649139404296875|      5.00000000|[277, 42, 0, 42]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      22|[15.739644463289023, 34.058455759690254, 44.283003265812525, 40.657491807925965]|241.8649139404296875|      1.00000000|[290, 44, 0, 44]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      23|[14.84586579745468, 33.668004879203636, 44.46500470457987, 40.78232482724868]   |208.3216552734375000|      5.00000000|[304, 46, 0, 46]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      24|[14.84586579745468, 33.668004879203636, 44.46500470457987, 40.78232482724868]   |208.3216552734375000|      1.00000000|[317, 48, 0, 48]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      25|[13.943109613407172, 33.30149350487583, 44.66487131880115, 40.88602642401579]   |177.9891662597656250|      5.00000000|[330, 50, 0, 50]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      26|[13.943109613407172, 33.30149350487583, 44.66487131880115, 40.88602642401579]   |177.9891662597656250|      1.00000000|[343, 52, 0, 52]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      27|[13.03133155086645, 32.94518229763179, 44.84133352300615, 40.98880861483158]    |150.6611022949218750|      5.00000000|[356, 54, 0, 54]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      28|[13.03133155086645, 32.94518229763179, 44.84133352300615, 40.98880861483158]    |150.6611022949218750|      1.00000000|[369, 56, 0, 56]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      29|[13.03133155086645, 32.94518229763179, 44.84133352300615, 40.98880861483158]    |150.6611022949218750|      0.20000000|[383, 58, 0, 58]                                                           |  | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      30|[12.847287790575818, 32.877155396394414, 44.874659771145545, 41.00854680601203] |145.5390319824218750|      1.00000000|[396, 60, 0, 60]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      31|[11.920841924024439, 32.54839328982633, 45.024035061515825, 41.11485088054153]  |121.5662002563476562|      5.00000000|[409, 62, 0, 62]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      32|[11.920841924024439, 32.54839328982633, 45.024035061515825, 41.11485088054153]  |121.5662002563476562|      1.00000000|[422, 64, 0, 64]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      33|[10.991017952741217, 32.227788904423235, 45.17953913202617, 41.206822042011396] |100.1954193115234375|      5.00000000|[435, 66, 0, 66]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      34|[10.991017952741217, 32.227788904423235, 45.17953913202617, 41.206822042011396] |100.1954193115234375|      1.00000000|[449, 68, 0, 68]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      35|[10.060474357387545, 31.904624752263082, 45.33209463337144, 41.286699240974315] | 81.2859649658203125|      5.00000000|[463, 70, 0, 70]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      36|[10.060474357387545, 31.904624752263082, 45.33209463337144, 41.286699240974315] | 81.2859649658203125|      1.00000000|[477, 72, 0, 72]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      37|[9.112294408475208, 31.62600972264898, 45.4639879936862, 41.36372255730522]     | 64.6597518920898438|      5.00000000|[490, 74, 0, 74]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      38|[9.112294408475208, 31.62600972264898, 45.4639879936862, 41.36372255730522]     | 64.6597518920898438|      1.00000000|[504, 76, 0, 76]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      39|[8.155667360806724, 31.369397167497887, 45.57710380190391, 41.44258637752188]   | 50.1890068054199219|      5.00000000|[517, 78, 0, 78]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      40|[8.155667360806724, 31.369397167497887, 45.57710380190391, 41.44258637752188]   | 50.1890068054199219|      1.00000000|[530, 80, 0, 80]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      41|[8.155667360806724, 31.369397167497887, 45.57710380190391, 41.44258637752188]   | 50.1890068054199219|      0.20000000|[543, 82, 0, 82]                                                           |  | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      42|[7.962509324887218, 31.323785481051836, 45.59841571532647, 41.455050308103175]  | 47.5418777465820312|      1.00000000|[556, 84, 0, 84]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      43|[6.996665191935988, 31.095633997192024, 45.7046000993398, 41.51683127481593]    | 35.4936523437500000|      5.00000000|[569, 86, 0, 86]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      44|[6.996665191935988, 31.095633997192024, 45.7046000993398, 41.51683127481593]    | 35.4936523437500000|      1.00000000|[582, 88, 0, 88]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      45|[6.023802226773557, 30.891699616770243, 45.79910095046838, 41.57176768017085]   | 25.3474674224853516|      5.00000000|[595, 90, 0, 90]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      46|[6.023802226773557, 30.891699616770243, 45.79910095046838, 41.57176768017085]   | 25.3474674224853516|      1.00000000|[609, 92, 0, 92]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      47|[6.023802226773557, 30.891699616770243, 45.79910095046838, 41.57176768017085]   | 25.3474674224853516|      0.20000000|[623, 94, 0, 94]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      48|[5.828136188286746, 30.85483216914613, 45.8157855500365, 41.58055499067023]     | 23.5378437042236328|      1.00000000|[636, 96, 0, 96]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      49|[5.828136188286746, 30.85483216914613, 45.8157855500365, 41.58055499067023]     | 23.5378437042236328|      0.20000000|[649, 98, 0, 98]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      50|[5.631880612663507, 30.82030653272638, 45.83053769475011, 41.589163340857766]   | 21.7996139526367188|      1.00000000|[662, 100, 0, 100]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      51|[5.631880612663507, 30.82030653272638, 45.83053769475011, 41.589163340857766]   | 21.7996139526367188|      0.20000000|[675, 102, 0, 102]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      52|[5.4353439865272435, 30.787123139100427, 45.844436181514574, 41.59805429356812] | 20.1321640014648438|      1.00000000|[688, 104, 0, 104]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      53|[5.4353439865272435, 30.787123139100427, 45.844436181514574, 41.59805429356812] | 20.1321640014648438|      0.20000000|[701, 106, 0, 106]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      54|[5.238860694071125, 30.753802343186567, 45.85907931969591, 41.60639808464129]   | 18.5349235534667969|      1.00000000|[715, 108, 0, 108]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      55|[5.238860694071125, 30.753802343186567, 45.85907931969591, 41.60639808464129]   | 18.5349235534667969|      0.20000000|[728, 110, 0, 110]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      56|[5.042025386863837, 30.722706548363483, 45.87365911282641, 41.61513553353698]   | 17.0072422027587891|      1.00000000|[741, 112, 0, 112]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      57|[5.042025386863837, 30.722706548363483, 45.87365911282641, 41.61513553353698]   | 17.0072422027587891|      0.20000000|[754, 114, 0, 114]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      58|[4.844769937575839, 30.693895654919213, 45.887161592466995, 41.62396181184036]  | 15.5485305786132812|      1.00000000|[767, 116, 0, 116]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      59|[4.844769937575839, 30.693895654919213, 45.887161592466995, 41.62396181184036]  | 15.5485305786132812|      0.20000000|[780, 118, 0, 118]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      60|[4.647453305870677, 30.66499518958405, 45.900309390196256, 41.63158056310359]   | 14.1581954956054688|      1.00000000|[793, 120, 0, 120]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      61|[4.647453305870677, 30.66499518958405, 45.900309390196256, 41.63158056310359]   | 14.1581954956054688|      0.20000000|[806, 122, 0, 122]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      62|[4.449921115629435, 30.6372333364215, 45.91285712914911, 41.638851572294186]    | 12.8357362747192383|      1.00000000|[819, 124, 0, 124]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      63|[4.449921115629435, 30.6372333364215, 45.91285712914911, 41.638851572294186]    | 12.8357362747192383|      0.20000000|[832, 126, 0, 126]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      64|[4.25211244204787, 30.61120725033973, 45.92548585732542, 41.64475807073362]     | 11.5806417465209961|      1.00000000|[846, 128, 0, 128]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      65|[4.25211244204787, 30.61120725033973, 45.92548585732542, 41.64475807073362]     | 11.5806417465209961|      0.20000000|[859, 130, 0, 130]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      66|[4.054288080202204, 30.58552914931063, 45.93733386815266, 41.6528686580941]     | 10.3924407958984375|      1.00000000|[872, 132, 0, 132]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      67|[4.054288080202204, 30.58552914931063, 45.93733386815266, 41.6528686580941]     | 10.3924407958984375|      0.20000000|[885, 134, 0, 134]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      68|[3.856310727781714, 30.559781332818947, 45.947264092721085, 41.65945717192535]  |  9.2706708908081055|      1.00000000|[898, 136, 0, 136]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      69|[3.856310727781714, 30.559781332818947, 45.947264092721085, 41.65945717192535]  |  9.2706708908081055|      0.20000000|[911, 138, 0, 138]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      70|[3.65806802405666, 30.53622473286085, 45.957685320215056, 41.6654833677165]     |  8.2148017883300781|      1.00000000|[925, 140, 0, 140]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      71|[3.65806802405666, 30.53622473286085, 45.957685320215056, 41.6654833677165]     |  8.2148017883300781|      0.20000000|[938, 142, 0, 142]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      72|[3.4596181937920387, 30.51420064011944, 45.967686679597264, 41.67119099571496]  |  7.2244358062744141|      1.00000000|[951, 144, 0, 144]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      73|[3.4596181937920387, 30.51420064011944, 45.967686679597264, 41.67119099571496]  |  7.2244358062744141|      0.20000000|[965, 146, 0, 146]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      74|[3.2610094053270515, 30.493325327551716, 45.977147456320125, 41.67660063280722] |  6.2991714477539062|      1.00000000|[978, 148, 0, 148]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      75|[3.2610094053270515, 30.493325327551716, 45.977147456320125, 41.67660063280722] |  6.2991714477539062|      0.20000000|[991, 150, 0, 150]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      76|[3.0622556490739465, 30.47353754284385, 45.98601499529258, 41.68177312777662]   |  5.4386281967163086|      1.00000000|[1004, 152, 0, 152]                                                        |  | trying linear partial model with 8 points | iterate success | actual_k=1
      77|[3.0622556490739465, 30.47353754284385, 45.98601499529258, 41.68177312777662]   |  5.4386281967163086|      0.20000000|[1017, 154, 0, 154]                                                        |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      78|[2.8635686412562733, 30.45422945111178, 45.996341296785886, 41.68840924227195]  |  4.6425671577453613|      1.00000000|[1030, 156, 0, 156]                                                        |  | trying linear partial model with 8 points | iterate success | actual_k=1
      79|[2.8635686412562733, 30.45422945111178, 45.996341296785886, 41.68840924227195]  |  4.6425671577453613|      0.20000000|[1043, 158, 0, 158]                                                        |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      80|[2.6645491906888936, 30.43671595008682, 46.00436959859692, 41.69289053089668]   |  3.9104440212249756|      1.00000000|[1057, 160, 0, 160]                                                        |  | trying linear partial model with 8 points | iterate success | actual_k=1
