k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-1.2, 1.0]                                                                     |749.0383999999999105|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.4937649723416978, 0.2920225387002231]                                       | 19.2390670776367188|      5.00000000|[7, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[-0.4937649723416978, 0.2920225387002231]                                       | 19.2390670776367188|      1.00000000|[12, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[-0.4937649723416978, 0.2920225387002231]                                       | 19.2390670776367188|      0.20000000|[18, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      34|[-0.1325092674162364, -0.0049024825279709]                                      |  1.2832406759262085|      0.04000000|[186, 68, 0, 68]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      35|[-0.093759318887076, 0.0050192859125552]                                        |  1.1997240781784058|      0.20000000|[191, 70, 0, 70]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      36|[-0.093759318887076, 0.0050192859125552]                                        |  1.1997240781784058|      0.04000000|[196, 72, 0, 72]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      37|[-0.058883822539491, -0.0145689696123656]                                       |  1.1418696641921997|      0.20000000|[201, 74, 0, 74]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      38|[-0.058883822539491, -0.0145689696123656]                                       |  1.1418696641921997|      0.04000000|[206, 76, 0, 76]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      39|[-0.058883822539491, -0.0145689696123656]                                       |  1.1418696641921997|      0.00800000|[211, 78, 0, 78]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      40|[-0.0541687900110334, -0.0081061166621905]                                      |  1.1175875663757324|      0.04000000|[216, 80, 0, 80]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      41|[-0.0541687900110334, -0.0081061166621905]                                      |  1.1175875663757324|      0.00800000|[221, 82, 0, 82]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      42|[-0.0478870479358031, -0.0031523588461199]                                      |  1.0989929437637329|      0.04000000|[226, 84, 0, 84]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      43|[-0.0478870479358031, -0.0031523588461199]                                      |  1.0989929437637329|      0.00800000|[231, 86, 0, 86]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      44|[-0.0402502484147411, -0.00076923210272]                                        |  1.0821701288223267|      0.04000000|[237, 88, 0, 88]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      45|[-0.0402502484147411, -0.00076923210272]                                        |  1.0821701288223267|      0.00800000|[243, 90, 0, 90]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      46|[-0.0323023352472852, -0.001680646543346]                                       |  1.0659193992614746|      0.04000000|[248, 92, 0, 92]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      47|[0.006712897901319, 0.0071404408250034]                                         |  0.9917173981666565|      0.20000000|[253, 94, 0, 94]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      48|[0.006712897901319, 0.0071404408250034]                                         |  0.9917173981666565|      0.04000000|[258, 96, 0, 96]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      49|[0.0398654365434938, -0.0152405596347417]                                       |  0.9452793598175049|      0.20000000|[264, 98, 0, 98]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      50|[0.0398654365434938, -0.0152405596347417]                                       |  0.9452793598175049|      0.04000000|[270, 100, 0, 100]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      51|[0.0398654365434938, -0.0152405596347417]                                       |  0.9452793598175049|      0.00800000|[276, 102, 0, 102]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      52|[0.0450684221033285, -0.0091636409036617]                                       |  0.9204601645469666|      0.04000000|[281, 104, 0, 104]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      53|[0.0752108934732029, 0.0171314426618322]                                        |  0.8831439018249512|      0.20000000|[286, 106, 0, 106]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      54|[0.0752108934732029, 0.0171314426618322]                                        |  0.8831439018249512|      0.04000000|[291, 108, 0, 108]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      55|[0.1083221593374707, -0.0053105731314467]                                       |  0.7994211316108704|      0.20000000|[296, 110, 0, 110]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      56|[0.1083221593374707, -0.0053105731314467]                                       |  0.7994211316108704|      0.04000000|[301, 112, 0, 112]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      57|[0.1083221593374707, -0.0053105731314467]                                       |  0.7994211316108704|      0.00800000|[307, 114, 0, 114]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      58|[0.1159413176231063, -0.002871633399016]                                        |  0.7835223674774170|      0.04000000|[312, 116, 0, 116]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      59|[0.15576948003906, -0.0065753448575962]                                         |  0.7234476804733276|      0.20000000|[318, 118, 0, 118]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      60|[0.15576948003906, -0.0065753448575962]                                         |  0.7234476804733276|      0.04000000|[323, 120, 0, 120]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      61|[0.1822806454350725, 0.0233772528485339]                                        |  0.6986657977104187|      0.20000000|[329, 122, 0, 122]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      62|[0.1822806454350725, 0.0233772528485339]                                        |  0.6986657977104187|      0.04000000|[334, 124, 0, 124]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      63|[0.1822806454350725, 0.0233772528485339]                                        |  0.6986657977104187|      0.00800000|[339, 126, 0, 126]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      64|[0.1860972399039802, 0.0163463491612471]                                        |  0.6722414493560791|      0.04000000|[344, 128, 0, 128]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      65|[0.1860972399039802, 0.0163463491612471]                                        |  0.6722414493560791|      0.00800000|[349, 130, 0, 130]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      66|[0.1928354914240847, 0.0120340450843285]                                        |  0.6538797616958618|      0.04000000|[354, 132, 0, 132]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      67|[0.1928354914240847, 0.0120340450843285]                                        |  0.6538797616958618|      0.00800000|[359, 134, 0, 134]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      68|[0.2000096802820501, 0.0084941278211363]                                        |  0.6400088071823120|      0.04000000|[365, 136, 0, 136]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      69|[0.2338780183064546, 0.0297764134001026]                                        |  0.6157869696617126|      0.20000000|[371, 138, 0, 138]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      70|[0.2338780183064546, 0.0297764134001026]                                        |  0.6157869696617126|      0.04000000|[377, 140, 0, 140]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      71|[0.2648664082431845, 0.0044837328555423]                                        |  0.5602960586547852|      0.20000000|[382, 142, 0, 142]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      72|[0.2648664082431845, 0.0044837328555423]                                        |  0.5602960586547852|      0.04000000|[387, 144, 0, 144]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      73|[0.2648664082431845, 0.0044837328555423]                                        |  0.5602960586547852|      0.00800000|[393, 146, 0, 146]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      74|[0.267462665876587, 0.0120507300341462]                                         |  0.5416272282600403|      0.04000000|[398, 148, 0, 148]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      75|[0.267462665876587, 0.0120507300341462]                                         |  0.5416272282600403|      0.00800000|[404, 150, 0, 150]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      76|[0.2702664107191437, 0.0195433273713742]                                        |  0.5325150489807129|      0.04000000|[409, 152, 0, 152]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      77|[0.2702664107191437, 0.0195433273713742]                                        |  0.5325150489807129|      0.00800000|[414, 154, 0, 154]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      78|[0.2782664084516685, 0.019537304116595]                                         |  0.5213031768798828|      0.04000000|[419, 156, 0, 156]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      79|[0.3181234125408032, 0.0161580697301251]                                        |  0.4906736314296722|      0.20000000|[424, 158, 0, 158]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      80|[0.3181234125408032, 0.0161580697301251]                                        |  0.4906736314296722|      0.04000000|[430, 160, 0, 160]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
