k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[3.0, 0.1]                                                                      | 87.6860481455954357|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[3.0, 0.1]                                                                      | 87.6860481455954357|      0.50000000|[7, 2, 0, 2]                                                               |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[2.596442660672993, -0.195197347337856]                                         | 40.5792617797851562|      1.00000000|[12, 4, 0, 4]                                                              |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      13|[0.6250421782514091, -0.5276049388634378]                                       |  1.2040051221847534|      0.12500000|[85, 31, 0, 31]                                                            |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      14|[0.5075676822962499, -0.5703219471866022]                                       |  1.0308445692062378|      0.25000000|[90, 33, 0, 33]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      15|[0.5075676822962499, -0.5703219471866022]                                       |  1.0308445692062378|      0.12500000|[97, 36, 0, 36]                                                            |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      16|[0.3997819295672738, -0.6336246446697902]                                       |  0.8958041071891785|      0.25000000|[103, 38, 0, 38]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      17|[0.3997819295672738, -0.6336246446697902]                                       |  0.8958041071891785|      0.12500000|[110, 41, 0, 41]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      18|[0.3997819295672738, -0.6336246446697902]                                       |  0.8958041071891785|      0.06250000|[116, 43, 0, 43]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      19|[0.3442595659136803, -0.6623216329145193]                                       |  0.8440990447998047|      0.12500000|[121, 45, 0, 45]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      20|[0.3442595659136803, -0.6623216329145193]                                       |  0.8440990447998047|      0.06250000|[127, 47, 0, 47]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      21|[0.291866979857675, -0.6963989996901973]                                        |  0.8059417605400085|      0.12500000|[132, 49, 0, 49]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      22|[0.291866979857675, -0.6963989996901973]                                        |  0.8059417605400085|      0.06250000|[138, 51, 0, 51]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      23|[0.291866979857675, -0.6963989996901973]                                        |  0.8059417605400085|      0.03125000|[144, 53, 0, 53]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      24|[0.2617106177023961, -0.7045938957578504]                                       |  0.7922106385231018|      0.06250000|[149, 55, 0, 55]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      25|[0.2617106177023961, -0.7045938957578504]                                       |  0.7922106385231018|      0.03125000|[157, 58, 0, 58]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      26|[0.2316979401887624, -0.7133003122688261]                                       |  0.7823550105094910|      0.06250000|[162, 60, 0, 60]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      27|[0.2316979401887624, -0.7133003122688261]                                       |  0.7823550105094910|      0.03125000|[168, 62, 0, 62]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      28|[0.2316979401887624, -0.7133003122688261]                                       |  0.7823550105094910|      0.01562500|[176, 65, 0, 65]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      29|[0.2161060615606769, -0.7143171435463999]                                       |  0.7788938879966736|      0.03125000|[182, 67, 0, 67]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      30|[0.2161060615606769, -0.7143171435463999]                                       |  0.7788938879966736|      0.01562500|[188, 69, 0, 69]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      31|[0.2007120960570969, -0.7169941663469392]                                       |  0.7764126658439636|      0.03125000|[193, 71, 0, 71]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      32|[0.2007120960570969, -0.7169941663469392]                                       |  0.7764126658439636|      0.01562500|[200, 74, 0, 74]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      33|[0.2007120960570969, -0.7169941663469392]                                       |  0.7764126658439636|      0.00781250|[208, 77, 0, 77]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      34|[0.1929012201636431, -0.7168348740776255]                                       |  0.7754915356636047|      0.01562500|[214, 79, 0, 79]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      35|[0.1929012201636431, -0.7168348740776255]                                       |  0.7754915356636047|      0.00781250|[221, 82, 0, 82]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      36|[0.1854514706389649, -0.7144819209821397]                                       |  0.7747315764427185|      0.01562500|[226, 84, 0, 84]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      37|[0.1854514706389649, -0.7144819209821397]                                       |  0.7747315764427185|      0.00781250|[233, 87, 0, 87]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      38|[0.1777280038355952, -0.7133058186110642]                                       |  0.7741787433624268|      0.01562500|[238, 89, 0, 89]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      39|[0.1777280038355952, -0.7133058186110642]                                       |  0.7741787433624268|      0.00781250|[244, 91, 0, 91]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      40|[0.1777280038355952, -0.7133058186110642]                                       |  0.7741787433624268|      0.00390625|[251, 94, 0, 94]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      41|[0.1751539159122183, -0.7103676456370505]                                       |  0.7739359140396118|      0.00781250|[256, 96, 0, 96]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      42|[0.1751539159122183, -0.7103676456370505]                                       |  0.7739359140396118|      0.00390625|[262, 98, 0, 98]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      43|[0.172018013915526, -0.7080385025049863]                                        |  0.7737246155738831|      0.00781250|[268, 100, 0, 100]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      44|[0.172018013915526, -0.7080385025049863]                                        |  0.7737246155738831|      0.00390625|[274, 102, 0, 102]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      45|[0.1687368580989729, -0.7059188785831549]                                       |  0.7735501527786255|      0.00781250|[279, 104, 0, 104]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      46|[0.1687368580989729, -0.7059188785831549]                                       |  0.7735501527786255|      0.00390625|[286, 107, 0, 107]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      47|[0.1687368580989729, -0.7059188785831549]                                       |  0.7735501527786255|      0.00195312|[292, 109, 0, 109]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      48|[0.1673470238908207, -0.704546632927496]                                        |  0.7734760642051697|      0.00390625|[298, 111, 0, 111]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      49|[0.1645968871993221, -0.7017725497923731]                                       |  0.7733550071716309|      0.00781250|[304, 113, 0, 113]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      50|[0.1645968871993221, -0.7017725497923731]                                       |  0.7733550071716309|      0.00390625|[311, 116, 0, 116]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      51|[0.1645968871993221, -0.7017725497923731]                                       |  0.7733550071716309|      0.00195312|[317, 118, 0, 118]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      52|[0.1632059999293181, -0.7004013715152093]                                       |  0.7733077406883240|      0.00390625|[322, 120, 0, 120]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      53|[0.1632059999293181, -0.7004013715152093]                                       |  0.7733077406883240|      0.00195312|[328, 122, 0, 122]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      54|[0.1615250461133723, -0.6994068407040817]                                       |  0.7732683420181274|      0.00390625|[333, 124, 0, 124]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      55|[0.1615250461133723, -0.6994068407040817]                                       |  0.7732683420181274|      0.00195312|[341, 127, 0, 127]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      56|[0.1615250461133723, -0.6994068407040817]                                       |  0.7732683420181274|      0.00097656|[347, 129, 0, 129]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      57|[0.1606943871450268, -0.6988933429000812]                                       |  0.7732520699501038|      0.00195312|[352, 131, 0, 131]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      58|[0.1606943871450268, -0.6988933429000812]                                       |  0.7732520699501038|      0.00097656|[359, 134, 0, 134]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      59|[0.160011736059555, -0.6981950150315908]                                        |  0.7732380628585815|      0.00195312|[365, 136, 0, 136]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      60|[0.160011736059555, -0.6981950150315908]                                        |  0.7732380628585815|      0.00097656|[371, 138, 0, 138]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      61|[0.1592480833643591, -0.6975863206275371]                                       |  0.7732260823249817|      0.00195312|[377, 140, 0, 140]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      62|[0.1592480833643591, -0.6975863206275371]                                       |  0.7732260823249817|      0.00097656|[385, 143, 0, 143]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      63|[0.1585609777951163, -0.6968923752023618]                                       |  0.7732164859771729|      0.00195312|[391, 145, 0, 145]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      64|[0.1585609777951163, -0.6968923752023618]                                       |  0.7732164859771729|      0.00097656|[398, 148, 0, 148]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      65|[0.1585609777951163, -0.6968923752023618]                                       |  0.7732164859771729|      0.00048828|[404, 150, 0, 150]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      66|[0.1581595497596863, -0.6966143929880524]                                       |  0.7732123732566833|      0.00097656|[409, 152, 0, 152]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      67|[0.1581595497596863, -0.6966143929880524]                                       |  0.7732123732566833|      0.00048828|[416, 155, 0, 155]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      68|[0.1577013285142414, -0.6964457161688848]                                       |  0.7732089161872864|      0.00097656|[421, 157, 0, 157]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      69|[0.1577013285142414, -0.6964457161688848]                                       |  0.7732089161872864|      0.00048828|[429, 160, 0, 160]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
