k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 3.0, -8.0]                                                                |148.9993291872793577|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.951501376384468, 2.0080419418278086, -7.883093651435629]                     | 41.2925186157226562|      2.00000000|[6, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
      12|[1.6655158915688668, 0.0836645694608155, -7.60992096175158]                     |  3.7811725139617920|      0.25000000|[110, 44, 0, 44]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      13|[1.4201451268832086, 0.0441771016312828, -7.637012062171957]                    |  3.0179758071899414|      0.50000000|[118, 47, 0, 47]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | iterate success | actual_k=1
      14|[1.4201451268832086, 0.0441771016312828, -7.637012062171957]                    |  3.0179758071899414|      0.25000000|[129, 51, 0, 51]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      15|[1.1712298767241123, 0.0211196297144916, -7.640102568124202]                    |  2.3712832927703857|      0.50000000|[137, 54, 0, 54]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | iterate success | actual_k=1
      16|[1.1712298767241123, 0.0211196297144916, -7.640102568124202]                    |  2.3712832927703857|      0.25000000|[149, 58, 0, 58]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      17|[1.1712298767241123, 0.0211196297144916, -7.640102568124202]                    |  2.3712832927703857|      0.12500000|[161, 62, 0, 62]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      18|[1.0742382635976526, -0.0567803069974536, -7.627886724174556]                   |  2.1558830738067627|      0.25000000|[166, 64, 0, 64]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      19|[1.0742382635976526, -0.0567803069974536, -7.627886724174556]                   |  2.1558830738067627|      0.12500000|[177, 68, 0, 68]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      20|[0.9497163220835761, -0.0470339855858162, -7.63281575049889]                    |  1.9030017852783203|      0.25000000|[183, 70, 0, 70]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      21|[0.9497163220835761, -0.0470339855858162, -7.63281575049889]                    |  1.9030017852783203|      0.12500000|[194, 74, 0, 74]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      22|[0.8249891273789867, -0.038961436273436, -7.6310950388081595]                   |  1.6810390949249268|      0.25000000|[202, 77, 0, 77]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | iterate success | actual_k=1
      23|[0.8249891273789867, -0.038961436273436, -7.6310950388081595]                   |  1.6810390949249268|      0.12500000|[212, 81, 0, 81]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      24|[0.7019426462122276, -0.0359099705134806, -7.609294762910956]                   |  1.4929306507110596|      0.25000000|[217, 83, 0, 83]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      25|[0.7019426462122276, -0.0359099705134806, -7.609294762910956]                   |  1.4929306507110596|      0.12500000|[227, 87, 0, 87]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      26|[0.5878021533715124, -0.0526895530611912, -7.657413298877912]                   |  1.3470579385757446|      0.25000000|[233, 89, 0, 89]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      27|[0.5878021533715124, -0.0526895530611912, -7.657413298877912]                   |  1.3470579385757446|      0.12500000|[243, 93, 0, 93]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      28|[0.4637302290199371, -0.0405400642704999, -7.6665537315712715]                  |  1.2156224250793457|      0.25000000|[251, 96, 0, 96]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | iterate success | actual_k=1
      29|[0.4637302290199371, -0.0405400642704999, -7.6665537315712715]                  |  1.2156224250793457|      0.12500000|[262, 100, 0, 100]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      30|[0.4637302290199371, -0.0405400642704999, -7.6665537315712715]                  |  1.2156224250793457|      0.06250000|[272, 104, 0, 104]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      31|[0.4020054119108508, -0.0378371025964, -7.67598723309712]                       |  1.1620062589645386|      0.12500000|[278, 106, 0, 106]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      32|[0.4020054119108508, -0.0378371025964, -7.67598723309712]                       |  1.1620062589645386|      0.06250000|[290, 111, 0, 111]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 8 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      33|[0.3419623205191262, -0.0303552129786289, -7.691642855214191]                   |  1.1168915033340454|      0.12500000|[296, 113, 0, 113]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      34|[0.3419623205191262, -0.0303552129786289, -7.691642855214191]                   |  1.1168915033340454|      0.06250000|[307, 117, 0, 117]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      35|[0.2807203459377295, -0.0179330533465497, -7.690476450718873]                   |  1.0781999826431274|      0.12500000|[312, 119, 0, 119]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      36|[0.2807203459377295, -0.0179330533465497, -7.690476450718873]                   |  1.0781999826431274|      0.06250000|[324, 123, 0, 123]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      37|[0.2807203459377295, -0.0179330533465497, -7.690476450718873]                   |  1.0781999826431274|      0.03125000|[336, 128, 0, 128]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 8 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      38|[0.2502372104598781, -0.0225427361294264, -7.685368439747839]                   |  1.0621854066848755|      0.06250000|[342, 130, 0, 130]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      39|[0.2502372104598781, -0.0225427361294264, -7.685368439747839]                   |  1.0621854066848755|      0.03125000|[354, 134, 0, 134]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      40|[0.2251231781173695, -0.0407508642703218, -7.689151553426301]                   |  1.0512931346893311|      0.06250000|[360, 136, 0, 136]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      41|[0.2251231781173695, -0.0407508642703218, -7.689151553426301]                   |  1.0512931346893311|      0.03125000|[371, 141, 0, 141]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 8 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      42|[0.1987686868851885, -0.0463036623776834, -7.7049998885146245]                  |  1.0405580997467041|      0.06250000|[376, 143, 0, 143]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      43|[0.1987686868851885, -0.0463036623776834, -7.7049998885146245]                  |  1.0405580997467041|      0.03125000|[388, 147, 0, 147]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      44|[0.1685599896199869, -0.0383408163666529, -7.70423164835425]                    |  1.0288703441619873|      0.06250000|[396, 150, 0, 150]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | iterate success | actual_k=1
      45|[0.1685599896199869, -0.0383408163666529, -7.70423164835425]                    |  1.0288703441619873|      0.03125000|[407, 154, 0, 154]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      46|[0.1380860644188832, -0.0320426954608365, -7.701361795414942]                   |  1.0191255807876587|      0.06250000|[412, 156, 0, 156]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      47|[0.1380860644188832, -0.0320426954608365, -7.701361795414942]                   |  1.0191255807876587|      0.03125000|[423, 160, 0, 160]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
