k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0]                                                                      | 24.0625000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0]                                                                      | 24.0625000000000000|      0.50000000|[7, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[0.4884187841923762, 0.1069910802265359]                                        | 11.0704545974731445|      1.00000000|[12, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
      13|[1.2882208969382294, 0.1440684276808789]                                        |  3.4973907470703125|      0.12500000|[74, 26, 0, 26]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      14|[1.2882208969382294, 0.1440684276808789]                                        |  3.4973907470703125|      0.06250000|[80, 28, 0, 28]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      15|[1.2505236904423525, 0.1939199133398562]                                        |  3.1454167366027832|      0.12500000|[85, 30, 0, 30]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      16|[1.1325573908496898, 0.2352593879423972]                                        |  2.4935710430145264|      0.25000000|[90, 32, 0, 32]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      17|[1.1325573908496898, 0.2352593879423972]                                        |  2.4935710430145264|      0.12500000|[95, 34, 0, 34]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      18|[1.0080373869464352, 0.2462032733554234]                                        |  2.2106294631958008|      0.25000000|[100, 36, 0, 36]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      19|[1.0080373869464352, 0.2462032733554234]                                        |  2.2106294631958008|      0.12500000|[106, 38, 0, 38]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      20|[0.9891257400243127, 0.3697643902599455]                                        |  1.8450165987014771|      0.25000000|[111, 40, 0, 40]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      21|[0.9891257400243127, 0.3697643902599455]                                        |  1.8450165987014771|      0.12500000|[116, 42, 0, 42]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      22|[0.9891257400243127, 0.3697643902599455]                                        |  1.8450165987014771|      0.06250000|[121, 44, 0, 44]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      23|[0.9465359640840185, 0.3240220577291755]                                        |  1.5769604444503784|      0.12500000|[126, 46, 0, 46]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      24|[0.9465359640840185, 0.3240220577291755]                                        |  1.5769604444503784|      0.06250000|[131, 48, 0, 48]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      25|[0.8957025825509117, 0.3603843640629271]                                        |  1.3185193538665771|      0.12500000|[136, 50, 0, 50]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      26|[0.8957025825509117, 0.3603843640629271]                                        |  1.3185193538665771|      0.06250000|[142, 52, 0, 52]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      27|[0.8957025825509117, 0.3603843640629271]                                        |  1.3185193538665771|      0.03125000|[147, 54, 0, 54]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      28|[0.8709435863088602, 0.3794514720000549]                                        |  1.1987293958663940|      0.06250000|[152, 56, 0, 56]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      29|[0.8244523843812831, 0.4212224923769771]                                        |  0.9880254864692688|      0.12500000|[158, 58, 0, 58]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      30|[0.8244523843812831, 0.4212224923769771]                                        |  0.9880254864692688|      0.06250000|[163, 60, 0, 60]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      31|[0.8244523843812831, 0.4212224923769771]                                        |  0.9880254864692688|      0.03125000|[169, 62, 0, 62]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      32|[0.7945348709415992, 0.4302504982246898]                                        |  0.8932613134384155|      0.06250000|[174, 64, 0, 64]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      33|[0.7945348709415992, 0.4302504982246898]                                        |  0.8932613134384155|      0.03125000|[180, 66, 0, 66]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      34|[0.7641964833196111, 0.4377434773717311]                                        |  0.8304558396339417|      0.06250000|[186, 68, 0, 68]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      35|[0.7641964833196111, 0.4377434773717311]                                        |  0.8304558396339417|      0.03125000|[191, 70, 0, 70]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      36|[0.7431322645168326, 0.4608272635912548]                                        |  0.7283784747123718|      0.06250000|[196, 72, 0, 72]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      37|[0.6848481338776001, 0.4833929480619038]                                        |  0.6399194598197937|      0.12500000|[201, 74, 0, 74]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      38|[0.6848481338776001, 0.4833929480619038]                                        |  0.6399194598197937|      0.06250000|[206, 76, 0, 76]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      39|[0.6848481338776001, 0.4833929480619038]                                        |  0.6399194598197937|      0.03125000|[211, 78, 0, 78]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      40|[0.7004846246519504, 0.5104496044751353]                                        |  0.5781842470169067|      0.06250000|[216, 80, 0, 80]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      41|[0.7004846246519504, 0.5104496044751353]                                        |  0.5781842470169067|      0.03125000|[221, 82, 0, 82]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      42|[0.6699227747428146, 0.5039276546032444]                                        |  0.5520218610763550|      0.06250000|[226, 84, 0, 84]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      43|[0.6699227747428146, 0.5039276546032444]                                        |  0.5520218610763550|      0.03125000|[231, 86, 0, 86]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      44|[0.6703465457251989, 0.5351747811616095]                                        |  0.5024402141571045|      0.06250000|[237, 88, 0, 88]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      45|[0.6703465457251989, 0.5351747811616095]                                        |  0.5024402141571045|      0.03125000|[243, 90, 0, 90]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      46|[0.6703465457251989, 0.5351747811616095]                                        |  0.5024402141571045|      0.01562500|[248, 92, 0, 92]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      47|[0.6555967978408627, 0.5300186622385706]                                        |  0.4700939655303955|      0.03125000|[253, 94, 0, 94]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      48|[0.6555967978408627, 0.5300186622385706]                                        |  0.4700939655303955|      0.01562500|[258, 96, 0, 96]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      49|[0.6502034820958454, 0.5446833398782104]                                        |  0.4501661956310272|      0.03125000|[264, 98, 0, 98]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      50|[0.6502034820958454, 0.5446833398782104]                                        |  0.4501661956310272|      0.01562500|[270, 100, 0, 100]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      51|[0.6346667166854378, 0.5430251645008872]                                        |  0.4291422963142395|      0.03125000|[276, 102, 0, 102]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      52|[0.6346667166854378, 0.5430251645008872]                                        |  0.4291422963142395|      0.01562500|[281, 104, 0, 104]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      53|[0.6355700318272395, 0.5586240313428918]                                        |  0.4198363423347473|      0.03125000|[286, 106, 0, 106]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      54|[0.6045700295076605, 0.5625689465746927]                                        |  0.3810168206691742|      0.06250000|[291, 108, 0, 108]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      55|[0.6045700295076605, 0.5625689465746927]                                        |  0.3810168206691742|      0.03125000|[296, 110, 0, 110]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      56|[0.6045700295076605, 0.5625689465746927]                                        |  0.3810168206691742|      0.01562500|[301, 112, 0, 112]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      57|[0.605335654487536, 0.5781751774902658]                                         |  0.3591167032718658|      0.03125000|[307, 114, 0, 114]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      58|[0.605335654487536, 0.5781751774902658]                                         |  0.3591167032718658|      0.01562500|[312, 116, 0, 116]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      59|[0.5898070755773603, 0.5764420121691131]                                        |  0.3508380353450775|      0.03125000|[318, 118, 0, 118]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      60|[0.5898070755773603, 0.5764420121691131]                                        |  0.3508380353450775|      0.01562500|[323, 120, 0, 120]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      61|[0.5898070755773603, 0.5764420121691131]                                        |  0.3508380353450775|      0.00781250|[329, 122, 0, 122]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      62|[0.591642953488773, 0.5840357404065724]                                         |  0.3379931747913361|      0.01562500|[334, 124, 0, 124]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      63|[0.579509545074636, 0.5938805880567776]                                         |  0.3194563686847687|      0.03125000|[339, 126, 0, 126]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      64|[0.5558327239362483, 0.6142759463713744]                                        |  0.2880855798721313|      0.06250000|[344, 128, 0, 128]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      65|[0.5558327239362483, 0.6142759463713744]                                        |  0.2880855798721313|      0.03125000|[349, 130, 0, 130]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      66|[0.5558327239362483, 0.6142759463713744]                                        |  0.2880855798721313|      0.01562500|[354, 132, 0, 132]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      67|[0.5558327239362483, 0.6142759463713744]                                        |  0.2880855798721313|      0.00781250|[359, 134, 0, 134]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      68|[0.5558327239362483, 0.6142759463713744]                                        |  0.2880855798721313|      0.00390625|[365, 136, 0, 136]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      69|[0.5555797931206239, 0.6181739990986996]                                        |  0.2861607074737549|      0.00781250|[371, 138, 0, 138]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      70|[0.5478242956633588, 0.6191160264021016]                                        |  0.2813434898853302|      0.01562500|[377, 140, 0, 140]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      71|[0.5478242956633588, 0.6191160264021016]                                        |  0.2813434898853302|      0.00781250|[382, 142, 0, 142]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      72|[0.5406706702581878, 0.6222562174492343]                                        |  0.2788326442241669|      0.01562500|[387, 144, 0, 144]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      73|[0.5406706702581878, 0.6222562174492343]                                        |  0.2788326442241669|      0.00781250|[393, 146, 0, 146]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      74|[0.5449855609216261, 0.6287690413231444]                                        |  0.2748532295227051|      0.01562500|[398, 148, 0, 148]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      75|[0.5449855609216261, 0.6287690413231444]                                        |  0.2748532295227051|      0.00781250|[404, 150, 0, 150]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      76|[0.5371965041085063, 0.6281642684633102]                                        |  0.2713151872158051|      0.01562500|[409, 152, 0, 152]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      77|[0.5371965041085063, 0.6281642684633102]                                        |  0.2713151872158051|      0.00781250|[414, 154, 0, 154]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      78|[0.5307292957570511, 0.6325472323450766]                                        |  0.2676541507244110|      0.01562500|[419, 156, 0, 156]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      79|[0.5307292957570511, 0.6325472323450766]                                        |  0.2676541507244110|      0.00781250|[424, 158, 0, 158]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      80|[0.5334466337272529, 0.6398719323802794]                                        |  0.2645037770271301|      0.01562500|[430, 160, 0, 160]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
